clean_name,incent_type,cur_munilevel_rate,av,eav,pins_in_muni,final_tax_to_dist,current_taxable_eav,new_av,new_taxable_eav,munilevy,cur_muni_taxable_eav,new_muni_taxable_eav,new_comp_rate,group_taxes_hyp,group_taxes_cur,pct_eav,pct_taxburden_current,pct_taxburden_no_incent,burden_shift,av_change_perPIN
Glenview,Not Incentive Prop,8.356378586723768,1083182989,3252473533,18670,252124888.84,3015586426.421,1083182989,3015586426.421,256929623.09,3072926554.37,3158936746.2935,8.133420949041327,24527033814.297234,25199381840.159294,1.0584286592774783,98.0789273618799,95.46207058306253,2.62,NA
Glenwood,Commercial,18.555715476190475,534459,1604822,10,208084.63,1177575.351,1336147.5,2943938.3775,18917354.580000002,102031806.9126,104066540.9595,18.17813334197602,53515304.37675554,21850753.16493113,0.015728644317498795,1.1550638897487497,2.8289000002851106,-1.67,80168.85
Glenwood,Industrial,18.555715476190475,139945,420213,2,31751.87,178914.0136,349862.5,447285.034,18917354.580000002,102031806.9126,104066540.9595,18.17813334197602,8130806.989922279,3319877.531064873,0.004118451027334571,0.17549375188932326,0.4298067658211795,-0.25,104958.75
Glenwood,Not Incentive Prop,18.555715476190475,51361324,154098736,4188,18677518.080000002,100675317.548,51361324,100675317.548,18917354.580000002,102031806.9126,104066540.9595,18.17813334197602,1830089346.6333222,1868102547.895814,1.5103009606798428,98.75072859663096,96.7412932338937,2.01,NA
Golf,Not Incentive Prop,9.401,14240077,42758673,217,3844800.88,40897786.195972994,14240077,40897786.195972994,3844800.88,40897786.195972994,40897786.195972994,9.400999999307,384480087.99999994,384480088.0283421,1.0455009177051797,100.00000000737155,99.99999999999999,0,NA
Hanover Park,Commercial,12.147540250772304,285415,857016,2,56684.42,476119.6086,713537.5,1190299.0215,33846815.99,277381431.31960005,278095610.7325,12.170927797403186,14487043.447996164,5783682.1096504545,0.0030896660815501473,0.17087817392806567,0.4280179102305027,-0.26,214061.25
Hanover Park,Not Incentive Prop,12.147540250772304,115260811,346090401,5501,33790131.57,276905311.711,115260811,276905311.711,33846815.99,277381431.31960005,278095610.7325,12.170927797403186,3370194555.5520043,3363718419.662024,1.247705729087659,99.38064545438573,99.5719820897695,-0.19,NA
Harvey,Commercial,26.927314647263525,4607497,13834938,117,3823680.54,13948981.64,11518742.5,34872454.1,54729654.12,202229364.30280003,231287205.9643,23.66307029038507,825189332.566527,375608617.629182,0.06841211239375114,6.862981754016281,15.077554313740418,-8.21,59070.47435897436
Harvey,Industrial,26.927314647263525,1802392,5412044,18,1513299.97,5422912.801,4505980,13557282.0025,54729654.12,202229364.30280003,231287205.9643,23.66307029038507,320806916.97172993,146024479.29720017,0.02676190976843745,2.668105283052357,5.861665346328155,-3.19,150199.33333333334
Harvey,Not Incentive Prop,26.927314647263525,78760735,236494676,15670,49392673.61,182857469.86180001,78760735,182857469.86180001,54729654.12,202229364.30280003,231287205.9643,23.66307029038507,4326969162.461743,4923860626.571197,1.1694378648488168,89.96696043017486,79.06078033993144,10.91,NA
Harwood Heights,Industrial,8.993298644067798,300000,900810,1,79244.24,900809.8215,750000,2252024.55375,24535395.08,273479318.287,274830533.01925,8.927463339119408,20104866.64239987,8101251.746258904,0.0032938871050375166,0.33018631735270615,0.8194229836872825,-0.49,450000
Harwood Heights,Not Incentive Prop,8.993298644067798,102709529,308405840,2949,24456150.84,272578508.4655,102709529,272578508.4655,24535395.08,273479318.287,274830533.01925,8.927463339119408,2433434641.3576,2451379930.5848036,1.1277117477539809,99.91198114364352,99.18057701631272,0.73,NA
Hazelcrest,Commercial,25.03964877061936,901020,2705492,25,635585.51,2687751.549,2252550,6719378.8725000005,33129544.96,131429143.39609998,136137611.92624998,24.335335761543487,163518340.971309,67300354.76964813,0.020585175632212807,2.0314300981466946,4.935725533469839,-2.9,54061.2
Hazelcrest,Industrial,25.03964877061936,156040,468541,3,108539.76,451227.4711,390100,1128068.67775,33129544.96,131429143.39609998,136137611.92624998,24.335335761543487,27451930.035126653,11298577.391998798,0.0035649703550750178,0.3410423356445279,0.8286238180533902,-0.49,78020
Hazelcrest,Not Incentive Prop,25.03964877061936,61599751,184940973,6398,32385419.69,128290164.37599999,61599751,128290164.37599999,33129544.96,131429143.39609998,136137611.92624998,24.335335761543487,3121984224.9935646,3212340656.700063,1.4071534533450205,96.9630177709529,94.23565064847678,2.73,NA
Hickory Hills,Industrial,11.997387346553351,102913,309017,1,38138.86,309016.853,257282.5,772542.1325000001,36842047.48,305930166.758,306393692.0375,12.024414482883948,9289366.806671051,3707394.882053937,0.0010100899930030169,0.10062944748297516,0.2521403516379989,-0.15,154369.5
Hickory Hills,Not Incentive Prop,11.997387346553351,120559882,362005123,5294,36803908.62,305621149.90500003,120559882,305621149.90500003,36842047.48,305930166.758,306393692.0375,12.024414482883948,3674915381.1933284,3666655316.7093325,1.1832933209439165,99.52365754644353,99.747859648362,-0.22,NA
Hillside,Industrial,13.785786378555798,4522546,13579849,19,1709969.05,13435425.65,11306365,33588564.125,32604671.36,236998200.494,257151338.96899998,12.679176196679476,425875322.7343422,185217907.91586918,0.05729937599397003,5.680716909267727,13.06178854042411,-7.38,357043.1052631579
Hillside,Not Incentive Prop,13.785786378555798,97639442,293181963,3637,30894702.31,223562774.84399998,97639442,223562774.84399998,32604671.36,236998200.494,257151338.96899998,12.679176196679476,2834591813.265658,3081988656.196552,1.2370640890474711,94.5259843955241,86.9382114595759,7.59,NA
Hinsdale,Not Incentive Prop,7.489295900178253,71538147,214807606,1122,15644671.81,208478720.31320003,71538147,208478720.31320003,15644671.81,208478720.31320003,208478720.31320003,7.504205602613459,1564467181,1561358825.3160577,1.0303574661111312,99.80131537933858,100,-0.2,NA
Hodgkins,Industrial,10.365630241423125,17772862,53366574,58,5549458.68,53208369.93,44432155,133020924.825,22775069.009999998,219671924.902,299484479.797,7.604757690761691,1011591901.0951514,551538288.4432368,0.24293761719349383,24.216755971236324,44.416633848660794,-20.2,459642.9827586207
Hodgkins,Not Incentive Prop,10.365630241423125,63603698,190982826,729,17225610.33,166463554.972,63603698,166463554.972,22775069.009999998,219671924.902,299484479.797,7.604757690761691,1265914999.9048486,1725499659.512564,0.8694002480526413,75.76265339766644,55.58336615133921,20.18,NA
Hoffman Estates,Commercial,11.144199824954873,492400,1478529,2,165523.1,1477159.431,1231000,3692898.5775,177316159.14,1615768745.8801,1628173330.54675,10.89049647315229,40217498.93397286,16461759.87238064,9.150622598499724e-4,0.09283846408709573,0.22681237361011825,-0.13,369300
Hoffman Estates,Industrial,11.144199824954873,2326491,6985755,9,671617.31,6792563.6801,5816227.5,16981409.20025,177316159.14,1615768745.8801,1628173330.54675,10.89049647315229,184935977.00447845,75697686.97476526,0.004323486896136798,0.42690800061261275,1.0429730595419802,-0.62,387748.5
Hoffman Estates,Not Incentive Prop,11.144199824954873,612314739,1838395044,18270,176479018.73,1607499022.769,612314739,1607499022.769,177316159.14,1615768745.8801,1628173330.54675,10.89049647315229,17506462438.061546,17914290328.15742,1.1377835155479732,101.03021865036672,98.73021456684789,2.3,NA
Homer Glen,Not Incentive Prop,8.717,63637,191082,3,16656.62,191082.0236,63637,191082.0236,16656.62,191082.0236,191082.0236,8.71700000145906,1665661.9999999998,1665661.9997212,0.99999987649283,99.99999998326192,99.99999999999999,-0,NA
Hometown,Not Incentive Prop,12.562,21515598,64604867,1702,5811465.68,46262264.60915,21515598,46262264.60915,5811465.68,46262264.60915,46262264.60915,12.561999999564605,581146568,581146568.0201423,1.396491666497928,100.00000000346597,100,0,NA
Homewood,Commercial,16.342899910132555,3510523,10541046,42,1687369.61,10130368.24,8776307.5,25325920.6,62854932.64,382261313.29187,401591971.20437,15.651441549366321,396387165.95479244,165559594.19910568,0.02757549779030749,2.6339952529635817,6.3063812067875356,-3.67,125375.82142857143
Homewood,Industrial,16.342899910132555,918086,2756737,8,459272.39,2756737.035,2295215,6891842.5875,62854932.64,382261313.29187,401591971.20437,15.651441549366321,107867271.4256898,45053077.44156059,0.00721165575522191,0.7167787085160193,1.716130570746083,-1,172141.125
Homewood,Not Incentive Prop,16.342899910132555,152412323,457648563,8852,60708290.64,369374208.01687,152412323,369374208.01687,62854932.64,382261313.29187,401591971.20437,15.651441549366321,5781238826.619518,6036645711.004189,1.1972139138510445,96.04092244564035,91.97748822246639,4.06,NA
Indian Head Park,Not Incentive Prop,8.315145414847162,59648967,179107950,2290,12849067.31,154840300.9356,59648967,154840300.9356,12849067.31,154840300.9356,154840300.9356,8.298270690744838,1284906731,1287519618.3582091,1.1567269562107942,100.2033522974991,100,0.2,NA
Inverness,Not Incentive Prop,9.68176256394824,159557199,479084349,3323,42636144.8,438510836.088,159557199,438510836.088,42636144.8,438510836.088,438510836.088,9.722939843485147,4263614479.9999995,4245557796.722441,1.0925256791233724,99.57649352768033,100,-0.42,NA
Justice,Not Incentive Prop,11.36357444413172,74665092,224196869,3553,20218646.12,177640209.482,74665092,177640209.482,20218646.12,177640209.482,177640209.482,11.381795922757412,2021864612,2018627744.7198603,1.262084016078114,99.83990682358608,100,-0.16,NA
Kenilworth,Not Incentive Prop,9.837305816135084,101609688,305103427,1066,29078701.830000002,295591415.9285,101609688,295591415.9285,29078701.830000002,295591415.9285,295591415.9285,9.837464913742213,2907870183,2907823155.1130376,1.032179591689499,99.99838273774265,100,-0,NA
La Grange,Industrial,9.268452916073969,247805,744084,4,69891.81,744083.9987,619512.5,1860209.99675,71548863.53,771164541.0157,772280667.01375,9.264619274578594,17234137.390653834,6896507.507554994,9.648835759745485e-4,0.09638877778489564,0.240872273022585,-0.14,92926.875
La Grange,Not Incentive Prop,9.268452916073969,276729959,830937029,7026,71478971.72,770420457.017,276729959,770420457.017,71548863.53,771164541.0157,772280667.01375,9.264619274578594,7137652215.609347,7140605731.442253,1.0775093832835905,99.8004074299271,99.75912772697743,0.04,NA
La Grange Park,Not Incentive Prop,10.130904162436549,156511637,469957471,4925,40669683.11,401890915.9817,156511637,401890915.9817,40669683.11,401890915.9817,401890915.9817,10.119582576445167,4066968310.9999995,4071518353.5644417,1.1693657465534737,100.11187799403638,99.99999999999999,0.11,NA
Lansing,Commercial,20.62785994613313,3603402,10819937,45,1125133.7,5396554.769,9008505,13491386.922500001,76739825.71,371200068.9105,382472784.6195,20.064127121186935,270692902.25415903,111319375.96656883,0.029148531765517516,1.450607620445283,3.52741095969006,-2.08,120113.4
Lansing,Industrial,20.62785994613313,785829,2359608,6,446026.55,2118589.037,1964572.5,5296472.5925,76739825.71,371200068.9105,382472784.6195,20.064127121186935,106269099.38980253,43701957.93864906,0.006356701406132887,0.5694821109419622,1.3847972471477032,-0.82,196457.25
Lansing,Not Incentive Prop,20.62785994613313,165582776,497176774,12944,75168665.46,363684925.1045,165582776,363684925.1045,76739825.71,371200068.9105,382472784.6195,20.064127121186935,7297020569.356038,7502041699.575542,1.3393768364840315,97.7594310407451,95.08779179316224,2.67,NA
Lemont,Industrial,7.838208343528261,647525,1944323,4,91966.6,1173342.689,1618812.5,2933356.7225,56597990.02,722098326.7649001,723858340.7984,7.81893180336551,22935716.168171268,9196904.454737686,0.002692601447659953,0.16249524853246167,0.4052390581373382,-0.24,242821.875
Lemont,Not Incentive Prop,7.838208343528261,267872365,804264055,8170,56506023.42,720924984.0759001,267872365,720924984.0759001,56597990.02,722098326.7649001,723858340.7984,7.81893180336551,5636863285.831829,5650760225.241698,1.113787451361664,99.84029862623906,99.59476094186266,0.25,NA
Lincolnwood,Commercial,9.662,1171078,3516396,2,339754.19,3516396.088,2927695,8790990.22,66684776.78,690175706.600543,696814526.979743,9.569946405830109,84129305.25957665,33975419.002256006,0.0050949286773943276,0.5094928804267342,1.2615968639608401,-0.75,878308.5
Lincolnwood,Industrial,9.662,321929,966657,2,87874.36,909484.1648,804822.5,2273710.412,66684776.78,690175706.600543,696814526.979743,9.569946405830109,21759286.785217896,8787436.0002976,0.0014005955161204735,0.1317757428998865,0.32630066164882043,-0.19,241446.75
Lincolnwood,Not Incentive Prop,9.662,251390673,754850794,5836,66257148.230000004,685749826.347743,251390673,685749826.347743,66684776.78,690175706.600543,696814526.979743,9.569946405830109,6562589085.955205,6625714822.171894,1.0937081482018742,99.35873136429346,98.41210247439032,0.95,NA
Lynwood,Commercial,14.297035195530729,984316,2955607,18,358840.67,2791110.484,2460790,6977776.210000001,21086681.029999997,150598583.627,156373190.5925,13.484844141187052,94094224.64393291,39904604.82436281,0.019625729066087345,1.892408045039927,4.462258641370122,-2.57,82026.33333333333
Lynwood,Industrial,14.297035195530729,346273,1039754,3,134308.07,1058627.493,865682.5,2646568.7325,21086681.029999997,150598583.627,156373190.5925,13.484844141187052,35688566.86670147,15135234.52637746,0.006904141957770632,0.7177627671630532,1.6924696122603355,-0.97,173136.5
Lynwood,Not Incentive Prop,14.297035195530729,60105318,180205032,3559,20593532.29,146748845.65,60105318,146748845.65,21086681.029999997,150598583.627,156373190.5925,13.484844141187052,1978885311.4893656,2098073411.1615565,1.196591811556002,99.49756475078415,93.84527174636955,5.65,NA
Lyons,Industrial,11.513348591549295,412272,1237930,15,141978.19,1237929.985,1030680,3094824.9625000004,22610760.57,196290023.68912002,198146918.66662002,11.411108849006304,35315384.515709355,14252719.449236391,0.006306637376337614,0.6303511730669921,1.5618839714116417,-0.93,41227.2
Lyons,Not Incentive Prop,11.513348591549295,80338058,241231029,4245,22468782.38,195052093.70412,80338058,195052093.70412,22610760.57,196290023.68912002,198146918.66662002,11.411108849006304,2225760672.4842906,2245702748.327071,1.2289520601518527,99.32008883003581,98.43811602858835,0.88,NA
Markham,Commercial,26.36818094078776,1814520,5448458,26,1195864.44,4457459.728,4536300,11143649.32,31891599.53,118979675.84992,134218931.30242,23.76088024284916,264782916.9608275,117535104.6441786,0.04579318241606777,3.685456558352142,8.30259130501591,-4.62,104683.84615384616
Markham,Industrial,26.36818094078776,2560590,7688683,23,1602559.44,5702043.907,6401475,14255109.767499998,31891599.53,118979675.84992,134218931.30242,23.76088024284916,338713956.0342368,150352525.47209236,0.06462181834902998,4.7144868143304555,10.62078920549636,-5.91,166995
Markham,Not Incentive Prop,26.36818094078776,52955053,159004609,11452,29093175.650000002,108820172.21492,52955053,108820172.21492,31891599.53,118979675.84992,134218931.30242,23.76088024284916,2585663080.0049357,2869389990.970695,1.336401430447391,89.97322283165816,81.07661948948773,8.9,NA
Matteson,Commercial,18.12660381549719,6290586,18888743,24,3406169.83,18788082.89,15726465,46970207.225,82090659.27,452060060.05567,499268789.38567,16.44217724304562,772292472.336032,340564134.9997515,0.04178370236396,4.14863442477201,9.407799610865911,-5.26,393161.625
Matteson,Industrial,18.12660381549719,4164493,12504723,2,2317503.91,12684403.33,10411232.5,31711008.325,82090659.27,452060060.05567,499268789.38567,16.44217724304562,521398019.4353452,229925153.7988833,0.027661640797154424,2.800868647462664,6.351490219130082,-3.55,3123369.75
Matteson,Not Incentive Prop,18.12660381549719,168827195,506684402,7627,76366985.53,420587573.83567,168827195,420587573.83567,82090659.27,452060060.05567,499268789.38567,16.44217724304562,6915375435.228622,7623824320.640362,1.1208342580355433,92.87078930095139,84.24071017000401,8.63,NA
Maywood,Commercial,18.856485674025365,1112661,3340987,14,616791.7,3276275.895,2781652.5,8190689.7375,47801940.050000004,253525544.03599998,259962272.63,18.388029757700924,150610646.62924555,61779049.47822213,0.01317810799974297,1.2923962795987425,3.150722470086139,-1.86,119213.67857142857
Maywood,Industrial,18.856485674025365,451202,1354824,3,191060.65,1014876.501,1128005,2537191.2525,47801940.050000004,253525544.03599998,259962272.63,18.388029757700924,46653948.251948476,19137004.20201149,0.00534393488889474,0.40033948793698565,0.975984409903641,-0.58,225601
Maywood,Not Incentive Prop,18.856485674025365,118542288,355946922,8499,46994087.7,249234391.64,118542288,249234391.64,47801940.050000004,253525544.03599998,259962272.63,18.388029757700924,4582929410.118806,4699684735.434087,1.4039883963308109,98.3157740149939,95.8732931200102,2.44,NA
Mc Cook,Industrial,13.22969784172662,28051854,84231300,45,4378517.47,34067644.17,70129635,85169110.42500001,14222399.239999998,110129559.578,161231025.833,8.82113052777527,751287839.9934306,450704638.5485595,0.7648382534422343,31.689775469174606,52.824268768975344,-21.13,935061.8
Mc Cook,Not Incentive Prop,13.22969784172662,27198056,81667598,372,9843881.77,76061915.40799999,27198056,76061915.40799999,14222399.239999998,110129559.578,161231025.833,8.82113052777527,670952084.006569,1006276158.1108103,0.7415592899212348,70.75291173662836,47.17573123102464,23.58,NA
Melrose Park,Commercial,10.868178667421134,1031143,3096214,4,389120.3,3331295.508,2577857.5,8328238.77,79217249.88,698849789.91516,807900145.4421599,9.80532684972408,81661103.22239405,36205114.77492145,0.004430442771365616,0.4570357444845124,1.0308500149411404,-0.57,386678.625
Melrose Park,Industrial,10.868178667421134,28514874,85621616,87,8654253.86,69368941.51,71287185,173422353.775,79217249.88,698849789.91516,807900145.4421599,9.80532684972408,1700462861.8123558,753914050.3005664,0.1225179104802971,9.517043970127867,21.465815392332527,-11.95,491635.7586206897
Melrose Park,Not Incentive Prop,10.868178667421134,238960616,717527108,6978,70173875.72,626149552.8971599,238960616,626149552.8971599,79217249.88,698849789.91516,807900145.4421599,9.80532684972408,6139601022.965251,6805105213.412194,1.026725797666917,85.90433552945495,77.50333459272635,8.4,NA
Merrionette Park,Not Incentive Prop,11.158,18568676,55756160,674,5572823.8,49944647.7826,18568676,49944647.7826,5572823.8,49944647.7826,49944647.7826,11.158000000835909,557282380,557282379.9582508,1.1163590589865897,99.99999999250842,100,-0,NA
Midlothian,Commercial,15.03320399113082,1301440,3907835,22,492806.52,3276995.635,3253600,8192489.087499999,30988553.84,206141194.775594,211056688.228094,14.682573719961875,120286824.97720192,49263743.85900027,0.01895707941468993,1.5897400089516496,3.8816533871914922,-2.29,88734.54545454546
Midlothian,Not Incentive Prop,15.03320399113082,87309697,262164748,6292,30495747.32,202864199.140594,87309697,202864199.140594,30988553.84,206141194.775594,211056688.228094,14.682573719961875,2978568559.022798,3049698888.177935,1.2717727200785531,98.41372088301154,96.11834661280851,2.3,NA
Morton Grove,Not Incentive Prop,10.666815567765568,354849898,1065507698,10920,92225884.28,871742577.2689,354849898,871742577.2689,92225884.28,871742577.2689,871742577.2689,10.579486041502797,9222588428.000002,9298717294.29598,1.2222733244694215,100.82546095264158,100.00000000000001,0.83,NA
Mt Prospect,Commercial,10.361974141497724,1243856,3734927,4,404370.4,3717493.909,3109640,9293734.7725,190531575.48,1849640876.342,1967793592.3805,9.682498012889052,89986568.46704915,38520575.75623329,0.002019271442241531,0.20217423626078596,0.4722921554621533,-0.27,466446
Mt Prospect,Industrial,10.361974141497724,25002579,75075244,42,7674892.26,75050983.45,62506447.5,187627458.625,190531575.48,1849640876.342,1967793592.3805,9.682498012889052,1816702495.2999854,777676349.8028736,0.04058909216392043,4.081614020372733,9.53491562080052,-5.45,892949.25
Mt Prospect,Not Incentive Prop,10.361974141497724,668417805,2007058026,19290,182452312.82,1770872398.983,668417805,1770872398.983,190531575.48,1849640876.342,1967793592.3805,9.682498012889052,17146468484.232967,18349734006.153885,1.08510687218879,96.30809990378759,89.99279222373734,6.32,NA
Niles,Commercial,9.304686902286903,527837,1584936,1,130804.77,1584936.023,1319592.5,3962340.0575,124183334.83,1360539460.666,1408369598.9004998,8.817524528145785,34938030.645860836,14747333.454170795,0.0011649320330805806,0.11875452913516185,0.28134234511972994,-0.16,791755.5
Niles,Industrial,9.304686902286903,9996222,30015655,19,2516119.83,30301822.8,24990555,75754557,124183334.83,1360539460.666,1408369598.9004998,8.817524528145785,667967664.466318,281948973.72257864,0.022061583561352193,2.270425207283658,5.3788832888143014,-3.11,789175.4210526316
Niles,Not Incentive Prop,9.304686902286903,510237415,1532090064,12005,121536410.23,1328652701.843,510237415,1328652701.843,124183334.83,1360539460.666,1408369598.9004998,8.817524528145785,11715427787.887821,12362697392.526667,1.1260901343133585,99.55198424531362,94.33977436606597,5.21,NA
Norridge,Not Incentive Prop,8.628542181069959,197407649,592755963,5832,44264197.37,510935997.093,197407649,510935997.093,44264197.37,510935997.093,510935997.093,8.663354631860686,4426419737,4408632802.743988,1.16013740737102,99.59816431082365,100,-0.4,NA
North Lake,Commercial,13.581068273092368,178754,536743,7,71880.63,536743.0556,446885,1341857.639,56252418.699999996,415884577.1706,638003722.554,8.816942082220978,11831081.085648784,7289544.083211812,0.0012906056859613303,0.1295863227159655,0.21032128678315454,-0.08,38304.42857142857
North Lake,Industrial,13.581068273092368,49086331,147391525,19,19961360.77,147542687.2,122715827.5,368856718,56252418.699999996,415884577.1706,638003722.554,8.816942082220978,3252188319.244116,2003787308.0587113,0.3544048832076274,35.62135379004977,57.814195272000205,-22.19,3875236.6578947366
North Lake,Not Incentive Prop,13.581068273092368,102292296,307153007,4207,36219177.3,267805146.915,102292296,267805146.915,56252418.699999996,415884577.1706,638003722.554,8.816942082220978,2361222469.6702347,3637079984.138147,0.7385534926292849,64.65641954944326,41.97548344121663,22.68,NA
North Riverside,Not Incentive Prop,9.98606468023256,96141104,288682904,2752,26167676.75,262274246.59199002,96141104,262274246.59199002,26167676.75,262274246.59199002,262274246.59199002,9.977219300035985,2616767675,2619087590.4268765,1.1006910047447125,100.0886557660063,100,0.09,NA
Northbrook,Industrial,8.483042790575572,6131463,18410943,8,1548709.46,18222523.1,15328657.5,45556307.75,224429595.28,2650549892.58,2677883677.23,8.380856763433044,381800889.9236247,154582443.20955184,0.006946084301804673,0.6887792272525094,1.7012056250749243,-1.01,1149649.3125
Northbrook,Not Incentive Prop,8.483042790575572,936298499,2811423547,15229,222880885.82,2632327369.48,936298499,2632327369.48,224429595.28,2650549892.58,2677883677.23,8.380856763433044,22061158638.076374,22330145714.102074,1.0606944449038114,99.49733093909839,98.29879437492507,1.2,NA
Northfield,Not Incentive Prop,8.154834152334152,197749544,593782600,3256,46112951.14,565962614.187,197749544,565962614.187,46112951.14,565962614.187,565962614.187,8.14770268991015,4611295114,4615331255.116465,1.0491551652275886,100.08752727849082,100,0.09,NA
Oak Brook,Not Incentive Prop,6.4740625,321393,965046,16,56975.29,887624.05128,321393,887624.05128,56975.29,887624.05128,887624.05128,6.418853783630431,5697529,5746533.584489925,1.087223806755071,100.86010241439622,100,0.86,NA
Oak Forest,Commercial,14.337595646983194,2596262,7795793,43,1132705.95,7499157.933,6490655,18747894.8325,68137329.34,474115537.386,488430897.8115,13.950249594221253,261537812.27958584,107519894.13622029,0.01644281274345387,1.5779880893145126,3.838392476090931,-2.26,90567.27906976744
Oak Forest,Industrial,14.337595646983194,685697,2058944,11,333596.6,2044415.684,1714242.5,5111039.21,68137329.34,474115537.386,488430897.8115,13.950249594221253,71300272.6653514,29312005.41154257,0.0043427051797370565,0.43019011304769417,1.0464201247097396,-0.62,93504.13636363637
Oak Forest,Not Incentive Prop,14.337595646983194,194603966,584261219,10835,66671026.79,464571963.769,194603966,464571963.769,68137329.34,474115537.386,488430897.8115,13.950249594221253,6480894849.055063,6660844965.444849,1.2323182282134855,97.75617902791211,95.11518739919933,2.64,NA
Oak Lawn,Commercial,12.064968040811731,1774121,5327154,3,654049.68,5389927.041,4435302.5,13474817.602500001,147203490.04999998,1220869119.0956001,1229885469.0509,11.968877895890307,161278446.55371588,65029297.49197195,0.0043634112098324416,0.4417646447776729,1.0956156440240319,-0.65,887060.5
Oak Lawn,Industrial,12.064968040811731,206805,620973,2,76615.64,620972.9292,517012.5,1552432.323,147203490.04999998,1220869119.0956001,1229885469.0509,11.968877895890307,18580872.915620342,7492018.545007246,5.086319166300206e-4,0.0508956584009147,0.126225763460561,-0.08,155103.75
Oak Lawn,Not Incentive Prop,12.064968040811731,497563529,1494033929,26654,146472824.73,1214858219.1254,497563529,1214858219.1254,147203490.04999998,1220869119.0956001,1229885469.0509,11.968877895890307,14540489685.530664,14657225587.865406,1.2237461867384736,99.57118260502416,98.77815859251542,0.79,NA
Oak Park,Commercial,12.467523777697805,543113,1630805,5,205176.18,1630841.587,1357782.5,4077103.9675000003,234665830.60000002,1880975710.2361999,1883421972.6167,12.459546188365376,50798865.19783398,20332556.263580922,8.669994998474567e-4,0.08664472459238776,0.21647320816989013,-0.13,162933.9
Oak Park,Not Incentive Prop,12.467523777697805,686550252,2061504537,19446,234460654.42000002,1879344868.6492,686550252,1879344868.6492,234665830.60000002,1880975710.2361999,1883421972.6167,12.459546188365376,23415784194.80217,23430776836.378258,1.0959761605539982,99.84741611707936,99.78352679183011,0.06,NA
Olympia Fields,Commercial,18.40913855932203,254479,764124,2,143418.4,764123.8212,636197.5,1910309.553,23807287.83,129207302.9977,130353488.72950001,18.263636870819113,34889199.98684878,14066861.300949413,0.0059139381619443135,0.5908636633200823,1.4654840247230623,-0.87,190859.25
Olympia Fields,Not Incentive Prop,18.40913855932203,54198518,162706346,2358,23663869.43,128443179.17650001,54198518,128443179.17650001,23807287.83,129207302.9977,130353488.72950001,18.263636870819113,2345839583.013151,2364528282.460015,1.2592658636555265,99.3195150722053,98.53451597527695,0.78,NA
Orland Hills,Commercial,10.952004776378637,652608,1959586,2,189981.85,1959585.869,1631520,4898964.672499999,15912484.11,148805031.43199998,151744410.23549998,10.486372503148283,51372368.43559883,21461393.79701208,0.013168815470433066,1.3487142327152388,3.2284317194267933,-1.88,489456
Orland Hills,Not Incentive Prop,10.952004776378637,56781701,170497831,2301,15722502.26,146845445.563,56781701,146845445.563,15912484.11,148805031.43199998,151744410.23549998,10.486372503148283,1539876042.5644011,1608252021.195425,1.1457800140172885,101.06857044304851,96.7715682805732,4.3,NA
Orland Park,Commercial,9.904173880742912,2847559,8550364,11,972595.05,8495974.035,7118897.5,21239935.0875,228659583.51,2299210045.9063,2318688046.25125,9.861593235005738,209459600.170851,84145604.12891696,0.0037188268271634256,0.36799509050639473,0.9160324573130812,-0.55,388303.5
Orland Park,Industrial,9.904173880742912,1572259,4721024,16,478710.33999999997,4489359.5283,3930647.5,11223398.820750002,228659583.51,2299210045.9063,2318688046.25125,9.861593235005738,110680593.8844796,44463397.38145318,0.002053324361732715,0.19445236757158993,0.484040914382402,-0.29,147399.28125
Orland Park,Not Incentive Prop,9.904173880742912,869038978,2608786404,25548,227208278.12,2286224712.343,869038978,2286224712.343,228659583.51,2299210045.9063,2318688046.25125,9.861593235005738,22545818156.944668,22643167081.496517,1.1346446613891996,99.02566397575137,98.59992662830452,0.43,NA
Palatine,Commercial,10.841407772580066,1605422,4820601,5,445220.12,4116310.281,4013555,10290775.7025,205823269.43,1899085632.3557398,1921336290.35724,10.71250621054634,110239998.62437063,44626598.27478463,0.0025383800066036185,0.21681998540967706,0.535605128271772,-0.32,481626.6
Palatine,Industrial,10.841407772580066,3518965,10566397,9,1168536.76,10717461.72,8797412.5,26793654.3,205823269.43,1899085632.3557398,1921336290.35724,10.71250621054634,287027188.09198165,116192372.79353733,0.005563939203148416,0.5645249592784944,1.3945322552054733,-0.83,586494.1666666666
Palatine,Not Incentive Prop,10.841407772580066,746234705,2240691940,27776,204209512.55,1884251860.35474,746234705,1884251860.35474,205823269.43,1899085632.3557398,1921336290.35724,10.71250621054634,20185059756.283646,20427942764.348328,1.1798793597424626,99.24991873329377,98.06986261652274,1.18,NA
Palos Heights,Commercial,11.000102902833303,1512310,4541013,1,50617.75,370121.0149,3780775,925302.53725,47565953.1,433220513.63460004,433775695.15695,10.965564376028388,10146464.539517282,4071369.2504010983,0.010481989788300096,0.0855941904883453,0.2133135967692253,-0.13,2268465
Palos Heights,Not Incentive Prop,11.000102902833303,169307086,508378433,5752,47515335.35,432850392.6197,169307086,432850392.6197,47565953.1,433220513.63460004,433775695.15695,10.965564376028388,4746448845.460484,4761398860.348497,1.1734865201438542,100.10098715647301,99.78668640323079,0.31,NA
