clean_name,incent_type,cur_munilevel_rate,av,eav,pins_in_muni,final_tax_to_dist,current_taxable_eav,new_av,new_taxable_eav,munilevy,cur_muni_taxable_eav,new_muni_taxable_eav,new_comp_rate,group_taxes_hyp,group_taxes_cur,pct_eav,pct_taxburden_current,pct_taxburden_no_incent,burden_shift,av_change_perPIN
Calumet City,Industrial,25.770212494273935,596167,1790109,25,401615.56,1571128.195,1490417.5,3927820.4875000003,92759713.83999999,359745056.80251,393078664.83501,23.59825707633732,92689717.61372958,40488307.44089506,0.004976048916170987,0.4364859028212701,0.9992454027360289,-0.56,35770.02
Calumet City,Not Incentive Prop,25.770212494273935,148493184,445880497,17323,87056838.88,337522651.44751,148493184,337522651.44751,92759713.83999999,359745056.80251,393078664.83501,23.59825707633732,7964946297.945337,8698030449.433088,1.2394346734409083,93.76948342505892,85.86643886896815,7.9,NA
Calumet Park,Commercial,20.62638097982709,1338331,4018604,46,816858.16,3960332.396,3345827.5,9900830.99,15016289.420000002,72802721.91239999,79140454.992,18.974226799072536,187860612.70354587,81687324.80664745,0.05519854058252647,5.4399141173883585,12.510454976536131,-7.07,43641.22826086957
Calumet Park,Industrial,20.62638097982709,88195,264823,2,54622.39,264822.9904,220487.5,662057.476,15016289.420000002,72802721.91239999,79140454.992,18.974226799072536,12562028.703645524,5462339.892207492,0.003637542567689279,0.36376096247400985,0.8365601083123984,-0.47,66146.25
Calumet Park,Not Incentive Prop,20.62638097982709,31839316,95603869,3422,14144808.870000001,68577566.526,31839316,68577566.526,15016289.420000002,72802721.91239999,79140454.992,18.974226799072536,1301206300.5928087,1414507013.8347132,1.3131908600208042,94.19817201650027,86.65298491515146,7.55,NA
Chicago,Commercial,6.7305353348858254,263699704,791811096,185,31617923.35,462902007.85800004,659249260,1157255019.645,6536952734.820001,96397769453.4938,97410237791.8208,6.710745074650548,7766043423.197307,3115578320.477865,0.008213998108970787,0.4766101954328502,1.1880219634800755,-0.71,2138105.708108108
Chicago,Industrial,6.7305353348858254,139567335,419078835,455,14306168.25,212076884.36,348918337.5,530192210.90000004,6536952734.820001,96397769453.4938,97410237791.8208,6.710745074650548,3557984767.91526,1427390963.8974752,0.00434739141139755,0.2183572410267365,0.5442879751850052,-0.33,460112.0934065934
Chicago,Not Incentive Prop,6.7305353348858254,40115624578,120455187803,934201,6491028643.22,95722790561.2758,40115624578,95722790561.2758,6536952734.820001,96397769453.4938,97410237791.8208,6.710745074650548,642371245290.8876,644265624226.5421,1.249564056159126,98.5574854771047,98.26769006133493,0.29,NA
Chicago Heights,Commercial,20.88720060551014,6313767,18958346,97,3997310.02,18210474.97,15784417.5,45526187.425,74443698.7,354769945.6929,393788344.9944,18.904495180287434,860649590.7527748,380365843.82001126,0.05343842180028107,5.109443115566358,11.561080464595115,-6.45,97635.57216494845
Chicago Heights,Industrial,20.88720060551014,2850850,8560248,16,1811668.57,7801791.231,7127125,19504478.0775,74443698.7,354769945.6929,393788344.9944,18.904495180287434,368722311.81012064,162957578.5242069,0.024129011219597558,2.1890043263555214,4.953035894898659,-2.76,267267.1875
Chicago Heights,Not Incentive Prop,20.88720060551014,137797916,413658628,16402,68634720.11,328757679.4919,137797916,328757679.4919,74443698.7,354769945.6929,393788344.9944,18.904495180287434,6214997967.437105,6866827602.149323,1.165991181107759,92.24189181977498,83.48588364050623,8.76,NA
Chicago Ridge,Commercial,12.4867558381985,321254,964629,10,112405.84,899606.5626,803135,2249016.4065,40095738.88,320617061.87851,326708144.12131,12.272647499448944,27601385.577451874,11233167.497627234,0.0030086639630099365,0.280158635590836,0.688387004416063,-0.41,48188.1
Chicago Ridge,Industrial,12.4867558381985,1052757,3161115,11,397048.19000000006,3161114.9326,2631892.5,7902787.331499999,40095738.88,320617061.87851,326708144.12131,12.272647499448944,96988123.18261026,39472070.33985951,0.00985947217368559,0.9844455157190884,2.4189134778855146,-1.43,143557.77272727274
Chicago Ridge,Not Incentive Prop,12.4867558381985,124859643,374915959,4775,39586284.85,316556340.38331,124859643,316556340.38331,40095738.88,320617061.87851,326708144.12131,12.272647499448944,3884984379.2399383,3952761731.400048,1.169357478367964,98.58308742557452,96.89269951769843,1.69,NA
Cicero,Industrial,14.376,10985842,32987187,25,1872679.46,13026429.19,27464605,32566072.974999998,107449932.6,747425797.148,766965440.933,14.009748922883544,456242505.7840531,187267946.03544,0.044134397188150716,1.742839120547201,4.246093922482862,-2.5,659150.52
Cicero,Not Incentive Prop,14.376,349410362,1049174457,18134,105577253.14,734399367.958,349410362,734399367.958,107449932.6,747425797.148,766965440.933,14.009748922883544,10288750754.215944,10557725313.764206,1.4037172131379483,98.25716087758818,95.75390607751712,2.5,NA
Country Club Hills,Commercial,24.768208597285067,3377865,10142715,10,1305289.62,5463017.176,8444662.5,13657542.94,48239067.65,196098647.22079998,204293172.98479998,23.612667494076824,322491020.2282964,135309148.98571917,0.05172251386609348,2.804970236312583,6.685266443541979,-3.88,506679.75
Country Club Hills,Not Incentive Prop,24.768208597285067,99891910,299843002,6620,46933778.03,190635630.04479998,99891910,190635630.04479998,48239067.65,196098647.22079998,204293172.98479998,23.612667494076824,4501415744.771704,4721703051.02447,1.5290416647412546,97.88130826414242,93.31473355645802,4.57,NA
Countryside,Commercial,7.879009246088193,404953,1215952,3,87487.73,1215951.772,1012382.5,3039879.43,26921653.27,338847065.08599997,351998013.949,7.648240104530989,23249727.769464802,9580495.254385324,0.0035884979546492142,0.3558657842555791,0.8636069834304348,-0.51,202476.5
Countryside,Industrial,7.879009246088193,2514852,7551348,12,608940.66,7551347.47,6287130,18878368.675,26921653.27,338847065.08599997,351998013.949,7.648240104530989,144386296.40825656,59497136.53655469,0.02228541657305916,2.210010504921516,5.363203179247266,-3.15,314356.5
Countryside,Not Incentive Prop,7.879009246088193,121526510,364907627,2797,26225224.88,330079765.844,121526510,330079765.844,26921653.27,338847065.08599997,351998013.949,7.648240104530989,2524529302.8222785,2600701527.031502,1.0769095105114332,96.60259349412169,93.77318983732229,2.83,NA
Crestwood,Commercial,10.848149992147007,1487348,4466062,26,475911,4544771.58,3718370,11361928.95,37948292.809999995,350687271.54851,362343695.97701,10.473010357659911,118993599.576346,49302363.779886946,0.012735169942950772,1.2991984653100117,3.135677279927313,-1.84,85808.53846153847
Crestwood,Industrial,10.848149992147007,1074426,3226179,9,320553.05,3226178.039,2686065,8065445.0975,37948292.809999995,350687271.54851,362343695.97701,10.473010357659911,84469490.04525486,34998063.2684427,0.009199589667895112,0.922256593825484,2.2259101474782486,-1.3,179071
Crestwood,Not Incentive Prop,10.848149992147007,137281641,412211532,6332,37151828.76,342916321.92951,137281641,342916321.92951,37948292.809999995,350687271.54851,362343695.97701,10.473010357659911,3591366191.378399,3720007695.0466948,1.1754391032780311,98.02832801127781,94.63841257259445,3.39,NA
Deer Park,Not Incentive Prop,10.550727272727272,213918,642330,22,60652.899999999994,562329.87206,213918,562329.87206,60652.899999999994,562329.87206,562329.87206,10.785999999930361,6065290,5932989.117412679,1.1422654778180876,97.81872123859996,100.00000000000001,-2.18,NA
Deerfield,Not Incentive Prop,8.824126582278481,60140188,180582942,79,15897800.65,179449720.28399998,60140188,179449720.28399998,15897800.65,179449720.28399998,179449720.28399998,8.85919500171964,1589780065,1583487046.9404821,1.0063149817910364,99.60415794624284,100,-0.4,NA
Des Plaines,Commercial,10.076131966456687,1246322,3742331,4,358620.32,3503177.884,3115805,8757944.71,221086974.35,2189470419.455979,2312559269.6259975,9.560272778900739,83728340.41013074,35298482.6611565,0.001709240265017996,0.15965880742153502,0.37871222696992296,-0.22,467370.75
Des Plaines,Industrial,10.076131966456687,26064680,78264416,53,7981735.78,78556055.56267901,65161700,196390138.9066975,221086974.35,2189470419.455979,2312559269.6259975,9.560272778900739,1877543299.0342352,791541182.6138576,0.03574582022416475,3.5802253160368407,8.492328888005497,-4.91,737679.6226415094
Des Plaines,Not Incentive Prop,10.076131966456687,804185722,2414728426,24866,212746618.25,2107411186.0093,804185722,2107411186.0093,221086974.35,2189470419.455979,2312559269.6259975,9.560272778900739,20147425795.555634,21234553217.816708,1.1028824160136363,96.04615233550827,91.12895888502459,4.92,NA
Dixmoor,Commercial,17.747,503933,1513160,14,257431.19,1450561.729,1259832.5,3626404.3225000002,5814239.16,32761814.167,34937656.7605,16.64175476866409,60349731.42706844,25743119.004563,0.046186697485274215,4.4275989164097265,10.379643796260428,-5.95,53992.82142857143
Dixmoor,Not Incentive Prop,17.747,14838108,44554340,2437,5556807.97,31311252.438,14838108,31311252.438,5814239.16,32761814.167,34937656.7605,16.64175476866409,521074184.5729316,555680797.017186,1.3599472780380477,95.57240108733092,89.62035620373958,5.95,NA
Dolton,Commercial,25.20729016493586,901509,2706959,26,630458.75,2567432.603,2253772.5,6418581.5075,54957926.150000006,217620773.3054,223333379.6894,24.60802152657723,157948591.9066505,64718018.602737576,0.012438881449066286,1.1775920806418123,2.873991123237653,-1.7,52010.13461538462
Dolton,Industrial,25.20729016493586,450090,1351486,10,340239.68,1240971.653,1125225,3102429.1325,54957926.150000006,217620773.3054,223333379.6894,24.60802152657723,76344642.87724032,31281532.543631095,0.006210280293891706,0.5691905560310356,1.3891470844236051,-0.82,67513.5
Dolton,Not Incentive Prop,25.20729016493586,100569589,301980273,9786,53987227.720000006,213812369.0494,100569589,213812369.0494,54957926.150000006,217620773.3054,223333379.6894,24.60802152657723,5261499380.21611,5389630427.4805765,1.3876445176316572,98.06830069916268,95.73686179233874,2.33,NA
East Dundee,Not Incentive Prop,8.951,1612361,4841436,2,115283.10999999999,1287935.5376,1612361,1287935.5376,115283.10999999999,1287935.5376,1287935.5376,8.951000002284585,11528310.999999998,11528310.9970576,3.7590670174547407,99.99999997447676,100,-0,NA
East Hazelcrest,Industrial,21.274,346147,1039376,7,221116.84,1039375.952,865367.5,2598439.88,4368216.03,20533120.3815,22092184.309499998,19.772676023355448,51378109.9134066,22111684.002848003,0.05061948601521182,5.061948367706531,11.761806092132902,-6.7,74174.35714285714
East Hazelcrest,Not Incentive Prop,21.274,8344078,25054773,770,4147099.19,19493744.4295,8344078,19493744.4295,4368216.03,20533120.3815,22092184.309499998,19.772676023355448,385443493.08659345,414709918.993183,1.2202126386291454,94.93805163138487,88.2381939078671,6.7,NA
Elgin,Commercial,11.48003128090999,86335,259238,1,29750.15,259237.9749,215837.5,648094.93725,51284180.59,446097267.5779,453803179.73725003,11.300974272523456,7324104.212014954,2976060.061051759,5.811243843916404e-4,0.05803076166594863,0.14281410227782979,-0.08,129502.5
Elgin,Industrial,11.48003128090999,1623530,4874975,5,573998.59,4878036.798,4058825,12195091.995000001,51284180.59,446097267.5779,453803179.73725003,11.300974272523456,137816420.88655177,56000015.03047001,0.010928053934221206,1.0919549534811044,2.6873086261892003,-1.6,487059
Elgin,Not Incentive Prop,11.48003128090999,172234321,517153302,8082,50680431.85,440959992.805,172234321,440959992.805,51284180.59,446097267.5779,453803179.73725003,11.300974272523456,4983277533.901434,5062234511.031244,1.1592837248430172,98.70947439917444,97.16987727153298,1.54,NA
Elk Grove Village,Industrial,9.664524564959116,72689605,218265074,247,15664539.23,169600189.0935,181724012.5,424000472.73375,195805552.93,2071990165.9004998,2326390449.54075,8.416710658722561,3568689298.161558,1639105193.7158418,0.10534078664661067,8.371086361896069,18.2256797356373,-9.85,441434.8481781377
Elk Grove Village,Not Incentive Prop,9.664524564959116,784076717,2354347297,14062,180141013.70000002,1902389976.807,784076717,1902389976.807,195805552.93,2071990165.9004998,2326390449.54075,8.416710658722561,16011865994.838442,18385694662.983253,1.1362733934486537,93.89771836325853,81.7743202643627,12.12,NA
Elmwood Park,Not Incentive Prop,12.509463666197844,191953956,576380157,8532,60171959.599999994,481029335.67355,191953956,481029335.67355,60171959.599999994,481029335.67355,481029335.67355,12.509000000123823,6017195960,6017418996.983561,1.1982224663968513,100.00370665979709,100.00000000000001,0,NA
Evanston,Commercial,8.883770613189355,1276888,3834112,10,333671.22,3725256.447,3192220,9313141.1175,286739428.03,3220695482.476,3227740241.5795,8.883596775733215,82734190.40337142,33094323.75045279,0.0011904608867437598,0.11541602066315873,0.2885344055115971,-0.17,191533.2
Evanston,Industrial,8.883770613189355,322372,967986,5,87613.47,971249.622,805930,2428124.0549999997,286739428.03,3220695482.476,3227740241.5795,8.883596775733215,21570475.026078258,8628358.84999487,3.005518544882218e-4,0.030091288488906843,0.07522674915785023,-0.05,96711.6
Evanston,Not Incentive Prop,8.883770613189355,1162993761,3492121457,25915,286318143.34,3215998976.407,1162993761,3215998976.407,286739428.03,3220695482.476,3227740241.5795,8.883596775733215,28569638137.570545,28570197198.651554,1.084275578365246,99.63818856352887,99.63623884533054,0,NA
Evergreen Park,Commercial,12.735583897010692,4550621,13664151,5,2439986.9499999997,13664149.473000001,11376552.5,34160373.682500005,57980172.830000006,449728761.923841,470224986.133341,12.33030454352731,421207810.8259206,174020921.99468595,0.030383093448477165,3.0013867413766024,7.264687051915443,-4.26,1365186.3
Evergreen Park,Not Incentive Prop,12.735583897010692,176833355,530977525,9161,55540185.88,436064612.450841,176833355,436064612.450841,57980172.830000006,449728761.923841,470224986.133341,12.33030454352731,5376809472.174081,5553537456.3851385,1.1806617009074416,95.7833891366332,92.73531294808457,3.05,NA
Flossmoor,Commercial,17.926620146185474,813010,2441224,4,426924.57,2408737.136,2032525,6021842.84,41964925.75,234227536.68570003,237840642.38970003,17.644135723969665,106250212.37737495,43180515.6690827,0.010422446628364515,1.0289668073363076,2.5318813384859844,-1.5,304878.75
Flossmoor,Not Incentive Prop,17.926620146185474,90981453,273189996,4374,41538001.18,231818799.54970002,90981453,231818799.54970002,41964925.75,234227536.68570003,237840642.38970003,17.644135723969665,4090242362.622625,4155727562.2721844,1.1663444865006716,99.0285932359164,97.46811866151401,1.56,NA
Ford Heights,Commercial,27.719192884697815,775968,2329998,11,500292.3,2214279.512,1939920,5535698.78,3653245.3699999996,13907801.2318,17229220.4998,21.203776282521936,117377718.49854963,61378040.89376255,0.16753172993819404,16.800963164913984,32.12971115010258,-15.33,105813.81818181818
Ford Heights,Not Incentive Prop,27.719192884697815,5530908,16434308,2322,3152953.07,11693521.7198,5530908,11693521.7198,3653245.3699999996,13907801.2318,17229220.4998,21.203776282521936,247946818.50145033,324134984.05253947,1.1816611214160277,88.7252158626672,67.87028884989742,20.85,NA
Forest Park,Industrial,11.334132220795892,948125,2846935,4,322785.45,2846934.645,2370312.5,7117336.6125,45152753.08,398496086.45,402766488.4175,11.210652916385516,79789990.45182054,32267533.690394614,0.007144198140970225,0.7146304818495602,1.7671124130670737,-1.05,355546.875
Forest Park,Not Incentive Prop,11.334132220795892,155037928,465532371,6228,44829967.629999995,395649151.805,155037928,395649151.805,45152753.08,398496086.45,402766488.4175,11.210652916385516,4435485317.54818,4484339799.603616,1.1682231942280596,99.31486994067508,98.23288758693293,1.08,NA
Forestview,Industrial,13.010892045454543,2745381,8243556,9,1115833.61,8609236.755,6863452.5,21523091.887500003,9139937.28,72049196.2952,84963051.42770001,10.757543575018257,231535598.84890324,112013850.0130644,0.1144156551896082,12.255428738900974,25.33229624622799,-13.08,457563.5
Forestview,Not Incentive Prop,13.010892045454543,22917212,68813510,519,8024103.67,63439959.5402,22917212,63439959.5402,9139937.28,72049196.2952,84963051.42770001,10.757543575018257,682458129.1510967,825410464.9455463,0.955090598346958,90.30811040155697,74.66770375377202,15.64,NA
Frankfort,Not Incentive Prop,8.411,31486,31486,1,2647.31,31474.37879,31486,31474.37879,2647.31,31474.37879,31474.37879,8.410999999914534,264731,264731.00000268995,1.000369227620902,100.0000000010161,100,0,NA
Franklin Park,Industrial,12.989024737540726,48962143,147018626,100,16998870.48,131398926.94982,122405357.5,328497317.37455,105413878,812862172.6368201,1009960563.06155,10.437425168409845,3428666168.120245,1706743912.6375186,0.18086538031790866,16.190884397949183,32.525756884878525,-16.33,734432.145
Franklin Park,Not Incentive Prop,12.989024737540726,258734654,776902576,8187,88415007.52,681463245.687,258734654,681463245.687,105413878,812862172.6368201,1009960563.06155,10.437425168409845,7112721631.879756,8851542955.953238,0.9557617541480965,83.96942721292578,67.47424311512148,16.5,NA
Glencoe,Not Incentive Prop,9.533992433795712,311355591,934907470,3965,85958759.89,901549830.095,311355591,901549830.095,85958759.89,901549830.095,901549830.095,9.534554499438169,8595875989,8595369258.81554,1.0370003285359002,99.99410496166874,100,-0.01,NA
Glenview,Commercial,8.356378586723768,7463904,22411865,3,1864399.26,22401501.349,18659760,56003753.3725,256929623.09,3072926554.37,3158936746.2935,8.133420949041327,455502100.90483534,187195426.18324718,0.0072933292102696536,0.7285863884900279,1.7728671977433963,-1.04,3731952
Glenview,Industrial,8.356378586723768,11652602,34989268,7,2940334.99,34938626.6,29131505,87346566.5,256929623.09,3072926554.37,3158936746.2935,8.133420949041327,710426393.7979313,291960391.16977745,0.011386301423391284,1.1363438269922908,2.76506221919407,-1.63,2496986.1428571427
