year,clean_name,incentive,cur_munilevel_rate,av,eav,pins_in_muni,incent_pins,final_tax_to_dist,current_taxable_eav,new_av,new_taxable_eav,munilevy,cur_muni_taxable_eav,new_muni_taxable_eav,new_comp_rate,group_taxes_hyp,group_taxes_cur,pct_eav,rate_change,pct_taxburden_current,pct_taxburden_no_incent,burden_shift,av_change_perPIN
2021,Evanston,Incentive,8.883770613189355,1599260,4802098,15,3,421284.68999999994,4696506.069,3998150,11741265.1725,286739428.03,3220695482.476,3227740241.5795,8.883596775733215,104304665.42944969,41722682.60044766,0.0014910127412319815,1.738374561401912e-4,0.14550730915206558,0.36376115466944736,-0.22,159926
2021,Evanston,Non-Incentive,8.883770613189355,1162993761,3492121457,25915,8,286318143.34,3215998976.407,1162993761,3215998976.407,286739428.03,3220695482.476,3227740241.5795,8.883596775733215,28569638137.570545,28570197198.651554,1.084275578365246,1.738374561401912e-4,99.63818856352887,99.63623884533054,0,NA
2021,Evergreen Park,Incentive,12.735583897010692,4550621,13664151,5,2,2439986.9499999997,13664149.473000001,11376552.5,34160373.682500005,57980172.830000006,449728761.923841,470224986.133341,12.33030454352731,421207810.8259206,174020921.99468595,0.030383093448477165,0.4052793534833814,3.0013867413766024,7.264687051915443,-4.26,1365186.3
2021,Evergreen Park,Non-Incentive,12.735583897010692,176833355,530977525,9161,8,55540185.88,436064612.450841,176833355,436064612.450841,57980172.830000006,449728761.923841,470224986.133341,12.33030454352731,5376809472.174081,5553537456.3851385,1.1806617009074416,0.4052793534833814,95.7833891366332,92.73531294808457,3.05,NA
2021,Flossmoor,Incentive,17.926620146185474,813010,2441224,4,1,426924.57,2408737.136,2032525,6021842.84,41964925.75,234227536.68570003,237840642.38970003,17.644135723969665,106250212.37737495,43180515.6690827,0.010422446628364515,0.28248442221580916,1.0289668073363076,2.5318813384859844,-1.5,304878.75
2021,Flossmoor,Non-Incentive,17.926620146185474,90981453,273189996,4374,6,41538001.18,231818799.54970002,90981453,231818799.54970002,41964925.75,234227536.68570003,237840642.38970003,17.644135723969665,4090242362.622625,4155727562.2721844,1.1663444865006716,0.28248442221580916,99.0285932359164,97.46811866151401,1.56,NA
2021,Ford Heights,Incentive,27.719192884697815,775968,2329998,11,1,500292.3,2214279.512,1939920,5535698.78,3653245.3699999996,13907801.2318,17229220.4998,21.203776282521936,117377718.49854963,61378040.89376255,0.16753172993819404,6.515416602175879,16.800963164913984,32.12971115010258,-15.33,105813.81818181818
2021,Ford Heights,Non-Incentive,27.719192884697815,5530908,16434308,2322,6,3152953.07,11693521.7198,5530908,11693521.7198,3653245.3699999996,13907801.2318,17229220.4998,21.203776282521936,247946818.50145033,324134984.05253947,1.1816611214160277,6.515416602175879,88.7252158626672,67.87028884989742,20.85,NA
2021,Forest Park,Incentive,11.334132220795892,948125,2846935,4,1,322785.45,2846934.645,2370312.5,7117336.6125,45152753.08,398496086.45,402766488.4175,11.210652916385516,79789990.45182054,32267533.690394614,0.007144198140970225,0.12347930441037569,0.7146304818495602,1.7671124130670737,-1.05,355546.875
2021,Forest Park,Non-Incentive,11.334132220795892,155037928,465532371,6228,7,44829967.629999995,395649151.805,155037928,395649151.805,45152753.08,398496086.45,402766488.4175,11.210652916385516,4435485317.54818,4484339799.603616,1.1682231942280596,0.12347930441037569,99.31486994067508,98.23288758693293,1.08,NA
2021,Forestview,Incentive,13.010892045454543,2745381,8243556,9,1,1115833.61,8609236.755,6863452.5,21523091.887500003,9139937.28,72049196.2952,84963051.42770001,10.757543575018257,231535598.84890324,112013850.0130644,0.1144156551896082,2.2533484704362863,12.255428738900974,25.33229624622799,-13.08,457563.5
2021,Forestview,Non-Incentive,13.010892045454543,22917212,68813510,519,5,8024103.67,63439959.5402,22917212,63439959.5402,9139937.28,72049196.2952,84963051.42770001,10.757543575018257,682458129.1510967,825410464.9455463,0.955090598346958,2.2533484704362863,90.30811040155697,74.66770375377202,15.64,NA
2021,Frankfort,Non-Incentive,8.411,31486,31486,1,1,2647.31,31474.37879,31486,31474.37879,2647.31,31474.37879,31474.37879,8.410999999914534,264731,264731.00000268995,1.000369227620902,8.546585661406425e-11,100.0000000010161,100,0,NA
2021,Franklin Park,Incentive,12.989024737540726,48962143,147018626,100,2,16998870.48,131398926.94982,122405357.5,328497317.37455,105413878,812862172.6368201,1009960563.06155,10.437425168409845,3428666168.120245,1706743912.6375186,0.18086538031790866,2.5515995691308806,16.190884397949183,32.525756884878525,-16.33,734432.145
2021,Franklin Park,Non-Incentive,12.989024737540726,258734654,776902576,8187,7,88415007.52,681463245.687,258734654,681463245.687,105413878,812862172.6368201,1009960563.06155,10.437425168409845,7112721631.879756,8851542955.953238,0.9557617541480965,2.5515995691308806,83.96942721292578,67.47424311512148,16.5,NA
2021,Glencoe,Non-Incentive,9.533992433795712,311355591,934907470,3965,5,85958759.89,901549830.095,311355591,901549830.095,85958759.89,901549830.095,901549830.095,9.534554499438169,8595875989,8595369258.81554,1.0370003285359002,-5.62065642457199e-4,99.99410496166874,100,-0.01,NA
2021,Glenview,Incentive,8.356378586723768,19116506,57401133,10,3,4804734.25,57340127.949,47791265,143350319.8725,256929623.09,3072926554.37,3158936746.2935,8.133420949041327,1165928494.7027667,479155817.35302466,0.018679630633660935,0.22295763768244115,1.8649302154823189,4.537929416937466,-2.67,2867475.9
2021,Glenview,Non-Incentive,8.356378586723768,1083182989,3252473533,18670,8,252124888.84,3015586426.421,1083182989,3015586426.421,256929623.09,3072926554.37,3158936746.2935,8.133420949041327,24527033814.297234,25199381840.159294,1.0584286592774783,0.22295763768244115,98.0789273618799,95.46207058306253,2.62,NA
2021,Glenwood,Incentive,18.555715476190475,674404,2025035,12,2,239836.5,1356489.3646,1686010,3391223.4115,18917354.580000002,102031806.9126,104066540.9595,18.17813334197602,61646111.36667782,25170630.695996,0.019847095344833365,0.3775821342144532,1.3305576416380729,3.25870676610629,-1.93,84300.5
2021,Glenwood,Non-Incentive,18.555715476190475,51361324,154098736,4188,6,18677518.080000002,100675317.548,51361324,100675317.548,18917354.580000002,102031806.9126,104066540.9595,18.17813334197602,1830089346.6333222,1868102547.895814,1.5103009606798428,0.3775821342144532,98.75072859663096,96.7412932338937,2.01,NA
2021,Golf,Non-Incentive,9.401,14240077,42758673,217,4,3844800.88,40897786.195972994,14240077,40897786.195972994,3844800.88,40897786.195972994,40897786.195972994,9.400999999307,384480087.99999994,384480088.0283421,1.0455009177051797,6.929994356141833e-10,100.00000000737155,99.99999999999999,0,NA
2021,Hanover Park,Incentive,12.147540250772304,285415,857016,2,1,56684.42,476119.6086,713537.5,1190299.0215,33846815.99,277381431.31960005,278095610.7325,12.170927797403186,14487043.447996164,5783682.1096504545,0.0030896660815501473,-0.023387546630882383,0.17087817392806567,0.4280179102305027,-0.26,214061.25
2021,Hanover Park,Non-Incentive,12.147540250772304,115260811,346090401,5501,6,33790131.57,276905311.711,115260811,276905311.711,33846815.99,277381431.31960005,278095610.7325,12.170927797403186,3370194555.5520043,3363718419.662024,1.247705729087659,-0.023387546630882383,99.38064545438573,99.5719820897695,-0.19,NA
2021,Harvey,Incentive,26.927314647263525,6409889,19246982,135,2,5336980.51,19371894.441,16024722.5,48429736.1025,54729654.12,202229364.3028,231287205.9643,23.66307029038507,1145996249.538257,521633096.9263822,0.0951740221621886,3.264244356878457,9.53108703706864,20.939219660068574,-11.41,71220.98888888888
