"","clean_name","incent_prop","Alea_cat","cur_munilevel_rate","av","eav","final_tax_to_dist","final_tax_to_tif","current_taxable_eav","pins_in_muni","all_exemptions","abatements","new_av","new_TEAV_noIncents","new_TEAV_noExemps","forgone_EAV_incent","forgone_TIF_EAV","munilevy","muni_exemptions","muni_abatements","muni_forgoneTIF","muni_forgone_EAV_incent","muni_current_TEAV","muni_TEAV_noExe","muni_TEAV_noInc","muni_TEAV_max","muni_TEAV_neither","muni_rate_noExe","muni_rate_noInc","muni_rate_neither","muni_rate_noTIFs","muni_rate_lowest","change_noExe","change_noInc","change_neither","change_max"
"1","Alsip","Incentive","Industrial",12.9236317793828,18869551,56659602,7387650.1,0,56546057.8401962,3,0,0,47173877.5,141365144.600491,56546057.8401962,84819086.7602944,0,82505440.33,65009586,5181682,31754.7642184215,84819086.7602944,639093208.216122,704102794.216122,723912294.976416,794135317.740634,788921880.976416,11.717811803581,11.3971596977349,10.4579987346639,12.9091249925937,10.3893427841408,1.20581997580184,1.52647208164788,2.46563304471892,2.53428899524202
"2","Alsip","Non-Incentive","Commercial",12.9236317793828,44074699,132343103,16107844.81,290281.8,125171454.497274,14,0,4715738,44074699,125171454.497274,125171454.497274,0,22461.31775923,82505440.33,65009586,5181682,31754.7642184215,84819086.7602944,639093208.216122,704102794.216122,723912294.976416,794135317.740634,788921880.976416,11.717811803581,11.3971596977349,10.4579987346639,12.9091249925937,10.3893427841408,1.20581997580184,1.52647208164788,2.46563304471892,2.53428899524202
"3","Alsip","Non-Incentive","Industrial",12.9236317793828,74649894,224151242,28838341.35,94497.97,223197674.16704,7,0,452834,74649894,223197674.16704,223197674.16704,0,7312.02897244052,82505440.33,65009586,5181682,31754.7642184215,84819086.7602944,639093208.216122,704102794.216122,723912294.976416,794135317.740634,788921880.976416,11.717811803581,11.3971596977349,10.4579987346639,12.9091249925937,10.3893427841408,1.20581997580184,1.52647208164788,2.46563304471892,2.53428899524202
"4","Alsip","Non-Incentive","Land",12.9236317793828,1974279,5928170,761150.72,0,5869502.11540629,2,0,0,1974279,5869502.11540629,5869502.11540629,0,0,82505440.33,65009586,5181682,31754.7642184215,84819086.7602944,639093208.216122,704102794.216122,723912294.976416,794135317.740634,788921880.976416,11.717811803581,11.3971596977349,10.4579987346639,12.9091249925937,10.3893427841408,1.20581997580184,1.52647208164788,2.46563304471892,2.53428899524202
"5","Alsip","Non-Incentive","Non-Incentive",12.9236317793828,97775081,293585583,29410453.35,25607.11,228308519.596204,27,65009586,13110,97775081,228308519.596204,293318105.596204,0,1981.417486751,82505440.33,65009586,5181682,31754.7642184215,84819086.7602944,639093208.216122,704102794.216122,723912294.976416,794135317.740634,788921880.976416,11.717811803581,11.3971596977349,10.4579987346639,12.9091249925937,10.3893427841408,1.20581997580184,1.52647208164788,2.46563304471892,2.53428899524202
"6","Arlington Heights","Incentive","Commercial",10.1791638299958,574594,1725333,187975.04,0,1725333.08857274,1,0,0,1436485,4313332.72143185,1725333.08857274,2587999.63285911,0,319606289.91,333647442,0,328265.010349224,44318045.0921874,3142152811.73033,3475800253.73033,3186470856.82251,3520446563.83286,3520118298.82251,9.19518575807081,10.0301024007703,9.07941900750633,10.1705080191442,9.078572394578,0.983978071924943,0.14906142922548,1.09974482248942,1.10059143541775
"7","Arlington Heights","Incentive","Industrial",10.1791638299958,9686967,29087058,2985805.95,0,27820030.3062189,3,0,0,24217417.5,69550075.7655472,27820030.3062189,41730045.4593283,0,319606289.91,333647442,0,328265.010349224,44318045.0921874,3142152811.73033,3475800253.73033,3186470856.82251,3520446563.83286,3520118298.82251,9.19518575807081,10.0301024007703,9.07941900750633,10.1705080191442,9.078572394578,0.983978071924943,0.14906142922548,1.09974482248942,1.10059143541775
"8","Arlington Heights","Non-Incentive","Commercial",10.1791638299958,254988682,765654519,75745109.48,2765083.51,748944215.745238,19,987620,0,254988682,748944215.745238,749931835.745238,0,271641.517533288,319606289.91,333647442,0,328265.010349224,44318045.0921874,3142152811.73033,3475800253.73033,3186470856.82251,3520446563.83286,3520118298.82251,9.19518575807081,10.0301024007703,9.07941900750633,10.1705080191442,9.078572394578,0.983978071924943,0.14906142922548,1.09974482248942,1.10059143541775
"9","Arlington Heights","Non-Incentive","Industrial",10.1791638299958,44060144,132299393,13883334.4,67834.23,132156100.188352,5,0,0,44060144,132156100.188352,132156100.188352,0,6664.02772692463,319606289.91,333647442,0,328265.010349224,44318045.0921874,3142152811.73033,3475800253.73033,3186470856.82251,3520446563.83286,3520118298.82251,9.19518575807081,10.0301024007703,9.07941900750633,10.1705080191442,9.078572394578,0.983978071924943,0.14906142922548,1.09974482248942,1.10059143541775
"10","Arlington Heights","Non-Incentive","Land",10.1791638299958,3505273,10525288,1061244.77,19044.29,10445897.4992141,2,0,0,3505273,10445897.4992141,10445897.4992141,0,1870.90907642931,319606289.91,333647442,0,328265.010349224,44318045.0921874,3142152811.73033,3475800253.73033,3186470856.82251,3520446563.83286,3520118298.82251,9.19518575807081,10.0301024007703,9.07941900750633,10.1705080191442,9.078572394578,0.983978071924943,0.14906142922548,1.09974482248942,1.10059143541775
"11","Arlington Heights","Non-Incentive","Non-Incentive",10.1791638299958,851290519,2556169901,225742820.27,489501.29,2221061234.90273,32,332659822,0,851290519,2221061234.90273,2553721056.90273,0,48088.5560125821,319606289.91,333647442,0,328265.010349224,44318045.0921874,3142152811.73033,3475800253.73033,3186470856.82251,3520446563.83286,3520118298.82251,9.19518575807081,10.0301024007703,9.07941900750633,10.1705080191442,9.078572394578,0.983978071924943,0.14906142922548,1.09974482248942,1.10059143541775
"12","Barrington","Non-Incentive","Commercial",8.22896088193457,38417222,115355388,8388621.06,1100630.33,102045252.801427,13,0,0,38417222,102045252.801427,102045252.801427,0,133750.827813056,28298165.78,19682273,0,151112.629874073,0,343762935.362284,363445208.362284,343762935.362284,363596320.992158,363445208.362284,7.78608855720343,8.23188391447064,7.78608855720343,8.22826690134078,7.78285261599506,0.442872324731131,-0.00292303253607962,0.442872324731131,0.446108265939504
"13","Barrington","Non-Incentive","Industrial",8.22896088193457,3366027,10107170,830101.81,0,10107169.2438817,2,0,0,3366027,10107169.2438817,10107169.2438817,0,0,28298165.78,19682273,0,151112.629874073,0,343762935.362284,363445208.362284,343762935.362284,363596320.992158,363445208.362284,7.78608855720343,8.23188391447064,7.78608855720343,8.22826690134078,7.78285261599506,0.442872324731131,-0.00292303253607962,0.442872324731131,0.446108265939504
"14","Barrington","Non-Incentive","Land",8.22896088193457,437093,1312466,106832.47,1296.66,1301269.04576407,1,0,0,437093,1301269.04576407,1301269.04576407,0,157.572750509316,28298165.78,19682273,0,151112.629874073,0,343762935.362284,363445208.362284,343762935.362284,363596320.992158,363445208.362284,7.78608855720343,8.23188391447064,7.78608855720343,8.22826690134078,7.78285261599506,0.442872324731131,-0.00292303253607962,0.442872324731131,0.446108265939504
"15","Barrington","Non-Incentive","Non-Incentive",8.22896088193457,83831856,251721911,18972610.44,141572.93,230309244.271212,23,19682273,0,83831856,230309244.271212,249991517.271212,0,17204.2293105077,28298165.78,19682273,0,151112.629874073,0,343762935.362284,363445208.362284,343762935.362284,363596320.992158,363445208.362284,7.78608855720343,8.23188391447064,7.78608855720343,8.22826690134078,7.78285261599506,0.442872324731131,-0.00292303253607962,0.442872324731131,0.446108265939504
"16","Barrington Hills","Non-Incentive","Commercial",9.01527506596306,16572,49761,4652.15,0,49760.9369986095,1,0,0,16572,49760.9369986095,49760.9369986095,0,0,18247263.55,7374912,0,0,0,202614003.197583,209988915.197583,202614003.197583,209988915.197583,209988915.197583,8.6896317992932,9.00592420169786,8.6896317992932,9.00592420169786,8.6896317992932,0.325643266669866,0.00935086426520648,0.325643266669866,0.325643266669866
"17","Barrington Hills","Non-Incentive","Land",9.01527506596306,2260205,6786724,607667.98,0,6763724.5818761,2,0,0,2260205,6763724.5818761,6763724.5818761,0,0,18247263.55,7374912,0,0,0,202614003.197583,209988915.197583,202614003.197583,209988915.197583,209988915.197583,8.6896317992932,9.00592420169786,8.6896317992932,9.00592420169786,8.6896317992932,0.325643266669866,0.00935086426520648,0.325643266669866,0.325643266669866
"18","Barrington Hills","Non-Incentive","Non-Incentive",9.01527506596306,67840811,203433504,17634943.42,0,195800517.678708,16,7374912,0,67840811,195800517.678708,203175429.678708,0,0,18247263.55,7374912,0,0,0,202614003.197583,209988915.197583,202614003.197583,209988915.197583,209988915.197583,8.6896317992932,9.00592420169786,8.6896317992932,9.00592420169786,8.6896317992932,0.325643266669866,0.00935086426520648,0.325643266669866,0.325643266669866
"19","Bartlett","Incentive","Industrial",12.4603997323967,2464012,7398689,426576.34,486430.72,3486746.17355725,2,0,0,6160030,8716865.43389313,3486746.17355725,5230119.26033588,39038.1312354926,48906288.83,51777032,0,42674.3035070932,5230119.26033588,385805439.944232,437582471.944232,391035559.204568,442855265.508075,442812591.204568,11.1764734571528,12.50686483078,11.0444666211866,12.6750104572493,11.0434023571767,1.28392627524397,-0.0464650983832708,1.41593311121012,1.41699737522
"20","Bartlett","Non-Incentive","Commercial",12.4603997323967,11252179,33786926,4179603.78,0,33786924.2963213,12,0,0,11252179,33786924.2963213,33786924.2963213,0,0,48906288.83,51777032,0,42674.3035070932,5230119.26033588,385805439.944232,437582471.944232,391035559.204568,442855265.508075,442812591.204568,11.1764734571528,12.50686483078,11.0444666211866,12.6750104572493,11.0434023571767,1.28392627524397,-0.0464650983832708,1.41593311121012,1.41699737522
"21","Bartlett","Non-Incentive","Industrial",12.4603997323967,5709972,17145332,3079178.02,0,17922328.1864674,2,0,0,5709972,17922328.1864674,17922328.1864674,0,0,48906288.83,51777032,0,42674.3035070932,5230119.26033588,385805439.944232,437582471.944232,391035559.204568,442855265.508075,442812591.204568,11.1764734571528,12.50686483078,11.0444666211866,12.6750104572493,11.0434023571767,1.28392627524397,-0.0464650983832708,1.41593311121012,1.41699737522
"22","Bartlett","Non-Incentive","Land",12.4603997323967,1997005,5996404,762097.27,45308.16,6031057.75701273,2,0,0,1997005,6031057.75701273,6031057.75701273,0,3636.17227160056,48906288.83,51777032,0,42674.3035070932,5230119.26033588,385805439.944232,437582471.944232,391035559.204568,442855265.508075,442812591.204568,11.1764734571528,12.50686483078,11.0444666211866,12.6750104572493,11.0434023571767,1.28392627524397,-0.0464650983832708,1.41593311121012,1.41699737522
"23","Bartlett","Non-Incentive","Non-Incentive",12.4603997323967,125341444,376297495,40458833.42,0,324578383.530873,27,51777032,0,125341444,324578383.530873,376355415.530873,0,0,48906288.83,51777032,0,42674.3035070932,5230119.26033588,385805439.944232,437582471.944232,391035559.204568,442855265.508075,442812591.204568,11.1764734571528,12.50686483078,11.0444666211866,12.6750104572493,11.0434023571767,1.28392627524397,-0.0464650983832708,1.41593311121012,1.41699737522
"24","Bedford Park","Incentive","Commercial",12.9865917573872,318412,956096,85711.31,18818.67,783968.810024696,1,0,0,796030,1959922.02506174,783968.810024696,1175953.21503704,1449.0845905967,61689669.73,2424118,866063,744908.290082899,230966192.553729,483985182.873107,486409300.873107,714951375.426836,718986464.716919,717375493.426836,12.6826665565948,8.62851263041076,8.59935560877807,12.7266020522814,8.58008777039893,0.303925200792467,4.35807912697649,4.38723614860918,4.40650398698832
"25","Bedford Park","Incentive","Industrial",12.9865917573872,52644767,158076436,19599673.07,1157994.57,153193492.892462,6,0,0,131611917.5,382983732.231154,153193492.892462,229790239.338692,89168.474041027,61689669.73,2424118,866063,744908.290082899,230966192.553729,483985182.873107,486409300.873107,714951375.426836,718986464.716919,717375493.426836,12.6826665565948,8.62851263041076,8.59935560877807,12.7266020522814,8.58008777039893,0.303925200792467,4.35807912697649,4.38723614860918,4.40650398698832
"26","Bedford Park","Non-Incentive","Commercial",12.9865917573872,49335026,148138281,11449054.28,6883959.62,87925453.4030767,11,0,0,49335026,87925453.4030767,87925453.4030767,0,530082.083783388,61689669.73,2424118,866063,744908.290082899,230966192.553729,483985182.873107,486409300.873107,714951375.426836,718986464.716919,717375493.426836,12.6826665565948,8.62851263041076,8.59935560877807,12.7266020522814,8.58008777039893,0.303925200792467,4.35807912697649,4.38723614860918,4.40650398698832
"27","Bedford Park","Non-Incentive","Industrial",12.9865917573872,76995772,231195201,28872469.07,1515726.4,229938836.224459,4,0,866063,76995772,229938836.224459,229938836.224459,0,116714.718404681,61689669.73,2424118,866063,744908.290082899,230966192.553729,483985182.873107,486409300.873107,714951375.426836,718986464.716919,717375493.426836,12.6826665565948,8.62851263041076,8.59935560877807,12.7266020522814,8.58008777039893,0.303925200792467,4.35807912697649,4.38723614860918,4.40650398698832
"28","Bedford Park","Non-Incentive","Land",12.9865917573872,1603802,4815728,519760.84,97320.6,4139294.17212779,2,0,0,1603802,4139294.17212779,4139294.17212779,0,7493.92926320645,61689669.73,2424118,866063,744908.290082899,230966192.553729,483985182.873107,486409300.873107,714951375.426836,718986464.716919,717375493.426836,12.6826665565948,8.62851263041076,8.59935560877807,12.7266020522814,8.58008777039893,0.303925200792467,4.35807912697649,4.38723614860918,4.40650398698832
"29","Bedford Park","Non-Incentive","Non-Incentive",12.9865917573872,3472961,10428255,1163001.16,0,8004137.37095664,12,2424118,0,3472961,8004137.37095664,10428255.3709566,0,0,61689669.73,2424118,866063,744908.290082899,230966192.553729,483985182.873107,486409300.873107,714951375.426836,718986464.716919,717375493.426836,12.6826665565948,8.62851263041076,8.59935560877807,12.7266020522814,8.58008777039893,0.303925200792467,4.35807912697649,4.38723614860918,4.40650398698832
"30","Bellwood","Incentive","Commercial",17.3143717128643,444029,1333286,211308.06,19830.39,1217373.99522477,3,0,0,1110072.5,3043434.98806193,1217373.99522477,1826060.99283716,1145.31386577928,43823561.59,81488187,0,399482.600044965,11639617.1392422,253087084.00668,334575271.00668,264726701.145922,346614370.745967,346214888.145922,13.0982667840759,16.5542657390815,12.6579078746981,17.2883171588302,12.6433192875659,4.2161049287883,0.76010597378275,4.65646383816611,4.67105242529835
"31","Bellwood","Incentive","Industrial",17.3143717128643,2797850,8401107,1131732.68,320973.29,6542370.76427,3,0,0,6994625,16355926.910675,6542370.76427,9813556.146405,18537.9692271203,43823561.59,81488187,0,399482.600044965,11639617.1392422,253087084.00668,334575271.00668,264726701.145922,346614370.745967,346214888.145922,13.0982667840759,16.5542657390815,12.6579078746981,17.2883171588302,12.6433192875659,4.2161049287883,0.76010597378275,4.65646383816611,4.67105242529835
"32","Bellwood","Non-Incentive","Commercial",17.3143717128643,14088473,42303461,5779939.17,1530095.26,33406119.8735998,14,0,0,14088473,33406119.8735998,33406119.8735998,0,88371.3995156502,43823561.59,81488187,0,399482.600044965,11639617.1392422,253087084.00668,334575271.00668,264726701.145922,346614370.745967,346214888.145922,13.0982667840759,16.5542657390815,12.6579078746981,17.2883171588302,12.6433192875659,4.2161049287883,0.76010597378275,4.65646383816611,4.67105242529835
"33","Bellwood","Non-Incentive","Industrial",17.3143717128643,17442661,52375077,6677380.15,2380249.54,38649770.538646,3,0,0,17442661,38649770.538646,38649770.538646,0,137472.475436779,43823561.59,81488187,0,399482.600044965,11639617.1392422,253087084.00668,334575271.00668,264726701.145922,346614370.745967,346214888.145922,13.0982667840759,16.5542657390815,12.6579078746981,17.2883171588302,12.6433192875659,4.2161049287883,0.76010597378275,4.65646383816611,4.67105242529835
"34","Bellwood","Non-Incentive","Land",17.3143717128643,371770,1116304,132793.03,59698.23,770929.740782955,2,0,0,371770,770929.740782955,770929.740782955,0,3447.90044883034,43823561.59,81488187,0,399482.600044965,11639617.1392422,253087084.00668,334575271.00668,264726701.145922,346614370.745967,346214888.145922,13.0982667840759,16.5542657390815,12.6579078746981,17.2883171588302,12.6433192875659,4.2161049287883,0.76010597378275,4.65646383816611,4.67105242529835
"35","Bellwood","Non-Incentive","Non-Incentive",17.3143717128643,89570512,268953380,29890408.5,2605943.52,172500519.094156,25,81488187,0,89570512,172500519.094156,253988706.094156,0,150507.541550805,43823561.59,81488187,0,399482.600044965,11639617.1392422,253087084.00668,334575271.00668,264726701.145922,346614370.745967,346214888.145922,13.0982667840759,16.5542657390815,12.6579078746981,17.2883171588302,12.6433192875659,4.2161049287883,0.76010597378275,4.65646383816611,4.67105242529835
"36","Bensenville","Incentive","Industrial",11.6197532467532,1170488,3514625,414590.12,0,3500465.38892976,1,0,0,2926220,8751163.47232441,3500465.38892976,5250698.08339465,0,3051321.88,0,0,0,5250698.08339465,26089619.0226502,26089619.0226502,31340317.1060448,31340317.1060448,31340317.1060448,11.6955401968535,9.73609127717305,9.73609127717305,11.6955401968535,9.73609127717305,-0.0757869501003015,1.8836619695802,1.8836619695802,1.8836619695802
"37","Bensenville","Non-Incentive","Commercial",11.6197532467532,138093,414652,48709.15,0,414651.825998127,1,0,0,138093,414651.825998127,414651.825998127,0,0,3051321.88,0,0,0,5250698.08339465,26089619.0226502,26089619.0226502,31340317.1060448,31340317.1060448,31340317.1060448,11.6955401968535,9.73609127717305,9.73609127717305,11.6955401968535,9.73609127717305,-0.0757869501003015,1.8836619695802,1.8836619695802,1.8836619695802
"38","Bensenville","Non-Incentive","Industrial",11.6197532467532,7245045,21754697,2549536.38,0,21841788.9249656,3,0,0,7245045,21841788.9249656,21841788.9249656,0,0,3051321.88,0,0,0,5250698.08339465,26089619.0226502,26089619.0226502,31340317.1060448,31340317.1060448,31340317.1060448,11.6955401968535,9.73609127717305,9.73609127717305,11.6955401968535,9.73609127717305,-0.0757869501003015,1.8836619695802,1.8836619695802,1.8836619695802
"39","Bensenville","Non-Incentive","Land",11.6197532467532,110716,332448,38486.23,0,332712.882756713,1,0,0,110716,332712.882756713,332712.882756713,0,0,3051321.88,0,0,0,5250698.08339465,26089619.0226502,26089619.0226502,31340317.1060448,31340317.1060448,31340317.1060448,11.6955401968535,9.73609127717305,9.73609127717305,11.6955401968535,9.73609127717305,-0.0757869501003015,1.8836619695802,1.8836619695802,1.8836619695802
"40","Bensenville","Non-Incentive","Non-Incentive",11.6197532467532,0,0,0,0,0,1,0,0,0,0,0,0,0,3051321.88,0,0,0,5250698.08339465,26089619.0226502,26089619.0226502,31340317.1060448,31340317.1060448,31340317.1060448,11.6955401968535,9.73609127717305,9.73609127717305,11.6955401968535,9.73609127717305,-0.0757869501003015,1.8836619695802,1.8836619695802,1.8836619695802
"41","Berkeley","Incentive","Industrial",14.3634602593947,1434500,4307373,558041.62,79481.79,3802798.18733177,1,0,0,3586250,9506995.46832941,3802798.18733177,5704197.28099765,5533.61018616758,15594888.9,23277523,0,58459.1424932437,5704197.28099765,107166239.972341,130443762.972341,112870437.253339,136206419.395832,136147960.253339,11.955258376981,13.8166284099681,11.4543683731887,14.5441199916993,11.4494522131732,2.40820188241377,0.546831849426642,2.909091886206,2.91400804622157
"42","Berkeley","Non-Incentive","Commercial",14.3634602593947,3178537,9544189,1161466.15,236005.92,7905666.67551386,8,0,0,3178537,7905666.67551386,7905666.67551386,0,16430.9933496446,15594888.9,23277523,0,58459.1424932437,5704197.28099765,107166239.972341,130443762.972341,112870437.253339,136206419.395832,136147960.253339,11.955258376981,13.8166284099681,11.4543683731887,14.5441199916993,11.4494522131732,2.40820188241377,0.546831849426642,2.909091886206,2.91400804622157
"43","Berkeley","Non-Incentive","Industrial",14.3634602593947,7633524,22921185,2869814.54,490262.94,19535949.3296991,2,0,0,7633524,19535949.3296991,19535949.3296991,0,34132.6484806704,15594888.9,23277523,0,58459.1424932437,5704197.28099765,107166239.972341,130443762.972341,112870437.253339,136206419.395832,136147960.253339,11.955258376981,13.8166284099681,11.4543683731887,14.5441199916993,11.4494522131732,2.40820188241377,0.546831849426642,2.909091886206,2.91400804622157
"44","Berkeley","Non-Incentive","Land",14.3634602593947,68213,204826,29382.93,0,206452.556539559,1,0,0,68213,206452.556539559,206452.556539559,0,0,15594888.9,23277523,0,58459.1424932437,5704197.28099765,107166239.972341,130443762.972341,112870437.253339,136206419.395832,136147960.253339,11.955258376981,13.8166284099681,11.4543683731887,14.5441199916993,11.4494522131732,2.40820188241377,0.546831849426642,2.909091886206,2.91400804622157
"45","Berkeley","Non-Incentive","Non-Incentive",14.3634602593947,33042577,99216936,10976183.66,33924.92,75715373.2232566,18,23277523,0,33042577,75715373.2232566,98992896.2232566,0,2361.89047676103,15594888.9,23277523,0,58459.1424932437,5704197.28099765,107166239.972341,130443762.972341,112870437.253339,136206419.395832,136147960.253339,11.955258376981,13.8166284099681,11.4543683731887,14.5441199916993,11.4494522131732,2.40820188241377,0.546831849426642,2.909091886206,2.91400804622157
"46","Berwyn","Incentive","Commercial",13.9333893378438,153423,460683,67632.86,0,460682.923506573,2,0,0,383557.5,1151707.30876643,460682.923506573,691024.38525986,0,111162471.85,165848989,0,345449.852386374,691024.38525986,798946948.750719,964795937.750719,799637973.135979,965832411.988365,965486962.135979,11.5218635879789,13.9015999220308,11.5136170874925,13.907610286833,11.5094990052311,2.41152574986483,0.0317894158129537,2.4197722503513,2.42389033261271
"47","Berwyn","Non-Incentive","Commercial",13.9333893378438,52249793,156890434,17919282.72,4107329.6,127724035.39415,18,10000,0,52249793,127724035.39415,127734035.39415,0,294783.236182477,111162471.85,165848989,0,345449.852386374,691024.38525986,798946948.750719,964795937.750719,799637973.135979,965832411.988365,965486962.135979,11.5218635879789,13.9015999220308,11.5136170874925,13.907610286833,11.5094990052311,2.41152574986483,0.0317894158129537,2.4197722503513,2.42389033261271
"48","Berwyn","Non-Incentive","Industrial",13.9333893378438,1568380,4709376,584084.75,53319.64,4370572.8202634,2,0,0,1568380,4370572.8202634,4370572.8202634,0,3826.7530395624,111162471.85,165848989,0,345449.852386374,691024.38525986,798946948.750719,964795937.750719,799637973.135979,965832411.988365,965486962.135979,11.5218635879789,13.9015999220308,11.5136170874925,13.907610286833,11.5094990052311,2.41152574986483,0.0317894158129537,2.4197722503513,2.42389033261271
"49","Berwyn","Non-Incentive","Land",13.9333893378438,166408,499669,68914.84,1796.06,492553.777781272,2,0,0,166408,492553.777781272,492553.777781272,0,128.903309629181,111162471.85,165848989,0,345449.852386374,691024.38525986,798946948.750719,964795937.750719,799637973.135979,965832411.988365,965486962.135979,11.5218635879789,13.9015999220308,11.5136170874925,13.907610286833,11.5094990052311,2.41152574986483,0.0317894158129537,2.4197722503513,2.42389033261271
"50","Berwyn","Non-Incentive","Non-Incentive",13.9333893378438,278281869,835596916,92522556.68,650841.99,665899103.835018,28,165838989,0,278281869,665899103.835018,831738092.835018,0,46710.9598547054,111162471.85,165848989,0,345449.852386374,691024.38525986,798946948.750719,964795937.750719,799637973.135979,965832411.988365,965486962.135979,11.5218635879789,13.9015999220308,11.5136170874925,13.907610286833,11.5094990052311,2.41152574986483,0.0317894158129537,2.4197722503513,2.42389033261271
"51","Blue Island","Incentive","Commercial",15.328818787322,337432,1013207,154417.49,7230.63,977313.965853831,3,0,0,843580,2443284.91463458,977313.965853831,1465970.94878075,471.701707765,37498994.62,52394489,60661,201860.784117247,7428253.64020897,243309292.934392,295703781.934392,250737546.574601,303394557.358718,303132035.574601,12.681269875784,14.9554764064197,12.3705152274384,15.3992924132533,12.3598112459424,2.64754891153801,0.37334238090231,2.95830355988359,2.9690075413796
"52","Blue Island","Incentive","Industrial",15.328818787322,1888265,5669893,654406.24,265678.2,3974855.12761881,7,0,0,4720662.5,9937137.81904703,3974855.12761881,5962282.69142822,17331.9421206632,37498994.62,52394489,60661,201860.784117247,7428253.64020897,243309292.934392,295703781.934392,250737546.574601,303394557.358718,303132035.574601,12.681269875784,14.9554764064197,12.3705152274384,15.3992924132533,12.3598112459424,2.64754891153801,0.37334238090231,2.95830355988359,2.9690075413796
"53","Blue Island","Non-Incentive","Commercial",15.328818787322,16958141,50920210,6662592.7,1124153.61,43610876.2582092,17,0,0,16958141,43610876.2582092,43610876.2582092,0,73335.9579493335,37498994.62,52394489,60661,201860.784117247,7428253.64020897,243309292.934392,295703781.934392,250737546.574601,303394557.358718,303132035.574601,12.681269875784,14.9554764064197,12.3705152274384,15.3992924132533,12.3598112459424,2.64754891153801,0.37334238090231,2.95830355988359,2.9690075413796
"54","Blue Island","Non-Incentive","Industrial",15.328818787322,10693217,32108519,3545803.98,1341777.81,22840181.809943,4,32000,47683,10693217,22840181.809943,22872181.809943,0,87533.020555357,37498994.62,52394489,60661,201860.784117247,7428253.64020897,243309292.934392,295703781.934392,250737546.574601,303394557.358718,303132035.574601,12.681269875784,14.9554764064197,12.3705152274384,15.3992924132533,12.3598112459424,2.64754891153801,0.37334238090231,2.95830355988359,2.9690075413796
"55","Blue Island","Non-Incentive","Land",15.328818787322,1226201,3681934,499199.1,69512.4,3322152.16963047,2,0,0,1226201,3322152.16963047,3322152.16963047,0,4534.75254450079,37498994.62,52394489,60661,201860.784117247,7428253.64020897,243309292.934392,295703781.934392,250737546.574601,303394557.358718,303132035.574601,12.681269875784,14.9554764064197,12.3705152274384,15.3992924132533,12.3598112459424,2.64754891153801,0.37334238090231,2.95830355988359,2.9690075413796
"56","Blue Island","Non-Incentive","Non-Incentive",15.328818787322,74235116,222905740,25982575.11,285934.73,168583913.603136,29,52362489,12978,74235116,168583913.603136,220946402.603136,0,18653.409239627,37498994.62,52394489,60661,201860.784117247,7428253.64020897,243309292.934392,295703781.934392,250737546.574601,303394557.358718,303132035.574601,12.681269875784,14.9554764064197,12.3705152274384,15.3992924132533,12.3598112459424,2.64754891153801,0.37334238090231,2.95830355988359,2.9690075413796
"57","Bridgeview","Incentive","Commercial",13.0215485155684,123380,370473,48347.95,0,371750.028833955,1,0,0,308450,929375.072084887,371750.028833955,557625.043250932,0,65534363.03,53838051,234286,370110.710276735,49964494.6906393,502002754.814746,555840805.814746,551967249.505386,606409697.215662,605805300.505386,11.7901316967797,11.8728716402513,10.8177269124798,13.0449647119199,10.8069450951892,1.23141681878875,1.14867687531714,2.20382160308867,2.21460342037918
"58","Bridgeview","Incentive","Industrial",13.0215485155684,13111339,39369418,4336211.21,871573.3,32937913.0982589,2,0,0,32778347.5,82344782.7456473,32937913.0982589,49406869.6473884,66933.1530699253,65534363.03,53838051,234286,370110.710276735,49964494.6906393,502002754.814746,555840805.814746,551967249.505386,606409697.215662,605805300.505386,11.7901316967797,11.8728716402513,10.8177269124798,13.0449647119199,10.8069450951892,1.23141681878875,1.14867687531714,2.20382160308867,2.21460342037918
"59","Bridgeview","Non-Incentive","Commercial",13.0215485155684,57793071,173535262,20308296.73,2524620.37,154414301.922789,13,0,234286,57793071,154414301.922789,154414301.922789,0,193880.195353232,65534363.03,53838051,234286,370110.710276735,49964494.6906393,502002754.814746,555840805.814746,551967249.505386,606409697.215662,605805300.505386,11.7901316967797,11.8728716402513,10.8177269124798,13.0449647119199,10.8069450951892,1.23141681878875,1.14867687531714,2.20382160308867,2.21460342037918
"60","Bridgeview","Non-Incentive","Industrial",13.0215485155684,39650560,119058745,15640429.64,20563.49,120441326.35026,5,0,0,39650560,120441326.35026,120441326.35026,0,1579.18929345573,65534363.03,53838051,234286,370110.710276735,49964494.6906393,502002754.814746,555840805.814746,551967249.505386,606409697.215662,605805300.505386,11.7901316967797,11.8728716402513,10.8177269124798,13.0449647119199,10.8069450951892,1.23141681878875,1.14867687531714,2.20382160308867,2.21460342037918
"61","Bridgeview","Non-Incentive","Land",13.0215485155684,1008714,3028864,343368.33,53583.37,2642311.82221072,2,0,0,1008714,2642311.82221072,2642311.82221072,0,4114.97679680234,65534363.03,53838051,234286,370110.710276735,49964494.6906393,502002754.814746,555840805.814746,551967249.505386,606409697.215662,605805300.505386,11.7901316967797,11.8728716402513,10.8177269124798,13.0449647119199,10.8069450951892,1.23141681878875,1.14867687531714,2.20382160308867,2.21460342037918
