tax_code_num,major_class_code,major_class_type,eav,exe_homeowner,exe_senior,exe_freeze,exe_longtime_homeowner,exe_disabled,exe_vet_returning,exe_vet_dis,exe_abate,pin_count
12121,5A,Commercial,122429,0,0,0,0,0,0,0,0,1
12121,8,Commercial/Industrial Incentive,2035086,0,0,0,0,0,0,0,0,1
12121,NA,NA,0,0,0,0,0,0,0,0,0,1
12122,NA,NA,0,0,0,0,0,0,0,0,0,2
12126,1,Vacant,649737,0,0,0,0,0,0,0,0,25
12126,2,Residential,2594007,560000,144000,30067,0,10000,0,0,0,66
12126,5B,Industrial,3637261,0,0,0,0,0,0,0,0,6
12126,6B,Industrial Incentive,770782,0,0,0,0,0,0,0,0,6
12126,8,Commercial/Industrial Incentive,244807,0,0,0,0,0,0,0,0,4
12127,1,Vacant,125195,0,0,0,0,0,0,0,0,3
12127,3,Multi-Family,7215,0,0,0,0,0,0,0,0,1
12127,5A,Commercial,7864927,0,0,0,0,0,0,0,0,24
12127,5B,Industrial,1081227,0,0,0,0,0,0,0,0,2
12127,8,Commercial/Industrial Incentive,4183884,0,0,0,0,0,0,0,0,12
12127,NA,NA,0,0,0,0,0,0,0,0,0,6
12128,1,Vacant,714,0,0,0,0,0,0,0,0,8
12128,2,Residential,3804855,510000,168000,71040,0,2000,0,0,0,59
12135,2,Residential,266244,70000,22331,11855,0,0,0,0,0,8
12135,NA,NA,0,0,0,0,0,0,0,0,0,9
12136,1,Vacant,32360,0,0,0,0,0,0,0,0,4
12136,2,Residential,2399211,460000,149265,83818,0,6000,0,0,0,65
12136,NA,NA,0,0,0,0,0,0,0,0,0,4
12137,1,Vacant,168752,0,0,0,0,0,0,0,0,3
12137,2,Residential,635318,50000,16000,12405,0,0,0,0,0,12
12137,5B,Industrial,98543,0,0,0,0,0,0,0,0,1
12137,NA,NA,0,0,0,0,0,0,0,0,0,2
12141,1,Vacant,114929,0,0,0,0,0,0,0,0,12
12141,2,Residential,249149,40000,24000,26991,0,0,0,0,0,6
12141,NA,NA,0,0,0,0,0,0,0,0,0,1
12143,2,Residential,32705,10000,0,0,0,2000,0,0,0,1
12144,1,Vacant,184393,0,0,0,0,0,0,0,0,11
12144,2,Residential,6642,0,0,0,0,0,0,0,0,1
12144,5A,Commercial,5149221,0,0,0,0,0,0,0,0,12
12144,5B,Industrial,7656650,0,0,0,0,0,0,0,0,21
12144,6B,Industrial Incentive,420213,0,0,0,0,0,0,0,0,2
12144,8,Commercial/Industrial Incentive,595151,0,0,0,0,0,0,0,0,4
12144,NA,NA,0,0,0,0,0,0,0,0,0,2
12145,2,Residential,2097061,260000,112000,50352,0,2000,0,0,0,30
12146,1,Vacant,226952,0,0,0,0,0,0,0,0,7
12146,2,Residential,54775,0,0,0,0,0,0,0,0,9
12146,5A,Commercial,428098,0,0,0,0,0,0,0,0,1
12146,NA,NA,0,0,0,0,0,0,0,0,0,1
12147,1,Vacant,872949,0,0,0,0,0,0,0,0,3
12147,2,Residential,713897,18888,0,0,0,0,0,0,0,27
12147,5A,Commercial,140121,0,0,0,0,0,0,0,0,3
12147,5B,Industrial,260421,0,0,0,0,0,0,0,0,1
12147,8,Commercial/Industrial Incentive,887334,0,0,0,0,0,0,0,0,4
12147,NA,NA,0,0,0,0,0,0,0,0,0,2
12150,2,Residential,118994,30000,8000,0,0,0,0,0,0,6
12152,1,Vacant,1050389,0,0,0,0,0,0,0,0,5
12152,8,Commercial/Industrial Incentive,9166127,0,0,0,0,0,0,0,0,2
12152,NA,NA,0,0,0,0,0,0,0,0,0,1
12153,1,Vacant,6513,0,0,0,0,0,0,0,0,1
12153,5B,Industrial,15848,0,0,0,0,0,0,0,0,1
12154,1,Vacant,158762,0,0,0,0,0,0,0,0,3
12154,8,Commercial/Industrial Incentive,9186533,0,0,0,0,0,0,0,0,3
12155,1,Vacant,731527,0,0,0,0,0,0,0,0,4
12155,5B,Industrial,110764,0,0,0,0,0,0,0,0,1
12155,8,Commercial/Industrial Incentive,2964875,0,0,0,0,0,0,0,0,2
12156,2,Residential,141911,22500,8000,0,0,0,0,0,0,3
12157,2,Residential,41155,10000,0,0,0,0,0,0,0,1
12159,5B,Industrial,1796593,0,0,0,0,0,0,0,0,1
12162,1,Vacant,3,0,0,0,0,0,0,0,0,1
12162,2,Residential,420678,70000,4800,0,0,1200,0,0,0,12
12163,1,Vacant,645121,0,0,0,0,0,0,0,0,1
12163,2,Residential,32630,0,0,0,0,0,0,0,0,2
12163,5A,Commercial,463470,0,0,0,0,0,0,0,0,2
12163,8,Commercial/Industrial Incentive,261727,0,0,0,0,0,0,0,0,1
12164,1,Vacant,3583,0,0,0,0,0,0,0,0,2
12164,2,Residential,633045,120000,27200,0,0,800,0,0,0,19
12165,2,Residential,196100,0,0,0,0,0,0,0,0,6
12165,5A,Commercial,164398,0,0,0,0,0,0,0,0,3
12165,NA,NA,0,0,0,0,0,0,0,0,0,3
12166,2,Residential,390311,50000,8000,2000,0,0,0,0,0,18
12166,5A,Commercial,3431262,0,0,0,0,0,0,0,0,41
12167,1,Vacant,111162,0,0,0,0,0,0,0,0,18
12167,2,Residential,640886,30000,7902,2000,0,0,0,0,0,23
12167,3,Multi-Family,74257,0,0,0,0,0,0,0,0,1
12167,5A,Commercial,1738622,0,0,0,0,0,0,0,0,24
12167,8,Commercial/Industrial Incentive,96086,0,0,0,0,0,0,0,0,5
12167,NA,NA,0,0,0,0,0,0,0,0,0,13
12168,2,Residential,219747,0,0,0,0,0,0,0,0,1
12169,2,Residential,81073,0,0,0,0,0,0,0,0,1
12169,5A,Commercial,1447158,0,0,0,0,0,0,0,0,10
12169,NA,NA,0,0,0,0,0,0,0,0,0,2
12171,1,Vacant,27727,0,0,0,0,0,0,0,0,1
12171,3,Multi-Family,2363363,0,0,0,0,0,0,0,0,2
12172,1,Vacant,51941,0,0,0,0,0,0,0,0,1
12172,5A,Commercial,242137,0,0,0,0,0,0,0,0,3
12172,8,Commercial/Industrial Incentive,469770,0,0,0,0,0,0,0,0,3
12173,1,Vacant,224138,0,0,0,0,0,0,0,0,14
12173,2,Residential,1545263,110000,16000,5025,0,4000,0,0,0,53
12173,5A,Commercial,1867532,10000,0,0,0,0,0,0,0,20
12173,5B,Industrial,81073,0,0,0,0,0,0,0,0,2
12173,8,Commercial/Industrial Incentive,113977,0,0,0,0,0,0,0,0,3
12173,NA,NA,0,0,0,0,0,0,0,0,0,17
12174,1,Vacant,3,0,0,0,0,0,0,0,0,1
12174,2,Residential,4569575,780000,184000,16000,0,12000,0,5000,0,93
12174,NA,NA,0,0,0,0,0,0,0,0,0,2
12175,5A,Commercial,5030184,0,0,0,0,0,0,0,0,2
12176,2,Residential,13368,0,0,0,0,0,0,0,0,1
12177,2,Residential,32397,0,0,0,0,0,0,0,0,3
12178,2,Residential,80965,10000,0,0,0,0,0,0,0,1
12178,NA,NA,0,0,0,0,0,0,0,0,0,2
12179,1,Vacant,408773,0,0,0,0,0,0,0,0,1
12180,2,Residential,90348,0,0,0,0,0,0,0,0,3
12180,NA,NA,0,0,0,0,0,0,0,0,0,5
12181,3,Multi-Family,840756,0,0,0,0,0,0,0,0,1
12181,5A,Commercial,1080987,0,0,0,0,0,0,0,0,16
12181,8,Commercial/Industrial Incentive,87335,0,0,0,0,0,0,0,0,5
12181,NA,NA,0,0,0,0,0,0,0,0,0,2
12183,1,Vacant,9543,0,0,0,0,0,0,0,0,3
12183,2,Residential,432547,50000,8000,0,0,0,0,0,0,16
12183,5A,Commercial,551974,0,0,0,0,0,0,0,0,14
12183,8,Commercial/Industrial Incentive,62246,0,0,0,0,0,0,0,0,2
12183,NA,NA,0,0,0,0,0,0,0,0,0,4
12184,5A,Commercial,1593010,0,0,0,0,0,0,0,0,9
12184,8,Commercial/Industrial Incentive,584727,0,0,0,0,0,0,0,0,4
12184,NA,NA,0,0,0,0,0,0,0,0,0,1
12185,3,Multi-Family,1022107,0,0,0,0,0,0,0,0,2
12185,NA,NA,0,0,0,0,0,0,0,0,0,2
12187,1,Vacant,45041,0,0,0,0,0,0,0,0,1
12187,5A,Commercial,3801,0,0,0,0,0,0,0,0,1
12187,NA,NA,0,0,0,0,0,0,0,0,0,4
12192,2,Residential,52622,10000,8000,0,0,0,0,0,0,1
12192,NA,NA,0,0,0,0,0,0,0,0,0,2
12195,5B,Industrial,2132236,0,0,0,0,0,0,0,0,3
12195,NA,NA,0,0,0,0,0,0,0,0,0,1
12196,5B,Industrial,511990,0,0,0,0,0,0,0,0,1
12197,1,Vacant,9128,0,0,0,0,0,0,0,0,1
12197,5B,Industrial,27910,0,0,0,0,0,0,0,0,1
12198,1,Vacant,1157029,0,0,0,0,0,0,0,0,63
12198,2,Residential,976386,110000,8000,0,0,2000,0,0,0,30
12198,3,Multi-Family,179715,0,0,0,0,0,0,0,0,1
12198,5A,Commercial,7888516,0,0,0,0,0,0,0,0,87
12198,5B,Industrial,8645362,0,0,0,0,0,0,0,0,43
12198,8,Commercial/Industrial Incentive,1110654,0,0,0,0,0,0,0,0,14
12198,NA,NA,0,0,0,0,0,0,0,0,0,212
12199,1,Vacant,73716,0,0,0,0,0,0,0,0,1
12199,2,Residential,114799,0,0,0,0,0,0,0,0,8
12199,5A,Commercial,932398,0,0,0,0,0,0,0,0,8
12199,5B,Industrial,1396247,0,0,0,0,0,0,0,0,5
12199,8,Commercial/Industrial Incentive,255230,0,0,0,0,0,0,0,0,2
12200,1,Vacant,3465,0,0,0,0,0,0,0,0,1
12200,2,Residential,108388,10000,0,0,0,0,0,0,0,4
12200,5B,Industrial,442992,0,0,0,0,0,0,0,0,3
12202,1,Vacant,231193,0,0,0,0,0,0,0,0,2
12202,5B,Industrial,1481448,0,0,0,0,0,0,0,0,2
12202,NA,NA,0,0,0,0,0,0,0,0,0,1
12203,5A,Commercial,1178851,0,0,0,0,0,0,0,0,2
12207,8,Commercial/Industrial Incentive,652529,0,0,0,0,0,0,0,0,2
12207,NA,NA,0,0,0,0,0,0,0,0,0,2
12208,1,Vacant,135074,0,0,0,0,0,0,0,0,5
12208,2,Residential,8459,0,0,0,0,0,0,0,0,1
12208,3,Multi-Family,112457,0,0,0,0,0,0,0,0,1
12208,5A,Commercial,268156,0,0,0,0,0,0,0,0,2
12208,NA,NA,0,0,0,0,0,0,0,0,0,1
12210,1,Vacant,651956,0,0,0,0,0,0,0,0,3
12210,NA,NA,0,0,0,0,0,0,0,0,0,1
12211,1,Vacant,132143,0,0,0,0,0,0,0,0,1
12212,8,Commercial/Industrial Incentive,2053426,0,0,0,0,0,0,0,0,1
12212,NA,NA,0,0,0,0,0,0,0,0,0,1
12213,NA,NA,0,0,0,0,0,0,0,0,0,7
12214,1,Vacant,24445,0,0,0,0,0,0,0,0,1
12214,NA,NA,0,0,0,0,0,0,0,0,0,1
12215,NA,NA,0,0,0,0,0,0,0,0,0,1
12216,2,Residential,211786,0,0,0,0,0,0,0,0,1
12216,5A,Commercial,818095,0,0,0,0,0,0,0,0,5
12217,1,Vacant,62384,0,0,0,0,0,0,0,0,1
12217,2,Residential,112625,0,0,0,0,0,0,0,0,1
12217,5A,Commercial,629063,0,0,0,0,0,0,0,0,3
12218,2,Residential,247504,0,0,0,0,0,0,0,0,2
12220,NA,NA,0,0,0,0,0,0,0,0,0,1
12221,1,Vacant,591205,0,0,0,0,0,0,0,0,2
12221,2,Residential,628185,150000,21533,2000,0,0,0,0,0,32
12221,5A,Commercial,6530748,0,0,0,0,0,0,0,0,35
12221,8,Commercial/Industrial Incentive,306972,0,0,0,0,0,0,0,0,1
12221,NA,NA,0,0,0,0,0,0,0,0,0,6
12222,1,Vacant,635351,0,0,0,0,0,0,0,0,213
12222,2,Residential,1558848,329047,6361,36880,0,0,0,0,0,170
12222,3,Multi-Family,118535,0,0,0,0,0,0,0,0,1
12222,5A,Commercial,852924,0,0,0,0,0,0,0,0,10
12222,5B,Industrial,292313,0,0,0,0,0,0,0,0,1
12222,8,Commercial/Industrial Incentive,170373,0,0,0,0,0,0,0,0,4
12222,NA,NA,0,0,0,0,0,0,0,0,0,64
12223,1,Vacant,549649,0,0,0,0,0,0,0,0,20
12223,2,Residential,251461,50000,0,0,0,0,0,0,0,9
12223,5A,Commercial,4285814,0,0,0,0,0,0,0,0,2
12223,NA,NA,0,0,0,0,0,0,0,0,0,12
12224,NA,NA,0,0,0,0,0,0,0,0,0,1
12225,1,Vacant,158052,0,0,0,0,0,0,0,0,33
12225,2,Residential,2127084,290000,33256,22013,0,4000,0,8441,0,133
12225,5A,Commercial,4459024,0,0,0,0,0,0,0,0,35
12225,5B,Industrial,317486,0,0,0,0,0,0,0,0,9
12225,8,Commercial/Industrial Incentive,142381,0,0,0,0,0,0,0,0,4
12225,NA,NA,0,0,0,0,0,0,0,0,0,107
12227,1,Vacant,209867,0,0,0,0,0,0,0,0,11
12227,2,Residential,251868,40000,0,0,0,0,0,0,0,4
12227,5A,Commercial,1850912,0,0,0,0,0,0,0,0,7
12227,5B,Industrial,1132589,0,0,0,0,0,0,0,0,7
12228,1,Vacant,1079454,0,0,0,0,0,0,0,0,60
12228,2,Residential,17009723,2460000,744000,247757,0,24000,0,87053,0,366
12228,5B,Industrial,195863,0,0,0,0,0,0,0,0,3
12228,NA,NA,0,0,0,0,0,0,0,0,0,12
12229,1,Vacant,64161,0,0,0,0,0,0,0,0,5
12230,5A,Commercial,11656,0,0,0,0,0,0,0,0,1
12230,NA,NA,0,0,0,0,0,0,0,0,0,2
12231,1,Vacant,54250,0,0,0,0,0,0,0,0,1
12231,5A,Commercial,1066532,0,0,0,0,0,0,0,0,3
12231,8,Commercial/Industrial Incentive,243165,0,0,0,0,0,0,0,0,1
12231,NA,NA,0,0,0,0,0,0,0,0,0,9
12232,1,Vacant,83262,0,0,0,0,0,0,0,0,1
12232,2,Residential,2083585,496807,120000,86747,0,3705,0,0,0,76
12232,3,Multi-Family,673678,0,0,0,0,0,0,0,0,26
12232,5A,Commercial,1561392,0,0,0,0,0,0,0,0,3
12232,NA,NA,0,0,0,0,0,0,0,0,0,11
12233,2,Residential,4864,0,0,0,0,0,0,0,0,1
12233,5A,Commercial,776355,0,0,0,0,0,0,0,0,2
12234,1,Vacant,77448,0,0,0,0,0,0,0,0,9
12234,2,Residential,318317,60000,4611,2000,0,0,0,0,0,17
12234,5A,Commercial,486193,0,0,0,0,0,0,0,0,5
12234,5B,Industrial,1629584,0,0,0,0,0,0,0,0,7
12234,6B,Industrial Incentive,127434,0,0,0,0,0,0,0,0,4
12234,8,Commercial/Industrial Incentive,103773,0,0,0,0,0,0,0,0,1
12234,NA,NA,0,0,0,0,0,0,0,0,0,6
12235,1,Vacant,56831,0,0,0,0,0,0,0,0,7
12235,2,Residential,103080,10000,0,0,0,0,0,0,0,8
12235,5A,Commercial,377289,0,0,0,0,0,0,0,0,8
12235,NA,NA,0,0,0,0,0,0,0,0,0,11
12236,2,Residential,24424,10000,4000,2000,0,0,0,0,0,2
12236,5A,Commercial,717747,0,0,0,0,0,0,0,0,2
12237,5B,Industrial,711856,0,0,0,0,0,0,0,0,1
12238,1,Vacant,13794,0,0,0,0,0,0,0,0,3
12238,2,Residential,46377,10000,0,0,0,0,0,0,0,7
12238,3,Multi-Family,222467,0,0,0,0,0,0,0,0,5
12238,5A,Commercial,289362,0,0,0,0,0,0,0,0,7
12239,1,Vacant,72278,0,0,0,0,0,0,0,0,10
12239,2,Residential,46703,19845,5154,16471,0,0,0,0,0,4
12239,5A,Commercial,109839,0,0,0,0,0,0,0,0,5
12239,NA,NA,0,0,0,0,0,0,0,0,0,29
12240,5A,Commercial,530878,0,0,0,0,0,0,0,0,3
12242,5B,Industrial,1403639,0,0,0,0,0,0,0,0,3
12243,1,Vacant,274639,0,0,0,0,0,0,0,0,1
12243,5B,Industrial,693999,0,0,0,0,0,0,0,0,1
12244,1,Vacant,332459,0,0,0,0,0,0,0,0,55
12244,2,Residential,148605,40000,7073,2000,0,0,0,0,0,12
12244,5A,Commercial,121848,0,0,0,0,0,0,0,0,4
12244,5B,Industrial,8752459,0,0,0,0,0,0,0,0,32
12244,6B,Industrial Incentive,2161215,0,0,0,0,0,0,0,0,2
12244,8,Commercial/Industrial Incentive,1455810,0,0,0,0,0,0,0,0,8
12244,NA,NA,0,0,0,0,0,0,0,0,0,287
12245,1,Vacant,235974,0,0,0,0,0,0,0,0,6
12245,2,Residential,97765,0,0,0,0,0,0,0,0,1
12245,5A,Commercial,505568,0,0,0,0,0,0,0,0,4
12245,5B,Industrial,9970533,0,0,0,0,0,0,0,0,6
12245,6B,Industrial Incentive,1302334,0,0,0,0,0,0,0,0,4
12245,8,Commercial/Industrial Incentive,4125519,0,0,0,0,0,0,0,0,5
12245,NA,NA,0,0,0,0,0,0,0,0,0,4
12246,1,Vacant,620997,0,0,0,0,0,0,0,0,9
12246,5A,Commercial,180342,0,0,0,0,0,0,0,0,2
12246,5B,Industrial,3002563,0,0,0,0,0,0,0,0,7
12246,8,Commercial/Industrial Incentive,714048,0,0,0,0,0,0,0,0,7
12246,NA,NA,0,0,0,0,0,0,0,0,0,8
12247,5A,Commercial,387198,0,0,0,0,0,0,0,0,3
12247,5B,Industrial,3457180,0,0,0,0,0,0,0,0,1
12247,6B,Industrial Incentive,592853,0,0,0,0,0,0,0,0,1
12248,1,Vacant,44392,0,0,0,0,0,0,0,0,1
12248,2,Residential,28537,0,0,0,0,0,0,0,0,3
12248,5B,Industrial,1297337,0,0,0,0,0,0,0,0,3
12248,8,Commercial/Industrial Incentive,322415,0,0,0,0,0,0,0,0,2
12248,NA,NA,0,0,0,0,0,0,0,0,0,3
12249,1,Vacant,3645,0,0,0,0,0,0,0,0,1
12249,NA,NA,0,0,0,0,0,0,0,0,0,5
12250,5B,Industrial,688904,0,0,0,0,0,0,0,0,3
12250,NA,NA,0,0,0,0,0,0,0,0,0,5
12251,1,Vacant,186597,0,0,0,0,0,0,0,0,2
12251,5A,Commercial,1430252,0,0,0,0,0,0,0,0,2
12251,5B,Industrial,1794915,0,0,0,0,0,0,0,0,1
12252,NA,NA,0,0,0,0,0,0,0,0,0,4
12253,NA,NA,0,0,0,0,0,0,0,0,0,4
13013,1,Vacant,65836,0,0,0,0,0,0,0,0,7
13013,2,Residential,6799623,1320000,231871,132061,0,14000,0,0,0,163
13013,5A,Commercial,588172,0,0,0,0,0,0,0,0,2
13013,NA,NA,0,0,0,0,0,0,0,0,0,32
13019,1,Vacant,27721,0,0,0,0,0,0,0,0,1
13019,8,Commercial/Industrial Incentive,184729,0,0,0,0,0,0,0,0,1
13022,1,Vacant,10134,0,0,0,0,0,0,0,0,1
13022,2,Residential,3915917,955300,211520,87099,0,8000,0,7500,0,117
13022,NA,NA,0,0,0,0,0,0,0,0,0,5
13025,1,Vacant,13233,0,0,0,0,0,0,0,0,1
13025,2,Residential,78971,20000,8000,2000,0,2000,0,0,0,2
13027,1,Vacant,319635,0,0,0,0,0,0,0,0,37
13027,2,Residential,12924033,2729643,383695,409506,0,22000,0,5000,0,412
13027,3,Multi-Family,110571,0,0,0,0,0,0,0,0,1
13027,5A,Commercial,656015,0,0,0,0,0,0,0,0,4
13027,5B,Industrial,1022444,0,0,0,0,0,0,0,0,2
13027,NA,NA,0,0,0,0,0,0,0,0,0,18
13028,1,Vacant,43809,0,0,0,0,0,0,0,0,1
13028,2,Residential,415711,30000,16000,0,0,0,0,0,0,3
13028,8,Commercial/Industrial Incentive,967320,0,0,0,0,0,0,0,0,2
13029,1,Vacant,2603612,0,0,0,0,0,0,0,0,903
13029,2,Residential,22876631,4450858,541499,772117,0,28681,0,7500,0,1523
13029,3,Multi-Family,2992247,0,0,0,0,0,0,0,0,10
13029,5A,Commercial,9102820,10000,0,0,0,0,0,0,0,60
13029,5B,Industrial,22229,0,0,0,0,0,0,0,0,1
13029,8,Commercial/Industrial Incentive,441704,0,0,0,0,0,0,0,0,6
13029,9,Multi-Family Incentive,276125,0,0,0,0,0,0,0,0,2
13029,NA,NA,0,0,0,0,0,0,0,0,0,1177
13030,1,Vacant,392574,0,0,0,0,0,0,0,0,152
13030,2,Residential,5828921,1447056,194969,419188,0,4000,0,0,0,375
13030,5A,Commercial,73257,0,0,0,0,0,0,0,0,3
13030,NA,NA,0,0,0,0,0,0,0,0,0,166
13031,1,Vacant,201867,0,0,0,0,0,0,0,0,77
13031,2,Residential,50473920,10701406,1830966,1347644,0,57990,5000,5000,0,1847
13031,5A,Commercial,1280230,0,0,0,0,0,0,0,0,13
13031,5B,Industrial,2569488,0,0,0,0,0,0,0,0,21
13031,6B,Industrial Incentive,343716,0,0,0,0,0,0,0,0,5
13031,8,Commercial/Industrial Incentive,255358,0,0,0,0,0,0,0,0,3
13031,NA,NA,0,0,0,0,0,0,0,0,0,128
13032,1,Vacant,19971,0,0,0,0,0,0,0,0,3
13032,2,Residential,3873021,430000,72000,38759,0,2000,0,5000,0,55
13032,NA,NA,0,0,0,0,0,0,0,0,0,4
13033,1,Vacant,281260,0,0,0,0,0,0,0,0,6
13033,2,Residential,473337,90000,16000,0,0,2000,0,0,0,19
13033,5A,Commercial,484753,0,0,0,0,0,0,0,0,4
13033,5B,Industrial,510771,0,0,0,0,0,0,0,0,1
13033,NA,NA,0,0,0,0,0,0,0,0,0,16
13034,1,Vacant,1085500,0,0,0,0,0,0,0,0,82
13034,2,Residential,21504706,3067668,775258,452261,0,24000,0,0,0,423
13034,3,Multi-Family,1519868,0,0,0,0,0,0,0,0,4
13034,4,Not For Profit,63126,0,0,0,0,0,0,0,0,2
13034,5A,Commercial,18261679,0,0,0,0,0,0,0,0,49
13034,5B,Industrial,20937989,0,0,0,0,0,0,0,0,77
13034,6B,Industrial Incentive,3226179,0,0,0,0,0,0,0,0,9
13034,8,Commercial/Industrial Incentive,1852891,0,0,0,0,0,0,0,0,13
13034,NA,NA,0,0,0,0,0,0,0,0,0,86
13035,1,Vacant,97941,0,0,0,0,0,0,0,0,14
13035,2,Residential,60929376,10633997,3440201,1925635,0,56000,0,10000,0,1426
13035,5A,Commercial,19788944,0,0,0,0,0,0,0,0,38
13035,5B,Industrial,20946384,0,0,0,0,0,0,0,0,81
13035,8,Commercial/Industrial Incentive,1199585,0,0,0,0,0,0,0,0,3
13035,NA,NA,0,0,0,0,0,0,0,0,0,14
13036,1,Vacant,728138,0,0,0,0,0,0,0,0,94
13036,2,Residential,134784692,26212731,5738586,3792293,0,155756,0,46250,0,3571
13036,3,Multi-Family,5449514,0,0,0,0,0,0,0,0,46
13036,5A,Commercial,7394093,0,0,0,0,0,0,0,0,57
13036,5B,Industrial,679467,0,0,0,0,0,0,0,0,4
13036,8,Commercial/Industrial Incentive,1235927,0,0,0,0,0,0,0,0,7
13036,NA,NA,0,0,0,0,0,0,0,0,0,299
13037,1,Vacant,195971,0,0,0,0,0,0,0,0,15
13037,2,Residential,34746532,8006170,2733814,1310177,0,44615,0,7500,0,1477
13037,5A,Commercial,4863673,0,0,0,0,0,0,0,0,20
13037,8,Commercial/Industrial Incentive,261537,0,0,0,0,0,0,0,0,7
13037,NA,NA,0,0,0,0,0,0,0,0,0,7
13038,1,Vacant,729118,0,0,0,0,0,0,0,0,189
13038,2,Residential,6602655,1340000,249867,154598,0,8000,0,4656,0,560
13038,NA,NA,0,0,0,0,0,0,0,0,0,74
13039,1,Vacant,1022920,0,0,0,0,0,0,0,0,86
13039,2,Residential,240264875,37543158,9609369,5838782,0,235599,0,100526,0,4837
13039,3,Multi-Family,16054716,0,0,0,0,0,0,0,0,109
13039,5A,Commercial,37520788,0,0,0,0,0,0,0,0,65
13039,5B,Industrial,13308,0,0,0,0,0,0,0,0,1
13039,NA,NA,0,0,0,0,0,0,0,0,0,88
13040,5A,Commercial,158720,10000,8000,0,0,0,0,0,0,1
13040,NA,NA,0,0,0,0,0,0,0,0,0,1
13041,1,Vacant,32241,0,0,0,0,0,0,0,0,8
13041,2,Residential,6131018,1904464,397551,276606,0,10000,0,0,0,302
13041,NA,NA,0,0,0,0,0,0,0,0,0,212
13042,1,Vacant,1216270,0,0,0,0,0,0,0,0,234
13042,2,Residential,6499664,1357177,281406,259509,0,10000,0,8750,0,283
13042,5A,Commercial,796051,0,0,0,0,0,0,0,0,2
13042,NA,NA,0,0,0,0,0,0,0,0,0,399
13043,1,Vacant,2442211,0,0,0,0,0,0,0,0,367
13043,2,Residential,61712572,16900120,3438814,1776699,0,100999,0,22500,0,3293
13043,4,Not For Profit,15578,0,0,0,0,0,0,0,0,4
13043,5A,Commercial,24146322,0,0,0,0,0,0,0,0,297
13043,5B,Industrial,9617164,10000,0,0,0,0,0,0,0,61
13043,6B,Industrial Incentive,4617093,0,0,0,0,0,0,0,0,14
13043,8,Commercial/Industrial Incentive,3328357,0,0,0,0,0,0,0,0,15
13043,NA,NA,0,0,0,0,0,0,0,0,0,1021
13044,1,Vacant,3,0,0,0,0,0,0,0,0,1
13044,2,Residential,14232110,2740000,567573,396362,0,12000,0,5000,0,318
13044,5A,Commercial,1554650,0,0,0,0,0,0,0,0,7
13044,8,Commercial/Industrial Incentive,881923,0,0,0,0,0,0,0,0,1
13045,2,Residential,172181,40000,16000,5137,0,0,0,0,0,4
13049,1,Vacant,239864,0,0,0,0,0,0,0,0,10
13049,2,Residential,6743232,1700000,524322,214595,0,16765,0,5000,0,291
13049,5A,Commercial,2656534,0,0,0,0,0,0,0,0,2
13049,5B,Industrial,1236804,0,0,0,0,0,0,0,0,2
13049,6B,Industrial Incentive,300270,0,0,0,0,0,0,0,0,1
13049,8,Commercial/Industrial Incentive,611302,0,0,0,0,0,0,0,0,2
13049,NA,NA,0,0,0,0,0,0,0,0,0,34
13050,1,Vacant,480224,0,0,0,0,0,0,0,0,39
13050,2,Residential,79319078,20294257,7335477,2645456,0,203653,0,45358,0,2753
13050,3,Multi-Family,2961866,0,0,0,0,0,0,0,0,1
13050,4,Not For Profit,1146596,0,0,0,0,0,0,0,0,2
13050,5A,Commercial,10497707,0,0,0,0,0,0,0,0,21
13050,NA,NA,0,0,0,0,0,0,0,0,0,70
13051,1,Vacant,64481,0,0,0,0,0,0,0,0,11
13051,2,Residential,15731779,2690000,680660,283469,0,8000,0,0,0,411
13051,3,Multi-Family,906665,0,0,0,0,0,0,0,0,1
13051,5A,Commercial,2105322,0,0,0,0,0,0,0,0,2
13051,NA,NA,0,0,0,0,0,0,0,0,0,48
13052,1,Vacant,120603,0,0,0,0,0,0,0,0,13
13052,2,Residential,21381286,3370000,1096000,554382,0,22000,0,0,0,419
13052,5A,Commercial,618988,0,0,0,0,0,0,0,0,6
13052,NA,NA,0,0,0,0,0,0,0,0,0,65
13053,2,Residential,38894,10000,8000,0,0,0,0,0,0,1
13055,1,Vacant,147082,0,0,0,0,0,0,0,0,4
13055,2,Residential,28259151,4677026,1516128,978922,36984,34000,0,10000,0,667
13055,3,Multi-Family,709046,0,0,0,0,0,0,0,0,1
13055,5A,Commercial,7931731,10000,0,0,0,0,0,0,0,18
13055,5B,Industrial,528466,0,0,0,0,0,0,0,0,2
13055,8,Commercial/Industrial Incentive,670374,0,0,0,0,0,0,0,0,4
13055,NA,NA,0,0,0,0,0,0,0,0,0,9
13056,1,Vacant,946532,0,0,0,0,0,0,0,0,90
13056,2,Residential,156724797,24396250,5594216,3793821,0,157800,0,35000,0,3241
13056,3,Multi-Family,3431897,0,0,0,0,0,0,0,0,9
13056,5A,Commercial,25156590,0,0,0,0,0,0,0,0,87
13056,5B,Industrial,420377,0,0,0,0,0,0,0,0,6
13056,8,Commercial/Industrial Incentive,371413,0,0,0,0,0,0,0,0,7
13056,NA,NA,0,0,0,0,0,0,0,0,0,85
13058,1,Vacant,158371,0,0,0,0,0,0,0,0,2
13058,2,Residential,3751047,440000,56000,15872,0,6000,0,10000,0,49
