year,actual_keypin,incent_pins,project_pins,fmv,tax_code,in_tif,pin_classes,land_use,incent_prop,triad,exe_abate,clean_name,landuse_change,incent_change,tif_change,pin_classes_2011,pin_classes_2022,base_year_fmv_2011,end_year_fmv_2022,fmv_growth_2011,fmv_2022_2011_diff,landuse_change2,land_use2,tif_change2,incent_change2,in_tif2
2022,3713458 - AT&T,0,2,0,37322,1,0,Exempt,Non-Incentive,South,0,Harvey,Changes Land Use,Never Incentive,Changes,"590, 592",0,1786240,0,0,-1786240,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,3714410 - SUMMIT LABORATORIES,0,2,0,37050,0,0,Exempt,Non-Incentive,South,0,Harvey,Changes Land Use,Changes Sometime,Changes,897,0,2827450,0,0,-2827450,Changes,Multi Land Uses,Changes,Changes,0
2022,3714480 - B & M DEVELOPMENT LP,0,2,0,37030,0,0,Exempt,Non-Incentive,South,0,Calumet City,Changes Land Use,Never Incentive,Never TIF,"517, 593",0,317480,0,0,-317480,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,3715791 - KAY MANUFACTURING CO.,0,2,0,37324,1,0,Exempt,Non-Incentive,South,0,Lansing,Changes Land Use,Never Incentive,Changes,593,0,453432,0,0,-453432,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,3804965 - PLAZA 83 VENTURE,0,2,0,38023,0,0,Exempt,Non-Incentive,North,0,Arlington Heights,Changes Land Use,Never Incentive,Never TIF,517,0,1774116,0,0,-1774116,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,3816962 - 345 WOLF RD LLC,0,2,0,38055,0,0,Exempt,Non-Incentive,North,0,Wheeling,Changes Land Use,Never Incentive,Never TIF,593,0,599744,0,0,-599744,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,3910770 - DENISE WOJCIECHOWSKI,0,2,0,39018,0,0,Exempt,Non-Incentive,South,0,Evergreen Park,Changes Land Use,Never Incentive,Never TIF,517,0,83300,0,0,-83300,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,3911734 - ORTHOSPINE CENTER LTD,0,2,0,39073,0,0,Exempt,Non-Incentive,South,0,Palos Heights,Changes Land Use,Never Incentive,Never TIF,"517, 590",0,519168,0,0,-519168,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,3913960 - WYNRIGHT CORP.,0,2,0,39183.5,1,0,Exempt,Non-Incentive,South,0,Oak Lawn,Changes Land Use,Never Incentive,Always TIF,"580, 593",0,2695996,0,0,-2695996,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,3918157 - VILLAGE EVERGREEN PARK,0,2,0,39170,1,0,Exempt,Non-Incentive,South,0,Evergreen Park,Changes Land Use,Never Incentive,Always TIF,"517, 590",0,252488,0,0,-252488,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,3918159 - VILLAGE EVERGREEN PARK,0,2,0,39018,0,0,Exempt,Non-Incentive,South,0,Evergreen Park,Changes Land Use,Never Incentive,Never TIF,517,0,533036,0,0,-533036,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,502474 - GREGORY MANNIE,0,2,0,37322,1,0,Exempt,Non-Incentive,South,0,Harvey,Changes Land Use,Never Incentive,Changes,"528, 590",0,3009444,0,0,-3009444,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,7003310 - EVNAGELISTIC CRUSADERS,0,2,0,70082,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,"522, 590",0,551168,0,0,-551168,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7003652 - LAWRENCE V OLLEARIS,0,2,0,70105,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,517,0,73600,0,0,-73600,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7004618 - MALEK ALMASSAD,0,2,0,70127,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,593,0,649980,0,0,-649980,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,7005160 - SUNG PARK,0,2,0,70002,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,331496,0,0,-331496,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7013062 - JILLSEA LLC,0,2,0,70106,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,"517, 597",0,298356,0,0,-298356,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,"7013695 - LAKE PARK ASSOCIATES,",0,2,0,70120,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,517,0,184640,0,0,-184640,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7014993 - FIRST NATIONAL ACQ,0,2,0,70069,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,590,0,61392,0,0,-61392,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7015432 - ADVOCATE HEALTH & HOSP,0,2,0,70002,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,203,0,147300,0,0,-147300,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7015539 - LAKE PARK ASSOCIATES I,0,2,0,70120,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,522,0,242992,0,0,-242992,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7102776 - GOLDEN TIARA,0,2,0,71138,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,"590, 597",0,2296172,0,0,-2296172,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,"7107297 - TIM WINTER, PAL GROUP",0,2,0,71001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,593,0,4756240,0,0,-4756240,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7108323 - 5353 W ARMSTRONG LLC,0,2,0,71108,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,"580, 593",0,2215820,0,0,-2215820,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7116427 - 2605 HARLEM LLC,0,2,0,71001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,299616,0,0,-299616,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7116429 - 2601 HARLEM LLC,0,2,0,71001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,225508,0,0,-225508,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7119253 - JOAN DACHS BAIS YAAKOV,0,2,0,71001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,"517, 590",0,358972,0,0,-358972,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7120424 - NIRMAL SHEWAKRAMANI,0,2,0,71103,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,528,0,771424,0,0,-771424,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7121819 - JDBY,0,2,0,71001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,"522, 590",0,647864,0,0,-647864,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7130790 - CANDIDO ALVAREZ,0,2,0,71001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,593,0,354076,0,0,-354076,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7135051 - CITY COLLEGES OF CHICA,0,2,0,71001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7135428 - PETER S. KU,0,2,0,71128,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,273352,0,0,-273352,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7143227 - AAA 1 TUCKPOINTING,0,2,0,71077,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,593,0,240000,0,0,-240000,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7203895 - KENNIS A HARVEY,0,2,0,72082,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,517,0,110004,0,0,-110004,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7204053 - FIRST NATIONAL ACQ,0,2,0,72102,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,590,0,58184,0,0,-58184,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7206446 - BICYCLE PROPERTIES LLC,0,2,0,72187,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,288240,0,0,-288240,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7217415 - CROATIAN AMER RADIO CL,0,2,0,72001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,"417, 490",0,204992,0,0,-204992,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7309133 - VERA H. NELSON TRUST #,0,2,0,73001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,590,0,210308,0,0,-210308,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7311207 - JAMES B BLACKLIDGE,0,2,0,73105,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,580,0,146176,0,0,-146176,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,7315565 - G CHIAMOPOULOS IRRV TR,0,2,0,73117,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,"517, 590",0,664228,0,0,-664228,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,7324511 - DAN DEVELOPMENT,0,2,0,73117,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,592,0,1053480,0,0,-1053480,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,7413849 - LINCOLN PARK COMM SERV,0,2,0,74009,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,318,0,2381470,0,0,-2381470,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7512151 - JACK TOPOREK,0,2,0,75015,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,517,0,180960,0,0,-180960,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7512833 - TREE HOUSE HUMANE SOCY,0,2,0,75001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,190,0,295110,0,0,-295110,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,75143 - GWENDOLYN CROWDER,0,2,0,37207,1,0,Exempt,Non-Incentive,South,0,Hazelcrest,Changes Land Use,Never Incentive,Always TIF,590,0,32320,0,0,-32320,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,"7601656 - GARLAND CONDO, LLC",0,2,0,76015,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,599,0,181956,0,0,-181956,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7715135 - JEWISH COUNCIL FOR YOU,0,2,0,77068,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,"212, 590",0,1121674,0,0,-1121674,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7720254 - SAFE HARBOR REALTY,0,2,0,77100,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,900004,0,0,-900004,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,7720764 - MERCY HOME FOR BOYS &,0,2,0,77114,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,517,0,572076,0,0,-572076,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,7720870 - INTERCULTURAL MONTESSO,0,2,0,77114,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,592,0,4790444,0,0,-4790444,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,79104 - JOHN P RYLE,0,2,0,72003,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,593,0,250048,0,0,-250048,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,806677 - JANET WHEELER-VENECZ,0,2,0,37163,1,0,Exempt,Non-Incentive,South,0,Calumet City,Changes Land Use,Never Incentive,Always TIF,"517, 590",0,113692,0,0,-113692,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,808932 - FRANCISCAN ALLIANCE,0,2,0,12256,1,0,Exempt,Non-Incentive,South,0,Homewood,Changes Land Use,Never Incentive,Always TIF,590,0,111268,0,0,-111268,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,922912 - YP PARTNERSHIP LLP,0,2,0,74009,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,597,0,1120484,0,0,-1120484,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,924274 - AUDITORIUM PARK ONE IN,0,2,0,76098,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,590,0,3244908,0,0,-3244908,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,928460 - LIN SERVICES L WARLYN,0,2,0,71001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,696208,0,0,-696208,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,933704 - MICHAEL BYRNE,0,2,0,70001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,396428,0,0,-396428,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,933996 - JAYMAR REALTY,0,2,0,70080,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,593,0,309084,0,0,-309084,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,935316 - WIESLAW GIZYNSKI,0,2,0,71174,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,593,0,1040676,0,0,-1040676,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,942154 - OPTIMA OLD ORCHARD CND,0,2,0,24024,0,0,Exempt,Non-Incentive,North,0,Skokie,Changes Land Use,Never Incentive,Never TIF,599,0,432776,0,0,-432776,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,9811 - WILLIAM O'NEAL,0,2,0,37047,0,0,Exempt,Non-Incentive,South,0,Harvey,Changes Land Use,Never Incentive,Never TIF,"517, 590",0,150340,0,0,-150340,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,01011010270000,0,1,0,10100,1,0,Exempt,Non-Incentive,North,0,Barrington,Changes Land Use,Never Incentive,Always TIF,597,0,16,0,0,-16,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,02082010060000,0,1,0,29007,0,0,Exempt,Non-Incentive,North,0,Palatine,Changes Land Use,Never Incentive,Never TIF,517,0,335344,0,0,-335344,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,02082010070000,0,1,0,29007,0,0,Exempt,Non-Incentive,North,0,Palatine,Changes Land Use,Never Incentive,Never TIF,597,0,315796,0,0,-315796,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,02082010080000,0,1,0,29007,0,0,Exempt,Non-Incentive,North,0,Palatine,Changes Land Use,Never Incentive,Never TIF,597,0,684912,0,0,-684912,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,02152010010000,0,1,0,29007,0,0,Exempt,Non-Incentive,North,0,Palatine,Changes Land Use,Never Incentive,Never TIF,590,0,5640,0,0,-5640,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,02222050080000,0,1,0,29171,1,0,Exempt,Non-Incentive,North,0,Palatine,Changes Land Use,Never Incentive,Always TIF,523,0,990900,0,0,-990900,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,02363020040000,0,1,0,29015,0,0,Exempt,Non-Incentive,North,0,Rolling Meadows,Changes Land Use,Never Incentive,Never TIF,597,0,162460,0,0,-162460,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,03023160360000,0,1,0,38055,0,0,Exempt,Non-Incentive,North,0,Wheeling,Changes Land Use,Never Incentive,Never TIF,593,0,3256780,0,0,-3256780,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,03102010720000,0,1,0,38228,1,0,Exempt,Non-Incentive,North,0,Wheeling,Changes Land Use,Never Incentive,Changes,593,0,870820,0,0,-870820,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,03102010740000,0,1,0,38228,1,0,Exempt,Non-Incentive,North,0,Wheeling,Changes Land Use,Never Incentive,Changes,580,0,11268,0,0,-11268,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,03144080010000,0,1,0,38042,0,0,Exempt,Non-Incentive,North,0,Wheeling,Changes Land Use,Never Incentive,Never TIF,517,0,4454988,0,0,-4454988,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,03144080030000,0,1,0,38122,0,0,Exempt,Non-Incentive,North,0,Prospect Heights,Changes Land Use,Never Incentive,Never TIF,517,0,274932,0,0,-274932,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,03184050088003,0,1,0,38023,0,0,Exempt,Non-Incentive,North,0,Arlington Heights,Changes Land Use,Never Incentive,Never TIF,590,0,2016,0,0,-2016,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,03271000940000,0,1,0,38063,0,0,Exempt,Non-Incentive,North,0,Mt Prospect,Changes Land Use,Never Incentive,Never TIF,590,0,20,0,0,-20,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,03343280170000,0,1,0,38232,1,0,Exempt,Non-Incentive,North,0,Mt Prospect,Changes Land Use,Never Incentive,Changes,517,0,851216,0,0,-851216,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,04053030030000,0,1,0,25076,0,0,Exempt,Non-Incentive,North,0,Northbrook,Changes Land Use,Never Incentive,Never TIF,597,0,345300,0,0,-345300,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,04172070040000,0,1,0,25082,0,0,Exempt,Non-Incentive,North,0,Northbrook,Changes Land Use,Never Incentive,Never TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,04223020380000,0,1,0,25097,0,0,Exempt,Non-Incentive,North,0,Glenview,Changes Land Use,Never Incentive,Changes,190,0,630850,0,0,-630850,Changes,Multi Land Uses,Changes,Never Incentive,0
2022,04223020390000,0,1,0,25038,0,0,Exempt,Non-Incentive,North,0,Glenview,Changes Land Use,Never Incentive,Changes,190,0,571850,0,0,-571850,Changes,Multi Land Uses,Changes,Never Incentive,0
2022,04294010060000,0,1,0,25100,0,0,Exempt,Non-Incentive,North,0,Glenview,Changes Land Use,Never Incentive,Never TIF,592,0,2330884,0,0,-2330884,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,05072000350000,0,1,0,23006,0,0,Exempt,Non-Incentive,North,0,Glencoe,Changes Land Use,Never Incentive,Never TIF,592,0,597804,0,0,-597804,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,05202110090000,0,1,0,23008,0,0,Exempt,Non-Incentive,North,0,Winnetka,Changes Land Use,Never Incentive,Never TIF,597,0,1663812,0,0,-1663812,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,05281031290000,0,1,0,23010,0,0,Exempt,Non-Incentive,North,0,Winnetka,Changes Land Use,Never Incentive,Never TIF,522,0,372796,0,0,-372796,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,05323090360000,0,1,0,23015,0,0,Exempt,Non-Incentive,North,0,Wilmette,Changes Land Use,Never Incentive,Never TIF,590,0,22748,0,0,-22748,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,05323090370000,0,1,0,23015,0,0,Exempt,Non-Incentive,North,0,Wilmette,Changes Land Use,Never Incentive,Never TIF,517,0,232876,0,0,-232876,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,05351130068002,0,1,0,23015,0,0,Exempt,Non-Incentive,North,0,Wilmette,Changes Land Use,Never Incentive,Never TIF,590,0,13500,0,0,-13500,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,07224010870000,0,1,0,35011,0,0,Exempt,Non-Incentive,North,0,Schaumburg,Changes Land Use,Never Incentive,Changes,590,0,97880,0,0,-97880,Changes,Multi Land Uses,Changes,Never Incentive,0
2022,08094020260000,0,1,0,16163,1,0,Exempt,Non-Incentive,North,0,Arlington Heights,Changes Land Use,Never Incentive,Always TIF,517,0,555196,0,0,-555196,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,08094020270000,0,1,0,16163,1,0,Exempt,Non-Incentive,North,0,Arlington Heights,Changes Land Use,Never Incentive,Always TIF,100,0,169820,0,0,-169820,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,08094020280000,0,1,0,16163,1,0,Exempt,Non-Incentive,North,0,Arlington Heights,Changes Land Use,Never Incentive,Always TIF,100,0,71750,0,0,-71750,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,08322000230000,0,1,0,16035,0,0,Exempt,Non-Incentive,North,0,Elk Grove Village,Changes Land Use,Never Incentive,Never TIF,517,0,2021504,0,0,-2021504,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,09204160080000,0,1,0,22262,1,0,Exempt,Non-Incentive,North,0,Des Plaines,Changes Land Use,Never Incentive,Changes,100,0,104220,0,0,-104220,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,09204160160000,0,1,0,22262,1,0,Exempt,Non-Incentive,North,0,Des Plaines,Changes Land Use,Never Incentive,Changes,100,0,51740,0,0,-51740,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,09253201310000,0,1,0,71001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,225004,0,0,-225004,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,09322000230000,0,1,0,22253,1,0,Exempt,Non-Incentive,North,0,Rosemont,Changes Land Use,Never Incentive,Changes,593,0,305008,0,0,-305008,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,09322000240000,0,1,0,22253,1,0,Exempt,Non-Incentive,North,0,Rosemont,Changes Land Use,Never Incentive,Changes,593,0,305008,0,0,-305008,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,09322000330000,0,1,0,22253,1,0,Exempt,Non-Incentive,North,0,Rosemont,Changes Land Use,Never Incentive,Changes,593,0,461356,0,0,-461356,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,09322000480000,0,1,0,22253,1,0,Exempt,Non-Incentive,North,0,Rosemont,Changes Land Use,Never Incentive,Changes,593,0,465796,0,0,-465796,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,09322000490000,0,1,0,22253,1,0,Exempt,Non-Incentive,North,0,Rosemont,Changes Land Use,Never Incentive,Changes,593,0,465804,0,0,-465804,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,1011819 - QTG DEV INC,0,1,0,10021,0,0,Exempt,Non-Incentive,North,0,Barrington,Changes Land Use,Never Incentive,Never TIF,593,0,749280,0,0,-749280,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10124200260000,0,1,0,17064,1,0,Exempt,Non-Incentive,North,0,Evanston,Changes Land Use,Never Incentive,Changes,597,0,122056,0,0,-122056,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,10124200270000,0,1,0,17064,1,0,Exempt,Non-Incentive,North,0,Evanston,Changes Land Use,Never Incentive,Changes,597,0,106688,0,0,-106688,Changes,Multi Land Uses,Changes,Never Incentive,1
2022,10131190700000,0,1,0,17051,1,0,Exempt,Non-Incentive,North,0,Evanston,Changes Land Use,Never Incentive,Always TIF,517,0,234900,0,0,-234900,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,10132200280000,0,1,0,17051,1,0,Exempt,Non-Incentive,North,0,Evanston,Changes Land Use,Never Incentive,Always TIF,597,0,430356,0,0,-430356,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,10134000260000,0,1,0,17030,1,0,Exempt,Non-Incentive,North,0,Evanston,Changes Land Use,Never Incentive,Always TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,10213030850000,0,1,0,24026,0,0,Exempt,Non-Incentive,North,0,Skokie,Changes Land Use,Never Incentive,Never TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10213040050000,0,1,0,24026,0,0,Exempt,Non-Incentive,North,0,Skokie,Changes Land Use,Never Incentive,Never TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10214021031002,0,1,0,24068,1,0,Exempt,Non-Incentive,North,0,Skokie,Changes Land Use,Never Incentive,Always TIF,599,0,1353340,0,0,-1353340,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2022,10222030060000,0,1,0,24023,0,0,Exempt,Non-Incentive,North,0,Skokie,Changes Land Use,Never Incentive,Never TIF,517,0,180000,0,0,-180000,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10241000240000,0,1,0,17001,0,0,Exempt,Non-Incentive,North,0,Evanston,Changes Land Use,Never Incentive,Never TIF,590,0,45340,0,0,-45340,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10253030130000,0,1,0,75001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,182708,0,0,-182708,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10253030140000,0,1,0,75001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,590,0,48252,0,0,-48252,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10253030150000,0,1,0,75001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,186188,0,0,-186188,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10253030510000,0,1,0,75001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,517,0,186188,0,0,-186188,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10261000060000,0,1,0,24027,0,0,Exempt,Non-Incentive,North,0,Skokie,Changes Land Use,Never Incentive,Never TIF,517,0,427500,0,0,-427500,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10273000340000,0,1,0,24029,0,0,Exempt,Non-Incentive,North,0,Skokie,Changes Land Use,Never Incentive,Never TIF,497,0,29984,0,0,-29984,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10284120250000,0,1,0,24029,0,0,Exempt,Non-Incentive,North,0,Skokie,Changes Land Use,Never Incentive,Never TIF,592,0,128236,0,0,-128236,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2022,10284120260000,0,1,0,24029,0,0,Exempt,Non-Incentive,North,0,Skokie,Changes Land Use,Never Incentive,Never TIF,592,0,49284,0,0,-49284,Changes,Multi Land Uses,Never TIF,Never Incentive,0
