year,actual_keypin,incent_pins,project_pins,fmv,tax_code,in_tif,pin_classes,land_use,incent_prop,triad,exe_abate,clean_name,landuse_change,incent_change,tif_change,pin_classes_2011,pin_classes_2022,base_year_fmv_2011,end_year_fmv_2022,fmv_growth_2011,fmv_2022_2011_diff,landuse_change2,land_use2,tif_change2,incent_change2,in_tif2
2011,7320183 - ERIC ARVIN,0,1,0,73001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,206,0,1340000,NA,1340000,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7320223 - 2700 LAKEVIEW LLC,0,1,0,73001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,297,0,8531440,NA,8531440,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7326756 - ROCKLAND HOLDINGS LLC,0,3,0,73001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,590,0,366312,NA,366312,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7327920 - MONTROSE CLRNDN PARTNR,0,5,0,73093,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,1947352,NA,1947352,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7402286 - 1221 LASALLE LLC,0,1,0,74002,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,318,0,4959240,NA,4959240,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,"7410088 - CLYDIV, LLC",0,2,0,74009,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,568700,NA,568700,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7410479 - MITCH HAMBLET JR.,0,1,0,74004,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,1913112,NA,1913112,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7410854 - 625 N. KINGSBURY LP,0,1,0,74002,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,517,0,1072276,NA,1072276,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7411027 - SVIGOS LLC,0,1,0,74001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,0,391,0,4573000,NA,4573000,Changes,Multi Land Uses,Changes,Never Incentive,0
2011,"7411049 - 1065NOS, LLC",0,1,0,74009,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,592,0,3405000,NA,3405000,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7411140 - WALGREEN CO.,0,2,0,74001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,0,517,0,3803648,NA,3803648,Changes,Multi Land Uses,Changes,Never Incentive,0
2011,7411287 - ANNEXATION LLC,0,6,0,74011,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,"580, 593",0,14999984,NA,14999984,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7411322 - LOYOLA LEWIS TOWERS,0,1,0,74004,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,1955052,NA,1955052,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7411344 - NEWCASTLE INVESTORS -L,0,3,0,74002,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,0,"590, 591",0,7472876,NA,7472876,Changes,Multi Land Uses,Changes,Never Incentive,0
2011,7411382 - 2001 CLYBOURN LLC,0,1,0,74001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,0,591,0,4018228,NA,4018228,Changes,Multi Land Uses,Changes,Never Incentive,0
2011,7411807 - THE MOODY CHURCH,0,12,0,74008.33333333333,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,"590, 591",0,29699980,NA,29699980,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,"7411937 - 1970 CLYBOURN, LLC",0,3,0,74011,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,"517, 590",0,2094400,NA,2094400,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7412358 - TARGET PROP TAX T2613,0,7,0,74009,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,592,0,50620056,NA,50620056,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7412499 - WHCP-N 2050 LLC,0,2,0,74020,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,391,0,7586350,NA,7586350,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7412603 - REBEL HOSPITALITY,0,1,0,74004,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,190,0,932050,NA,932050,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7413030 - 311 WEST ILLINOIS STRE,0,1,0,74004,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,4858152,NA,4858152,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7413146 - LINCOLN FULLERTON REIT,0,1,0,74021,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,592,0,2124920,NA,2124920,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7413182 - CHICAGO HURON LLC,0,10,0,74004,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,5147680,NA,5147680,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7413191 - FP9 LLC,0,1,0,74001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,590,0,1271788,NA,1271788,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7413552 - GUS GIORDANO'S JAZZ DA,0,1,0,74001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,1150560,NA,1150560,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7510979 - SINAI 2901 TOUHY LLC,0,3,0,75015,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,573752,NA,573752,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7512121 - MT OF FIRE & MIRACLE,0,1,0,75014,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,"7601323 - TRB PROPERTIES, LLC",0,1,0,76037,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,315,0,1785770,NA,1785770,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,"7610794 - T2 OPPORTUNITY FUND I,",0,1,0,76001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,592,0,2000000,NA,2000000,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7610853 - 3540 S NORMAL LLC,0,1,0,76043,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,593,0,1336836,NA,1336836,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7610875 - PHOENIX DEV TEAM LP-JM,0,1,0,76058,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Changes Sometime,Always TIF,0,729,0,39575940,NA,39575940,Changes,Multi Land Uses,Always TIF,Changes,1
2011,7611452 - B.E.T.O.N. CONSTRUCTIO,0,1,0,76065,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,293464,NA,293464,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7611689 - SAKURA ASHLAND PROPERT,0,1,0,76001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,517,0,434996,NA,434996,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7611712 - LOCAL UNION 134 IBEW,0,11,0,76037,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,"490, 497",0,6551410,NA,6551410,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7612213 - ARCHER CLARK 1668 LLC,0,1,0,76041,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,25016,NA,25016,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7613378 - COMMONWEALTH EDISON CO,0,1,0,76046,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,0,590,0,751696,NA,751696,Changes,Multi Land Uses,Changes,Never Incentive,1
2011,7613994 - RYAN ZHOU,0,5,0,76001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,"590, 592",0,794292,NA,794292,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7615310 - ROUNDYS SPMKTS MS3300,0,1,0,76031,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Changes,0,592,0,1737280,NA,1737280,Changes,Multi Land Uses,Changes,Never Incentive,1
2011,7701700 - ADVOCATE HEALTH & HOSP,0,1,0,77030,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,4,NA,4,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7710919 - WEST LOOP LUXURY SUITE,0,2,0,77005,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,590,0,464664,NA,464664,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7711317 - HIGHLAND PK CVS LLC,0,2,0,77030,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,"517, 590",0,1170512,NA,1170512,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7711699 - IRMA GONZALEZ,0,1,0,77079,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,224388,NA,224388,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7711817 - 320 S CANAL TITLEHOLDE,0,1,0,77025,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,591,0,239428604,NA,239428604,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7711988 - EVENLIGHT LEAVITT LLC,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,315,0,1474380,NA,1474380,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7712073 - CHUN LI WU,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,212,0,460000,NA,460000,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7712519 - ANGEL TIRADO,0,1,0,77029,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,210836,NA,210836,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7712621 - C COGSWELL LLC,0,1,0,77026,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,153832,NA,153832,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7713206 - 1515 W. MONROE LLC,0,1,0,77034,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,391,0,1888640,NA,1888640,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7715379 - J D REAL ESTATE INC.,0,1,0,77033,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,100,0,114240,NA,114240,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,"7715646 - WESTERN LAKE BUILDING,",0,1,0,77033,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,28732,NA,28732,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7715679 - 1831 S. RACINE INVESTO,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,590,0,63864,NA,63864,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7715712 - HOMESTEAD AFFORDABLE D,0,1,0,77052,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,171228,NA,171228,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7715771 - ACCESS COMMUNITY HEALT,0,4,0,77030,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,"590, 592",0,142916,NA,142916,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7715990 - OMAR MARTINEZ,0,2,0,77030,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,372692,NA,372692,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7716073 - CENTRAL BUILDING & PRE,0,4,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,593,0,800460,NA,800460,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7716250 - CORRY WILLIAMS,0,1,0,77019,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,202612,NA,202612,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7716284 - OGDEN NORTH LLC,0,2,0,77030,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,597,0,150964,NA,150964,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7716441 - RELIABLE PLATING,0,7,0,77005,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,7383424,NA,7383424,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7716706 - SVIGOS ASSET MANAGEMEN,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7717057 - NORTH ELSTON NOBLE LLC,0,2,0,77014,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,580,0,292024,NA,292024,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7717111 - LANDMARK LIVING 2678,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,680076,NA,680076,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7717192 - SVIGOS ASSET MNGMT INC,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,391,0,2691510,NA,2691510,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7717440 - HILL OXFORD COMMERCIAL,0,1,0,77050,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,599,0,1102500,NA,1102500,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7717533 - RED SKY CAPITAL,0,2,0,77033,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,"590, 592",0,1286552,NA,1286552,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7718258 - SVIGOS ASSET MANGEMENT,0,1,0,77062,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,391,0,9488860,NA,9488860,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7718687 - MONROE 1515 LLC,0,3,0,77034,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,391,0,27660350,NA,27660350,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7718808 - 2910 LOGAN LLC,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,315,0,1351340,NA,1351340,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7718973 - RBH CHICAGO PROJECT LL,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,1309596,NA,1309596,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7719162 - CITY NORTH DIVISION LL,0,2,0,77050,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,592,0,601724,NA,601724,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7719172 - ICON CAPITAL GROUP,0,1,0,77050,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,205000,NA,205000,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7719205 - CATHOLIC BISHOP CHGO,0,1,0,77071,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,90704,NA,90704,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7719366 - PURELY COLD STORAGE &,0,5,0,77031.6,0.6,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,"Always TIF, Never TIF",0,"580, 593",0,1033476,NA,1033476,Changes,Multi Land Uses,Changes,Never Incentive,Partly in TIF
2011,7719628 - PILGRIM DEVELOPMENT,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7719639 - MR. CARLOS M. GARCIA,0,1,0,77079,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,592,0,183596,NA,183596,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7719764 - 201 S ASHLAND LLC,0,2,0,77002,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,1791376,NA,1791376,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7719813 - ALPHA BAKING CO. INC.,0,1,0,77015,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,580,0,282940,NA,282940,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7719877 - 133 S. ASHLAND LLC,0,4,0,77034,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,100,0,1629930,NA,1629930,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7719949 - WARREN ASHLAND LP,0,3,0,77034,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,"315, 390",0,2251010,NA,2251010,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7720101 - FRANCISCO FRIENDS,0,1,0,77030,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,404556,NA,404556,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7720250 - VICEROY HOTEL LP,0,3,0,77034,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,"990, 991",0,2486920,NA,2486920,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7720251 - ADAMS LAFLIN PLACE,0,1,0,77034,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,391,0,1859900,NA,1859900,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7720276 - ZSD BONIFACE LLC,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,852976,NA,852976,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7720295 - LEO TATRO,0,1,0,77030,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,206756,NA,206756,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7720469 - BLACKHAWKS COMMUNITY,0,1,0,77033,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,597,0,4562760,NA,4562760,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7720480 - HOLY DAVID LLC,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,592,0,716692,NA,716692,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7720664 - MONROE 1515 LLC,0,2,0,77034,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,3761640,NA,3761640,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7720803 - 601W COMPANIES CHICAGO,0,1,0,77025,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,593,0,13001064,NA,13001064,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7720919 - 201 S ASHLAND LLC,0,1,0,77002,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,597,0,2646344,NA,2646344,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7721240 - OGDEN WASHTENAW JV LLC,0,1,0,77030,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,592,0,1825268,NA,1825268,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7721362 - VERNITA JOHNSON,0,1,0,77029,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,522,0,353600,NA,353600,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7721408 - LEGAL PREP CHARTER ACA,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7721426 - MORGAN ST PARTNERS LLC,0,4,0,77034,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,"517, 590",0,3235500,NA,3235500,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,"7721551 - JOESKI CONSTRUCTION, I",0,2,0,77026,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,1034688,NA,1034688,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7721555 - LAWNDALE REAL ESTATE L,0,1,0,77030,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,32296,NA,32296,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7721631 - ST BONIFACE LLC,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,590,0,222200,NA,222200,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7721854 - JUAN JUARBE,0,1,0,77029,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,53192,NA,53192,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7722005 - NORMA CASARRUBIAS,0,1,0,77079,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,517,0,550000,NA,550000,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7722123 - CATHOLIC BISHOP CHGO,0,1,0,77016,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,597,0,1430700,NA,1430700,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7723092 - ST MARK INTL CHRSTN CH,0,4,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7723098 - ASSOC PRO WORKERS,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7723140 - OMBUDSMAN EDU SERV.LTD,0,3,0,77016,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,0,0,0,NA,0,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7723156 - 5758 WEST FILLMORE LLC,0,1,0,77015,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,593,0,3578308,NA,3578308,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7723444 - QUINTINA HARRIS,0,1,0,77030,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,590,0,42768,NA,42768,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7723920 - LPZ ASSOCIATES LIMITED,0,2,0,77021,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,"590, 597",0,2341148,NA,2341148,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7728334 - MONTCLARE SR RESIDENCE,0,1,0,77079,1,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Always TIF,0,390,0,237820,NA,237820,Changes,Multi Land Uses,Always TIF,Never Incentive,1
2011,7728978 - RUMC TRIANGLE OFFICE B,0,7,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,517,0,7525804,NA,7525804,Changes,Multi Land Uses,Never TIF,Never Incentive,0
2011,7729408 - DISTRICT 18 LLC,0,1,0,77001,0,0,Exempt,Non-Incentive,City,0,Chicago,Changes Land Use,Never Incentive,Never TIF,0,318,0,1219650,NA,1219650,Changes,Multi Land Uses,Never TIF,Never Incentive,0
