year,clean_name,muni_PC_total,muni_PC_residential,muni_PC_industrial,muni_PC_commercial,muni_PC_inTIF,muni_PC_withincents,muni_PC_incents_inTIFs,muni_PC_claimed_exe,muni_fmv_incentive,muni_fmv_taxed,muni_fmv_inTIF,muni_fmv_exempt,muni_fmv_abated,muni_fmv_tif_increment,muni_fmv_abates_inTIF,muni_fmv_incents_inTIF,muni_fmv_untaxable_value,muni_fmv,muni_fmv_residential,muni_fmv_industrial,muni_fmv_commercial,muni_zero_bill,muni_levy,muni_current_rate_avg,muni_eav_taxed,muni_min_TC_rate,muni_max_TC_rate,muni_avg_C2_bill_noexe,muni_avg_C2_bill_withexe,muni_eav,zero_bills,has_HO_exemp,has_SF_exemp,has_FR_exemp,has_LTHO_exemp,has_DI_exemp,has_VR_exemp,has_DV_exemp,has_AB_exemp,muni_range_TC_rate,muni_effective_rate,muni_pct_eav_taxed,pct_fmv_taxed,pct_fmv_w_incentclass,pct_fmv_inTIF,pct_fmv_in_tif_increment,pct_fmv_untaxable_value,pct_fmv_incents_inTIFs
2017,Forest Park,5950,5295,77,272,281,3,0,3174,7562120,1012123066,76427070,152879029,0,26875916,0,0,20757021,1191836806,1025150350,46102892,118625184,378,40917556.88,11.381,361466208.534186,9.519,11.384,5522.057,4843.352,422950891,378,3173,761,453,0,42,0,6,0,1.865,3.433,0.113,0.849,0.006,0.064,0.023,0.017,0
2017,Forestview,468,268,70,52,0,1,0,214,6205410,103394516,0,10689668,0,0,0,0,1068967,114084226,42100010,52524394,18445112,58,7600494.74,13.6,59414172.73609133,10.779,15.578,6301.939,4488.542,62581217,58,214,65,33,0,4,0,0,0,4.799,6.662,0.128,0.906,0.054,0,0,0.009,0
2017,Frankfort,1,1,0,0,0,0,0,0,0,106189,0,0,0,0,0,0,20867,314860,314860,0,0,0,2714.43,8.628,31460.709318497913,8.628,8.628,2714.43,NA,31486,0,0,0,0,0,0,0,0,0,0,0.862,0.086,0.337,0,0,0,0.066,0
2017,Franklin Park,7874,6097,919,309,286,102,7,4701,265578730,1515108650,120508232,218915847,0,48372591,0,32676830,30228058,1782397306,1006912540,651196198,110707928,425,87553318.88,13.279,659083595.0993137,11.831,14.632,5871.691,4771.402,748640285,425,4698,1300,848,3,136,0,7,0,2.801,4.912,0.133,0.85,0.149,0.068,0.027,0.017,0.018
2017,Glencoe,3755,3451,0,64,0,0,0,2490,0,3180368777,0,111740075,0,0,0,0,11174007,3292108914,3228545660,0,52567184,205,80400106.19,8.33,965608976.565726,7.767,8.383,19460.416,23335.559,998714236,205,2488,614,85,2,8,0,0,0,0.616,2.442,0.083,0.966,0,0,0,0.003,0
2017,Glenview,18098,16648,104,540,1751,8,1,12802,161841750,7419236386,1391805830,675664040,0,1265916904,0,7025560,232804350,9360697414,8172917180,206230092,940400062,417,193382650.98,7.641,2521244791.373114,6.934,10.61,9065.121,10185.502,3210938936,417,12796,4143,1273,5,120,0,10,0,3.676,2.066,0.077,0.793,0.017,0.149,0.135,0.025,0.001
2017,Glenwood,3893,3404,37,78,361,11,9,2440,5534780,301005254,58190028,114084200,0,17265426,0,3001960,15114540,432664752,381838990,13757396,33106376,421,18872991.82,18.512,101789278.48117594,17.197,20.423,4954.166,4019.081,146443856,421,2434,774,466,0,78,0,7,0,3.226,4.362,0.185,0.696,0.013,0.134,0.04,0.035,0.007
2017,Golf,205,189,0,2,0,0,0,144,0,125084320,0,6251497,0,0,0,0,625150,131335834,125765330,0,5563004,13,3438402.72,8.698,39530957.92136123,8.698,8.698,13175.586,17270.261,41383093,13,144,40,3,0,0,0,0,0,0,2.618,0.087,0.952,0,0,0,0.005,0
2017,Hanover Park,5512,5203,0,125,268,1,1,3741,1046550,769385506,91517984,166680548,0,37901561,0,1046550,22283535,973910026,873046740,0,89931926,107,31961379.66,12.222,262042313.24164253,11.173,15.488,5246.779,4560.392,328038201,107,3740,775,467,0,64,0,7,0,4.315,3.282,0.122,0.79,0.001,0.094,0.039,0.023,0.001
2017,Harvey,14363,9598,275,798,1201,126,55,4539,59697040,512984916,104824711,168290951,0,33845806,0,28509817,22704723,715121064,502972230,78657412,95681092,2441,50063408.19,25.269,196270660.59504032,21.315,29.623,3341.246,1601.767,263537963,2441,4539,1172,1000,0,113,0,7,0,8.308,7.001,0.255,0.717,0.083,0.147,0.047,0.032,0.04
2017,Harwood Heights,2907,2693,43,116,0,1,0,1992,1720260,654539136,0,114181750,0,0,0,0,11418175,768720952,659111640,33205772,73081420,46,21422595.65,8.878,240390375.31760857,8.523,9.175,6424.952,4617.019,274219020,46,1990,718,472,2,45,0,5,0,0.652,2.787,0.089,0.851,0.002,0,0,0.015,0
2017,Hazelcrest,6153,5416,29,165,362,28,4,3535,9366880,401653173,29350338,160034286,0,4617194,0,1441560,16744125,566385878,495574360,6452062,56024286,520,30286643.32,22.011,141797461.09521067,19.869,24.853,4285.74,3571.539,191381207,520,3533,957,586,0,125,0,15,0,4.984,5.347,0.214,0.709,0.017,0.052,0.008,0.03,0.003
2017,Hickory Hills,5122,4708,29,149,19,1,0,3584,937280,869504697,12945490,186642387,0,3063278,0,0,19430058,1059210384,943246440,14920456,96444488,157,34519939.87,11.302,305321425.1871881,10.297,11.732,5014.684,5264.057,362886880,157,3582,1102,611,2,74,0,3,0,1.435,3.259,0.113,0.821,0.001,0.012,0.003,0.018,0
2017,Hillside,3450,2840,152,195,186,17,0,1920,35237550,511915327,85543544,90828157,0,29477963,0,0,16404434,632221492,407083440,84991286,134121556,186,28506705.33,13.292,220421930.13512012,12.03,14.788,4151.455,4091.096,269023362,186,1917,518,355,0,57,0,8,0,2.758,4.509,0.129,0.81,0.056,0.135,0.047,0.026,0
2017,Hinsdale,980,793,0,7,0,0,0,527,0,720517038,0,22684342,0,0,0,0,2268434,743201494,730400200,0,7864164,109,14347972.88,6.583,216962456.97021636,6.519,7.025,15779.732,18341.048,223683177,109,527,94,14,0,2,0,2,0,0.506,1.931,0.066,0.969,0,0,0,0.003,0
2017,Hodgkins,615,179,125,97,72,46,2,131,91910680,369727813,25294166,7087258,0,12032004,0,764890,3620922,388847116,52682950,234505400,94505276,143,21612090.15,10.685,209844434.02522716,8.8,10.784,4292.591,5920.254,220572157,143,130,33,21,1,7,0,1,0,1.984,5.558,0.103,0.951,0.236,0.065,0.031,0.009,0.002
2017,Hoffman Estates,17714,16573,28,289,143,7,0,12976,15739210,3964496587,401019106,599045195,0,358119680,0,0,146256656,4922067398,3992203920,80233040,786867638,572,146884235.25,10.681,1403323691.582572,7.786,11.62,5505.422,6361.136,1836462203,572,12972,2899,1285,2,174,1,18,0,3.834,2.984,0.105,0.805,0.003,0.081,0.073,0.03,0
2017,Homer Glen,3,0,0,0,0,0,0,0,0,581027,0,0,0,0,0,0,0,581030,0,0,0,0,13607.73,7.905,172140.7969639469,7.905,7.905,NA,NA,172141,0,0,0,0,0,0,0,0,0,0,2.342,0.079,1,0,0,0,0,0
2017,Hometown,1683,1646,0,17,0,0,0,1325,0,150904044,0,65333719,0,0,0,0,6533372,216237706,205654490,0,10535776,69,5778687.4799999995,11.7,49390491.28205129,11.7,11.7,4199.406,2653.596,68746931,69,1325,395,306,0,46,0,0,0,0,2.672,0.117,0.698,0,0,0,0.03,0
2017,Homewood,8542,7789,38,288,258,45,5,5836,42782583,1014997605,41174934,262102059,0,5138801,0,4626160,27217858,1282238863.3333333,1074017850,20983503,180206660,523,59801555.73,16.095,369682079.6931895,15.664,19.753,5309.824,4756.882,450320462,523,5836,1560,731,0,123,0,22,0,4.089,4.664,0.162,0.792,0.033,0.032,0.004,0.021,0.004
2017,Indian Head Park,2257,2127,8,15,0,1,0,1434,889640,497498168,0,84470972,0,0,0,0,8447097,581911660,561548130,2408840,16527580,46,12318127.23,7.885,155413861.4343161,7.426,8.223,3799.051,5933.473,180423102,46,1432,674,264,1,17,0,5,0,0.797,2.117,0.079,0.855,0.002,0,0,0.015,0
2017,Inverness,3256,3037,1,36,0,0,0,2364,0,1658359681,0,116803500,0,0,0,0,11686315,1775222920,1748166460,146144,19447896,64,43456631.38,8.842,500029911.6136445,6.933,10.539,12419.442,14136.927,534635323,64,2364,837,155,0,15,0,3,0,3.606,2.448,0.087,0.934,0,0,0,0.007,0
2017,Justice,3374,3011,22,63,349,0,0,2331,0,505215581,46332828,115922287,0,24377025,0,0,14064318,645457954,578401240,9930456,23138828,180,19019838.45,11.552,164274493.76671025,10.633,13.35,6258.839,4550.056,205926015,180,2328,616,407,2,70,0,6,0,2.717,2.947,0.116,0.783,0,0.072,0.038,0.022,0
2017,Kenilworth,1012,927,0,31,0,0,0,670,0,1085470813,0,29109869,0,0,0,0,2910987,1114580680,1103333200,0,10491120,50,27557866.25,8.444,326254742.8315746,8.44,8.606,26129.379,30025.935,334879137,50,670,146,15,0,1,0,1,0,0.166,2.472,0.084,0.974,0,0,0,0.003,0
2017,La Grange,6680,5994,64,281,0,4,0,4284,1672790,2317862936,0,214252958,0,0,0,0,21425296,2531886150,2393856350,23526586,111147044,292,65606380.23,8.785,745819484.9143641,8.172,9.097,5966.672,10555.723,809228144,292,4281,1112,412,1,44,0,4,0,0.925,2.591,0.088,0.915,0.001,0,0,0.008,0
2017,La Grange Park,4737,4396,6,110,187,0,0,3483,0,1296189454,67702772,196297867,0,11136394,0,0,21581430,1503353790,1451450440,9101576,33322324,197,37666552.1,9.471,400392689.67436355,8.489,10.88,7117.231,7968.294,464252046,197,3481,999,418,0,45,0,10,0,2.391,2.506,0.094,0.862,0,0.045,0.007,0.014,0
2017,Lansing,12426,10713,186,599,1606,42,32,7878,50295290,1034863827,217790286,334906598,3369,74203584,0,35088810,44082354,1443981978,1180040950,53155516,194153862,851,71188450.78,18.582,384844810.8993635,13.885,20.165,5115.588,3687.916,515412507,851,7865,2187,1346,0,253,1,28,1,6.28,4.93,0.185,0.717,0.035,0.151,0.051,0.031,0.024
2017,Lemont,7519,6095,58,233,209,3,2,4755,4121190,2057910942,26235456,240915155,0,11885651,0,2353920,25676490,2310827256,2103730170,27045206,129311300,420,51148605.24,7.564,676211076.9099827,7.351,8.086,6613.879,6916.553,752248785,420,4754,1321,474,1,64,0,12,0,0.735,2.213,0.076,0.891,0.002,0.011,0.005,0.011,0.001
2017,Lincolnwood,5694,5033,103,323,218,3,2,3826,3840050,1797797672,133025396,195300986,0,25753314,0,2174130,26046651,2018851994,1668064220,77230006,262444428,161,61638601.05,9.197,670203338.5886703,9.197,9.197,8185.795,7930.263,747371783,161,3824,1473,564,2,79,0,0,0,0,3.053,0.092,0.891,0.002,0.066,0.013,0.013,0.001
2017,Lynwood,3448,2658,39,81,11,15,3,1964,9691640,424737730,8046534,89035431,0,6533017,0,1666270,9674280,521196154,449602850,12427314,33114190,125,18868243.41,13.521,141708857.2452634,11.774,28.928,4985.034,5116.02,170107180,125,1964,488,278,0,65,0,7,0,17.154,3.62,0.133,0.815,0.019,0.015,0.013,0.019,0.003
2017,Lyons,4093,3555,110,196,220,4,0,2306,1254780,476574872,32298844,109339950,0,18782980,0,0,14406196,604697770,502735640,42909444,54624476,189,21873561.17,12.227,179259505.00173056,11.614,14.155,3883.244,3712.036,221940755,189,2306,589,409,0,73,0,9,0,2.541,3.617,0.122,0.788,0.002,0.053,0.031,0.024,0
2017,Markham,9607,5414,133,254,1222,31,15,3324,29747270,342811830,55369480,132462190,0,37493889,0,16869650,20347201,512748550,382437390,54871740,55963370,3211,29656046.54,23.294,127674264.0409348,20.857,27.195,4000.029,2659.331,187944494,3211,3317,972,785,3,100,0,15,0,6.338,5.784,0.232,0.669,0.058,0.108,0.073,0.04,0.033
2017,Matteson,7319,6276,16,186,322,20,4,4728,96823330,1127572250,144595230,207114899,0,55137355,0,8469360,28541832,1390963068,1010400790,68873844,238234214,273,73298009.01,17.31,421010204.7212245,16.366,18.31,6838.791,6219.281,505196063,273,4725,1202,519,2,172,0,21,0,1.944,5.27,0.174,0.811,0.07,0.104,0.04,0.021,0.006
2017,Maywood,7908,6671,131,277,1042,15,3,4417,11602163,616205500,135847616,224572147,0,46570473,0,523800,29901546,887285987.3333334,787159660,37230503,57952364,842,42439295.18,20.073,211485360.79071343,20.049,21.326,6047.187,4240.771,300056275,842,4414,1403,1105,2,120,0,14,0,1.277,4.783,0.201,0.694,0.013,0.153,0.052,0.034,0.001
2017,Mc Cook,356,78,123,37,54,40,19,49,202440030,202968144,180259460,3556580,0,133174047,0,160059490,15085589,339698780,19214440,292500462,12236908,58,13727033.53,13.986,101409925.14938098,12.158,15.06,10003.982,8336.967,146104017,58,49,25,11,0,2,0,0,0,2.902,4.041,0.135,0.597,0.596,0.531,0.392,0.044,0.471
2017,Melrose Park,6746,5368,428,428,1380,72,22,3372,160281790,1356852066,348494440,169034789,0,126531778,0,74483020,39342137,1652418430,957229670,398214600,282469550,329,70641653.3,11,604272531.115917,10.197,13.382,4710.012,4356.464,720831500,329,3372,890,612,0,67,0,3,0,3.185,4.275,0.117,0.821,0.097,0.211,0.077,0.024,0.045
2017,Merrionette Park,664,626,7,18,0,0,0,439,0,95936411,0,19598214,0,0,0,0,1959821,115534626,82649560,4677748,27979888,23,4765928.93,11.1,42936296.666666664,11.1,11.1,2984.27,2669.518,48742665,23,439,98,67,0,8,0,0,0,0,4.125,0.111,0.83,0,0,0,0.017,0
2017,Midlothian,5931,5112,13,265,7,13,1,3806,6587583,610360224,7548274,171733864,0,3134591,0,732730,17911696,785228905.3333334,717279090,2465801,60253294,431,28466092.49,13.915,204525460.74136192,13.331,13.955,4963.036,4141.14,257592476,431,3805,906,515,0,101,0,9,0,0.624,3.625,0.139,0.777,0.008,0.01,0.004,0.023,0.001
2017,Morton Grove,10637,9845,92,350,726,0,0,7824,0,2294467702,192107974,415148969,0,86534713,0,0,52094723,2796036300,2465094670,113047140,210215200,265,84947034.96,10.563,817734136.0749482,8.839,12.698,6700.371,6383.663,972041114,265,7808,2889,1443,14,145,0,12,0,3.859,3.038,0.104,0.821,0,0.069,0.031,0.019,0
2017,Mt Prospect,18691,17634,177,423,247,33,0,14000,152647470,4758834373,60130314,748060411,0,6711982,0,0,76351506,5513430794,4731524710,306953428,443961886,454,172264703.96,10.322,1673182891.4277813,9.432,11.895,6128.73,6729.813,1899337354,454,13988,4677,2176,10,181,0,20,0,2.463,3.124,0.103,0.863,0.028,0.011,0.001,0.014,0
2017,Niles,11757,10703,155,521,837,20,3,8365,109933830,3006171586,304655960,520532106,0,114478622,0,30665230,70382179,3641077834,2672212230,357810762,600138152,377,108379899.89,8.762,1249375901.7528346,8.055,10.79,5763.859,5063.947,1457866150,377,8358,3421,2013,6,200,0,10,0,2.735,2.977,0.087,0.826,0.03,0.084,0.031,0.019,0.008
2017,Norridge,5751,5446,20,160,0,0,0,4214,0,1275891733,0,258824619,0,0,0,0,25882462,1534226938,1323920160,12123516,194983912,98,40190464.37,8.511,470048011.6714934,8.015,9.036,5500.121,4665.342,546584976,98,4207,1684,1098,4,84,0,7,0,1.021,2.62,0.086,0.832,0,0,0,0.017,0
2017,North Lake,4090,3547,96,206,81,13,0,2737,173401100,803524388,23800838,135623099,0,12127296,0,0,16162508,951210622,539520540,303544544,100931328,263,45764046.1,13.665,336640298.0407003,11.605,25.738,4774.753,4395.445,384505954,263,2736,641,478,0,101,0,5,0,14.133,4.811,0.136,0.845,0.182,0.025,0.013,0.017,0
2017,North Riverside,2667,2450,0,120,0,0,0,1842,0,623743995,0,102690509,0,0,0,0,10269051,726434426,531055790,0,193776896,80,25032224.58,8.937,270912049.92335033,7.651,9.699,5563.606,4154.55,301336176,80,1842,617,369,0,44,0,2,0,2.048,3.446,0.092,0.859,0,0,0,0.014,0
2017,Northbrook,14766,13447,232,475,6,8,0,10102,64754170,7141745694,16715444,527778513,0,12509630,0,0,55905259,7681900310,6496295950,339499910,806284680,313,203616477.54,7.899,2590740975.717426,7.307,10.541,8735.834,10686.667,2756331988,313,10096,3611,971,4,90,0,6,0,3.234,2.651,0.079,0.93,0.008,0.002,0.002,0.007,0
2017,Northfield,3006,2549,21,126,0,0,0,1776,0,1622372281,0,87439883,0,0,0,0,8743988,1709812268,1513990440,9501836,173897252,259,41161454.08,7.332,562163710.1642076,6.766,9.374,11213.43,12554.896,588069559,259,1763,573,133,13,9,0,1,0,2.608,2.407,0.073,0.949,0,0,0,0.005,0
2017,Oak Brook,15,10,0,0,0,0,0,4,0,3145609,0,162014,0,0,0,0,16201,3307660,3243510,0,0,0,60298.880000000005,6.578,931949.6894572189,6.454,6.838,5335.522,6752.522,979961,0,4,1,0,0,0,0,0,0,0.384,1.823,0.065,0.951,0,0,0,0.005,0
2017,Oak Forest,10738,9884,73,354,633,45,31,7788,22162313,1413997098,110994404,368460384,0,26727367,0,13145530,41801875,1809110777.3333333,1671577680,21696983,104652894,288,64158979.84,13.976,458685282.2163775,12.214,15.308,5312.95,5386.943,582505116,288,7778,2157,1100,7,174,0,22,0,3.094,3.546,0.14,0.782,0.012,0.061,0.015,0.023,0.007
2017,Oak Lawn,26061,24179,71,978,552,3,0,17761,2716380,3394547170,80280070,866712104,0,50575122,0,0,95417994,4311570560,3856945200,24332416,415401764,997,139380939.42,11.706,1188985165.7795162,10.508,16.247,4011.793,4314.395,1471601835,997,17746,5770,3315,12,387,1,29,0,5.739,3.233,0.117,0.787,0.001,0.019,0.012,0.022,0
2017,Oak Park,19009,17615,24,685,959,2,2,12635,2040480,5290757121,347682244,622748317,0,238443017,0,2040480,100503476,6151948538,5844336680,8987204,294115484,648,202683624.4,12.204,1659105947.20802,12.191,13.806,7744.747,11014.581,1956867657,648,12626,3024,999,8,118,0,11,0,1.615,3.295,0.122,0.86,0,0.057,0.039,0.016,0
2017,Olympia Fields,2247,1856,0,70,36,1,0,1441,629200,398179719,18086964,85663645,0,10145369,0,0,11114467,493974596,430820270,0,53523596,105,22856412.24,16.705,136966585.42791983,13.174,17.742,10030.23,8875.029,169821560,105,1440,628,176,0,39,0,6,0,4.568,4.627,0.167,0.806,0.001,0.037,0.021,0.023,0
2017,Orland Hills,2250,2128,3,28,0,0,0,1758,0,437097863,0,76621038,0,0,0,0,7662300,513720912,461540150,1502388,46294604,52,14189829.51,9.657,150740202.9408635,7.381,10.05,4781.531,5076.109,173440735,52,1758,300,147,0,37,0,2,0,2.669,2.762,0.094,0.851,0,0,0,0.015,0
2017,Orland Park,24893,22668,57,753,19,22,0,18171,46012300,6381132572,44782824,955774898,0,43773051,0,0,100186079,7382672136,6290320440,52388770,977496866,593,210305771.59,9.122,2327759576.525149,8.448,11.822,5463.734,6328.152,2623834336,593,18170,6862,2839,0,410,0,44,0,3.374,2.849,0.09,0.864,0.006,0.006,0.006,0.014,0
2017,Palatine,27136,25337,130,537,1300,6,1,17692,7328020,5537139260,440350362,812449819,0,256252417,0,1390000,123659848,6605841506,6026611480,86619316,457414640,779,189228111.23,10.469,1829260600.77306,9.634,15.566,4996.245,6629.294,2195627519,779,17688,4254,1886,4,197,1,24,0,5.932,2.865,0.103,0.838,0.001,0.067,0.039,0.019,0
2017,Palos Heights,5617,5102,2,234,23,0,0,4242,0,1326706950,14729134,242437533,0,4312798,0,0,25241252,1573457252,1411768170,706904,153626848,130,45508511.01,9.902,459972619.73947227,8.226,13.69,7434.858,6597.292,534754904,130,4242,1978,685,0,68,0,17,0,5.464,2.892,0.099,0.843,0,0.009,0.003,0.016,0
2017,Palos Hills,7879,7428,12,196,0,0,0,5352,0,1124029059,0,286554342,0,0,0,0,28655434,1410506380,1310951830,6571660,79378120,151,37361632.15,9.864,371212600.3155525,7.504,11.178,3436.131,4266.409,456087282,151,5351,1903,1096,0,125,0,9,0,3.674,2.649,0.101,0.797,0,0,0,0.02,0
2017,Palos Park,2447,2117,5,87,0,0,0,1577,0,782383955,0,86303288,0,0,0,0,8673861,869102624,806512650,1255096,49888488,105,21041423.97,8.273,254519354.72467214,7.228,8.631,7202.482,8745.923,280094455,105,1577,673,206,0,28,0,5,0,1.403,2.421,0.083,0.9,0,0,0,0.01,0
2017,Park Forest,5914,5326,31,158,211,18,1,3279,5140110,333738973,17437154,155558369,0,7172969,0,1092030,16651250,496443134,467575410,5429550,21134344,609,35880253.51,33.619,107328595.49218276,26.944,35.59,6758.116,4219.46,156653132,609,3262,967,530,0,128,0,15,0,8.646,7.227,0.334,0.672,0.01,0.035,0.014,0.034,0.002
2017,Park Ridge,16260,15238,4,477,351,1,1,11738,3466420,4917576023,175589148,599518638,0,88338877,0,3466420,71788073,5605116050,5309494470,860556,287720584,417,151205895.04,9.605,1574741672.251806,8.006,9.853,6832.748,9253.137,1787334238,417,11735,3857,1395,3,168,0,16,0,1.847,2.698,0.096,0.877,0.001,0.031,0.016,0.013,0.001
2017,Phoenix,1702,1023,5,34,1669,10,10,482,2705220,17126764,46191828,16109724,0,13718570,0,2705220,3083917,46955118,39516910,2134868,2228620,527,1450265.6400000001,26.391,5511596.49999188,25.392,26.394,2200.399,1282.91,14648332,527,479,85,121,1,23,0,2,0,1.002,3.089,0.263,0.365,0.058,0.984,0.292,0.066,0.058
2017,Posen,2955,2120,113,161,649,8,8,1483,3174100,164606806,38499854,54322344,0,16394560,0,3174100,8623540,235323542,196698860,17331108,15252024,318,7618596.25,13.446,57239917.51753203,11.342,17.811,2654.532,2626.665,82788895,318,1483,261,177,0,39,0,3,0,6.469,3.237,0.133,0.699,0.013,0.164,0.07,0.037,0.013
2017,Prospect Heights,6131,5672,9,263,179,1,0,4108,2549620,1181643316,51494252,199942495,0,20930324,0,0,23018874,1402516398,1272275950,10061452,104469496,291,42557235.5,11.261,397090516.3413265,7.262,13.186,5113.341,6203.843,465288606,291,4106,1315,581,2,43,0,5,0,5.924,3.034,0.107,0.843,0.002,0.037,0.015,0.016,0
2017,Richton Park,4477,4017,2,83,577,6,6,2803,5143190,464830986,116456038,114774088,0,38763221,0,5143190,18461325,618796716,530693640,2329172,50672154,286,26251526.81,17.526,149939710.28585288,15.819,18.085,5815.176,4632.513,204436653,286,2798,571,271,0,70,2,11,0,2.266,4.242,0.175,0.751,0.008,0.188,0.063,0.03,0.008
2017,River Forest,4547,4238,0,122,125,0,0,3178,0,1865947550,29548608,153965494,0,1515242,0,0,15590639,2021343750,1944233350,0,75250700,179,57934073.31,9.884,586139956.5965196,9.884,9.884,9562.006,13276.93,632305322,179,3176,887,241,0,20,0,3,0,0,2.866,0.099,0.923,0,0.015,0.001,0.008,0
2017,River Grove,3596,3176,64,133,267,5,1,2372,2317930,564631713,73888556,115302629,0,14483255,0,859550,14598081,694417656,596411850,32813234,59347352,249,24185002.43,11.903,202411889.32654062,10.31,12.799,6979.154,4677.662,245661650,249,2372,647,441,0,67,0,6,0,2.489,3.483,0.119,0.813,0.003,0.106,0.021,0.021,0.001
2017,Riverdale,4894,4107,80,169,197,21,0,2465,11662490,256164862,15971834,92857664,0,5286456,0,0,10386178,354309024,287121090,38538866,20242468,614,26973337.61,28.765,95148436.48402311,24.5,29.1,5300.79,2355.866,125919579,614,2465,452,355,0,83,0,5,0,4.6,7.613,0.283,0.723,0.033,0.045,0.015,0.029,0
2017,Riverside,3636,3385,0,89,0,0,0,2612,0,1031075400,0,133763587,0,0,0,0,13376359,1164838984,1141486300,0,22746484,144,35208593.34,11.157,315585360.8381249,11.136,11.273,7830.22,10278.841,355215523,144,2612,794,278,0,31,0,6,0,0.137,3.023,0.112,0.885,0,0,0,0.011,0
2017,Robbins,5659,2390,10,99,2,6,0,920,1288760,105840610,2789904,32073676,698563,2787320,0,0,4027966,141399312,108454770,2942272,17633300,2043,5774754.25,15.081,38532239.16288561,13.521,16.249,1590.837,742.981,50465897,2043,919,189,246,1,23,0,1,4,2.728,4.084,0.15,0.749,0.009,0.02,0.02,0.028,0
2017,Rolling Meadows,9287,8644,142,227,136,14,0,6283,23474410,2027983745,74397864,302387677,0,49238019,0,0,41471733,2379610160,1832815140,122651444,411620546,265,87390340.38,10.803,809139573.7282333,9.982,11.72,4214.731,5872.844,932007927,265,6278,1694,883,3,97,1,7,0,1.738,3.672,0.108,0.852,0.01,0.031,0.021,0.017,0
2017,Roselle,1445,1318,0,19,82,0,0,1033,0,299141345,11039518,46548851,0,1722171,0,0,5012961,347412480,324180930,0,20517260,68,9925292.86,10.207,97193932.56259064,9.565,10.271,4984.846,6331.018,112045846,68,1033,261,126,0,10,0,0,0,0.706,2.857,0.102,0.861,0,0.032,0.005,0.014,0
2017,Rosemont,1472,860,15,148,317,0,0,548,0,750629867,651551918,24319165,0,469451892,0,0,119046776,1244400926,217243180,3943924,1015505312,402,45951525.02,9.872,469027095.7832299,8.559,13.55,8591.655,5669.092,821727021,402,548,155,63,0,7,1,0,0,4.991,3.693,0.098,0.603,0,0.524,0.377,0.096,0
2017,Sauk Village,3497,3197,42,31,162,22,18,1821,100272700,233805040,120501076,75526526,0,114620756,0,92562710,19953504,424223836,278547570,119388506,11703350,336,12919811.2,16.143,80264720.58798733,14.209,31.704,3339.461,2258.711,139300556,336,1821,403,304,0,48,0,4,0,17.495,3.046,0.161,0.551,0.236,0.284,0.27,0.047,0.218
2017,Schaumburg,28141,26212,427,706,761,70,6,19391,196763700,7702731910,514369772,950022496,0,200866111,0,60735530,138605149,8853261880,5938439200,629694072,2239697128,484,339236416.83,10.009,3400166806.3025928,8.676,11.171,4661.154,5328.928,3810663595,484,19386,5266,2565,1,233,1,36,0,2.495,3.832,0.1,0.87,0.022,0.058,0.023,0.016,0.007
2017,Schiller Park,4652,3641,202,150,296,20,2,2542,55446560,732370523,71870972,124233969,0,34509443,0,26826930,16245529,891114364,582988010,153254664,148798100,613,39364283.97,12.25,325472715.94850737,9.043,16.85,5631.723,3943.833,373603403,613,2542,736,520,0,74,0,1,0,7.807,4.417,0.121,0.822,0.062,0.081,0.039,0.018,0.03
2017,Skokie,27402,24962,520,956,252,18,1,17384,32419830,6383012088,130217210,852597732,0,37855196,0,918810,94574229,7273464254,5850857360,304720176,1105118458,801,247065853.43,10.184,2486846203.4775505,8.279,12.528,5515.905,6100.89,2767041310,801,17373,5974,2846,11,297,1,5,0,4.249,3.397,0.099,0.878,0.004,0.018,0.005,0.013,0
2017,South Barrington,2393,1796,1,62,0,0,0,1348,0,1547475800,0,65101387,0,0,0,0,6540009,1612876008,1480091960,1250000,101003768,82,38267365.3,7.475,503912726.49083614,6.668,11.443,14956.764,17801.249,523200377,82,1347,368,66,1,3,0,3,0,4.775,2.373,0.076,0.959,0,0,0,0.004,0
2017,South Chicago Heights,2207,1571,99,173,407,47,11,969,18573963,167326280,36037059,42405465,0,8697590,0,1916823,5968023,218429429.33333334,149353450,30520397,30998002,241,8918591.53,13.531,66171154.98669732,13.132,13.746,2979.139,2447.647,83852630,241,969,250,204,0,25,0,2,0,0.614,4.083,0.135,0.766,0.085,0.165,0.04,0.027,0.009
2017,South Holland,9362,7984,300,352,437,124,48,6171,115356933,1011001177,98175541,292343717,0,29072159,0,27374487,35189601,1332324525.3333333,1012633250,178198351,126978414,524,68273381.63,18.211,375023892.7223429,17.199,22.741,5855.751,4440.955,479222720,524,6168,1982,1074,0,269,0,30,0,5.542,5.124,0.182,0.759,0.087,0.074,0.022,0.026,0.021
2017,Steger,3236,2332,158,115,365,50,0,1537,2831340,166988737,19356240,54871624,0,3750074,0,0,5955299,225335524,202340210,7285608,9277296,343,6639998.91,11.962,55328663.52259832,11.677,13.896,2230.91,2202.835,72859764,343,1533,419,284,3,44,0,4,0,2.219,2.947,0.12,0.741,0.013,0.086,0.017,0.026,0
2017,Stickney,2445,2201,28,94,0,0,0,1653,0,288921754,0,76743960,0,0,0,0,7676421,365665752,304443570,28292112,32370640,108,14899827.19,13.632,112551674.03323562,10.763,13.713,4721.185,3880.862,135294612,108,1653,454,308,0,39,0,3,0,2.95,4.075,0.132,0.79,0,0,0,0.021,0
