tax_code,class,av,eav,pins_in_class,parcel_count_in_class,final_tax_to_dist,final_tax_to_tif,tax_amt_exe,tax_amt_pre_exe,tax_amt_post_exe,rpm_tif_to_cps,rpm_tif_to_rpm,rpm_tif_to_dist,tif_share,total_bill
24105,593,13613087,40876016,22,22,2245420.28,1128077.29,0,3373497.57,3373497.57,0,0,0,0.33439398018100003,3373497.57
24106,100,4611,13845,1,1,623.4300000000001,585.66,0,1209.09,1209.09,0,0,0,0.4843726599299999,1209.0900000000001
24106,517,575833,1729054,1,1,77858.83,73139.45,0,150998.28,150998.28,0,0,0,0.4843726599299999,150998.28
24106,523,176232,529172,1,1,23828.5,22384.100000000002,0,46212.6,46212.6,0,0,0,0.4843726599299999,46212.600000000006
24106,590,209406,628783,1,1,28313.920000000002,26597.690000000002,0,54911.61,54911.61,0,0,0,0.4843726599299999,54911.61
24106,593,3755109,11275466,2,2,507731.22,476955.19,0,984686.41,984686.41,0,0,0,0.4843726599299999,984686.4099999999
24106,597,1116062,3351199,1,1,150903.6,141756.62,0,292660.22,292660.22,0,0,0,0.4843726599299999,292660.22
24107,391,76098,228499,1,1,3124.05,21284.22,0,24408.27,24408.27,0,0,0,0.8720081925959999,24408.27
24108,391,728026,2186044,1,1,36978.090000000004,196535.12,0,233513.21,233513.21,0,0,0,0.841644541464,233513.21
24109,0,0,0,15,15,0,0,0,0,0,0,0,0,0.589119792834,0
24109,100,488394,1466500,4,4,72674.24,104200.29999999999,0,176874.54,176874.54,0,0,0,0.589119792834,176874.53999999998
24109,202,41082,123357,2,2,6113.12,8764.98,0,14878.1,14878.1,0,0,0,0.589119792834,14878.099999999999
24109,203,25875,77695,1,1,1090.78,1563.96,6716.047080151872,9370.77,2654.74,0,0,0,0.589119792834,2654.74
24109,204,25554,76731,1,1,3306.93,4741.49,1206.099971293706,9254.52,8048.42,0,0,0,0.589119792834,8048.42
24109,205,57807,173577,2,2,8601.82,12333.32,0,20935.14,20935.14,0,0,0,0.589119792834,20935.14
24109,206,64725,194350,1,1,9631.25,13809.300000000001,0,23440.55,23440.55,0,0,0,0.589119792834,23440.550000000003
24109,211,123323,370302,4,4,15248.57,21863.4,7550.185820298599,44662.16,37111.97,0,0,0,0.589119792834,37111.97
24109,295,654831,1966261,2,2,97440.54999999999,139710.2,0,237150.75,237150.75,0,0,0,0.589119792834,237150.75
24109,318,163377,490572,2,2,24310.91,34856.979999999996,0,59167.89000000001,59167.89000000001,0,0,0,0.589119792834,59167.89
24109,517,294289,883661,5,5,43790.9,62787.409999999996,0,106578.31,106578.31,0,0,0,0.589119792834,106578.31
24109,590,105488,316749,2,2,15696.880000000001,22506.230000000003,0,38203.11,38203.11,0,0,0,0.589119792834,38203.11
24109,592,1545949,4642021,3,3,230041.22,329832.95,0,559874.1699999999,559874.1699999999,0,0,0,0.589119792834,559874.17
24110,100,50854,152701,10,10,10298.8,2303.61,0,12602.41,12602.41,0,0,0,0.182788745319,12602.41
24110,211,90354,271306,2,2,18298.11,4092.7799999999997,0,22390.89,22390.89,0,0,0,0.182788745319,22390.89
24110,212,37122,111466,1,1,7517.78,1681.51,0,9199.29,9199.29,0,0,0,0.182788745319,9199.289999999999
24110,517,3048736,9154439,37,37,617416.11,138099.72,0,755515.83,755515.83,0,0,0,0.182788745319,755515.83
24110,522,307822,924297,3,3,62338.68000000001,13943.55,0,76282.23,76282.23,0,0,0,0.182788745319,76282.23000000001
24110,532,545062,1636658,1,1,110383.51,24689.87,0,135073.38,135073.38,0,0,0,0.182788745319,135073.38
24110,580,73673,221218,1,1,14919.92,3337.19,0,18257.11,18257.11,0,0,0,0.182788745319,18257.11
24110,590,621912,1867411,33,33,125946.52,28170.83,0,154117.35,154117.35,0,0,0,0.182788745319,154117.35
24110,592,122392,367506,1,1,24786.25,5544.0199999999995,0,30330.27,30330.27,0,0,0,0.182788745319,30330.27
24110,593,629659,1890676,13,13,127515.75,28521.84,0,156037.59,156037.59,0,0,0,0.182788745319,156037.59
24110,597,70308,211114,1,1,14238.48,3184.77,0,17423.25,17423.25,0,0,0,0.182788745319,17423.25
24111,0,0,0,3,3,0,0,0,0,0,0,0,0,0.32364906207300004,0
24111,528,441190,1324761,1,1,73947.14,35385.38,0,109332.52,109332.52,0,0,0,0.32364906207300004,109332.51999999999
24111,590,274551,824394,6,6,46017.049999999996,22020.170000000002,0,68037.22,68037.22,0,0,0,0.32364906207300004,68037.22
24112,203,31491,94558,1,1,8274.710000000001,0,978.5830677925004,9253.289999999999,8274.710000000001,0,0,0,0,8274.710000000001
24112,204,36885,110755,1,1,9076.86,0,1761.4495220265007,10838.31,9076.86,0,0,0,0,9076.86
24112,278,45869,137730,2,2,11716.59,0,1761.4495220265005,13478.029999999999,11716.59,0,0,0,0,11716.59
24113,0,0,0,4,4,0,0,0,0,0,0,0,0,0.19448129029,0
24113,100,39418,118361,4,4,11499.24,2776.32,0,14275.56,14275.56,0,0,0,0.19448129029,14275.56
24114,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
24115,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
24116,597,2902777,8716168,2,2,536841.36,182503.97,0,719345.33,719345.33,0,0,0,0.253708395708,719345.33
24117,592,246816,741114,1,1,42235.72,18928.43,0,61164.15,61164.15,0,0,0,0.309469258441,61164.15
24118,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24119,517,208810,626994,1,1,46773.72,4972.1,0,51745.82,51745.82,0,0,0,0.096087043895,51745.82
24120,593,214046,642716,1,1,53043.37,0,0,53043.37,53043.37,0,0,0,0,53043.37
24121,517,503213,1510998,1,1,71283.14,53419.51,0,124702.65000000001,124702.65000000001,0,0,0,0.428375153375,124702.65
24122,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
24123,517,41912,125849,1,1,7911.98,2474.34,0,10386.32,10386.32,0,0,0,0.23822994223199995,10386.32
24124,593,552522,1659058,1,1,103269.13,33652.93,0,136922.06,136922.06,0,0,0,0.245781642354,136922.06
24125,593,539317,1619407,1,1,107517.24,33905.590000000004,0,141422.83,141422.83,0,0,0,0.239746400997,141422.83000000002
24126,517,388032,1165144,1,1,63853.84,37898.17,0,101752.01000000001,101752.01000000001,0,0,0,0.37245610843,101752.01
24127,592,421465,1265533,1,1,73196.08,37322.92,0,110519,110519,0,0,0,0.337705931019,110519
24128,100,519030,1558490,5,5,115009.51000000001,35571.81,0,150581.32,150581.32,0,0,0,0.236229940519,150581.32
24129,190,81,243,1,1,17.669999999999998,5.8,0,23.47,23.47,0,0,0,0.248124924423,23.47
24129,517,353480,1061394,1,1,77106.22,25445.68,0,102551.9,102551.9,0,0,0,0.248124924423,102551.9
24129,590,121311,364261,2,2,26462.149999999998,8732.75,0,35194.9,35194.9,0,0,0,0.248124924423,35194.899999999994
24129,591,717651,2154891,1,1,156544.58,51660.979999999996,0,208205.56,208205.56,0,0,0,0.248124924423,208205.56
24130,0,0,0,3,3,0,0,0,0,0,0,0,0,0.1777360158,0
24130,100,437377,1313312,18,18,106498.67,23020.21,0,129518.88,129518.88,0,0,0,0.1777360158,129518.88
24130,190,4052,12167,1,1,986.65,213.26,0,1199.9099999999999,1199.9099999999999,0,0,0,0.1777360158,1199.9099999999999
24130,206,44251,132873,3,3,10774.87,2329.04,0,13103.91,13103.91,0,0,0,0.1777360158,13103.91
24130,241,2755,8272,1,1,670.78,145,0,815.78,815.78,0,0,0,0.1777360158,815.78
24130,517,572658,1719519,6,6,139438.66,30140.26,0,169578.92,169578.92,0,0,0,0.1777360158,169578.92
24130,522,79123,237583,1,1,19266.02,4164.43,0,23430.45,23430.45,0,0,0,0.1777360158,23430.45
24130,523,566701,1701633,5,5,137988.23,29826.809999999998,0,167815.04,167815.04,0,0,0,0.1777360158,167815.04
24130,590,826899,2482932,28,28,201345.08,43521.7,0,244866.78,244866.78,0,0,0,0.1777360158,244866.77999999997
24130,597,823121,2471585,5,5,200424.94,43322.76,0,243747.7,243747.7,0,0,0,0.1777360158,243747.7
24131,100,81128,243603,1,1,3780.66,20243.46,0,24024.12,24024.12,0,0,0,0.842631056651,24024.12
24131,517,1313558,3944220,2,2,61213.2,327765.75,0,388978.95,388978.95,0,0,0,0.842631056651,388978.95
24131,531,1056176,3171380,1,1,49218.93,263542.56,0,312761.49,312761.49,0,0,0,0.842631056651,312761.49
24132,517,1994799,5989783,2,2,50295.939999999995,540416.45,0,590712.39,590712.39,0,0,0,0.914855446059,590712.3899999999
24132,531,815140,2447621,1,1,20552.56,220831.82,0,241384.38,241384.38,0,0,0,0.914855446059,241384.38
24133,100,56522,169718,2,2,2372.32,15756.96,0,18129.28,18129.28,0,0,0,0.86914493427,18129.28
24133,517,292187,877350,1,1,12263.529999999999,81454.98999999999,0,93718.52,93718.52,0,0,0,0.86914493427,93718.51999999999
24133,531,1733611,5205514,1,1,72762.35,483290.65,0,556053,556053,0,0,0,0.86914493427,556053
24133,590,113153,339765,1,1,4749.22,31544.469999999998,0,36293.69,36293.69,0,0,0,0.86914493427,36293.689999999995
24134,100,291015,873831,1,1,93342.62,0,0,93342.62,93342.62,0,0,0,0,93342.62
24135,517,960684,2884647,7,7,195486.05,152431.2,0,347917.25,347917.25,0,0,0,0.438124846395,347917.25
24135,590,109595,329081,2,2,22301.07,17389.38,0,39690.45,39690.45,0,0,0,0.438124846395,39690.45
24135,591,786173,2360642,1,1,159975.41,124741.6,0,284717.01,284717.01,0,0,0,0.438124846395,284717.01
24136,580,128486,385805,1,1,23496.96,23034.98,0,46531.94,46531.94,0,0,0,0.495036315606,46531.94
24136,592,1008523,3028292,1,1,184434.1,180808.21,0,365242.31,365242.31,0,0,0,0.495036315606,365242.31
24137,0,0,0,7,7,0,0,0,0,0,0,0,0,0.16949030627,0
24137,517,504666,1515361,6,6,103865.81,21196.92,0,125062.73,125062.73,0,0,0,0.16949030627,125062.73
24138,517,623528,1872267,3,3,110017.68,44500.53,0,154518.21,154518.21,0,0,0,0.287995325049,154518.21
24138,590,66055,198343,2,2,11654.98,4714.26,0,16369.240000000002,16369.240000000002,0,0,0,0.287995325049,16369.24
24139,528,406426,1220375,1,1,53421.99,66931.37,0,120353.36,120353.36,0,0,0,0.556123781676,120353.35999999999
24139,590,1643729,4935625,1,1,216057.34,270693.99,0,486751.33,486751.33,0,0,0,0.556123781676,486751.32999999996
24140,100,60517,181714,2,2,14996.869999999999,0,0,14996.869999999999,14996.869999999999,0,0,0,0,14996.869999999999
24140,203,27469,82481,1,1,5321.61,0,1485.5399589881536,6807.1500000000005,5321.61,0,0,0,0,5321.61
24140,517,312044,936974,6,6,77328.46,0,0,77328.46,77328.46,0,0,0,0,77328.46
24140,522,92266,277048,2,2,22864.8,0,0,22864.8,22864.8,0,0,0,0,22864.8
24140,593,112686,338362,3,3,27925.03,0,0,27925.03,27925.03,0,0,0,0,27925.03
24140,597,57211,171787,1,1,14177.58,0,0,14177.58,14177.58,0,0,0,0,14177.58
24141,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
24142,517,106146,318725,1,1,15596.85,10707.55,0,26304.4,26304.4,0,0,0,0.407063101163,26304.4
24142,523,152148,456855,1,1,22356.24,15348.01,0,37704.25,37704.25,0,0,0,0.407063101163,37704.25
24143,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
24143,517,84202,252833,1,1,19900.7,0,965.6009733422998,20866.3,19900.7,0,0,0,0,19900.7
24143,580,6567,19719,1,1,1627.42,0,0,1627.42,1627.42,0,0,0,0,1627.42
24144,528,330560,992573,1,1,86681.4,0,0,86681.4,86681.4,0,0,0,0,86681.4
24144,597,84174,252749,1,1,22072.56,0,0,22072.56,22072.56,0,0,0,0,22072.56
24145,202,22808,68486,1,1,3078.61,0,2709.134716986304,5787.74,3078.61,0,0,0,0,3078.61
24145,203,170824,512932,6,6,36418.04,0,6929.813981123528,43347.86,36418.04,0,0,0,0,36418.04
24145,241,4080,12251,1,1,1035.34,0,0,1035.34,1035.34,0,0,0,0,1035.34
24146,203,302703,908927,9,9,67347.75,0,13828.045712964527,81175.76,67347.75,0,0,0,0,67347.75
24146,204,31526,94663,1,1,6846.7300000000005,0,1607.5695932608778,8454.3,6846.7300000000005,0,0,0,0,6846.7300000000005
24146,205,29903,89790,1,1,7126,0,893.0942184782655,8019.09,7126,0,0,0,0,7126
24146,206,131601,395158,3,3,32612.07,0,2679.2826554347967,35291.34,32612.07,0,0,0,0,32612.07
24146,208,223659,671581,3,3,58192.32,0,1786.188436956531,59978.5,58192.32,0,0,0,0,58192.32
24147,204,1211293,3637149,13,13,293527.96,0,22758.380853613817,316286.34,293527.96,0,0,0,0,293527.96
24147,206,250521,752239,2,2,62979.8,0,2434.8791755072843,65414.67999999999,62979.8,0,0,0,0,62979.8
24147,209,887028,2663480,5,5,228137.73,0,3478.3988221532636,231616.13,228137.73,0,0,0,0,228137.73
24147,234,172495,517950,2,2,27329.15,0,17711.745922492755,45040.91,27329.15,0,0,0,0,27329.15
24147,278,151746,455647,2,2,38753.479999999996,0,869.5997055383159,39623.08,38753.479999999996,0,0,0,0,38753.479999999996
24148,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
24149,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
24150,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0
24150,100,40878,122745,7,7,13111.619999999999,0,0,13111.619999999999,13111.619999999999,0,0,0,0,13111.619999999999
24150,202,36351,109151,2,2,10591.3,0,1068.1999589389882,11659.5,10591.3,0,0,0,0,10591.3
24150,204,115335,346316,3,3,33788.87,0,3204.5998768169648,36993.47,33788.87,0,0,0,0,33788.87
24150,211,66606,199998,2,2,18372.84,0,2990.959885029167,21363.800000000003,18372.84,0,0,0,0,18372.84
24150,391,124818,374791,2,2,40035.18,0,0,40035.18,40035.18,0,0,0,0,40035.18
24150,417,12648,37978,2,2,4056.8100000000004,0,0,4056.8100000000004,4056.8100000000004,0,0,0,0,4056.8100000000004
24150,490,2495,7492,1,1,800.29,0,0,800.29,800.29,0,0,0,0,800.29
24150,517,56062,168337,1,1,17981.75,0,0,17981.75,17981.75,0,0,0,0,17981.75
24150,580,374048,1123155,7,7,119975.38,0,0,119975.38,119975.38,0,0,0,0,119975.38
24150,593,953051,2861727,5,5,305689.69,0,0,305689.69,305689.69,0,0,0,0,305689.69
25019,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25019,100,283129,850152,6,6,73453.09,0,0,73453.09,73453.09,0,0,0,0,73453.09
25019,203,92817,278702,3,3,22524.64,0,1555.1999874170788,24079.84,22524.64,0,0,0,0,22524.64
25019,204,522042,1567536,9,9,118273.34999999999,0,17161.804661146067,135435.13999999998,118273.34999999999,0,0,0,0,118273.34999999999
25019,207,241383,724801,5,5,57611.58,0,5011.1999594550325,62622.78,57611.58,0,0,0,0,57611.58
25019,208,289750,870032,4,4,69468.34,0,5702.399953862622,75170.73999999999,69468.34,0,0,0,0,69468.34
25019,209,253901,762388,2,2,64142.33,0,1727.9999860189766,65870.33,64142.33,0,0,0,0,64142.33
25019,278,2451040,7359741,49,49,589973.32,0,45908.38042856126,635881.71,589973.32,0,0,0,0,589973.32
25028,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
25028,100,22379,67197,1,1,5606.92,0,0,5606.92,5606.92,0,0,0,0,5606.92
25028,203,250167,751178,7,7,37349.649999999994,0,25328.628486470494,62678.24,37349.649999999994,0,0,0,0,37349.649999999994
25028,204,531359,1595511,11,11,122949.86,0,10179.679713229565,133129.48,122949.86,0,0,0,0,122949.86
25028,205,355301,1066863,7,7,84179.53,0,4839.5198636665145,89019.05,84179.53,0,0,0,0,84179.53
25028,206,767797,2305464,12,12,181353.86000000002,0,11014.07968972379,192367.94,181353.86000000002,0,0,0,0,181353.86000000002
25028,208,299164,898300,3,3,71783.45,0,3170.719910678061,74954.17,71783.45,0,0,0,0,71783.45
25028,234,181010,543519,3,3,37106.78,0,8244.455847746503,45351.22,37106.78,0,0,0,0,37106.78
25028,278,249555,749339,4,4,59187.24,0,3337.5999059769065,62524.84,59187.24,0,0,0,0,59187.24
25029,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0
25029,100,1268183,3807973,38,38,307531.84,0,0,307531.84,307531.84,0,0,0,0,307531.84
25029,190,14462,43425,1,1,3507,0,0,3507,3507,0,0,0,0,3507
25029,202,133382,400506,4,4,29275.98,0,3068.8798249741485,32344.86,29275.98,0,0,0,0,29275.98
25029,203,6475552,19444135,203,203,1389030.35,0,181278.0044212644,1570308.29,1389030.35,0,0,0,0,1389030.35
25029,204,24623980,73938424,366,366,5689070.14,0,282196.34074564057,5971266.48,5689070.14,0,0,0,0,5689070.14
25029,205,1155111,3468454,27,27,257136.2,0,22976.218689609083,280112.33,257136.2,0,0,0,0,257136.2
25029,206,11856478,35601450,151,151,2752966.49,0,122206.42883026332,2875172.87,2752966.49,0,0,0,0,2752966.49
25029,207,425192,1276726,10,10,93901.76999999999,0,9206.639474922446,103108.41,93901.76999999999,0,0,0,0,93901.76999999999
25029,208,8111574,24356624,91,91,1897428.82,0,69612.20866984254,1967041.04,1897428.82,0,0,0,0,1897428.82
25029,209,19912662,59791753,137,137,4737304.88,0,91476.84678284783,4828781.71,4737304.88,0,0,0,0,4737304.88
25029,211,60129,180549,1,1,14581.14,0,0,14581.14,14581.14,0,0,0,0,14581.14
25029,234,1892221,5681772,48,48,419974,0,38885.93778223822,458859.86,419974,0,0,0,0,419974
25029,241,807878,2425817,68,68,195908.92,0,0,195908.92,195908.92,0,0,0,0,195908.92
25029,278,11565505,34727745,191,191,2630359.09,0,174253.33850189857,2804612.43,2630359.09,0,0,0,0,2630359.09
25029,290,39853,119666,3,3,9664.199999999999,0,0,9664.199999999999,9664.199999999999,0,0,0,0,9664.199999999999
25029,295,2601534,7811629,54,54,565983.27,0,64883.87245951132,630867.08,565983.27,0,0,0,0,565983.27
25029,299,5302624,15922189,136,8,1163524.74,0,122350.90846202329,1285875.65,1163524.74,0,0,0,0,1163524.74
25029,492,2400000,7206480,1,1,581995.28,0,0,581995.28,581995.28,0,0,0,0,581995.28
25029,497,226284,679463,2,2,54873.44,0,0,54873.44,54873.44,0,0,0,0,54873.44
25029,517,3045556,9144891,9,9,738541.33,0,0,738541.33,738541.33,0,0,0,0,738541.33
25029,523,393627,1181944,5,5,95453.76000000001,0,0,95453.76000000001,95453.76000000001,0,0,0,0,95453.76000000001
25029,528,949858,2852139,3,3,230338.7,0,0,230338.7,230338.7,0,0,0,0,230338.7
25029,530,2110500,6337198,1,1,511792.1,0,0,511792.1,511792.1,0,0,0,0,511792.1
25029,535,1894298,5688009,10,10,459363.59,0,0,459363.59,459363.59,0,0,0,0,459363.59
25029,580,2785,8363,1,1,675.39,0,0,675.39,675.39,0,0,0,0,675.39
25029,589,493999,1483331,3,1,119793.78,0,0,119793.78,119793.78,0,0,0,0,119793.78
25029,590,1616152,4852819,13,13,391913.65,0,0,391913.65,391913.65,0,0,0,0,391913.65
25029,591,13442514,40363837,3,3,3259783.2800000003,0,0,3259783.2800000003,3259783.2800000003,0,0,0,0,3259783.2800000003
25029,592,6877374,20650691,11,11,1667749.72,0,0,1667749.72,1667749.72,0,0,0,0,1667749.72
25029,593,526662,1581408,2,2,127714.48,0,0,127714.48,127714.48,0,0,0,0,127714.48
25029,597,3369268,10116901,7,7,817040.91,0,0,817040.91,817040.91,0,0,0,0,817040.91
25029,599,755999,2270038,2,1,183328.26,0,0,183328.26,183328.26,0,0,0,0,183328.26
25030,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25031,100,38337,115115,1,1,9757.15,0,0,9757.15,9757.15,0,0,0,0,9757.15
25031,204,213368,640680,2,2,52608.82,0,1695.199940484681,54304.020000000004,52608.82,0,0,0,0,52608.82
25031,206,121523,364898,2,2,20124.76,0,10803.933020693992,30928.72,20124.76,0,0,0,0,20124.76
25031,208,387761,1164330,4,4,92585.89,0,6102.719785744852,98688.61,92585.89,0,0,0,0,92585.89
25031,209,572776,1719874,2,2,143403.24,0,2373.2799166785535,145776.52000000002,143403.24,0,0,0,0,143403.24
25031,241,8615,25868,1,1,2192.57,0,0,2192.57,2192.57,0,0,0,0,2192.57
25031,278,92428,277534,1,1,22676.170000000002,0,847.5999702423405,23523.77,22676.170000000002,0,0,0,0,22676.170000000002
25032,0,0,0,149,149,0,0,0,0,0,0,0,0,0,0
25032,100,1238427,3718627,117,117,309389.55,0,0,309389.55,309389.55,0,0,0,0,309389.55
25032,190,65624,197049,9,9,16394.5,0,0,16394.5,16394.5,0,0,0,0,16394.5
25032,201,63004,189182,5,5,15739.94,0,0,15739.94,15739.94,0,0,0,0,15739.94
25032,202,1679284,5042387,71,71,363906.63,0,55619.864877258784,419526.49,363906.63,0,0,0,0,363906.63
25032,203,27662554,83062346,898,898,5949550.08,0,961237.2931093941,6910787.24,5949550.08,0,0,0,0,5949550.08
25032,204,18818129,56505200,334,334,4351707.72,0,349524.60985817236,4701232.34,4351707.72,0,0,0,0,4351707.72
25032,205,6967710,20921940,185,185,1575383.8,0,165321.47625176315,1740705.27,1575383.8,0,0,0,0,1575383.8
25032,206,10368190,31132565,206,206,2413181.53,0,177048.01689938494,2590229.53,2413181.53,0,0,0,0,2413181.53
25032,207,1192272,3580035,29,29,273397.76,0,24461.132482144705,297858.88,273397.76,0,0,0,0,273397.76
25032,208,20748944,62302863,224,224,5002804.27,0,180793.7640507116,5183598.01,5002804.27,0,0,0,0,5002804.27
25032,209,12359443,37111699,99,99,3016194.2600000002,0,71499.00067092053,3087693.26,3016194.2600000002,0,0,0,0,3016194.2600000002
25032,211,57652,173112,1,1,13570.91,0,831.9999891887425,14402.91,13570.91,0,0,0,0,13570.91
25032,212,713401,2142131,6,6,176561.31,0,1663.999978377485,178225.31,176561.31,0,0,0,0,176561.31
25032,234,12226007,36711039,347,347,2730860.89,0,323497.5701963755,3054358.33,2730860.89,0,0,0,0,2730860.89
25032,241,675469,2028234,72,72,168748.79,0,0,168748.79,168748.79,0,0,0,0,168748.79
25032,278,61306423,184084800,996,996,14384750.51,0,931103.9175009563,15315854.47,14384750.51,0,0,0,0,14384750.51
25032,290,64776,194502,4,4,16182.58,0,0,16182.58,16182.58,0,0,0,0,16182.58
25032,295,11061258,33213654,324,324,2423496.09,0,339879.8163834997,2763375.87,2423496.09,0,0,0,0,2423496.09
25032,299,8204417,24635412,417,11,1713361.81,0,336304.6292299568,2049666.42,1713361.81,0,0,0,0,1713361.81
25032,314,253729,761872,3,3,63387.73,0,0,63387.73,63387.73,0,0,0,0,63387.73
25032,391,13340070,40056228,2,2,3332678.14,0,0,3332678.14,3332678.14,0,0,0,0,3332678.14
25032,397,3675220,11035583,1,1,918160.51,0,0,918160.51,918160.51,0,0,0,0,918160.51
25032,517,13442099,40362595,58,58,3358167.8,0,0,3358167.8,3358167.8,0,0,0,0,3358167.8
25032,522,398268,1195880,3,3,99497.22,0,0,99497.22,99497.22,0,0,0,0,99497.22
25032,523,777889,2335768,3,3,194335.88999999998,0,0,194335.88999999998,194335.88999999998,0,0,0,0,194335.88999999998
25032,528,1218814,3659733,3,3,304489.78,0,0,304489.78,304489.78,0,0,0,0,304489.78
25032,529,2681102,8050545,1,1,669805.34,0,0,669805.34,669805.34,0,0,0,0,669805.34
25032,530,3536911,10620283,3,3,883607.53,0,0,883607.53,883607.53,0,0,0,0,883607.53
25032,531,12495000,37518737,5,5,3121558.85,0,0,3121558.85,3121558.85,0,0,0,0,3121558.85
25032,535,510616,1533226,2,2,127564.39,0,0,127564.39,127564.39,0,0,0,0,127564.39
25032,583,3045447,9144564,1,1,760827.71,0,0,760827.71,760827.71,0,0,0,0,760827.71
25032,590,1877875,5638692,31,31,469139.1,0,0,469139.1,469139.1,0,0,0,0,469139.1
25032,591,40329505,121097405,17,17,10075303.93,0,0,10075303.93,10075303.93,0,0,0,0,10075303.93
25032,592,6832950,20517296,17,17,1707039.05,0,0,1707039.05,1707039.05,0,0,0,0,1707039.05
25032,593,6942552,20846401,4,4,1734420.54,0,0,1734420.54,1734420.54,0,0,0,0,1734420.54
25032,597,15732451,47239831,17,17,3930353.89,0,0,3930353.89,3930353.89,0,0,0,0,3930353.89
25032,599,5248152,15758628,65,4,1311117.72,0,0,1311117.72,1311117.72,0,0,0,0,1311117.72
25032,663,1631034,4897506,1,1,407472.51,0,0,407472.51,407472.51,0,0,0,0,407472.51
25033,100,1529,4591,2,2,397.13,0,0,397.13,397.13,0,0,0,0,397.13
25033,203,39485,118562,1,1,9391.7,0,865.0999926437437,10256.8,9391.7,0,0,0,0,9391.7
25033,204,2180841,6548410,45,45,515095.01,0,51407.874982860354,566502.9,515095.01,0,0,0,0,515095.01
25033,206,44596,133908,1,1,10719.28,0,865.0999926437437,11584.38,10719.28,0,0,0,0,10719.28
25033,208,1369155,4111161,20,20,336624.39,0,19032.19983816236,355656.59,336624.39,0,0,0,0,336624.39
25033,209,920732,2764682,10,10,232251.91,0,6920.7999411499495,239172.71000000002,232251.91,0,0,0,0,232251.91
25033,241,36589,109866,8,8,9504.43,0,0,9504.43,9504.43,0,0,0,0,9504.43
25033,278,5381740,16159751,107,107,1279997.12,0,117982.9425667486,1397980.05,1279997.12,0,0,0,0,1279997.12
25035,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
25035,100,88736,266447,4,4,22349.510000000002,0,0,22349.510000000002,22349.510000000002,0,0,0,0,22349.510000000002
25035,204,1517168,4555599,17,17,364848.12,0,17275.50362189394,382123.64,364848.12,0,0,0,0,364848.12
25035,205,36961,110983,1,1,8470.47,0,838.7999136653121,9309.27,8470.47,0,0,0,0,8470.47
25035,206,47047,141268,1,1,10339.73,0,1509.839844597562,11849.57,10339.73,0,0,0,0,10339.73
25035,208,351652,1055906,5,5,84543.18,0,4026.2395855934983,88569.42,84543.18,0,0,0,0,84543.18
25035,209,957038,2873698,8,8,232489.99,0,8555.759119386184,241045.75,232489.99,0,0,0,0,232489.99
25035,241,28879,86715,1,1,7273.65,0,0,7273.65,7273.65,0,0,0,0,7273.65
25035,278,3282846,9857402,63,63,765768.6,0,61070.16979426492,826838.78,765768.6,0,0,0,0,765768.6
25035,290,8,24,2,2,2,0,0,2,2,0,0,0,0,2
25035,295,3219083,9665929,103,103,702597.26,0,108180.44426537215,810777.75,702597.26,0,0,0,0,702597.26
25035,299,4964191,14905966,210,3,966281.61,0,284030.73604572786,1250312.28,966281.61,0,0,0,0,966281.61
25035,517,2106006,6323704,2,2,530432.21,0,0,530432.21,530432.21,0,0,0,0,530432.21
25035,527,1275000,3828443,1,1,321129.75,0,0,321129.75,321129.75,0,0,0,0,321129.75
25035,528,535867,1609048,2,2,134966.94,0,0,134966.94,134966.94,0,0,0,0,134966.94
25035,531,19136092,57459944,5,5,4819739.59,0,0,4819739.59,4819739.59,0,0,0,0,4819739.59
25035,590,971070,2915831,4,4,244579.88999999998,0,0,244579.88999999998,244579.88999999998,0,0,0,0,244579.88999999998
25037,0,0,0,44,44,0,0,0,0,0,0,0,0,0,0
25037,100,1051317,3156782,122,122,273029.09,0,0,273029.09,273029.09,0,0,0,0,273029.09
25037,200,2,6,2,2,0.48000000000000004,0,0,0.48000000000000004,0.48000000000000004,0,0,0,0,0.48000000000000004
25037,201,71077,213422,19,19,18458.75,0,0,18458.75,18458.75,0,0,0,0,18458.75
25037,202,323899,972572,11,11,75987.70999999999,0,8130.059929042243,84117.77,75987.70999999999,0,0,0,0,75987.70999999999
25037,203,4738449,14228138,143,143,1050670.14,0,179921.33986967767,1230591.5,1050670.14,0,0,0,0,1050670.14
25037,204,11466469,34430364,243,243,2706536.43,0,271345.33410174487,2977881.76,2706536.43,0,0,0,0,2706536.43
