year,class_group,cty_mc_PC,cty_mc_parcels,cty_mc_PC_residential,cty_mc_PC_industrial,cty_mc_PC_commercial,cty_mc_PC_com_incent,cty_mc_PC_com_incent_inTIF,cty_mc_PC_ind_incent,cty_mc_PC_ind_incent_inTIF,cty_mc_PC_inTIF,cty_mc_PC_withincents,cty_mc_PC_incents_inTIFs,cty_mc_PC_claimed_exe,cty_mc_PC_comandind,cty_mc_PC_comandind_inTIF,cty_mc_fmv_incentive,cty_mc_fmv_taxed,cty_mc_fmv_incents_inTIFs,cty_mc_fmv_inTIF,cty_mc_fmv_incents_tif_increment,cty_mc_fmv_tif_increment,cty_mc_fmv_untaxable_value,cty_mc_fmv,cty_mc_fmv_exemptions,cty_mc_fmv_abatements,cty_mc_zero_bill,cty_mc_fmv_residential,cty_mc_fmv_c2,cty_mc_fmv_industrial,cty_mc_fmv_indwithincent,cty_mc_fmv_ind_incent_inTIF,cty_mc_fmv_commercial,cty_mc_fmv_comwithincent,cty_mc_fmv_com_incent_inTIF,cty_mc_fmv_comandind,cty_mc_levy,cty_mc_current_rate_avg,cty_mc_avg_C2_bill_noexe,cty_mc_avg_C2_bill_withexe,cty_mc_av_taxed,cty_mc_av_taxed_commerc,cty_mc_av_taxed_indust,cty_mc_untaxable_value_av,cty_mc_av,cty_mc_final_tax_to_dist,cty_mc_final_tax_to_tif,cty_mc_taxed_eav,cty_mc_taxed_eav_commerc,cty_mc_taxed_eav_indust,exempt_allexemptions_eav,exempt_GHE_eav,exempt_SR_eav,exempt_FR_eav,exempt_LTHO_eav,exempt_DIS_eav,exempt_VET_eav,total_value_eav,untaxable_value_eav,has_HO_exemp,has_SR_exemp,has_FR_exemp,has_LTHO_exemp,has_DI_exemp,has_VR_exemp,has_DV_exemp,has_AB_exemp,cty_mc_taxable_value_fmv,cty_mc_pct_fmv_untaxable,cty_mc_pct_fmv_taxed,cty_mc_pct_fmv_incentinTIF,cty_mc_pct_fmv_incents_tif_increment,cty_mc_pct_av_taxed,cty_mc_pct_av_untaxable,cty_mc_pct_incent_oftotalPC,cty_mc_pct_incent_ofcomPC,cty_mc_pct_incent_ofindPC,cty_mc_pct_PC_incent_inTIF
2007,2,1526710,1141060,1526710,0,0,0,0,0,0,98617,0,0,1058956,0,0,0,204473204253.948,0,13766990100,0,8582166059.552516,10538059030.340254,270388085793.75,57258960500.98474,2032244.4530398396,7182,270388085793.75,270388085793.75,0,0,0,0,0,0,0,5836354756.308704,0.06722489987620438,3867.802624178521,4005.9595238234638,32716649172.407265,0,0,10538059030.340254,43263303612,5836354756.308704,214960265.87129563,93042878581.40903,0,0,26055153039,17466646290,909688761,4566490102,3102710724,3951837,4740605,123036509142.16681,29969186076.384678,984520,260010,110600,74286,2012,25,598,19,259850026763.40976,0.03897382904059836,0.7562212057298953,NA,NA,0.7562217038675846,0.2435796194587715,0,NA,NA,NA
2007,3,17636,15833,17636,0,0,0,0,0,0,2975,0,0,39,0,0,0,10481601537.850119,0,1434314181.8181818,0,766912263.7696847,169844920.75164858,11257913513.636364,1239517.4360433335,3870585.8472200464,25,11257913513.636364,0,0,0,0,0,0,0,0,382164258.5280257,0.06393004422771603,NA,NA,2305952338.3270264,0,0,169844920.75164858,2476740973,382164258.5280257,26633985.0419743,6557897854.96823,0,0,3197177,408191,347900,0,19423,0,0,7043603653.1147,483021970.1256134,18,27,0,1,0,0,0,1,11088068592.884716,0.015086713940902162,0.9310429970130857,NA,NA,0.9310429970130859,0.06857597245864619,0,NA,NA,NA
2007,4,972,888,0,47,925,0,0,0,0,216,0,0,0,972,216,0,558421503.9585295,0,142777700,0,56038883.02758518,16811664.908275552,615956713.3333334,0,0,2,0,0,54868610,0,0,561088103.3333334,0,0,615956713.3333334,28853273.85991806,0.06786656378600824,NA,NA,167526451.18755883,151903221.38228136,15623229.805277467,16811664.908275552,184787014,28853273.85991806,2748546.9500819375,476428474.53229856,431997571.28907,44430903.243228585,0,0,0,0,0,0,0,525515789.1146,47810693.83264484,0,0,0,0,0,0,0,0,599145048.4250578,0.027293581747485054,0.9065921222557275,NA,NA,0.9065921222557275,0.0909786058249502,0,0,0,NA
2007,5A,68784,65032,0,0,68784,0,0,0,0,23728,0,0,431,68784,23728,0,41524284707.857346,0,15448762492.105263,0,7927223256.1727,3033067308.9515195,49875565736.8421,12898049.564996917,41634770.450511806,188,0,0,0,0,0,49875565736.8421,0,0,49875565736.8421,2646562249.113816,0.06679767649453361,NA,NA,15779228188.985792,15779228188.985792,0,3033067308.9515195,18952714980,2646562249.113816,504647491.2861843,44874547046.65669,44874547046.65669,0,58932637,10768638,1340499,801075,1028478,0,0,53899626131.622,8625740119.927225,149,43,8,10,0,0,0,270,46842498427.89058,0.06081268982400839,0.8325576681566175,NA,NA,0.8325576681566175,0.1600333942737063,0,0,NA,NA
2007,5B,25301,24800,0,25301,0,0,0,0,0,10635,0,0,144,25301,10635,0,10305210422.629728,0,3221919186.111111,0,1529942317.0020761,563913639.6905634,11839041108.333334,94510.27735777551,36389949.63879805,24,0,0,11839041108.333334,0,0,0,0,0,11839041108.333334,725107620.4071926,0.06683438875933757,NA,NA,3709875752.146702,0,3709875752.146702,563913639.6905634,4262054799,725107620.4071926,93709023.35280739,10550515651.530006,0,10550515651.530006,37352936,79260,17500,0,0,0,0,12120857642.8761,1603713999.9159935,18,5,0,0,0,0,0,125,11275127468.64277,0.04763169876094379,0.8704429968889994,NA,NA,0.8704429968889994,0.13231027433595496,0,NA,0,NA
2007,6,1210,1192,0,1210,0,0,0,1210,431,431,1210,431,39,1210,431,2691667984.7222223,2218580973.233934,805899645.4166666,805899645.4166666,465576456.4218964,465576456.4218964,280008097.4010615,2691667984.7222223,10988.431379443722,37971368.54319772,0,0,0,2691667984.7222223,2691667984.7222223,805899645.4166666,0,0,0,2691667984.7222223,73717485.30622593,0.07798074380165289,NA,NA,355475548.0571076,0,355475548.0571076,280008097.4010615,431403043,73717485.30622593,13568111.183774069,1010936911.1196085,0,1010936911.1196085,17282884,5000,0,0,0,0,0,1226867113.9877,796315028.1988788,1,0,0,0,0,0,0,38,2411659887.321161,0.1040277251839283,0.8242402056369852,0.2994052944088625,0.1729694966334949,0.8239987033589553,0.6490637976354318,1,NA,1,0.35619834710743803
2007,7A,39,39,0,0,39,39,32,0,0,32,39,32,0,39,32,10530501.630434783,4955684.292932319,7319253.804347826,7319253.804347826,5574828.702007081,5574828.702007081,1358421.681093335,10530501.630434783,0,0,0,0,0,0,0,0,10530501.630434783,10530501.630434783,7319253.804347826,10530501.630434783,1256338.7816057405,0.06426051282051282,NA,NA,8458441.453533625,8458441.453533625,0,1358421.681093335,9650999,1256338.7816057405,200076.24839425934,24054961.649704278,24054961.649704278,0,0,0,0,0,0,0,0,27446476.056100003,3863215.4188613356,0,0,0,0,0,0,0,0,9172079.949341448,0.12899876271490102,0.47060287029533554,0.6950527202991021,0.5293982089034545,0.8764316993021785,0.14075451474954406,1,1,NA,0.8205128205128205
2007,7B,58,58,0,0,58,58,50,0,0,50,58,50,0,58,50,145408650,83033487.96128172,145103381.25,145103381.25,62375164.97310965,62375164.97310965,17453040.312212896,145408650,0,0,0,0,0,0,0,0,145408650,145408650,145103381.25,145408650,1912239.8742065844,0.07564,NA,NA,13285358.073805075,13285358.073805075,0,17453040.312212896,23265384,1912239.8742065844,1439876.3857934156,37782229.826094255,37782229.826094255,0,0,0,0,0,0,0,0,66164425.5576,49634701.34390226,0,0,0,0,0,0,0,0,127955609.6877871,0.1200275245813292,0.5710354092502868,0.9979006149221522,0.42896461093002136,0.5710354092502868,0.7501720286333076,1,1,NA,0.8620689655172413
2007,8A,181,166,0,0,181,181,56,0,0,56,181,56,8,181,56,97665581.25,79535520.09598625,27748581.25,27748581.25,18130059.16220396,18130059.16220396,10238607.878023302,97665581.25,0,1122510.021449418,0,0,0,0,0,0,97665581.25,97665581.25,27748581.25,97665581.25,4296216.170672236,0.12345624309392265,NA,NA,12888439.575298438,12888439.575298438,0,10238607.878023302,16147964,4296216.170672236,1095262.1493277636,36653433.308191225,36653433.308191225,0,510769,0,0,0,0,0,0,45923194.8196,29117576.944310468,0,0,0,0,0,0,0,8,87426973.3719767,0.10483332763683625,0.8143659114913243,0.28411832392591224,0.18563406811449207,0.7981464149473233,0.634049461469155,1,1,NA,0.30939226519337015
2007,8B,174,174,0,174,0,0,0,174,72,72,174,72,8,174,72,87121775,49345875.53684186,52929825,52929825,37734381.907169424,37734381.907169424,11040512.529434253,87121775,0,3511766.412321108,0,0,0,87121775,87121775,52929825,0,0,0,87121775,2788140.7982670246,0.1256532183908046,NA,NA,7895340.085894698,0,7895340.085894698,11040512.529434253,13939484,2788140.7982670246,1928959.9917329752,22453557.670275934,0,22453557.670275934,1597938,0,0,0,0,0,0,39642498.5476,31398113.58245807,0,0,0,0,0,0,0,8,76081262.47056575,0.12672506419243929,0.5664011728048683,0.6075384139039867,0.43312228093572963,0.5664011728048685,0.7920316512027455,1,NA,1,0.41379310344827586
2007,9,1448,1448,0,0,0,0,0,0,0,377,0,0,0,0,0,0,915858857.382582,0,277127731.25,0,169525909.15003952,27124145.464006323,1091514993.75,0,0,0,0,0,0,0,0,0,0,0,0,25844832.17948721,0.06599138812154696,NA,NA,146537417.1812131,0,0,27124145.464006323,174642399,25844832.17948721,4145642.6305127917,416737760.721652,0,0,0,0,0,0,0,0,0,496665518.5161,77138357.28508759,0,0,0,0,0,0,0,0,1064390848.2859937,0.024849998047959773,0.8390712565807866,NA,NA,0.8390712565807866,0.15531248779974857,0,NA,NA,NA
2008,0,92548,91981,0,0,0,0,0,0,0,29264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92548,0,0,0,0,0,0,0,0,0,0,0.06514357490167265,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2008,1,68934,68896,0,0,0,0,0,0,0,17996,0,0,8,0,0,0,2975492054.942318,0,1156243872.7272727,0,712677211.449258,156801630.37836808,3688523327.272727,20599.976804233836,36872.11197450907,3344,0,0,0,0,0,0,0,0,0,125529855.4672037,0.07037571880349319,NA,NA,654608252.08731,0,0,156801630.37836808,811475132,125529855.4672037,26497497.762796298,1949816139.6672616,0,0,37661,0,4000,0,0,0,9499,2417059828.1752,467049336.24500716,0,1,0,0,0,0,4,3,3531721696.894359,0.0425106787908825,0.8066892333150513,NA,NA,0.8066892333150512,0.193230358140375,0,NA,NA,NA
2008,2,1554886,1144023,1554886,0,0,0,0,0,0,111410,0,0,1083379,0,0,0,214260120318.99207,0,15313679618.75,0,9588412982.998972,10639300618.126951,280815500637.5,56886069470.55664,2451185.120526422,7978,280815500637.5,280815500637.5,0,0,0,0,0,0,0,6168972152.583434,0.0644213860244417,3901.230485888863,4221.270622118391,34282244459.8578,0,0,10639300618.126951,44931185026,6168972152.583434,243721275.44656634,102113093348.13245,0,0,27111713963,17184739907,1084831587,5198286531,3625911010,10750356,6026396,133832027718.4436,31690220821.152912,995523,271549,113619,87700,5498,49,916,19,270176200019.37305,0.037887155780125706,0.7629924980372677,NA,NA,0.7629944422792309,0.23679100856054397,0,NA,NA,NA
2008,3,17466,15610,17466,0,0,0,0,0,0,3049,0,0,33,0,0,0,10498131644.017126,0,1477289705,0,820635527.4131082,165437343.51391152,11328958600,1399785.1339555494,5151405.022493789,27,11328958600,0,0,0,0,0,0,0,0,354748818.01175344,0.06144236001374098,NA,NA,2099626328.8034253,0,0,165437343.51391152,2265791720,354748818.01175344,26723317.858246546,6253946982.973883,0,0,3902675,371056,404533,0,58291,0,0,6748887217.192,492771671.3905369,17,21,0,1,0,0,0,1,11163521256.486088,0.014603049526009524,0.9266634308308909,NA,NA,0.9266634308308909,0.07301524763004762,0,NA,NA,NA
2008,4,960,866,0,48,912,0,0,0,0,208,0,0,0,960,208,0,633621187.104449,0,114676723.33333334,0,42921061.8113946,12876318.543418381,678040373.3333334,0,0,2,0,0,51472463.333333336,0,0,626567910,0,0,678040373.3333334,33508863.812454347,0.06521228125,NA,NA,190145991.2077772,175622326.33941662,14523664.868360562,12876318.543418381,203471747,33508863.812454347,2339054.197545653,566368849.4114852,523108661.2345864,43260188.17689878,0,0,0,0,0,0,0,606060945.6142,38353402.41342599,0,0,0,0,0,0,0,0,665164054.789915,0.018990489430764645,0.9344888770995834,NA,NA,0.9345080779582494,0.06328307852695825,0,0,0,NA
2008,5A,69300,65268,0,0,69300,0,0,0,0,23650,0,0,411,69300,23650,0,43816764199.6276,0,13161662555.263157,0,6650958650.752578,2550312554.2570395,51121900284.210526,13347786.137606151,47042390.10202603,204,0,0,0,0,0,51121900284.210526,0,0,51121900284.210526,2818845391.5069585,0.06379873347763348,NA,NA,16650370395.85849,16650370395.85849,0,2550312554.2570395,19426322108,2818845391.5069585,447067065.52304167,49594793261.1041,49594793261.1041,0,68353708,10925704,1811599,1058485,1312144,0,0,57863243030.8888,7596360974.110019,127,41,11,12,0,0,0,272,48571587729.95348,0.04988688879088337,0.857103588795208,NA,NA,0.857103588795208,0.13128128629179833,0,0,NA,NA
2008,5B,25121,24582,0,25121,0,0,0,0,0,10759,0,0,149,25121,10759,0,10105415430.11451,0,3249008241.666667,0,1621736262.166271,598178963.5989537,11731806825,120020.03178226907,39751950.02126279,20,0,0,11731806825,0,0,0,0,0,11731806825,723469033.2723467,0.06435626885872378,NA,NA,3637949554.8412232,0,3637949554.8412232,598178963.5989537,4223450457,723469033.2723467,101970854.12765323,10835996544.050068,0,10835996544.050068,42754554,87451,24000,0,17246,0,0,12579969531.220201,1781735860.975844,18,7,0,1,0,0,0,128,11133627861.401047,0.050987795189762146,0.8613690611219649,NA,NA,0.8613690611219648,0.14163276441600597,0,NA,0,NA
2008,6,1314,1282,0,1314,0,0,0,1314,477,477,1314,477,40,1314,477,2882725243.75,2385359300.751054,803642131.25,803642131.25,490662153.44120115,490662153.44120115,302590373.20483845,2882725243.75,11540.65668434835,58751531.75988719,0,0,0,2882725243.75,2882725243.75,803642131.25,0,0,0,2882725243.75,80252659.56618427,0.07359135464231355,NA,NA,382026401.10309446,0,382026401.10309446,302590373.20483845,461846962,80252659.56618427,15109127.593815736,1137903838.3256772,0,1137903838.3256772,28005070,5500,0,0,0,0,0,1375657361.0132,901295685.627932,1,0,0,0,0,0,0,39,2580134870.5451617,0.10496677540146457,0.8274667542190228,0.27877860819110883,0.17020774161706861,0.8271709733647538,0.6551745450364973,1,NA,1,0.363013698630137
2008,7A,35,35,0,0,35,35,32,0,0,32,35,32,0,35,32,40761415.416666664,34550810.25602018,8055612.916666667,8055612.916666667,6210605.345058341,6210605.345058341,348371.8813627963,40761415.416666664,0,0,0,0,0,0,0,0,40761415.416666664,40761415.416666664,8055612.916666667,40761415.416666664,1460993.1547806468,0.063694,NA,NA,9797726.76903188,9797726.76903188,0,348371.8813627963,11306123,1460993.1547806468,248249.97521935322,29183508.95423836,29183508.95423836,0,0,0,0,0,0,0,0,33676417.9678,1037660.4858272254,0,0,0,0,0,0,0,0,40413043.53530387,0.008546609037044205,0.8476351937939066,0.19762839033732035,0.15236481073027036,0.8665858994309438,0.030812673925694624,1,1,NA,0.9142857142857143
2008,7B,62,62,0,0,62,62,46,0,0,46,62,46,0,62,46,269294677.0833333,250593328.96523887,133992677.08333333,133992677.08333333,18701341.769696232,18701341.769696232,25541897.579927176,269294677.0833333,0,0,0,0,0,0,0,0,269294677.0833333,269294677.0833333,133992677.08333333,269294677.0833333,5790562.086748072,0.07201661290322581,NA,NA,40101882.31967181,40101882.31967181,0,25541897.579927176,43097331,5790562.086748072,462269.88325192884,119447466.67737445,119447466.67737445,0,0,0,0,0,0,0,0,128369710.1166,76079096.1315711,0,0,0,0,0,0,0,0,243752779.50340614,0.094847391179675,0.9305543343052886,0.4975689773543844,0.06944564212054254,0.9304957265142895,0.592656134086985,1,1,NA,0.7419354838709677
2008,8A,234,218,0,0,234,234,75,0,0,75,234,75,11,234,75,133213268.75,100087579.83158791,46205393.75,46205393.75,33018069.72749699,33018069.72749699,14721293.38421564,133213268.75,0,2690750.2685825555,0,0,0,0,0,0,133213268.75,133213268.75,46205393.75,133213268.75,5467052.6972267395,0.11683222222222223,NA,NA,16355552.742346825,16355552.742346825,0,14721293.38421564,21655663,5467052.6972267395,1728453.7527732607,48716649.398354255,48716649.398354255,0,1282347,0,0,0,0,0,0,64503557.8118,43848844.47422471,0,0,0,0,0,0,0,11,118491975.36578436,0.1105092122004974,0.751333412735493,0.3468527886415969,0.24785871585706426,0.755255230114489,0.6797895490069106,1,1,NA,0.32051282051282054
2008,8B,223,223,0,223,0,0,0,223,80,80,223,80,8,223,80,101563118.75,62218322.220890366,56874506.25,56874506.25,39319267.00789448,39319267.00789448,12495222.757200457,101563118.75,0,3778068.97535755,0,0,0,101563118.75,101563118.75,56874506.25,0,0,0,101563118.75,3416315.4033993827,0.11954677130044843,NA,NA,9954931.555342458,0,9954931.555342458,12495222.757200457,16250099,3416315.4033993827,2105426.5766006173,29651759.13074305,0,29651759.13074305,1800537,0,0,0,0,0,0,48402544.881400004,37218270.504597284,0,0,0,0,0,0,0,8,89067895.99279955,0.12302913607800624,0.6126074404434372,0.5599917268196335,0.38714119349445913,0.6126074404434372,0.768932100487539,1,NA,1,0.35874439461883406
2008,9,1535,1535,0,0,0,0,0,0,0,413,0,0,0,0,0,0,967005461.133093,0,313505193.75,0,197295711.45230195,31567313.83236831,1170168493.75,0,0,0,0,0,0,0,0,0,0,0,0,27657531.427304514,0.06341519218241043,NA,NA,154720873.78129488,0,0,31567313.83236831,187226959,27657531.427304514,4969086.502695487,460851594.64496493,0,0,0,0,0,0,0,0,0,557674220.0774,94026400.98109226,0,0,0,0,0,0,0,0,1138601179.9176316,0.02697672514767988,0.8263813854995897,NA,NA,0.8263813854995897,0.16860453217299926,0,NA,NA,NA
2009,0,93106,92506,0,0,0,0,0,0,0,29635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93106,0,0,0,0,0,0,0,0,0,0,0.06526158067149271,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2009,1,68438,68406,0,0,0,0,0,0,0,18403,0,0,6,0,0,0,4251629028.6241274,0,1869168030,0,1161857398.6775126,116194366.61473207,5414011470,12809.708910714815,73457.76089730275,3572,0,0,0,0,0,0,0,0,0,88624164.48735867,0.07057429293667261,NA,NA,425162902.86241275,0,0,116194366.61473207,541401147,88624164.48735867,20503563.47264133,1432841498.9366171,0,0,29073,0,0,0,0,0,4317,1824576005.5047,391586634.92830855,0,0,0,0,0,0,4,2,5297817103.385268,0.02146178803990086,0.7853010752162531,NA,NA,0.7853010752162531,0.2146178803990086,0,NA,NA,NA
2009,2,1570680,1144334,1570680,0,0,0,0,0,0,120003,0,0,1100945,0,0,0,326085151479.5608,0,23829141700,0,15260775176.925825,9247084327.044199,418661728460,77186221601.7328,3939838.5804575533,8180,418661728460,418661728460,0,0,0,0,0,0,0,6576857409.851201,0.06401115049532685,3946.0376248310217,4530.374912761309,32608538247.84338,0,0,9247084327.044199,41866195946,6576857409.851201,264428182.17879984,109894034749.05698,0,0,26013856307,15402360064,1110204998,5247807755,4228843483,16246417,7065825,141093266957.6146,31163598890.57161,995641,280714,111441,105217,8319,83,1205,19,409414644132.9558,0.022087245378407425,0.7788749945666834,NA,NA,0.7788751165714372,0.22087233191597597,0,NA,NA,NA
2009,3,17872,15538,17872,0,0,0,0,0,0,3076,0,0,35,0,0,0,13654569469.30287,0,2251393887.5,0,1275558146.4813023,204970655.32567638,14950156462.5,1063979.9264116792,4444469.377763271,25,14950156462.5,0,0,0,0,0,0,0,0,402428940.67327785,0.06310054778424351,NA,NA,2184731115.0884595,0,0,204970655.32567638,2392025034,402428940.67327785,34847796.30672212,7362762330.959617,0,0,2970244,85095,488620,0,0,0,0,8061363567.0834,690771605.5130619,17,25,0,0,0,0,0,1,14745185807.174324,0.01371026823965431,0.9133395696261175,NA,NA,0.9133395696261176,0.08568917649783944,0,NA,NA,NA
2009,4,922,836,0,44,878,0,0,0,0,202,0,0,0,922,202,0,657571369.4734153,0,121517960,0,43493499.56207669,10873374.890519172,702493120,0,0,2,0,0,51867056,0,0,650626064,0,0,702493120,32758721.239110585,0.06560776572668113,NA,NA,164392842.3683538,152452798.5532787,11940043.815075094,10873374.890519172,175623280,32758721.239110585,2128533.4308894165,554020318.0655892,513781176.4044046,40239141.66118457,0,0,0,0,0,0,0,591868015.928,36644360.71853866,0,0,0,0,0,0,0,0,691619745.1094809,0.015478265311009981,0.936053821386059,NA,NA,0.936053821386059,0.061913061244039926,0,0,0,NA
2009,5A,70251,65708,0,0,70251,0,0,0,0,24437,0,0,409,70251,24437,0,55484236244.82221,0,17365545848,0,8347425639.578426,2103626419.0931466,64891928560,3778217.8570368835,63301818.93712353,213,0,0,0,0,0,64891928560,0,0,64891928560,2623457470.4856086,0.06358402869710039,NA,NA,13871059061.205553,13871059061.205553,0,2103626419.0931466,16222982140,2623457470.4856086,404830993.5643914,46746856142.16884,46746856142.16884,0,56516608,1823567,290639,143530,925507,0,0,54673072110.014,7089431394.985813,126,40,2,10,0,0,0,271,62788302140.90685,0.03241738172642078,0.8550252315820865,NA,NA,0.8550252315820865,0.12966952690568312,0,0,NA,NA
2009,5B,24815,24235,0,24815,0,0,0,0,0,10935,0,0,141,24815,10935,0,11457878737.866337,0,3951048004,0,1915020726.4784834,488360797.47671705,13376672048,144090.6798017863,38278372.74858313,17,0,0,13376672048,0,0,0,0,0,13376672048,663813100.5775633,0.06527465162200281,NA,NA,2864469684.466584,0,2864469684.466584,488360797.47671705,3344168012,663813100.5775633,92452182.29243676,9653549283.620836,0,9653549283.620836,32371886,109400,12000,0,0,0,0,11270180617.2412,1645824723.5762842,17,3,0,0,0,0,0,125,12888311250.523283,0.036508392799368496,0.8565567501955353,NA,NA,0.8565567501955353,0.14603357119747398,0,NA,0,NA
2009,6,1351,1319,0,1351,0,0,0,1351,472,472,1351,472,41,1351,472,3488703245,2934039809.651946,948556000,948556000,548620001.2419274,548620001.2419274,502818558.31649065,3488703245,17803.626005163052,78396489.71840598,1,0,0,3488703245,3488703245,948556000,0,0,0,3488703245,73674343.98056439,0.0753959141376758,NA,NA,293535647.70202476,0,293535647.70202476,502818558.31649065,349142816,73674343.98056439,11462194.709435608,989244486.3205936,0,989244486.3205936,26426401,6000,0,0,0,0,0,1176646204.2016,1694548823.382405,1,0,0,0,0,0,0,40,2985884686.6835093,0.14412763798042405,0.8410115746752046,0.27189357574607925,0.1572561386607497,0.8407323142573976,1.4401515233138598,1,NA,1,0.3493708364174685
2009,7A,15,15,0,0,15,15,6,0,0,6,15,6,0,15,6,219903350,218154662.83627665,2757280,2757280,1748683.9652407076,1748683.9652407076,32898067.821965568,219903350,0,0,0,0,0,0,0,0,219903350,219903350,2757280,219903350,3632830.8106809976,0.07836133333333334,NA,NA,21815466.283627667,21815466.283627667,0,32898067.821965568,21990335,3632830.8106809976,64592.33931900285,73520302.9224536,73520302.9224536,0,0,0,0,0,0,0,0,74109627.9835,110869778.36680615,0,0,0,0,0,0,0,0,187005282.17803442,0.14960239497017924,0.9920479284934798,0.012538599343757156,0.007952056961572926,0.9920479284934798,1.4960239497017924,1,1,NA,0.4
2009,7B,40,40,0,0,40,40,12,0,0,12,40,12,0,40,12,424268400,406788491.8758881,155181960,155181960,17479914.538035564,17479914.538035564,62766265.23518677,424268400,0,0,0,0,0,0,0,0,424268400,424268400,155181960,424268400,6459863.553740923,0.06769725,NA,NA,40678849.18758881,40678849.18758881,0,62766265.23518677,42426840,6459863.553740923,288568.6962590761,137091789.64709306,137091789.64709306,0,0,0,0,0,0,0,0,142982693.484,211528590.46910292,0,0,0,0,0,0,0,0,361502134.76481324,0.14793999561406593,0.9587998820461012,0.3657636533854513,0.04120013307150748,0.9587998820461012,1.4793999561406592,1,1,NA,0.3
2009,8A,280,261,0,0,280,280,111,0,0,111,280,111,16,280,111,238599120,194737273.25345278,73394800,73394800,43616961.76463399,43616961.76463399,35315058.59559612,238599120,0,17427714.311148036,0,0,0,0,0,0,238599120,238599120,73394800,238599120,7802430.55056731,0.12039192857142857,NA,NA,19473727.325345278,19473727.325345278,0,35315058.59559612,23859912,7802430.55056731,1645230.9094326904,65628408.45914613,65628408.45914613,0,5873314,0,0,0,0,0,0,80410289.4312,119015278.97301848,0,0,0,0,0,0,0,16,203284061.40440387,0.14801001192123475,0.8161692853412569,0.3076071697163007,0.1828043697924535,0.8161692853412569,1.4801001192123475,1,1,NA,0.3964285714285714
2009,8B,264,264,0,264,0,0,0,264,102,102,264,102,13,264,102,175051710,102084501.10781114,100500390,100500390,72935224.59480184,72935224.59480184,23102848.763600286,175051710,0,4966511.379484288,0,0,0,175051710,175051710,100500390,0,0,0,175051710,4035695.5074515706,0.12317424242424242,NA,NA,10208450.110781115,0,10208450.110781115,23102848.763600286,17505171,4035695.5074515706,2569923.1725484296,34403497.71834344,0,34403497.71834344,1673764,0,0,0,0,0,0,58994176.787099995,77858910.61820932,0,0,0,0,0,0,0,13,151948861.2363997,0.13197728124792546,0.5831676886093323,0.5741182991014484,0.41664959796623435,0.5831676886093323,1.3197728124792547,1,NA,1,0.38636363636363635
2009,9,1619,1619,0,0,0,0,0,0,0,465,0,0,0,0,0,0,1434702243.4350045,0,468151540,0,295479997.71134067,29547999.771134067,1738928020,0,0,0,0,0,0,0,0,0,0,0,0,28191492.95914883,0.06394278567016677,NA,NA,143470224.34350047,0,0,29547999.771134067,173892802,28191492.95914883,5048411.020851169,483509003.0600309,0,0,0,0,0,0,0,0,0,586036132.0202,99579714.02869892,0,0,0,0,0,0,0,0,1709380020.2288659,0.016992077550820113,0.8250498162856703,NA,NA,0.8250498162856704,0.16992077550820112,0,NA,NA,NA
2010,0,94624,94004,0,0,0,0,0,0,0,30940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94624,0,0,0,0,0,0,0,0,0,0,0.06960123541596212,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2010,1,66216,66190,0,0,0,0,0,0,0,19168,0,0,7,0,0,0,4002536376.7776823,0,1764559340,0,1022804866.8910091,102286145.78001,5029405710,13081.818181818182,43509.090909090904,3659,0,0,0,0,0,0,0,0,0,87974466.4612645,0.07481788011960855,NA,NA,400253637.67776823,0,0,102286145.78001,502940571,87974466.4612645,18737644.718735494,1320837004.336635,0,0,18675,0,0,0,0,0,4317,1659703884.3,337544281.07403296,0,0,0,0,0,0,4,3,4927119564.21999,0.020337620720602,0.7958269043237879,NA,NA,0.7958269043237879,0.20337620720601998,0,NA,NA,NA
2010,2,1580283,1145016,1580283,0,0,0,0,0,0,126397,0,0,1086882,0,0,0,322603371269.2242,0,23634395050,0,14779109305.294186,7436829703.895049,397063583740,59567831293.93927,3655633.3333333335,8458,397063583740,397063583740,0,0,0,0,0,0,0,6876296628.9643755,0.06839005231341476,3926.993757592709,4789.503562585451,32260337126.922424,0,0,7436829703.895049,39706358374,6876296628.9643755,266911229.13562435,106459112518.844,0,0,19658590686,10826205600,968617874,4829398531,3004267031,20096636,8798655,131030982634.2,24541538022.85371,986040,243203,117877,100726,10291,96,1548,19,389626754036.105,0.01872956878554931,0.8124728242025517,NA,NA,0.8124728242025518,0.1872956878554931,0,NA,NA,NA
