tax_code_num,class_code,major_class_code,major_class_type,Alea_cats,av,eav,exe_homeowner,exe_senior,exe_freeze,exe_longtime_homeowner,exe_disabled,exe_vet_returning,exe_vet_dis,exe_abate,pin_count
10021,208,2,Residential,Owner Occupied,2358077,7080598,170000,24000,2000,0,0,0,0,0,29
10021,209,2,Residential,Owner Occupied,197703,593643,10000,8000,0,0,0,0,0,0,2
10021,211,2,Residential,Rental,1614505,4847873,120000,16000,0,0,0,0,0,0,39
10021,212,2,Residential,Rental,32842,98615,0,0,0,0,0,0,0,0,1
10021,234,2,Residential,Owner Occupied,1714781,5148973,430000,104000,56979,0,0,0,0,0,60
10021,241,2,Residential,Nonresidential,115696,347400,0,0,0,0,0,0,0,0,37
10021,278,2,Residential,Owner Occupied,13585271,40792494,2035290,272000,155505,0,0,0,0,0,271
10021,290,2,Residential,NA,7962,23907,0,0,0,0,0,0,0,0,2
10021,295,2,Residential,Owner Occupied,2067043,6206709,240000,104000,11265,0,0,0,0,0,48
10021,299,2,Residential,Owner Occupied,2992695,8986157,820000,232000,90034,0,0,0,0,0,199
10021,314,3,Multi-Family,Rental,340962,1023807,0,0,0,0,0,0,0,0,3
10021,390,3,Multi-Family,NA,2047,6147,0,0,0,0,0,0,0,0,1
10021,396,3,Multi-Family,Rental,601189,1805190,0,0,0,0,0,0,0,0,10
10021,399,3,Multi-Family,Rental,27484,82526,0,0,0,0,0,0,0,0,1
10021,497,4,Not For Profit,NA,1541976,4630091,0,0,0,0,0,0,0,0,1
10021,500,5A,Commercial,Nonresidential,20,60,0,0,0,0,0,0,0,0,1
10021,517,5A,Commercial,NA,4068214,12215625,0,0,0,0,0,0,0,0,32
10021,522,5A,Commercial,NA,594560,1785285,0,0,0,0,0,0,0,0,5
10021,528,5A,Commercial,NA,523716,1572562,0,0,0,0,0,0,0,0,3
10021,531,5A,Commercial,NA,200000,600540,0,0,0,0,0,0,0,0,4
10021,533,5A,Commercial,NA,54138,162560,0,0,0,0,0,0,0,0,1
10021,580,5B,Industrial,NA,895926,2690197,0,0,0,0,0,0,0,0,4
10021,590,5A,Commercial,NA,3367691,10112164,0,0,0,0,0,0,0,0,19
10021,592,5A,Commercial,NA,5572762,16733333,0,0,0,0,0,0,0,0,18
10021,593,5B,Industrial,NA,2470101,7416973,0,0,0,0,0,0,0,0,5
10021,597,5A,Commercial,NA,8638135,25937728,0,0,0,0,0,0,0,0,8
10021,599,5A,Commercial,NA,1541000,4627162,0,0,0,0,0,0,0,0,20
10021,991,9,Multi-Family Incentive,Rental,232843,699158,0,0,0,0,0,0,0,0,1
10030,100,1,Vacant,Nonresidential,326,979,0,0,0,0,0,0,0,0,1
10030,204,2,Residential,Owner Occupied,98576,295994,20000,8000,0,0,0,0,0,0,2
10030,278,2,Residential,Owner Occupied,53296,160032,10000,8000,0,0,0,0,0,0,1
10035,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,139
10035,100,1,Vacant,Nonresidential,1771611,5319621,0,0,0,0,0,0,0,0,91
10035,190,1,Vacant,Nonresidential,50267,150937,0,0,0,0,0,0,0,0,5
10035,201,2,Residential,NA,129007,387370,0,0,0,0,0,0,0,0,7
10035,202,2,Residential,Owner Occupied,435080,1306414,20000,0,0,0,0,0,0,0,4
10035,203,2,Residential,Owner Occupied,494883,1485985,60000,32000,0,0,0,0,0,0,13
10035,204,2,Residential,Owner Occupied,15751031,47295621,1433300,424000,10000,0,2000,0,0,0,219
10035,205,2,Residential,Owner Occupied,387605,1163862,60000,48000,16959,0,0,0,0,0,9
10035,206,2,Residential,Owner Occupied,2294995,6891182,196700,56000,0,0,0,0,0,0,36
10035,207,2,Residential,Owner Occupied,43952,131975,10000,0,0,0,0,0,0,0,1
10035,208,2,Residential,Owner Occupied,3958424,11885961,440000,104000,4000,0,2000,0,0,0,53
10035,209,2,Residential,Owner Occupied,23647246,71005581,1271700,264000,2000,0,0,0,0,0,197
10035,224,2,Residential,NA,122496,367819,0,0,0,0,0,0,0,0,10
10035,234,2,Residential,Owner Occupied,519469,1559808,70990,32000,0,0,0,0,0,0,11
10035,239,2,Residential,NA,102922,309043,0,0,0,0,0,0,0,0,38
10035,241,2,Residential,Nonresidential,1277524,3836019,0,0,0,0,0,0,0,0,110
10035,278,2,Residential,Owner Occupied,3943661,11841633,590000,176000,86173,0,0,0,0,0,82
10035,290,2,Residential,NA,135325,406339,0,0,0,0,0,0,0,0,6
10038,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4
10038,100,1,Vacant,Nonresidential,85141,255653,0,0,0,0,0,0,0,0,4
10038,190,1,Vacant,Nonresidential,53387,160305,0,0,0,0,0,0,0,0,3
10038,517,5A,Commercial,NA,429999,1291158,0,0,0,0,0,0,0,0,1
10038,527,5A,Commercial,NA,1188159,3567685,0,0,0,0,0,0,0,0,1
10038,528,5A,Commercial,NA,371471,1115416,0,0,0,0,0,0,0,0,1
10038,590,5A,Commercial,NA,69341,208210,0,0,0,0,0,0,0,0,2
10038,592,5A,Commercial,NA,1390346,4174792,0,0,0,0,0,0,0,0,2
10038,597,5A,Commercial,NA,164027,492524,0,0,0,0,0,0,0,0,1
10039,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3
10039,100,1,Vacant,Nonresidential,58527,175739,0,0,0,0,0,0,0,0,6
10039,202,2,Residential,Owner Occupied,34737,104305,0,0,0,0,0,0,0,0,1
10039,203,2,Residential,Owner Occupied,116693,350394,20000,8000,2000,0,0,0,0,0,3
10039,204,2,Residential,Owner Occupied,1304241,3916245,180000,48000,8647,0,0,0,0,0,23
10039,205,2,Residential,Owner Occupied,45557,136794,0,0,0,0,0,0,0,0,1
10039,206,2,Residential,Owner Occupied,282779,849100,43300,0,0,0,0,0,0,0,6
10039,207,2,Residential,Owner Occupied,131174,393876,30000,8000,0,0,0,0,0,0,3
10039,208,2,Residential,Owner Occupied,1006880,3023359,110000,40000,0,0,0,0,0,0,15
10039,209,2,Residential,Owner Occupied,823660,2473204,60000,0,0,0,0,0,0,0,7
10039,224,2,Residential,NA,26616,79920,0,0,0,0,0,0,0,0,1
10039,234,2,Residential,Owner Occupied,286911,861508,60000,8000,0,0,0,0,0,0,6
10039,241,2,Residential,Nonresidential,68458,205559,0,0,0,0,0,0,0,0,17
10039,278,2,Residential,Owner Occupied,799625,2401033,130000,16000,0,0,0,0,0,0,17
10040,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2
10041,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,16
10041,100,1,Vacant,Nonresidential,1252110,3759703,0,0,0,0,0,0,0,0,227
10041,190,1,Vacant,Nonresidential,87751,263490,0,0,0,0,0,0,0,0,2
10041,202,2,Residential,Owner Occupied,20891,62729,10000,0,0,0,0,0,0,0,1
10041,203,2,Residential,Owner Occupied,237304,712552,50000,24000,4800,0,0,0,0,0,6
10041,204,2,Residential,Owner Occupied,12224247,36705747,1640000,568000,195553,0,0,0,2500,0,196
10041,206,2,Residential,Owner Occupied,813785,2443553,40000,0,0,0,0,0,0,0,10
10041,207,2,Residential,Owner Occupied,228983,687567,50000,0,0,0,0,0,0,0,6
10041,208,2,Residential,Owner Occupied,20779104,62393419,2540000,584000,38972,0,2000,0,0,0,311
10041,209,2,Residential,Owner Occupied,47179707,141666514,3550000,808000,328935,0,4000,0,0,0,457
10041,224,2,Residential,NA,25657,77040,0,0,0,0,0,0,0,0,1
10041,234,2,Residential,Owner Occupied,141387,424543,20000,0,0,0,0,0,0,0,3
10041,239,2,Residential,NA,30657,92053,0,0,0,0,0,0,0,0,9
10041,241,2,Residential,Nonresidential,268756,806991,0,0,0,0,0,0,0,0,43
10041,278,2,Residential,Owner Occupied,12216466,36682376,2120000,704000,178873,0,2000,0,5000,0,243
10041,290,2,Residential,NA,35409,106322,0,0,0,0,0,0,0,0,5
10041,297,2,Residential,NA,2,6,0,0,0,0,0,0,0,0,1
10041,517,5A,Commercial,NA,1850692,5557073,0,0,0,0,0,0,0,0,4
10041,528,5A,Commercial,NA,780520,2343667,0,0,0,0,0,0,0,0,1
10041,583,5B,Industrial,NA,405005,1216109,0,0,0,0,0,0,0,0,1
10041,599,5A,Commercial,NA,4205222,12627018,0,0,0,0,0,0,0,0,35
10043,100,1,Vacant,Nonresidential,42802,128521,0,0,0,0,0,0,0,0,7
10043,204,2,Residential,Owner Occupied,111106,333618,10000,0,0,0,0,0,0,0,1
10043,208,2,Residential,Owner Occupied,564692,1695600,70000,24000,0,0,0,0,0,0,8
10043,209,2,Residential,Owner Occupied,1173962,3525054,110000,32000,49963,0,0,0,0,0,13
10043,239,2,Residential,NA,1,3,0,0,0,0,0,0,0,0,1
10043,241,2,Residential,Nonresidential,49669,149141,0,0,0,0,0,0,0,0,4
10043,278,2,Residential,Owner Occupied,213371,640689,20000,8000,0,0,0,0,0,0,4
10043,297,2,Residential,NA,2,6,0,0,0,0,0,0,0,0,1
10044,100,1,Vacant,Nonresidential,7409,22247,0,0,0,0,0,0,0,0,1
10048,100,1,Vacant,Nonresidential,63151,189623,0,0,0,0,0,0,0,0,3
10048,239,2,Residential,NA,7890,23692,0,0,0,0,0,0,0,0,4
10048,517,5A,Commercial,NA,11429688,34319925,0,0,0,0,0,0,0,0,7
10048,528,5A,Commercial,NA,819503,2460721,0,0,0,0,0,0,0,0,2
10053,206,2,Residential,Owner Occupied,123793,371713,0,0,0,0,0,0,0,0,1
10053,239,2,Residential,NA,5624,16888,0,0,0,0,0,0,0,0,2
10055,100,1,Vacant,Nonresidential,65340,196196,0,0,0,0,0,0,0,0,3
10055,203,2,Residential,Owner Occupied,41740,125333,0,0,0,0,0,0,0,0,1
10055,204,2,Residential,Owner Occupied,572728,1719730,60000,16000,0,0,0,0,0,0,9
10055,208,2,Residential,Owner Occupied,461748,1386491,60000,24000,0,0,0,0,0,0,7
10055,209,2,Residential,Owner Occupied,323623,971743,40000,16000,0,0,0,0,0,0,4
10055,241,2,Residential,Nonresidential,11107,33351,0,0,0,0,0,0,0,0,1
10055,278,2,Residential,Owner Occupied,500311,1502284,90000,8000,0,0,0,0,0,0,10
10057,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
10057,100,1,Vacant,Nonresidential,226130,679001,0,0,0,0,0,0,0,0,11
10057,190,1,Vacant,Nonresidential,19877,59685,0,0,0,0,0,0,0,0,1
10057,204,2,Residential,Owner Occupied,566158,1700004,50000,32000,0,0,0,0,0,0,8
10057,205,2,Residential,Owner Occupied,37791,113475,10000,8000,0,0,0,0,0,0,1
10057,208,2,Residential,Owner Occupied,1154816,3467567,120000,32000,10439,0,0,0,0,0,14
10057,209,2,Residential,Owner Occupied,3003924,9019883,175000,16000,2000,0,0,0,0,0,26
10057,239,2,Residential,NA,4535,13617,0,0,0,0,0,0,0,0,1
10057,241,2,Residential,Nonresidential,15567,46743,0,0,0,0,0,0,0,0,2
10057,278,2,Residential,Owner Occupied,420241,1261858,50000,16000,2000,0,0,0,0,0,7
10059,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,15
10059,100,1,Vacant,Nonresidential,1414478,4247254,0,0,0,0,0,0,0,0,11
10059,203,2,Residential,Owner Occupied,4345820,13049200,1480000,304000,202574,0,0,0,0,0,172
10059,204,2,Residential,Owner Occupied,123939,372153,30000,0,0,0,2000,0,0,0,4
10059,207,2,Residential,Owner Occupied,3680096,11050221,1210000,288000,42603,0,2000,0,0,0,138
10059,234,2,Residential,Owner Occupied,2629889,7896772,860000,200000,97513,0,2000,0,0,0,101
10059,239,2,Residential,NA,15275,45866,0,0,0,0,0,0,0,0,3
10059,241,2,Residential,Nonresidential,5644,16947,0,0,0,0,0,0,0,0,7
10059,278,2,Residential,Owner Occupied,10693468,32109278,2900000,704000,421227,0,10000,0,0,0,321
10059,517,5A,Commercial,NA,1598434,4799618,0,0,0,0,0,0,0,0,4
10059,523,5A,Commercial,NA,479507,1439816,0,0,0,0,0,0,0,0,1
10059,531,5A,Commercial,NA,679998,2041830,0,0,0,0,0,0,0,0,2
10059,580,5B,Industrial,NA,55598,166944,0,0,0,0,0,0,0,0,1
10059,590,5A,Commercial,NA,365747,1098229,0,0,0,0,0,0,0,0,1
10059,593,5B,Industrial,NA,12147095,36474082,0,0,0,0,0,0,0,0,3
10059,597,5A,Commercial,NA,8000,24022,0,0,0,0,0,0,0,0,1
10059,663,6B,Industrial Incentive,NA,2036701,6115602,0,0,0,0,0,0,0,0,4
10059,670,6B,Industrial Incentive,NA,43134,129519,0,0,0,0,0,0,0,0,2
10062,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
10062,278,2,Residential,Owner Occupied,33781,101434,0,0,0,0,0,0,0,0,1
10064,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
10064,100,1,Vacant,Nonresidential,3,9,0,0,0,0,0,0,0,0,3
10064,204,2,Residential,Owner Occupied,376997,1132010,50000,24000,0,0,0,0,0,0,7
10064,208,2,Residential,Owner Occupied,2087026,6266714,230000,24000,0,0,0,0,0,0,29
10064,278,2,Residential,Owner Occupied,1158406,3478348,180000,24000,0,0,0,0,0,0,19
10065,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3
10065,100,1,Vacant,Nonresidential,10764,32321,0,0,0,0,0,0,0,0,2
10069,100,1,Vacant,Nonresidential,160642,482358,0,0,0,0,0,0,0,0,23
10069,204,2,Residential,Owner Occupied,991424,2976949,120000,40000,6272,0,0,0,0,0,15
10069,208,2,Residential,Owner Occupied,3432697,10307357,410000,112000,0,0,0,0,0,0,51
10069,209,2,Residential,Owner Occupied,5539226,16632634,460000,64000,0,0,2000,0,0,0,59
10069,241,2,Residential,Nonresidential,34216,102741,0,0,0,0,0,0,0,0,6
10069,278,2,Residential,Owner Occupied,469362,1409353,70000,16000,0,0,0,0,5000,0,8
10069,290,2,Residential,NA,2,6,0,0,0,0,0,0,0,0,1
10074,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2
10074,100,1,Vacant,Nonresidential,5,15,0,0,0,0,0,0,0,0,5
10074,203,2,Residential,Owner Occupied,2850245,8558435,670000,488000,200082,0,2000,0,0,0,85
10074,204,2,Residential,Owner Occupied,1226386,3682467,300000,184000,26664,0,0,0,0,0,33
10075,100,1,Vacant,Nonresidential,499293,1499227,0,0,0,0,0,0,0,0,4
10075,593,5B,Industrial,NA,3944165,11843144,0,0,0,0,0,0,0,0,1
10076,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8
10076,100,1,Vacant,Nonresidential,6487,19479,0,0,0,0,0,0,0,0,1
10076,203,2,Residential,Owner Occupied,30935,92889,10000,8000,0,0,0,0,0,0,1
10076,597,5A,Commercial,NA,575000,1726553,0,0,0,0,0,0,0,0,1
10077,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
10077,204,2,Residential,Owner Occupied,90555,271909,0,0,0,0,0,0,0,0,1
10083,100,1,Vacant,Nonresidential,30249,90829,0,0,0,0,0,0,0,0,1
10083,209,2,Residential,Owner Occupied,78851,236766,10000,0,0,0,0,0,0,0,1
10083,241,2,Residential,Nonresidential,8672,26039,0,0,0,0,0,0,0,0,2
10083,278,2,Residential,Owner Occupied,99637,299180,20000,8000,0,0,0,0,0,0,2
10085,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
10085,100,1,Vacant,Nonresidential,106,318,0,0,0,0,0,0,0,0,1
10085,202,2,Residential,Owner Occupied,16402,49250,0,0,0,0,0,0,0,0,1
10085,204,2,Residential,Owner Occupied,1107306,3324907,160000,72000,0,0,0,0,0,0,20
10085,205,2,Residential,Owner Occupied,45173,135641,0,0,0,0,0,0,0,0,1
10085,208,2,Residential,Owner Occupied,547668,1644483,80000,32000,0,0,0,0,0,0,9
10085,209,2,Residential,Owner Occupied,90708,272369,10000,0,0,0,0,0,0,0,1
10085,224,2,Residential,NA,12503,37543,0,0,0,0,0,0,0,0,1
10085,241,2,Residential,Nonresidential,1549,4651,0,0,0,0,0,0,0,0,4
10085,278,2,Residential,Owner Occupied,478649,1437240,80000,16000,16937,0,0,0,0,0,10
10086,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2
10086,100,1,Vacant,Nonresidential,7262,21806,0,0,0,0,0,0,0,0,2
10086,204,2,Residential,Owner Occupied,623739,1872900,110000,16000,0,0,0,0,0,0,11
10086,208,2,Residential,Owner Occupied,203517,611100,30000,0,0,0,0,0,0,0,3
10086,209,2,Residential,Owner Occupied,225112,675944,30000,8000,0,0,0,0,0,0,3
10086,241,2,Residential,Nonresidential,9341,28047,0,0,0,0,0,0,0,0,3
10086,278,2,Residential,Owner Occupied,221724,665770,30000,16000,0,0,0,0,0,0,4
10086,290,2,Residential,NA,9395,28210,0,0,0,0,0,0,0,0,1
10088,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
10088,100,1,Vacant,Nonresidential,5,15,0,0,0,0,0,0,0,0,5
10088,208,2,Residential,Owner Occupied,699767,2101191,80000,8000,0,0,0,0,0,0,8
10088,209,2,Residential,Owner Occupied,791667,2377140,80000,24000,2000,0,0,0,0,0,9
10088,278,2,Residential,Owner Occupied,60423,181432,10000,0,0,0,0,0,0,0,1
10089,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
10089,100,1,Vacant,Nonresidential,1,3,0,0,0,0,0,0,0,0,1
10089,204,2,Residential,Owner Occupied,620194,1862256,0,0,0,0,0,0,0,0,3
10089,299,2,Residential,Owner Occupied,495480,1487779,90000,32000,0,0,0,0,0,0,11
10090,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2
10090,100,1,Vacant,Nonresidential,1,3,0,0,0,0,0,0,0,0,1
10090,299,2,Residential,Owner Occupied,1194299,3586127,220000,120000,20208,0,0,0,0,0,28
10092,100,1,Vacant,Nonresidential,48088,144393,0,0,0,0,0,0,0,0,2
10092,529,5A,Commercial,NA,1700000,5104590,0,0,0,0,0,0,0,0,1
10094,100,1,Vacant,Nonresidential,219797,659983,0,0,0,0,0,0,0,0,18
10094,204,2,Residential,Owner Occupied,237627,713523,0,0,0,0,0,0,0,0,2
10094,208,2,Residential,Owner Occupied,96101,288562,0,0,0,0,0,0,0,0,1
10094,209,2,Residential,Owner Occupied,125293,376217,0,0,0,0,0,0,0,0,1
10094,239,2,Residential,NA,7516,22568,0,0,0,0,0,0,0,0,2
10094,517,5A,Commercial,NA,1230999,3696321,0,0,0,0,0,0,0,0,1
10094,533,5A,Commercial,NA,409464,1229498,0,0,0,0,0,0,0,0,1
10095,100,1,Vacant,Nonresidential,5168,15518,0,0,0,0,0,0,0,0,1
10095,208,2,Residential,Owner Occupied,602788,1809992,80000,8000,0,0,0,0,0,0,8
10095,209,2,Residential,Owner Occupied,1214182,3645824,110000,8000,0,0,0,0,0,0,12
10095,239,2,Residential,NA,2229,6695,0,0,0,0,0,0,0,0,9
10095,278,2,Residential,Owner Occupied,65311,196109,10000,0,0,0,0,0,0,0,1
10099,100,1,Vacant,Nonresidential,11596,34819,0,0,0,0,0,0,0,0,1
10099,239,2,Residential,NA,6339,19034,0,0,0,0,0,0,0,0,2
10100,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7
10100,100,1,Vacant,Nonresidential,138,414,0,0,0,0,0,0,0,0,1
10100,212,2,Residential,Rental,270029,810815,0,0,0,0,0,0,0,0,7
10100,299,2,Residential,Owner Occupied,411906,1236837,75134,16000,0,0,0,0,0,0,51
10100,399,3,Multi-Family,Rental,233628,701514,0,0,0,0,0,0,0,0,8
10100,517,5A,Commercial,NA,902286,2709296,0,0,0,0,0,0,0,0,10
10100,590,5A,Commercial,NA,259585,779456,0,0,0,0,0,0,0,0,8
10100,592,5A,Commercial,NA,5596225,16803787,0,0,0,0,0,0,0,0,22
10100,599,5A,Commercial,NA,595321,1787563,0,0,0,0,0,0,0,0,26
10101,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,16
10101,100,1,Vacant,Nonresidential,11157,33501,0,0,0,0,0,0,0,0,2
10101,203,2,Residential,Owner Occupied,74863,224791,0,0,0,0,0,0,0,0,3
10101,205,2,Residential,Owner Occupied,99876,299898,20000,8000,0,0,0,0,0,0,3
10101,206,2,Residential,Owner Occupied,45600,136923,10000,0,0,0,0,0,0,0,1
10101,212,2,Residential,Rental,128838,386862,20000,8000,0,0,0,0,0,0,4
10101,517,5A,Commercial,NA,359996,1080960,0,0,0,0,0,0,0,0,5
10101,590,5A,Commercial,NA,232558,698302,0,0,0,0,0,0,0,0,7
10101,592,5A,Commercial,NA,1021619,3067616,0,0,0,0,0,0,0,0,7
10104,100,1,Vacant,Nonresidential,1,3,0,0,0,0,0,0,0,0,1
10104,295,2,Residential,Owner Occupied,4792233,14389633,770000,328000,18242,0,2000,0,0,0,103
10106,517,5A,Commercial,NA,1513342,4544112,0,0,0,0,0,0,0,0,1
10107,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
10107,100,1,Vacant,Nonresidential,14088,42302,0,0,0,0,0,0,0,0,3
10107,299,2,Residential,Owner Occupied,12426223,37312228,1770000,464000,6532,0,2000,0,0,0,208
10108,100,1,Vacant,Nonresidential,1,3,0,0,0,0,0,0,0,0,1
10109,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7
10110,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7
10110,100,1,Vacant,Nonresidential,3069521,9216851,0,0,0,0,0,0,0,0,33
10110,417,4,Not For Profit,NA,584107,1753898,0,0,0,0,0,0,0,0,1
10110,517,5A,Commercial,NA,2211254,6639732,0,0,0,0,0,0,0,0,6
10110,529,5A,Commercial,NA,2491524,7481299,0,0,0,0,0,0,0,0,2
10110,590,5A,Commercial,NA,4222851,12679956,0,0,0,0,0,0,0,0,13
10110,591,5A,Commercial,NA,14901578,44744968,0,0,0,0,0,0,0,0,2
10110,592,5A,Commercial,NA,11936364,35841320,0,0,0,0,0,0,0,0,9
10110,593,5B,Industrial,NA,4983855,14965021,0,0,0,0,0,0,0,0,4
10110,597,5A,Commercial,NA,8560467,25704514,0,0,0,0,0,0,0,0,7
10110,599,5A,Commercial,NA,1666149,5002945,0,0,0,0,0,0,0,0,5
10112,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9
10113,100,1,Vacant,Nonresidential,29278,87913,0,0,0,0,0,0,0,0,2
10113,209,2,Residential,Owner Occupied,111236,334008,10000,0,0,0,0,0,0,0,1
10113,241,2,Residential,Nonresidential,13274,39858,0,0,0,0,0,0,0,0,1
10114,100,1,Vacant,Nonresidential,36944,110931,0,0,0,0,0,0,0,0,15
10114,208,2,Residential,Owner Occupied,203313,610488,20000,8000,0,0,0,0,0,0,3
10114,209,2,Residential,Owner Occupied,1777007,5335818,110000,32000,0,0,0,0,0,0,14
10114,290,2,Residential,NA,2649,7954,0,0,0,0,0,0,0,0,1
10115,100,1,Vacant,Nonresidential,3490,10479,0,0,0,0,0,0,0,0,1
10116,239,2,Residential,NA,12087,36294,0,0,0,0,0,0,0,0,2
10118,239,2,Residential,NA,248,745,0,0,0,0,0,0,0,0,1
10119,100,1,Vacant,Nonresidential,2,6,0,0,0,0,0,0,0,0,2
10120,517,5A,Commercial,NA,301997,906806,0,0,0,0,0,0,0,0,2
10123,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
10124,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4
10125,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
10126,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2
10126,206,2,Residential,Owner Occupied,79303,238123,10000,8000,0,0,0,0,0,0,1
10127,100,1,Vacant,Nonresidential,9141,27448,0,0,0,0,0,0,0,0,2
10127,517,5A,Commercial,NA,532442,1598764,0,0,0,0,0,0,0,0,1
10127,528,5A,Commercial,NA,359100,1078270,0,0,0,0,0,0,0,0,1
10127,531,5A,Commercial,NA,5516299,16563791,0,0,0,0,0,0,0,0,1
10127,590,5A,Commercial,NA,163478,490875,0,0,0,0,0,0,0,0,1
10127,592,5A,Commercial,NA,473570,1421989,0,0,0,0,0,0,0,0,1
10128,100,1,Vacant,Nonresidential,51126,153516,0,0,0,0,0,0,0,0,3
10128,517,5A,Commercial,NA,1469015,4411011,0,0,0,0,0,0,0,0,4
10128,527,5A,Commercial,NA,3125898,9386134,0,0,0,0,0,0,0,0,1
