tax_code_num,class_code,major_class_code,major_class_type,Alea_cats,av,eav,exe_homeowner,exe_senior,exe_freeze,exe_longtime_homeowner,exe_disabled,exe_vet_returning,exe_vet_dis,exe_abate,pin_count
13068,210,2,Residential,Owner Occupied,46895,140812,20000,0,0,0,0,0,0,0,2
13068,211,2,Residential,Rental,1924776,5779527,30000,0,0,0,0,0,0,0,48
13068,212,2,Residential,Rental,56826,170632,10000,0,0,0,0,0,0,0,2
13068,234,2,Residential,Owner Occupied,3503271,10519270,1860000,408000,121980,0,20000,0,7500,0,205
13068,241,2,Residential,Nonresidential,98871,296878,0,0,0,0,0,0,0,0,29
13068,278,2,Residential,Owner Occupied,1564263,4697016,550000,168000,76369,0,2000,0,0,0,61
13068,290,2,Residential,NA,3068,9212,0,0,0,0,0,0,0,0,3
13068,295,2,Residential,Owner Occupied,1522158,4570587,690000,280000,160905,0,8000,0,2500,0,81
13068,299,2,Residential,Owner Occupied,1325087,3978796,1518189,134844,61465,0,11750,0,0,0,234
13068,522,5A,Commercial,NA,56415,169397,0,0,0,0,0,0,0,0,1
13068,535,5A,Commercial,NA,846576,2542014,0,0,0,0,0,0,0,0,3
13068,590,5A,Commercial,NA,4681,14056,0,0,0,0,0,0,0,0,1
13069,100,1,Vacant,Nonresidential,1325,3979,0,0,0,0,0,0,0,0,2
13069,201,2,Residential,NA,7658,22995,0,0,0,0,0,0,0,0,1
13069,202,2,Residential,Owner Occupied,6717,20169,0,0,0,0,0,0,0,0,1
13070,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,18
13070,100,1,Vacant,Nonresidential,101703,305385,0,0,0,0,0,0,0,0,17
13070,201,2,Residential,NA,10213,30667,0,0,0,0,0,0,0,0,2
13070,202,2,Residential,Owner Occupied,203892,612228,150000,32000,24635,0,2000,0,0,0,19
13070,203,2,Residential,Owner Occupied,2603981,7818969,1520000,408000,231620,0,10000,0,0,0,195
13070,204,2,Residential,Owner Occupied,78621,236075,30000,8000,12964,0,0,0,0,0,4
13070,205,2,Residential,Owner Occupied,20025,60129,10000,0,0,0,0,0,0,0,1
13070,206,2,Residential,Owner Occupied,19046,57189,10000,0,0,0,0,0,0,0,1
13070,207,2,Residential,Owner Occupied,163424,490713,80000,48000,41259,0,0,0,0,0,8
13070,234,2,Residential,Owner Occupied,5650661,16967245,2930000,648000,579902,0,16000,0,7500,0,360
13070,241,2,Residential,Nonresidential,33868,101696,0,0,0,0,0,0,0,0,11
13070,278,2,Residential,Owner Occupied,181598,545285,80000,16000,0,0,0,0,0,0,9
13070,517,5A,Commercial,NA,178750,536733,0,0,0,0,0,0,0,0,1
13070,522,5A,Commercial,NA,23852,71620,0,0,0,0,0,0,0,0,1
13070,580,5B,Industrial,NA,171570,515173,0,0,0,0,0,0,0,0,6
13070,590,5A,Commercial,NA,33035,99194,0,0,0,0,0,0,0,0,1
13070,593,5B,Industrial,NA,1068459,3208261,0,0,0,0,0,0,0,0,6
13070,597,5A,Commercial,NA,81943,246050,0,0,0,0,0,0,0,0,1
13070,663,6B,Industrial Incentive,NA,204307,613473,0,0,0,0,0,0,0,0,1
13070,817,8,Commercial/Industrial Incentive,NA,72528,217780,0,0,0,0,0,0,0,0,1
13070,831,8,Commercial/Industrial Incentive,NA,204412,613788,0,0,0,0,0,0,0,0,2
13071,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3
13071,203,2,Residential,Owner Occupied,10192,30604,0,0,0,0,0,0,0,0,1
13071,517,5A,Commercial,NA,84109,252554,0,0,0,0,0,0,0,0,1
13071,522,5A,Commercial,NA,100319,301228,0,0,0,0,0,0,0,0,1
13071,523,5A,Commercial,NA,160000,480432,0,0,0,0,0,0,0,0,1
13071,533,5A,Commercial,NA,226509,680139,0,0,0,0,0,0,0,0,2
13071,583,5B,Industrial,NA,131876,395984,0,0,0,0,0,0,0,0,1
13071,590,5A,Commercial,NA,22307,66981,0,0,0,0,0,0,0,0,1
13071,593,5B,Industrial,NA,186626,560382,0,0,0,0,0,0,0,0,3
13071,597,5A,Commercial,NA,255028,765772,0,0,0,0,0,0,0,0,2
13071,833,8,Commercial/Industrial Incentive,NA,44592,133896,0,0,0,0,0,0,0,0,1
13072,100,1,Vacant,Nonresidential,44184,132672,0,0,0,0,0,0,0,0,3
13072,203,2,Residential,Owner Occupied,12818,38489,10000,8000,0,0,0,0,0,0,1
13072,212,2,Residential,Rental,60622,182029,10000,0,0,0,0,0,0,0,2
13072,517,5A,Commercial,NA,21441,64381,0,0,0,0,0,0,0,0,1
13072,522,5A,Commercial,NA,170688,512525,0,0,0,0,0,0,0,0,2
13072,533,5A,Commercial,NA,76479,229643,0,0,0,0,0,0,0,0,2
13072,580,5B,Industrial,NA,122405,367545,0,0,0,0,0,0,0,0,2
13072,590,5A,Commercial,NA,98051,294418,0,0,0,0,0,0,0,0,3
13072,597,5A,Commercial,NA,212490,638044,0,0,0,0,0,0,0,0,1
13072,890,8,Commercial/Industrial Incentive,NA,27772,83391,0,0,0,0,0,0,0,0,1
13072,893,8,Commercial/Industrial Incentive,NA,93392,280428,0,0,0,0,0,0,0,0,1
13074,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
13081,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6
13081,100,1,Vacant,Nonresidential,170276,511289,0,0,0,0,0,0,0,0,17
13081,202,2,Residential,Owner Occupied,10955,32895,10000,0,0,0,0,0,0,0,1
13081,203,2,Residential,Owner Occupied,12154,36495,10000,8000,0,0,0,0,0,0,1
13081,204,2,Residential,Owner Occupied,13241,39759,10000,0,0,0,0,0,0,0,1
13081,206,2,Residential,Owner Occupied,25517,76620,10000,0,0,0,0,0,0,0,1
13081,208,2,Residential,Owner Occupied,43986,132077,10000,0,0,0,0,0,0,0,1
13081,234,2,Residential,Owner Occupied,83734,251428,50000,16000,8856,0,0,0,0,0,5
13081,241,2,Residential,Nonresidential,2977,8939,0,0,0,0,0,0,0,0,1
13081,278,2,Residential,Owner Occupied,31951,95939,20000,8000,0,0,0,0,0,0,2
13081,517,5A,Commercial,NA,270792,813107,0,0,0,0,0,0,0,0,2
13081,599,5A,Commercial,NA,170993,513441,0,0,0,0,0,0,0,0,3
13081,897,8,Commercial/Industrial Incentive,NA,16548,49689,0,0,0,0,0,0,0,0,1
13081,899,8,Commercial/Industrial Incentive,NA,466839,1401776,0,0,0,0,0,0,0,0,18
13089,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
13089,100,1,Vacant,Nonresidential,31,93,0,0,0,0,0,0,0,0,4
13089,190,1,Vacant,Nonresidential,6,18,0,0,0,0,0,0,0,0,3
13089,211,2,Residential,Rental,637919,1915480,110000,16000,0,0,0,0,0,0,29
13089,241,2,Residential,Nonresidential,135,405,0,0,0,0,0,0,0,0,1
13089,295,2,Residential,Owner Occupied,273032,819835,140000,32000,7412,0,2000,0,0,0,16
13089,299,2,Residential,Owner Occupied,754977,2266976,660000,135600,35111,0,2977,0,0,0,106
13089,315,3,Multi-Family,Rental,1224756,3677575,0,0,0,0,0,0,0,0,2
13089,391,3,Multi-Family,Rental,808165,2426677,0,0,0,0,0,0,0,0,1
13094,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
13094,100,1,Vacant,Nonresidential,1235,3708,0,0,0,0,0,0,0,0,2
13094,203,2,Residential,Owner Occupied,13192,39612,10000,0,0,0,0,0,0,0,1
13094,234,2,Residential,Owner Occupied,15838,47557,10000,0,0,0,0,0,0,0,1
13094,580,5B,Industrial,NA,5218,15668,0,0,0,0,0,0,0,0,1
13094,670,6B,Industrial Incentive,NA,1051,3156,0,0,0,0,0,0,0,0,1
13097,100,1,Vacant,Nonresidential,2718,8161,0,0,0,0,0,0,0,0,2
13097,202,2,Residential,Owner Occupied,32155,96551,20000,0,0,0,0,0,0,0,2
13097,203,2,Residential,Owner Occupied,89316,268189,30000,16000,17355,0,0,0,0,0,5
13097,204,2,Residential,Owner Occupied,54228,162830,20000,8000,0,0,0,0,0,0,2
13097,205,2,Residential,Owner Occupied,16815,50490,10000,0,0,0,0,0,0,0,1
13097,234,2,Residential,Owner Occupied,101076,303501,40000,8000,0,0,0,0,0,0,5
13097,241,2,Residential,Nonresidential,6568,19722,0,0,0,0,0,0,0,0,1
13097,278,2,Residential,Owner Occupied,81332,244216,30000,0,0,0,0,0,0,0,3
13098,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5
13098,100,1,Vacant,Nonresidential,3901,11714,0,0,0,0,0,0,0,0,8
13098,241,2,Residential,Nonresidential,90399,271440,0,0,0,0,0,0,0,0,4
13098,295,2,Residential,Owner Occupied,2203786,6617302,980000,504000,74825,0,8000,0,2500,0,118
13098,517,5A,Commercial,NA,737382,2214137,0,0,0,0,0,0,0,0,4
13098,590,5A,Commercial,NA,197984,594487,0,0,0,0,0,0,0,0,1
13098,597,5A,Commercial,NA,173527,521050,0,0,0,0,0,0,0,0,1
13098,599,5A,Commercial,NA,671355,2015878,0,0,0,0,0,0,0,0,15
13099,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
13099,100,1,Vacant,Nonresidential,169179,507993,0,0,0,0,0,0,0,0,20
13099,201,2,Residential,NA,3151,9462,0,0,0,0,0,0,0,0,1
13099,202,2,Residential,Owner Occupied,120828,362809,70000,11016,3984,0,0,0,0,0,17
13099,203,2,Residential,Owner Occupied,88877,266870,50000,2467,8077,0,1858,0,0,0,12
13099,204,2,Residential,Owner Occupied,21593,64837,0,0,0,0,0,0,0,0,2
13099,205,2,Residential,Owner Occupied,14554,43701,10000,0,0,0,0,0,0,0,1
13099,241,2,Residential,Nonresidential,15421,46305,0,0,0,0,0,0,0,0,2
13099,278,2,Residential,Owner Occupied,35020,105154,20000,0,0,0,0,0,0,0,2
13099,297,2,Residential,NA,4692,14089,0,0,0,0,0,0,0,0,1
13101,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5
13101,100,1,Vacant,Nonresidential,18462,55436,0,0,0,0,0,0,0,0,2
13101,190,1,Vacant,Nonresidential,137952,414229,0,0,0,0,0,0,0,0,2
13101,239,2,Residential,NA,8878,26658,0,0,0,0,0,0,0,0,1
13101,517,5A,Commercial,NA,3420158,10269708,0,0,0,0,0,0,0,0,17
13101,589,5B,Industrial,NA,50951,152991,0,0,0,0,0,0,0,0,1
13101,590,5A,Commercial,NA,152445,457746,0,0,0,0,0,0,0,0,2
13101,592,5A,Commercial,NA,793031,2381234,0,0,0,0,0,0,0,0,3
13101,593,5B,Industrial,NA,1895856,5692686,0,0,0,0,0,0,0,0,9
13101,597,5A,Commercial,NA,150000,450405,0,0,0,0,0,0,0,0,1
13101,599,5A,Commercial,NA,404584,1214843,0,0,0,0,0,0,0,0,6
13101,663,6B,Industrial Incentive,NA,170876,513090,0,0,0,0,0,0,0,0,2
13101,679,6B,Industrial Incentive,NA,148488,445865,0,0,0,0,0,0,0,0,5
13101,817,8,Commercial/Industrial Incentive,NA,1578650,4740212,0,0,0,0,0,0,0,0,3
13101,899,8,Commercial/Industrial Incentive,NA,102641,308199,0,0,0,0,0,0,0,0,3
13101,991,9,Multi-Family Incentive,Rental,338494,1016396,0,0,0,0,0,0,0,0,1
13106,100,1,Vacant,Nonresidential,1569,4711,0,0,0,0,0,0,0,0,3
13106,203,2,Residential,Owner Occupied,114654,344271,70000,16000,8159,0,0,0,0,0,9
13106,206,2,Residential,Owner Occupied,16398,49238,10000,0,0,0,0,0,0,0,1
13106,207,2,Residential,Owner Occupied,12692,38110,10000,0,0,0,0,0,0,0,1
13106,234,2,Residential,Owner Occupied,196314,589475,110000,24000,27459,0,4000,0,0,0,12
13106,278,2,Residential,Owner Occupied,60763,182453,30000,0,0,0,0,0,0,0,4
13106,517,5A,Commercial,NA,239742,719873,0,0,0,0,0,0,0,0,3
13106,590,5A,Commercial,NA,36601,109902,0,0,0,0,0,0,0,0,1
13106,592,5A,Commercial,NA,169888,510123,0,0,0,0,0,0,0,0,1
13106,593,5B,Industrial,NA,64876,194803,0,0,0,0,0,0,0,0,2
13107,517,5A,Commercial,NA,49160,147613,0,0,0,0,0,0,0,0,1
13110,817,8,Commercial/Industrial Incentive,NA,18731,56244,0,0,0,0,0,0,0,0,1
13111,203,2,Residential,Owner Occupied,10160,30507,10000,8000,0,0,0,0,0,0,1
13111,528,5A,Commercial,NA,213072,639791,0,0,0,0,0,0,0,0,1
13111,590,5A,Commercial,NA,141928,426167,0,0,0,0,0,0,0,0,1
13111,817,8,Commercial/Industrial Incentive,NA,31046,93222,0,0,0,0,0,0,0,0,1
13113,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4
13116,241,2,Residential,Nonresidential,110,330,0,0,0,0,0,0,0,0,1
13122,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7
13122,100,1,Vacant,Nonresidential,96804,290671,0,0,0,0,0,0,0,0,9
13122,203,2,Residential,Owner Occupied,21059,63234,10000,0,0,0,0,0,0,0,1
13122,207,2,Residential,Owner Occupied,18501,55553,10000,0,0,0,0,0,0,0,1
13122,234,2,Residential,Owner Occupied,180761,542772,90000,8000,0,0,2000,0,0,0,10
13122,278,2,Residential,Owner Occupied,22437,67372,10000,0,0,0,0,0,0,0,1
13122,299,2,Residential,Owner Occupied,120464,361720,40000,0,0,0,0,0,0,0,16
13122,590,5A,Commercial,NA,106783,320637,0,0,0,0,0,0,0,0,1
13122,597,5A,Commercial,NA,300000,900810,0,0,0,0,0,0,0,0,1
13122,817,8,Commercial/Industrial Incentive,NA,155923,468190,0,0,0,0,0,0,0,0,2
13123,597,5A,Commercial,NA,180973,543408,0,0,0,0,0,0,0,0,2
13128,517,5A,Commercial,NA,576283,1730405,0,0,0,0,0,0,0,0,4
13128,522,5A,Commercial,NA,52517,157693,0,0,0,0,0,0,0,0,1
13128,531,5A,Commercial,NA,2165930,6503638,0,0,0,0,0,0,0,0,1
13132,100,1,Vacant,Nonresidential,10309,30955,0,0,0,0,0,0,0,0,2
13134,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6
13134,100,1,Vacant,Nonresidential,4751,14267,0,0,0,0,0,0,0,0,5
13134,203,2,Residential,Owner Occupied,12818,38489,10000,8000,0,0,0,0,0,0,1
13134,517,5A,Commercial,NA,71094,213474,0,0,0,0,0,0,0,0,3
13134,590,5A,Commercial,NA,16742,50271,0,0,0,0,0,0,0,0,3
13134,829,8,Commercial/Industrial Incentive,NA,164575,494169,0,0,0,0,0,0,0,0,1
13135,203,2,Residential,Owner Occupied,6851,20571,0,0,0,0,0,0,0,0,1
13135,523,5A,Commercial,NA,124998,375331,0,0,0,0,0,0,0,0,1
13136,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,21
13136,100,1,Vacant,Nonresidential,12270,36843,0,0,0,0,0,0,0,0,3
13136,190,1,Vacant,Nonresidential,11167,33531,0,0,0,0,0,0,0,0,3
13136,206,2,Residential,Owner Occupied,11483,34480,3458,0,31022,0,0,0,0,0,1
13136,397,3,Multi-Family,Rental,9485,28481,0,0,0,0,0,0,0,0,1
13136,580,5B,Industrial,NA,3828,11494,0,0,0,0,0,0,0,0,3
13136,593,5B,Industrial,NA,182640,548410,0,0,0,0,0,0,0,0,16
13136,663,6B,Industrial Incentive,NA,172800,518867,0,0,0,0,0,0,0,0,1
13136,677,6B,Industrial Incentive,NA,34984,105046,0,0,0,0,0,0,0,0,1
13141,100,1,Vacant,Nonresidential,246559,740329,0,0,0,0,0,0,0,0,91
13144,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,55
13144,100,1,Vacant,Nonresidential,360494,1082454,0,0,0,0,0,0,0,0,159
13144,190,1,Vacant,Nonresidential,23444,70395,0,0,0,0,0,0,0,0,1
13144,202,2,Residential,Owner Occupied,19000,57051,20000,0,0,0,0,0,0,0,3
13144,203,2,Residential,Owner Occupied,120112,360659,60000,16000,14045,0,0,0,0,0,11
13144,204,2,Residential,Owner Occupied,21987,66020,10000,8000,23361,0,2000,0,0,0,1
13144,205,2,Residential,Owner Occupied,46376,139253,39000,7200,5393,0,0,0,0,0,4
13144,207,2,Residential,Owner Occupied,21979,65996,10000,0,0,0,0,0,0,0,1
13144,211,2,Residential,Rental,76198,228800,17500,0,0,0,0,0,0,0,5
13144,234,2,Residential,Owner Occupied,66869,200788,20000,0,0,0,0,0,0,0,5
13144,241,2,Residential,Nonresidential,3720,11170,0,0,0,0,0,0,0,0,3
13144,278,2,Residential,Owner Occupied,33712,101227,10000,0,0,0,0,0,0,0,1
13144,295,2,Residential,Owner Occupied,29177,87609,20000,0,0,0,0,0,0,0,3
13144,390,3,Multi-Family,NA,5958,17889,0,0,0,0,0,0,0,0,3
13144,517,5A,Commercial,NA,1524450,4577463,0,0,0,0,0,0,0,0,44
13144,522,5A,Commercial,NA,187623,563377,0,0,0,0,0,0,0,0,7
13144,523,5A,Commercial,NA,172837,518978,0,0,0,0,0,0,0,0,4
13144,533,5A,Commercial,NA,64641,194098,0,0,0,0,0,0,0,0,1
13144,580,5B,Industrial,NA,291232,874482,0,0,0,0,0,0,0,0,20
13144,581,5B,Industrial,NA,9093,27304,0,0,0,0,0,0,0,0,2
13144,583,5B,Industrial,NA,183810,551926,0,0,0,0,0,0,0,0,2
13144,590,5A,Commercial,NA,432731,1299364,0,0,0,0,0,0,0,0,45
13144,593,5B,Industrial,NA,1376364,4132809,0,0,0,0,0,0,0,0,31
13144,597,5A,Commercial,NA,388535,1166654,0,0,0,0,0,0,0,0,8
13144,663,6B,Industrial Incentive,NA,326883,981532,0,0,0,0,0,0,0,0,3
13144,817,8,Commercial/Industrial Incentive,NA,10590,31799,0,0,0,0,0,0,0,0,1
13144,880,8,Commercial/Industrial Incentive,NA,3472,10424,0,0,0,0,0,0,0,0,4
13144,893,8,Commercial/Industrial Incentive,NA,135784,407718,0,0,0,0,0,0,0,0,4
13145,100,1,Vacant,Nonresidential,21877,65690,0,0,0,0,0,0,0,0,1
13145,517,5A,Commercial,NA,73218,219851,0,0,0,0,0,0,0,0,2
13145,522,5A,Commercial,NA,57330,172145,0,0,0,0,0,0,0,0,1
13145,590,5A,Commercial,NA,16782,50391,0,0,0,0,0,0,0,0,1
13145,817,8,Commercial/Industrial Incentive,NA,96782,290607,0,0,0,0,0,0,0,0,1
13145,823,8,Commercial/Industrial Incentive,NA,297156,892270,0,0,0,0,0,0,0,0,1
13145,897,8,Commercial/Industrial Incentive,NA,295106,886115,0,0,0,0,0,0,0,0,1
13146,100,1,Vacant,Nonresidential,45006,135148,0,0,0,0,0,0,0,0,46
13146,207,2,Residential,Owner Occupied,99249,298015,50000,8000,0,0,0,0,0,0,6
13146,234,2,Residential,Owner Occupied,115314,346251,90000,24000,5644,0,0,0,0,0,11
13146,278,2,Residential,Owner Occupied,8587,25784,10000,8000,0,0,0,0,0,0,1
13146,590,5A,Commercial,NA,18685,56106,0,0,0,0,0,0,0,0,2
13147,314,3,Multi-Family,Rental,285967,858673,0,0,0,0,0,0,0,0,1
13147,517,5A,Commercial,NA,320699,962963,0,0,0,0,0,0,0,0,3
13147,531,5A,Commercial,NA,1521415,4568352,0,0,0,0,0,0,0,0,4
13147,590,5A,Commercial,NA,11934,35834,0,0,0,0,0,0,0,0,1
13147,817,8,Commercial/Industrial Incentive,NA,59638,179075,0,0,0,0,0,0,0,0,1
13147,831,8,Commercial/Industrial Incentive,NA,123365,370428,0,0,0,0,0,0,0,0,2
13148,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3
13148,203,2,Residential,Owner Occupied,1380274,4144551,580000,168000,75702,0,2000,0,27921,0,70
13148,204,2,Residential,Owner Occupied,680301,2042738,250000,80000,113099,0,4000,0,0,0,28
13148,206,2,Residential,Owner Occupied,56145,168587,10000,0,0,0,0,0,0,0,2
13148,207,2,Residential,Owner Occupied,24174,72587,10000,8000,0,0,0,0,0,0,1
13148,208,2,Residential,Owner Occupied,35435,106401,0,0,0,0,0,0,0,0,1
13148,234,2,Residential,Owner Occupied,688186,2066415,240000,72000,14535,0,0,0,0,0,30
13148,278,2,Residential,Owner Occupied,218146,655027,70000,32000,40710,0,2000,0,0,0,8
13149,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,23
13149,590,5A,Commercial,NA,1208,3627,0,0,0,0,0,0,0,0,2
13150,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12
13150,100,1,Vacant,Nonresidential,22734,68266,0,0,0,0,0,0,0,0,18
13150,190,1,Vacant,Nonresidential,757,2273,0,0,0,0,0,0,0,0,1
13151,100,1,Vacant,Nonresidential,2,6,0,0,0,0,0,0,0,0,2
13151,299,2,Residential,Owner Occupied,134004,402372,110000,56000,16416,0,0,0,0,0,12
13154,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3
13154,100,1,Vacant,Nonresidential,35296,105983,0,0,0,0,0,0,0,0,5
13154,204,2,Residential,Owner Occupied,49090,147403,0,0,0,0,0,0,0,0,1
13154,206,2,Residential,Owner Occupied,89512,268778,0,0,0,0,0,0,0,0,1
13154,239,2,Residential,NA,9562,28712,0,0,0,0,0,0,0,0,4
13154,517,5A,Commercial,NA,75278,226037,0,0,0,0,0,0,0,0,1
13154,533,5A,Commercial,NA,19849,59601,0,0,0,0,0,0,0,0,1
13154,580,5B,Industrial,NA,254241,763409,0,0,0,0,0,0,0,0,5
13154,587,5B,Industrial,NA,27123,81442,0,0,0,0,0,0,0,0,1
13154,590,5A,Commercial,NA,13663,41026,0,0,0,0,0,0,0,0,1
13154,593,5B,Industrial,NA,620320,1862635,0,0,0,0,0,0,0,0,10
13154,597,5A,Commercial,NA,47360,142208,0,0,0,0,0,0,0,0,1
13154,663,6B,Industrial Incentive,NA,56040,168271,0,0,0,0,0,0,0,0,2
13155,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,25
13155,100,1,Vacant,Nonresidential,56771,170467,0,0,0,0,0,0,0,0,7
13155,190,1,Vacant,Nonresidential,42979,129053,0,0,0,0,0,0,0,0,3
13155,202,2,Residential,Owner Occupied,27229,81760,10000,0,0,0,2000,0,0,0,2
13155,203,2,Residential,Owner Occupied,35379,106233,10000,0,0,0,0,0,0,0,2
13155,212,2,Residential,Rental,230304,691534,0,0,0,0,0,0,0,0,7
13155,241,2,Residential,Nonresidential,5600,16815,0,0,0,0,0,0,0,0,1
13155,278,2,Residential,Owner Occupied,157885,474081,50000,16000,0,0,2000,0,0,0,5
13155,299,2,Residential,Owner Occupied,330092,991158,160000,32000,2000,0,0,0,0,0,48
13155,517,5A,Commercial,NA,990825,2975150,0,0,0,0,0,0,0,0,18
13155,590,5A,Commercial,NA,56929,170941,0,0,0,0,0,0,0,0,4
13155,592,5A,Commercial,NA,209118,627919,0,0,0,0,0,0,0,0,3
13155,599,5A,Commercial,NA,181841,546015,0,0,0,0,0,0,0,0,9
13155,817,8,Commercial/Industrial Incentive,NA,47893,143808,0,0,0,0,0,0,0,0,1
13155,890,8,Commercial/Industrial Incentive,NA,10677,32060,0,0,0,0,0,0,0,0,1
13157,100,1,Vacant,Nonresidential,25,75,0,0,0,0,0,0,0,0,1
13157,207,2,Residential,Owner Occupied,29071,87292,20000,0,0,0,0,0,0,0,2
13157,211,2,Residential,Rental,23806,71482,0,0,0,0,0,0,0,0,1
13157,278,2,Residential,Owner Occupied,40457,121481,20000,0,0,0,0,0,0,0,2
13159,100,1,Vacant,Nonresidential,1,3,0,0,0,0,0,0,0,0,1
13159,203,2,Residential,Owner Occupied,12234,36735,0,0,0,0,0,0,0,0,1
13160,100,1,Vacant,Nonresidential,6057,18187,0,0,0,0,0,0,0,0,1
13163,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3
13163,100,1,Vacant,Nonresidential,252256,757449,0,0,0,0,0,0,0,0,6
13163,239,2,Residential,NA,31276,93912,0,0,0,0,0,0,0,0,2
13163,580,5B,Industrial,NA,369076,1108225,0,0,0,0,0,0,0,0,1
13163,593,5B,Industrial,NA,14237903,42752151,0,0,0,0,0,0,0,0,2
13163,893,8,Commercial/Industrial Incentive,NA,1602587,4812088,0,0,0,0,0,0,0,0,1
13164,100,1,Vacant,Nonresidential,9489,28493,0,0,0,0,0,0,0,0,1
13168,517,5A,Commercial,NA,105593,317064,0,0,0,0,0,0,0,0,1
13169,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,120
13169,590,5A,Commercial,NA,24974,74989,0,0,0,0,0,0,0,0,1
13172,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2
13172,517,5A,Commercial,NA,75000,225203,0,0,0,0,0,0,0,0,1
13172,897,8,Commercial/Industrial Incentive,NA,534427,1604724,0,0,0,0,0,0,0,0,2
13173,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1
13176,100,1,Vacant,Nonresidential,31258,93858,0,0,0,0,0,0,0,0,1
13176,670,6B,Industrial Incentive,NA,47942,143955,0,0,0,0,0,0,0,0,1
13177,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2
13179,100,1,Vacant,Nonresidential,15652,46999,0,0,0,0,0,0,0,0,2
13179,234,2,Residential,Owner Occupied,29057,87250,20000,8000,0,0,0,0,0,0,2
13179,517,5A,Commercial,NA,166316,499397,0,0,0,0,0,0,0,0,5
13179,523,5A,Commercial,NA,306621,920691,0,0,0,0,0,0,0,0,3
13179,590,5A,Commercial,NA,12664,38026,0,0,0,0,0,0,0,0,2
13180,592,5A,Commercial,NA,140674,422402,0,0,0,0,0,0,0,0,3
13181,517,5A,Commercial,NA,1480900,4446699,0,0,0,0,0,0,0,0,3
13181,817,8,Commercial/Industrial Incentive,NA,146606,440214,0,0,0,0,0,0,0,0,1
13181,823,8,Commercial/Industrial Incentive,NA,266484,800172,0,0,0,0,0,0,0,0,1
13182,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,46
13182,100,1,Vacant,Nonresidential,4386,13170,0,0,0,0,0,0,0,0,2
13185,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,28
13185,100,1,Vacant,Nonresidential,26925,80848,0,0,0,0,0,0,0,0,2
13185,202,2,Residential,Owner Occupied,43733,131316,10000,8000,0,0,0,0,0,0,3
13185,203,2,Residential,Owner Occupied,54894,164830,10000,0,0,0,0,0,0,0,3
13185,204,2,Residential,Owner Occupied,38012,114139,20000,8000,0,0,0,0,0,0,2
13185,206,2,Residential,Owner Occupied,49580,148874,10000,8000,33900,0,0,0,0,0,1
13185,241,2,Residential,Nonresidential,29698,89174,0,0,0,0,0,0,0,0,4
13185,397,3,Multi-Family,Rental,750268,2252829,0,0,0,0,0,0,0,0,3
13186,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6
13186,100,1,Vacant,Nonresidential,2786,8365,0,0,0,0,0,0,0,0,2
13186,201,2,Residential,NA,9447,28366,0,0,0,0,0,0,0,0,5
13186,202,2,Residential,Owner Occupied,539534,1620057,280000,64000,60872,0,2000,0,0,0,39
13186,203,2,Residential,Owner Occupied,1497234,4495748,630000,152000,135880,0,10000,0,0,0,102
13186,204,2,Residential,Owner Occupied,269943,810557,110000,40000,13322,0,0,0,0,0,15
13186,205,2,Residential,Owner Occupied,203740,611770,80000,0,0,0,0,0,0,0,10
13186,206,2,Residential,Owner Occupied,90257,271014,40000,8000,0,0,0,0,0,0,4
13186,207,2,Residential,Owner Occupied,155745,467657,60000,8000,20484,0,0,0,0,0,9
13186,211,2,Residential,Rental,884557,2656062,80000,16000,20934,0,0,0,0,0,33
13186,234,2,Residential,Owner Occupied,386489,1160510,190000,40000,5582,0,0,0,0,0,22
13186,239,2,Residential,NA,3777,11341,0,0,0,0,0,0,0,0,2
13186,241,2,Residential,Nonresidential,22134,66460,0,0,0,0,0,0,0,0,13
