tax_code,major_class_code,major_class_type,av,eav,pins_in_majorclass,parcel_count_in_majorclass,final_tax_to_dist,final_tax_to_tif,tax_amt_exe,tax_amt_pre_exe,tax_amt_post_exe,rpm_tif_to_cps,rpm_tif_to_rpm,rpm_tif_to_dist,tif_share,total_bill
21216,5B,Industrial,866317,2601289,5,5,74265.11,224076.66999999998,0,298341.77999999997,298341.77999999997,0,0,0,0.75107350184,298341.77999999997
21217,1,Vacant,410052,1231263,26,26,89032.52,0,0,89032.52,89032.52,0,0,0,0,89032.52
21217,2,Residential,9512458,28563045,225,36,1942973.6400000001,0,122420.24334599118,2065393.9,1942973.6400000001,0,0,0,0,1942973.6400000001
21217,5A,Commercial,32761600,98373260,45,35,7113369.96,0,0,7113369.96,7113369.96,0,0,0,0,7113369.96
21217,5B,Industrial,4908128,14737637,18,6,1065678.43,0,0,1065678.43,1065678.43,0,0,0,0,1065678.43
21217,6B,Industrial Incentive,1004519,3016270,4,4,218106.44,0,0,218106.44,218106.44,0,0,0,0,218106.44
21217,NA,NA,0,0,5,5,0,0,0,0,0,0,0,0,0,0
21218,5A,Commercial,12097,36323,2,2,4674.36,0,0,4674.36,4674.36,0,0,0,0,4674.36
21218,5B,Industrial,310815,933284,3,3,120104.26999999999,0,0,120104.26999999999,120104.26999999999,0,0,0,0,120104.26999999999
21219,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21220,1,Vacant,81777,245552,1,1,6812.37,25219.9,0,32032.27,32032.27,0,0,0,0.787328076144,32032.27
21220,5A,Commercial,1422803,4272251,1,1,118525.26,438789.86,0,557315.12,557315.12,0,0,0,0.787328076144,557315.12
21220,6B,Industrial Incentive,7404164,22232484,7,7,616796.88,2283430.39,0,2900227.27,2900227.27,0,0,0,0.787328076144,2900227.27
21221,6B,Industrial Incentive,8386711,25182778,8,8,703702.36,2798969.97,0,3502672.33,3502672.33,0,0,0,0.7990955564950001,3502672.33
21223,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21225,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21226,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21228,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21229,2,Residential,1235356,3709414,150,1,34710.75,390913.45,67542.3147433103,493166.48,425624.2,0,0,0,0.918446122793,425624.2
21229,5A,Commercial,248359,745747,7,7,8085.82,91061.23999999999,0,99147.06,99147.06,0,0,0,0.918446122793,99147.06
21230,1,Vacant,722095,2168237,151,151,181611.45,0,0,181611.45,181611.45,0,0,0,0,181611.45
21230,2,Residential,13557381,40708753,200,200,3247674.97,0,162089.91356449804,3409764.88,3247674.97,0,0,0,0,3247674.97
21231,5A,Commercial,2420870,7269146,1,1,114062.46,646726.33,0,760788.79,760788.79,0,0,0,0.850073447417,760788.7899999999
21232,5A,Commercial,239036,717753,3,3,11003.66,71315.45,0,82319.11,82319.11,0,0,0,0.8663290863020001,82319.11
21232,5B,Industrial,102830,308768,1,1,4733.63,30678.98,0,35412.61,35412.61,0,0,0,0.8663290863020001,35412.61
21232,NA,NA,0,0,10,10,0,0,0,0,0,0,0,0,0.8663290863020001,0
21234,2,Residential,370346,1112038,11,11,130816.15000000001,0,11980.652735332791,142796.76,130816.15000000001,0,0,0,0,130816.15000000001
21234,5A,Commercial,1296374,3892622,1,1,499851.58,0,0,499851.58,499851.58,0,0,0,0,499851.58
21234,5B,Industrial,1603729,4815518,2,2,618360.63,0,0,618360.63,618360.63,0,0,0,0,618360.63
21234,6B,Industrial Incentive,966882,2903257,2,2,372807.22,0,0,372807.22,372807.22,0,0,0,0,372807.22
21234,NA,NA,0,0,2,2,0,0,0,0,0,0,0,0,0,0
21235,2,Residential,615191,1847236,14,11,174690.90999999997,0,2883.899331856648,177574.81,174690.90999999997,0,0,0,0,174690.90999999997
21235,3,Multi-Family,1103165,3312473,6,6,318427.89,0,0,318427.89,318427.89,0,0,0,0,318427.89
21235,5A,Commercial,13426791,40316626,94,85,3875636.2300000004,0,0,3875636.2300000004,3875636.2300000004,0,0,0,0,3875636.2300000004
21235,NA,NA,0,0,44,44,0,0,0,0,0,0,0,0,0,0
21236,5B,Industrial,298885,897463,3,3,97443,19630.989999999998,0,117073.98999999999,117073.98999999999,0,0,0,0.167680450336,117073.98999999999
21236,NA,NA,0,0,2,2,0,0,0,0,0,0,0,0,0.167680450336,0
21237,5B,Industrial,213723,641745,3,3,26334.78,51072.46000000001,0,77407.24,77407.24,0,0,0,0.6597891824619999,77407.24
21237,6B,Industrial Incentive,698726,2098065,1,1,86096.68,166971.9,0,253068.58,253068.58,0,0,0,0.6597891824619999,253068.58
21238,1,Vacant,24704,74179,7,7,8082.56,0,0,8082.56,8082.56,0,0,0,0,8082.56
21238,2,Residential,478043,1435421,48,48,148122.46,0,8280.95989190501,156403.42,148122.46,0,0,0,0,148122.46
21238,3,Multi-Family,73191,219771,1,1,23946.26,0,0,23946.26,23946.26,0,0,0,0,23946.26
21238,5A,Commercial,1064286,3195730,44,44,348206.73,0,0,348206.73,348206.73,0,0,0,0,348206.73
21238,5B,Industrial,123589,371101,6,6,40435.17,0,0,40435.17,40435.17,0,0,0,0,40435.17
21238,NA,NA,0,0,3,3,0,0,0,0,0,0,0,0,0,0
21239,1,Vacant,34770,104405,6,6,11967.97,0,0,11967.97,11967.97,0,0,0,0,11967.97
21239,2,Residential,210021,630628,13,13,64508.47,0,7780.396437691939,72288.88,64508.47,0,0,0,0,64508.47
21239,5A,Commercial,1132047,3399197,44,44,389649.87,0,0,389649.87,389649.87,0,0,0,0,389649.87
21239,5B,Industrial,70972,213107,3,3,24428.46,0,0,24428.46,24428.46,0,0,0,0,24428.46
21240,5B,Industrial,805977,2420108,8,8,338403.63,0,0,338403.63,338403.63,0,0,0,0,338403.63
21240,6B,Industrial Incentive,235600,707436,2,2,98920.76,0,0,98920.76,98920.76,0,0,0,0,98920.76
21243,5A,Commercial,522324,1568383,4,4,149829.33000000002,30048.49,0,179877.81999999998,179877.81999999998,0,0,0,0.16704943652,179877.82
21243,5B,Industrial,248261,745453,1,1,71213.93000000001,14282.06,0,85495.98999999999,85495.98999999999,0,0,0,0.16704943652,85495.99
21244,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21245,1,Vacant,43931,131911,3,3,16938.7,0,0,16938.7,16938.7,0,0,0,0,16938.7
21245,2,Residential,60481,181606,9,2,23319.98,0,0,23319.98,23319.98,0,0,0,0,23319.98
21245,5A,Commercial,235490,707106,5,5,90799.43000000001,0,0,90799.43000000001,90799.43000000001,0,0,0,0,90799.43000000001
21245,NA,NA,0,0,3,3,0,0,0,0,0,0,0,0,0,0
21246,NA,NA,0,0,2,1,0,0,0,0,0,0,0,0,0,0
21247,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21248,1,Vacant,195481,586971,1,1,76570.37,0,0,76570.37,76570.37,0,0,0,0,76570.37
21248,5B,Industrial,1121143,3366455,7,7,439154.00999999995,0,0,439154.00999999995,439154.00999999995,0,0,0,0,439154.00999999995
21248,6B,Industrial Incentive,267861,804306,1,1,104921.71,0,0,104921.71,104921.71,0,0,0,0,104921.71
21248,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
21249,1,Vacant,60811,182598,5,5,23819.9,0,0,23819.9,23819.9,0,0,0,0,23819.9
21249,NA,NA,0,0,3,3,0,0,0,0,0,0,0,0,0,0
21250,1,Vacant,10815,32474,1,1,4516.79,0,0,4516.79,4516.79,0,0,0,0,4516.79
21250,5A,Commercial,66279,199016,2,2,27681.12,0,0,27681.12,27681.12,0,0,0,0,27681.12
21251,1,Vacant,42933,128915,1,1,17139.26,0,0,17139.26,17139.26,0,0,0,0,17139.26
21251,2,Residential,24667,74068,2,1,2603.0299999999997,0,7244.311707323681,9847.34,2603.0299999999997,0,0,0,0,2603.0299999999997
21251,5A,Commercial,27805,83490,1,1,11099.99,0,0,11099.99,11099.99,0,0,0,0,11099.99
21251,NA,NA,0,0,5,5,0,0,0,0,0,0,0,0,0,0
21252,1,Vacant,39480,118547,8,8,13504.83,0,0,13504.83,13504.83,0,0,0,0,13504.83
21252,2,Residential,256261,769475,12,12,72131.67,0,15526.838786328022,87658.53,72131.67,0,0,0,0,72131.67
21252,3,Multi-Family,51783,155489,1,1,17713.3,0,0,17713.3,17713.3,0,0,0,0,17713.3
21252,5A,Commercial,679603,2040644,13,13,232470.18,0,0,232470.18,232470.18,0,0,0,0,232470.18
21252,5B,Industrial,227525,683190,3,3,77828.98,0,0,77828.98,77828.98,0,0,0,0,77828.98
21252,NA,NA,0,0,13,13,0,0,0,0,0,0,0,0,0,0
21253,1,Vacant,77412,232445,2,2,18744.36,0,0,18744.36,18744.36,0,0,0,0,18744.36
21253,2,Residential,41573,124831,1,1,10066.369999999999,0,0,10066.369999999999,10066.369999999999,0,0,0,0,10066.369999999999
21253,5A,Commercial,4297416,12903851,16,16,1040566.52,0,0,1040566.52,1040566.52,0,0,0,0,1040566.52
21253,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
21254,5A,Commercial,165703,497556,1,1,57064.7,0,0,57064.7,57064.7,0,0,0,0,57064.7
21254,5B,Industrial,42724,128287,1,1,14713.23,0,0,14713.23,14713.23,0,0,0,0,14713.23
21254,NA,NA,0,0,6,6,0,0,0,0,0,0,0,0,0,0
21255,1,Vacant,63061,189350,19,19,26476.78,0,0,26476.78,26476.78,0,0,0,0,26476.78
21255,2,Residential,177442,532806,19,19,61514.049999999996,0,12988.248432380635,74502.29000000001,61514.049999999996,0,0,0,0,61514.049999999996
21255,3,Multi-Family,33144,99521,1,1,13916.01,0,0,13916.01,13916.01,0,0,0,0,13916.01
21255,5A,Commercial,373893,1122686,19,19,156985.22999999998,0,0,156985.22999999998,156985.22999999998,0,0,0,0,156985.22999999998
21255,5B,Industrial,12230,36723,2,2,5134.99,0,0,5134.99,5134.99,0,0,0,0,5134.99
21255,NA,NA,0,0,9,9,0,0,0,0,0,0,0,0,0,0
21256,5A,Commercial,8907771,26747366,15,15,2799379.24,0,0,2799379.24,2799379.24,0,0,0,0,2799379.24
21257,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21258,5B,Industrial,299193,898387,1,1,123788.74,0,0,123788.74,123788.74,0,0,0,0,123788.74
21258,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
21259,5B,Industrial,1199565,3601934,5,5,150441.67,353216.76,0,503658.43000000005,503658.43000000005,0,0,0,0.701302133798,503658.43000000005
21260,5B,Industrial,100389,301438,2,2,28456.25,13078.89,0,41535.14,41535.14,0,0,0,0.314887306843,41535.14
21261,5A,Commercial,217835,654093,2,2,68457.37,0,0,68457.37,68457.37,0,0,0,0,68457.37
21261,5B,Industrial,136500,409869,1,1,42896.89,0,0,42896.89,42896.89,0,0,0,0,42896.89
21261,NA,NA,0,0,16,16,0,0,0,0,0,0,0,0,0,0
21262,NA,NA,0,0,7,7,0,0,0,0,0,0,0,0,0,0
21263,1,Vacant,51372,154255,3,3,14678.400000000001,2894.33,0,17572.73,17572.73,0,0,0,0.16470374469399998,17572.730000000003
21263,2,Residential,98558,295941,4,4,24164.21,4764.7,4784.639527394619,33713.55,28928.91,0,0,0,0.16470374469399998,28928.91
21263,5A,Commercial,54449,163494,3,3,15557.559999999998,3067.63,0,18625.190000000002,18625.190000000002,0,0,0,0.16470374469399998,18625.19
21263,5B,Industrial,152354,457473,2,2,43531.75,8583.6,0,52115.35,52115.35,0,0,0,0.16470374469399998,52115.35
21264,1,Vacant,39085,117361,1,1,8935.869999999999,0,0,8935.869999999999,8935.869999999999,0,0,0,0,8935.869999999999
21264,2,Residential,20668231,62060502,162,162,4632709.399999999,0,92575.8617589459,4725285.28,4632709.399999999,0,0,0,0,4632709.399999999
21264,NA,NA,0,0,3,3,0,0,0,0,0,0,0,0,0,0
21265,5B,Industrial,813228,2441880,7,7,239542.25,101905.85,0,341448.1,341448.1,0,0,0,0.298452012384,341448.1
21265,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0.298452012384,0
21266,5B,Industrial,495301,1487241,3,3,102589.59999999999,102337.33,0,204926.93000000002,204926.93000000002,0,0,0,0.499384430634,204926.93
21267,5A,Commercial,1053506,3163363,5,5,0,255093.59,0,255093.59,255093.59,0,0,0,1,255093.59
21267,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,0
21268,5A,Commercial,45461,136506,1,1,1565.5900000000001,17421.03,0,18986.62,18986.62,0,0,0,0.917541805742,18986.62
21268,5B,Industrial,171390,514633,1,1,5902.37,65677.93000000001,0,71580.3,71580.3,0,0,0,0.917541805742,71580.3
21268,6B,Industrial Incentive,2189743,6575141,1,1,75411.01,839125.28,0,914536.29,914536.29,0,0,0,0.917541805742,914536.29
21269,5A,Commercial,105950,318136,1,1,0,25654.5,0,25654.5,25654.5,0,0,0,1,25654.5
21270,5A,Commercial,164849,494992,1,1,0,53934.340000000004,0,53934.340000000004,53934.340000000004,0,0,0,1,53934.340000000004
21271,5A,Commercial,197687,593595,8,8,68043.73,0,0,68043.73,68043.73,0,0,0,0,68043.73
21273,6B,Industrial Incentive,70912,212927,1,1,29616.02,0,0,29616.02,29616.02,0,0,0,0,29616.02
21273,NA,NA,0,0,2,2,0,0,0,0,0,0,0,0,0,0
21274,NA,NA,0,0,2,2,0,0,0,0,0,0,0,0,0,0
21275,2,Residential,428100,1285455,8,8,81843.77,20645.55,0,102489.32,102489.32,0,0,0,0.20144066142500003,102489.32
21275,3,Multi-Family,99336,298276,1,1,18990.99,4790.56,0,23781.55,23781.55,0,0,0,0.20144066142500003,23781.550000000003
21275,5A,Commercial,2828835,8494140,27,27,540814.62,136423.19,0,677237.81,677237.81,0,0,0,0.20144066142500003,677237.81
21275,NA,NA,0,0,2,2,0,0,0,0,0,0,0,0,0.20144066142500003,0
21276,1,Vacant,71122,213558,1,1,1608.81,29393.399999999998,0,31002.21,31002.21,0,0,0,0.948106536818,31002.21
21276,5A,Commercial,2873253,8627517,4,4,64994.31,1187462.27,0,1252456.58,1252456.58,0,0,0,0.948106536818,1252456.58
21276,NA,NA,0,0,4,4,0,0,0,0,0,0,0,0,0.948106536818,0
21277,5A,Commercial,661938,1987601,5,5,146583.21000000002,13696.939999999999,0,160280.15,160280.15,0,0,0,0.08545628624700001,160280.15000000002
21278,2,Residential,1180933,3545988,19,1,17624.02,247397.51,17700.05914081641,282721.59,265021.52999999997,0,0,0,0.933499352941,265021.53
21278,5A,Commercial,773415,2322333,1,1,12313.23,172846.37,0,185159.6,185159.6,0,0,0,0.933499352941,185159.6
21279,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21280,1,Vacant,187991,564481,8,8,40736.86,41282.18,0,82019.04,82019.04,0,0,0,0.503324613351,82019.04000000001
21280,5A,Commercial,1281241,3847182,3,3,277639.27999999997,281356.22,0,558995.5,558995.5,0,0,0,0.503324613351,558995.5
21280,5B,Industrial,505228,1517048,8,8,109480.72,110946.36,0,220427.08,220427.08,0,0,0,0.503324613351,220427.08000000002
21280,6B,Industrial Incentive,1833283,5504799,3,3,397264.42,402582.86,0,799847.28,799847.28,0,0,0,0.503324613351,799847.28
21281,5A,Commercial,835578,2508990,2,2,64850.65,291425.92,0,356276.57000000007,356276.57000000007,0,0,0,0.817976556304,356276.57
21282,1,Vacant,1443,4333,1,1,207.39,246.1,0,453.49,453.49,0,0,0,0.5426783237130001,453.49
21282,2,Residential,58532,175754,4,4,4664.21,5534.69,8195.505509307728,18394.41,10198.9,0,0,0,0.5426783237130001,10198.9
21282,5A,Commercial,388585,1166805,5,5,55847.06,66270.73,0,122117.79,122117.79,0,0,0,0.5426783237130001,122117.79
21282,5B,Industrial,397902,1194779,9,9,57186.03,67859.54000000001,0,125045.57,125045.57,0,0,0,0.5426783237130001,125045.57
21282,6B,Industrial Incentive,132955,399224,2,2,19108.18,22674.63,0,41782.810000000005,41782.810000000005,0,0,0,0.5426783237130001,41782.81
21282,NA,NA,0,0,8,8,0,0,0,0,0,0,0,0,0.5426783237130001,0
21283,1,Vacant,109279,328132,1,1,28826.7,13308.73,0,42135.43,42135.43,0,0,0,0.315856304221,42135.43
21283,6B,Industrial Incentive,932746,2800756,2,2,246048.91,113596.16,0,359645.07,359645.07,0,0,0,0.315856304221,359645.07
21283,NA,NA,0,0,2,2,0,0,0,0,0,0,0,0,0.315856304221,0
21284,6B,Industrial Incentive,1796868,5395456,1,1,49597.409999999996,700856.52,0,750453.93,750453.93,0,0,0,0.933910127337,750453.93
21285,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
21286,3,Multi-Family,5436394,16323860,2,2,1533300.1500000001,0,0,1533300.1500000001,1533300.1500000001,0,0,0,0,1533300.1500000001
21287,5A,Commercial,1100838,3305486,13,13,57334.57,288617.69,0,345952.26,345952.26,0,0,0,0.8342703614539999,345952.26
21288,5A,Commercial,718750,2158191,1,1,0,174036.52000000002,0,174036.52000000002,174036.52000000002,0,0,0,1,174036.52000000002
21289,NA,NA,0,0,7,7,0,0,0,0,0,0,0,0,0,0
21290,1,Vacant,149040,447523,4,4,30926.75,20055.07,0,50981.82,50981.82,0,0,0,0.393376262934,50981.82
21290,2,Residential,210943,633400,8,8,41837.17,27130.06,3189.759684929746,72156.98999999999,68967.23,0,0,0,0.393376262934,68967.23
21290,5A,Commercial,956560,2872263,6,6,198492.2,128715.98,0,327208.18,327208.18,0,0,0,0.393376262934,327208.18
21290,NA,NA,0,0,14,14,0,0,0,0,0,0,0,0,0.393376262934,0
21291,2,Residential,37674,113124,3,3,6445.58,0,6441.4918437381275,12887.080000000002,6445.58,0,0,0,0,6445.58
21292,1,Vacant,29534,88681,2,2,7717.89,0,0,7717.89,7717.89,0,0,0,0,7717.89
21292,5B,Industrial,1848004,5549001,3,3,482929.51,0,0,482929.51,482929.51,0,0,0,0,482929.51
21293,5A,Commercial,761771,2287370,1,1,239396.11,0,0,239396.11,239396.11,0,0,0,0,239396.11
21294,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21295,2,Residential,25814,77512,1,1,5498.85,0,814.4999394043914,6313.3499999999995,5498.85,0,0,0,0,5498.85
21296,5A,Commercial,1049451,3151186,8,8,179472.01,74639.66,0,254111.66999999998,254111.66999999998,0,0,0,0.29372782184199997,254111.67
21297,1,Vacant,31412,94321,1,1,7944.66,0,0,7944.66,7944.66,0,0,0,0,7944.66
21297,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
21298,5B,Industrial,216496,650073,3,3,68036.64,0,0,68036.64,68036.64,0,0,0,0,68036.64
21298,NA,NA,0,0,4,4,0,0,0,0,0,0,0,0,0,0
21299,1,Vacant,26764,80364,1,1,364.91,8045.99,0,8410.9,8410.9,0,0,0,0.95661332409,8410.9
21299,5A,Commercial,1469193,4411545,2,2,20032.17,441680.11,0,461712.28,461712.28,0,0,0,0.95661332409,461712.27999999997
21300,2,Residential,324440,974196,13,13,63695.44,37222.78,5230.0799317294795,106148.29999999999,100918.22,0,0,0,0.368840523225,100918.22
21300,5A,Commercial,1191169,3576723,26,26,245975.16,143744.47,0,389719.62999999995,389719.62999999995,0,0,0,0.368840523225,389719.63
21301,2,Residential,229626,689498,13,13,49158.3,19332.88,10545.959752890036,79037.14,68491.18000000001,0,0,0,0.282267439574,68491.18000000001
21301,3,Multi-Family,42126,126492,1,1,10406.98,4092.8,0,14499.78,14499.78,0,0,0,0.282267439574,14499.779999999999
21301,5A,Commercial,919438,2760797,22,22,227140.86,89329.15,0,316470.01,316470.01,0,0,0,0.282267439574,316470.01
21301,5B,Industrial,151808,455834,3,3,37503.12,14749.11,0,52252.229999999996,52252.229999999996,0,0,0,0.282267439574,52252.23
21302,5A,Commercial,297170,892311,7,7,56050.490000000005,46235.12,0,102285.61,102285.61,0,0,0,0.452019531307,102285.61000000002
21303,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
21304,1,Vacant,18235,54754,7,7,4619.83,3036.41,0,7656.24,7656.24,0,0,0,0.396584331786,7656.24
21304,2,Residential,17983,53997,4,4,3712.27,2439.82,1398.2998979803883,7550.389999999999,6152.09,0,0,0,0.396584331786,6152.09
21304,3,Multi-Family,80696,242306,3,3,20444.77,13436.92,0,33881.69,33881.69,0,0,0,0.396584331786,33881.69
21304,5A,Commercial,1262612,3791241,38,38,319888.14,210240.91,0,530129.05,530129.05,0,0,0,0.396584331786,530129.05
21304,5B,Industrial,44856,134689,1,1,11364.460000000001,7469.09,0,18833.55,18833.55,0,0,0,0.396584331786,18833.550000000003
21304,6B,Industrial Incentive,391293,1174935,2,2,99135.85,65155.299999999996,0,164291.15000000002,164291.15000000002,0,0,0,0.396584331786,164291.15
21304,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0.396584331786,0
21305,1,Vacant,29106,87397,3,3,6275.29,772.41,0,7047.7,7047.7,0,0,0,0.109592353377,7047.7
21305,5A,Commercial,4530589,13604002,11,11,976800.94,120225.71,0,1097026.65,1097026.65,0,0,0,0.109592353377,1097026.65
21305,5B,Industrial,196225,589205,2,2,42306.39,5207.110000000001,0,47513.5,47513.5,0,0,0,0.109592353377,47513.5
21305,NA,NA,0,0,11,11,0,0,0,0,0,0,0,0,0.109592353377,0
21306,1,Vacant,7511,22553,1,1,1567.17,230.99,0,1798.1599999999999,1798.1599999999999,0,0,0,0.128442710796,1798.16
21306,2,Residential,720708,2164072,17,13,140894.52,20763.83,10883.064741722068,172541.4,161658.35,0,0,0,0.128442710796,161658.34999999998
21306,3,Multi-Family,82439,247539,2,2,17201.32,2534.98,0,19736.3,19736.3,0,0,0,0.128442710796,19736.3
21306,4,Not For Profit,127900,384045,1,1,26686.99,3932.91,0,30619.9,30619.9,0,0,0,0.128442710796,30619.9
21306,5A,Commercial,3080008,9248338,36,35,642660.1900000001,94709.83,0,737370.02,737370.02,0,0,0,0.128442710796,737370.02
21306,NA,NA,0,0,21,21,0,0,0,0,0,0,0,0,0.128442710796,0
21307,2,Residential,41404,124323,4,4,12277.56,179.01999999999998,1089.5999857769748,13546.18,12456.58,0,0,0,0.014369239917,12456.58
21307,5A,Commercial,62746,188407,3,3,20233.88,294.97,0,20528.85,20528.85,0,0,0,0.014369239917,20528.850000000002
21308,5A,Commercial,52810,158573,1,1,9563.24,8613.99,0,18177.23,18177.23,0,0,0,0.473888997496,18177.23
21309,1,Vacant,63287,190031,2,2,13102.67,0,0,13102.67,13102.67,0,0,0,0,13102.67
21310,2,Residential,69446,208526,4,4,19325.61,3395.42,0,22721.03,22721.03,0,0,0,0.149438244779,22721.03
21310,5A,Commercial,201592,605319,9,9,56099.25,9856.3,0,65955.54999999999,65955.54999999999,0,0,0,0.149438244779,65955.55
21310,5B,Industrial,89679,269278,4,4,24955.9,4384.63,0,29340.53,29340.53,0,0,0,0.149438244779,29340.530000000002
21310,NA,NA,0,0,3,3,0,0,0,0,0,0,0,0,0.149438244779,0
21311,2,Residential,41497,124603,2,2,13243.51,1039.75,0,14283.26,14283.26,0,0,0,0.07279582996100001,14283.26
21311,3,Multi-Family,18496,55538,1,1,5902.89,463.45,0,6366.34,6366.34,0,0,0,0.07279582996100001,6366.34
21311,5A,Commercial,154808,464841,6,6,49405.850000000006,3878.88,0,53284.729999999996,53284.729999999996,0,0,0,0.07279582996100001,53284.73
21312,5A,Commercial,114793,344688,3,3,32683.21,6828.389999999999,0,39511.6,39511.6,0,0,0,0.17282005755899998,39511.6
21313,2,Residential,49644,149066,3,3,2498.87,0,13743.342540602142,16242.220000000001,2498.87,0,0,0,0,2498.87
21314,2,Residential,56725,170328,2,2,11343.33,0,8181.372168296388,19524.7,11343.33,0,0,0,0,11343.33
21315,2,Residential,39566,118805,2,2,5665.82,0,7952.799953652228,13618.61,5665.82,0,0,0,0,5665.82
21316,2,Residential,11238,33744,1,1,1386.74,0,2290.0122901074683,3676.7400000000002,1386.74,0,0,0,0,1386.74
21317,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
21318,1,Vacant,9336,28033,1,1,3919.85,0,0,3919.85,3919.85,0,0,0,0,3919.85
21318,2,Residential,17726,53226,2,2,6044.27,0,1398.299897980388,7442.570000000001,6044.27,0,0,0,0,6044.27
21318,5A,Commercial,56795,170539,2,2,23846.47,0,0,23846.47,23846.47,0,0,0,0,23846.47
21318,6B,Industrial Incentive,9867,29628,1,1,4142.87,0,0,4142.87,4142.87,0,0,0,0,4142.87
22005,5A,Commercial,444890,1335871,3,3,140266.47,0,0,140266.47,140266.47,0,0,0,0,140266.47
22011,1,Vacant,23273,69882,3,3,7078.3499999999995,0,0,7078.3499999999995,7078.3499999999995,0,0,0,0,7078.3499999999995
22011,2,Residential,31415077,94330061,777,632,8611010.24,0,943681.3365095293,9554691.59,8611010.24,0,0,0,0,8611010.24
22011,5A,Commercial,627351,1883747,3,3,190804.76,0,0,190804.76,190804.76,0,0,0,0,190804.76
22011,NA,NA,0,0,3,3,0,0,0,0,0,0,0,0,0,0
22017,1,Vacant,1260122,3783768,76,76,387344.32999999996,0,0,387344.32999999996,387344.32999999996,0,0,0,0,387344.32999999996
22017,2,Residential,51967391,156042494,2527,1513,12451920.78,0,3522149.5305234734,15974069.53,12451920.78,0,0,0,0,12451920.78
22017,3,Multi-Family,11188402,33595416,16,16,3439162.62,0,0,3439162.62,3439162.62,0,0,0,0,3439162.62
22017,4,Not For Profit,32430,97378,6,6,9968.58,0,0,9968.58,9968.58,0,0,0,0,9968.58
22017,5A,Commercial,66658675,200155997,180,179,20489969.07,0,0,20489969.07,20489969.07,0,0,0,0,20489969.07
22017,5B,Industrial,10352182,31084496,35,35,3182119.78,0,0,3182119.78,3182119.78,0,0,0,0,3182119.78
22017,6B,Industrial Incentive,3972240,11927445,6,6,1221012.53,0,0,1221012.53,1221012.53,0,0,0,0,1221012.53
22017,NA,NA,0,0,66,66,0,0,0,0,0,0,0,0,0,0
22021,1,Vacant,113049,339454,12,12,32804.85,0,0,32804.85,32804.85,0,0,0,0,32804.85
22021,2,Residential,80537187,241829016,3113,2844,19341479.72,0,4028875.922397421,23370354.88,19341479.72,0,0,0,0,19341479.72
22021,3,Multi-Family,752519,2259587,5,5,218366.45,0,0,218366.45,218366.45,0,0,0,0,218366.45
22021,5A,Commercial,19411831,58287903,40,40,5632942.72,0,0,5632942.72,5632942.72,0,0,0,0,5632942.72
22021,NA,NA,0,0,53,53,0,0,0,0,0,0,0,0,0,0
22022,2,Residential,24804135,74479390,959,959,6188434.36,0,1403294.4771943477,7588704.88,6188434.36,0,0,0,0,6188434.36
22022,3,Multi-Family,322051,967023,1,1,98529.97,0,0,98529.97,98529.97,0,0,0,0,98529.97
22022,5A,Commercial,235811,708070,2,2,72145.26,0,0,72145.26,72145.26,0,0,0,0,72145.26
22022,NA,NA,0,0,7,7,0,0,0,0,0,0,0,0,0,0
22023,1,Vacant,320,961,1,1,98.62,0,0,98.62,98.62,0,0,0,0,98.62
22023,2,Residential,19117408,57403831,657,657,4933300.44,0,957480.6057476492,5890780.9799999995,4933300.44,0,0,0,0,4933300.44
22023,3,Multi-Family,42907,128837,1,1,13221.27,0,0,13221.27,13221.27,0,0,0,0,13221.27
22023,5A,Commercial,1387153,4165206,11,11,427433.4,0,0,427433.4,427433.4,0,0,0,0,427433.4
22023,NA,NA,0,0,6,6,0,0,0,0,0,0,0,0,0,0
22024,1,Vacant,3568,10714,1,1,894.51,0,0,894.51,894.51,0,0,0,0,894.51
