year,class_group,cty_mc_PC,cty_mc_parcels,cty_mc_PC_residential,cty_mc_PC_industrial,cty_mc_PC_commercial,cty_mc_PC_com_incent,cty_mc_PC_com_incent_inTIF,cty_mc_PC_ind_incent,cty_mc_PC_ind_incent_inTIF,cty_mc_PC_inTIF,cty_mc_PC_withTIFincrement,cty_mc_PC_withincents,cty_mc_PC_incents_inTIFs,cty_mc_PC_claimed_exe,cty_mc_PC_comandind,cty_mc_PC_comandind_inTIF,cty_mc_fmv_incentive,cty_mc_fmv_taxed,cty_mc_fmv_incents_inTIFs,cty_mc_fmv_inTIF,cty_mc_fmv_incents_tif_increment,cty_mc_fmv_tif_increment,cty_mc_fmv_untaxable_value,cty_mc_fmv,cty_mc_fmv_exemptions,cty_mc_fmv_abatements,cty_mc_zero_bill,cty_mc_fmv_residential,cty_mc_fmv_c2,cty_mc_fmv_industrial,cty_mc_fmv_indwithincent,cty_mc_fmv_ind_incent_inTIF,cty_mc_fmv_commercial,cty_mc_fmv_comwithincent,cty_mc_fmv_com_incent_inTIF,cty_mc_fmv_comandind,cty_mc_levy,cty_mc_current_rate_avg,cty_mc_avg_C2_bill_noexe,cty_mc_avg_C2_bill_withexe,cty_mc_av_taxed,cty_mc_av_taxed_commerc,cty_mc_av_taxed_indust,cty_mc_untaxable_value_av,cty_mc_av,cty_mc_final_tax_to_dist,cty_mc_final_tax_to_tif,cty_mc_tif_revenue_gross_bill_allocated,cty_mc_tif_revenue_to_cps_bill_allocated,cty_mc_tif_revenue_to_other_districts_bill_allocated,cty_mc_taxed_eav,cty_mc_taxed_eav_commerc,cty_mc_taxed_eav_indust,exempt_allexemptions_eav,exempt_GHE_eav,exempt_SR_eav,exempt_FR_eav,exempt_LTHO_eav,exempt_DIS_eav,exempt_VET_eav,total_value_eav,untaxable_value_eav,has_HO_exemp,has_SR_exemp,has_FR_exemp,has_LTHO_exemp,has_DI_exemp,has_VR_exemp,has_DV_exemp,has_AB_exemp,cty_mc_taxable_value_fmv,cty_mc_pct_fmv_untaxable,cty_mc_pct_fmv_taxed,cty_mc_pct_fmv_incentinTIF,cty_mc_pct_fmv_incents_tif_increment,cty_mc_pct_av_taxed,cty_mc_pct_av_untaxable,cty_mc_pct_incent_oftotalPC,cty_mc_pct_incent_ofcomPC,cty_mc_pct_incent_ofindPC,cty_mc_pct_PC_incent_inTIF
2008,7A,35,35,0,0,35,35,32,0,0,32,32,35,32,0,35,32,40761415.416666664,34550810.25602018,8055612.916666667,8055612.916666667,6210605.345058341,6210605.345058341,3407951.07204547,40761415.416666664,0,0,0,0,0,0,0,0,40761415.416666664,40761415.416666664,8055612.916666667,40761415.416666664,1460993.1547806468,0.063694,NA,NA,9797726.76903188,9797726.76903188,0,348371.8813627963,11306123,1460993.1547806468,248249.97521935322,248249.97521935322,0,0,29183508.95423836,29183508.95423836,0,0,0,0,0,0,0,0,33676417.9678,1037660.4858272254,0,0,0,0,0,0,0,0,37353464.3446212,0.08360728000264721,0.8476351937939066,0.19762839033732035,0.15236481073027036,0.8665858994309438,0.030812673925694624,1,1,NA,0.9142857142857143
2008,7B,62,62,0,0,62,62,46,0,0,46,46,62,46,0,62,46,269294677.0833333,250593328.96523887,133992677.08333333,133992677.08333333,18701341.769696232,18701341.769696232,159623893.0353848,269294677.0833333,0,0,0,0,0,0,0,0,269294677.0833333,269294677.0833333,133992677.08333333,269294677.0833333,5790562.086748071,0.07201661290322581,NA,NA,40101882.31967181,40101882.31967181,0,25541897.579927176,43097331,5790562.086748071,462269.88325192884,462269.88325192884,0,0,119447466.67737445,119447466.67737445,0,0,0,0,0,0,0,0,128369710.1166,76079096.1315711,0,0,0,0,0,0,0,0,109670784.04794851,0.592748043757245,0.9305543343052886,0.4975689773543844,0.06944564212054254,0.9304957265142895,0.592656134086985,1,1,NA,0.7419354838709677
2008,8A,234,218,0,0,234,234,75,0,0,75,69,234,75,11,234,75,133213268.75,100087579.83158791,46205393.75,46205393.75,33018069.72749699,33018069.72749699,92008083.65134774,133213268.75,0,2690750.2685825555,0,0,0,0,0,0,133213268.75,133213268.75,46205393.75,133213268.75,5467052.6972267395,0.11683222222222223,NA,NA,16355552.742346825,16355552.742346825,0,14721293.38421564,21655663,5467052.6972267395,1728453.7527732607,1728453.7527732607,0,0,48716649.398354255,48716649.398354255,0,1282347,0,0,0,0,0,0,64503557.8118,43848844.47422471,0,0,0,0,0,0,0,11,41205185.09865226,0.6906825762531087,0.751333412735493,0.3468527886415969,0.24785871585706426,0.755255230114489,0.6797895490069106,1,1,NA,0.32051282051282054
2008,8B,223,223,0,223,0,0,0,223,80,80,78,223,80,8,223,80,101563118.75,62218322.220890366,56874506.25,56874506.25,39319267.00789448,39319267.00789448,78095142.23250286,101563118.75,0,3778068.97535755,0,0,0,101563118.75,101563118.75,56874506.25,0,0,0,101563118.75,3416315.4033993827,0.11954677130044843,NA,NA,9954931.555342458,0,9954931.555342458,12495222.757200457,16250099,3416315.4033993827,2105426.5766006173,2105426.5766006173,0,0,29651759.13074305,0,29651759.13074305,1800537,0,0,0,0,0,0,48402544.881400004,37218270.504597284,0,0,0,0,0,0,0,8,23467976.517497137,0.768932100487539,0.6126074404434372,0.5599917268196335,0.38714119349445913,0.6126074404434372,0.768932100487539,1,NA,1,0.35874439461883406
2008,9,1535,1535,0,0,0,0,0,0,0,413,412,0,0,0,0,0,0,967005461.133093,0,313505193.75,0,197295711.45230195,197295711.45230195,1170168493.75,0,0,0,0,0,0,0,0,0,0,0,0,27657531.427304514,0.06341519218241043,NA,NA,154720873.78129488,0,0,31567313.83236831,187226959,27657531.427304514,4969086.502695487,4969086.502695487,0,0,460851594.64496493,0,0,0,0,0,0,0,0,0,557674220.0774,94026400.98109226,0,0,0,0,0,0,0,0,972872782.297698,0.16860453217299926,0.8263813854995897,NA,NA,0.8263813854995897,0.16860453217299926,0,NA,NA,NA
2009,0,93106,92506,0,0,0,0,0,0,0,29635,29108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93106,0,0,0,0,0,0,0,0,0,0,0.06526158067149271,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2009,1,68438,68406,0,0,0,0,0,0,0,18403,18143,0,0,6,0,0,0,4251629028.6241274,0,1869168030,0,1161857398.6775126,1161943666.1473205,5414011470,12809.708910714815,73457.76089730275,3572,0,0,0,0,0,0,0,0,0,88624164.48735867,0.07057429293667261,NA,NA,425162902.86241275,0,0,116194366.61473207,541401147,88624164.48735867,20503563.47264133,20503563.47264133,0,0,1432841498.9366171,0,0,29073,0,0,0,0,0,4317,1824576005.5047,391586634.92830855,0,0,0,0,0,0,4,2,4252067803.8526793,0.21461788039900856,0.7853010752162531,NA,NA,0.7853010752162531,0.2146178803990086,0,NA,NA,NA
2009,2,1570680,1144334,1570680,0,0,0,0,0,0,120003,119800,0,0,1100945,0,0,0,326085151479.5608,0,23829141700,0,15260775176.925825,92470843270.44183,418661728460,77186221601.7328,3939838.5804575533,8180,418661728460,418661728460,0,0,0,0,0,0,0,6576857409.851201,0.06401115049532685,3946.0376248310217,4530.374912761309,32608538247.84338,0,0,9247084327.044199,41866195946,6576857409.851201,264428182.17879984,264428182.17879984,0,0,109894034749.05698,0,0,26013856307,15402360064,1110204998,5247807755,4228843483,16246417,7065825,141093266957.6146,31163598890.57161,995641,280714,111441,105217,8319,83,1205,19,326190885189.55817,0.22087245378407386,0.7788749945666834,NA,NA,0.7788751165714372,0.22087233191597597,0,NA,NA,NA
2009,3,17872,15538,17872,0,0,0,0,0,0,3076,3064,0,0,35,0,0,0,13654569469.30287,0,2251393887.5,0,1275558146.4813023,1281066595.7854772,14950156462.5,1063979.9264116792,4444469.377763271,25,14950156462.5,0,0,0,0,0,0,0,0,402428940.67327785,0.06310054778424351,NA,NA,2184731115.0884595,0,0,204970655.32567638,2392025034,402428940.67327785,34847796.30672212,34847796.30672212,0,0,7362762330.959617,0,0,2970244,85095,488620,0,0,0,0,8061363567.0834,690771605.5130619,17,25,0,0,0,0,0,1,13669089866.714523,0.08568917649783943,0.9133395696261175,NA,NA,0.9133395696261176,0.08568917649783944,0,NA,NA,NA
2009,4,922,836,0,44,878,0,0,0,0,202,197,0,0,0,922,202,0,657571369.4734153,0,121517960,0,43493499.56207669,43493499.56207669,702493120,0,0,2,0,0,51867056,0,0,650626064,0,0,702493120,32758721.239110585,0.06560776572668113,NA,NA,164392842.3683538,152452798.5532787,11940043.815075094,10873374.890519172,175623280,32758721.239110585,2128533.4308894165,2128533.4308894165,0,0,554020318.0655892,513781176.4044046,40239141.66118457,0,0,0,0,0,0,0,591868015.928,36644360.71853866,0,0,0,0,0,0,0,0,658999620.4379233,0.061913061244039926,0.936053821386059,NA,NA,0.936053821386059,0.061913061244039926,0,0,0,NA
2009,5A,70251,65708,0,0,70251,0,0,0,0,24437,24127,0,0,409,70251,24437,0,55484236244.82221,0,17365545848,0,8347425639.578425,8414505676.372586,64891928560,3778217.8570368835,63301818.93712353,213,0,0,0,0,0,64891928560,0,0,64891928560,2623457470.4856086,0.06358402869710039,NA,NA,13871059061.205553,13871059061.205553,0,2103626419.0931466,16222982140,2623457470.4856086,404830993.5643914,404830993.5643914,0,0,46746856142.16884,46746856142.16884,0,56516608,1823567,290639,143530,925507,0,0,54673072110.014,7089431394.985813,126,40,2,10,0,0,0,271,56477422883.62741,0.12966952690568312,0.8550252315820865,NA,NA,0.8550252315820865,0.12966952690568312,0,0,NA,NA
2009,5B,24815,24235,0,24815,0,0,0,0,0,10935,10748,0,0,141,24815,10935,0,11457878737.866337,0,3951048004,0,1915020726.4784834,1953443189.9068682,13376672048,144090.6798017863,38278372.74858313,17,0,0,13376672048,0,0,0,0,0,13376672048,663813100.5775633,0.06527465162200281,NA,NA,2864469684.466584,0,2864469684.466584,488360797.47671705,3344168012,663813100.5775633,92452182.29243676,92452182.29243676,0,0,9653549283.620836,0,9653549283.620836,32371886,109400,12000,0,0,0,0,11270180617.2412,1645824723.5762842,17,3,0,0,0,0,0,125,11423228858.093132,0.14603357119747398,0.8565567501955353,NA,NA,0.8565567501955353,0.14603357119747398,0,NA,0,NA
2009,6,1351,1319,0,1351,0,0,0,1351,472,472,461,1351,472,41,1351,472,3488703245,2934039809.651946,948556000,948556000,548620001.2419274,548620001.2419274,5026448174.853881,3488703245,17803.626005163052,78396489.71840598,1,0,0,3488703245,3488703245,948556000,0,0,0,3488703245,73674343.98056439,0.0753959141376758,NA,NA,293535647.70202476,0,293535647.70202476,502818558.31649065,349142816,73674343.98056439,11462194.709435608,11462194.709435608,0,0,989244486.3205936,0,989244486.3205936,26426401,6000,0,0,0,0,0,1176646204.2016,1694548823.382405,1,0,0,0,0,0,0,40,-1537744929.853881,1.4407783700312637,0.8410115746752046,0.27189357574607925,0.1572561386607497,0.8407323142573976,1.4401515233138598,1,NA,1,0.3493708364174685
2009,7A,15,15,0,0,15,15,6,0,0,6,6,15,6,0,15,6,219903350,218154662.83627665,2757280,2757280,1748683.9652407076,1748683.9652407076,328980678.21965563,219903350,0,0,0,0,0,0,0,0,219903350,219903350,2757280,219903350,3632830.810680997,0.07836133333333334,NA,NA,21815466.283627667,21815466.283627667,0,32898067.821965568,21990335,3632830.810680997,64592.33931900285,64592.33931900285,0,0,73520302.9224536,73520302.9224536,0,0,0,0,0,0,0,0,74109627.9835,110869778.36680615,0,0,0,0,0,0,0,0,-109077328.21965563,1.4960239497017924,0.9920479284934798,0.012538599343757156,0.007952056961572926,0.9920479284934798,1.4960239497017924,1,1,NA,0.4
2009,7B,40,40,0,0,40,40,12,0,0,12,12,40,12,0,40,12,424268400,406788491.8758881,155181960,155181960,17479914.538035564,17479914.538035564,627662652.3518677,424268400,0,0,0,0,0,0,0,0,424268400,424268400,155181960,424268400,6459863.553740923,0.06769725,NA,NA,40678849.18758881,40678849.18758881,0,62766265.23518677,42426840,6459863.553740923,288568.6962590761,288568.6962590761,0,0,137091789.64709306,137091789.64709306,0,0,0,0,0,0,0,0,142982693.484,211528590.46910292,0,0,0,0,0,0,0,0,-203394252.35186768,1.4793999561406592,0.9587998820461012,0.3657636533854513,0.04120013307150748,0.9587998820461012,1.4793999561406592,1,1,NA,0.3
2009,8A,280,261,0,0,280,280,111,0,0,111,97,280,111,16,280,111,238599120,194737273.25345278,73394800,73394800,43616961.76463399,43616961.76463399,353150585.95596117,238599120,0,17427714.311148036,0,0,0,0,0,0,238599120,238599120,73394800,238599120,7802430.55056731,0.12039192857142857,NA,NA,19473727.325345278,19473727.325345278,0,35315058.59559612,23859912,7802430.55056731,1645230.9094326904,1645230.9094326904,0,0,65628408.45914613,65628408.45914613,0,5873314,0,0,0,0,0,0,80410289.4312,119015278.97301848,0,0,0,0,0,0,0,16,-114551465.95596117,1.4801001192123473,0.8161692853412569,0.3076071697163007,0.1828043697924535,0.8161692853412569,1.4801001192123475,1,1,NA,0.3964285714285714
2009,8B,264,264,0,264,0,0,0,264,102,102,96,264,102,13,264,102,175051710,102084501.10781114,100500390,100500390,72935224.59480184,72935224.59480184,231028487.63600284,175051710,0,4966511.379484288,0,0,0,175051710,175051710,100500390,0,0,0,175051710,4035695.5074515706,0.12317424242424242,NA,NA,10208450.110781115,0,10208450.110781115,23102848.763600286,17505171,4035695.5074515706,2569923.1725484296,2569923.1725484296,0,0,34403497.71834344,0,34403497.71834344,1673764,0,0,0,0,0,0,58994176.787099995,77858910.61820932,0,0,0,0,0,0,0,13,-55976777.63600284,1.3197728124792545,0.5831676886093323,0.5741182991014484,0.41664959796623435,0.5831676886093323,1.3197728124792547,1,NA,1,0.38636363636363635
2009,9,1619,1619,0,0,0,0,0,0,0,465,463,0,0,0,0,0,0,1434702243.4350045,0,468151540,0,295479997.71134067,295479997.71134067,1738928020,0,0,0,0,0,0,0,0,0,0,0,0,28191492.95914883,0.06394278567016677,NA,NA,143470224.34350047,0,0,29547999.771134067,173892802,28191492.95914883,5048411.020851169,5048411.020851169,0,0,483509003.0600309,0,0,0,0,0,0,0,0,0,586036132.0202,99579714.02869892,0,0,0,0,0,0,0,0,1443448022.2886593,0.16992077550820112,0.8250498162856703,NA,NA,0.8250498162856704,0.16992077550820112,0,NA,NA,NA
2010,0,94624,94004,0,0,0,0,0,0,0,30940,29255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94624,0,0,0,0,0,0,0,0,0,0,0.06960123541596212,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2010,1,66216,66190,0,0,0,0,0,0,0,19168,18157,0,0,7,0,0,0,4002536376.7776823,0,1764559340,0,1022804866.8910091,1022861457.8001,5029405710,13081.818181818182,43509.090909090904,3659,0,0,0,0,0,0,0,0,0,87974466.4612645,0.07481788011960855,NA,NA,400253637.67776823,0,0,102286145.78001,502940571,87974466.4612645,18737644.718735494,18737644.718735494,0,0,1320837004.336635,0,0,18675,0,0,0,0,0,4317,1659703884.3,337544281.07403296,0,0,0,0,0,0,4,3,4006544252.1999,0.20337620720601995,0.7958269043237879,NA,NA,0.7958269043237879,0.20337620720601998,0,NA,NA,NA
2010,2,1580283,1145016,1580283,0,0,0,0,0,0,126397,123858,0,0,1086882,0,0,0,322603371269.2242,0,23634395050,0,14779109305.294186,74368297038.95065,397063583740,59567831293.93927,3655633.3333333335,8458,397063583740,397063583740,0,0,0,0,0,0,0,6876296628.9643755,0.06839005231341476,3926.993757592709,4789.503562585451,32260337126.922424,0,0,7436829703.895049,39706358374,6876296628.9643755,266911229.13562435,266911229.13562435,0,0,106459112518.844,0,0,19658590686,10826205600,968617874,4829398531,3004267031,20096636,8798655,131030982634.2,24541538022.85371,986040,243203,117877,100726,10291,96,1548,19,322695286701.0493,0.18729568785549353,0.8124728242025517,NA,NA,0.8124728242025518,0.1872956878554931,0,NA,NA,NA
2010,3,17939,15571,17939,0,0,0,0,0,0,3155,3034,0,0,36,0,0,0,13859400696.628078,0,2413780476.9230766,0,1286478977.893329,1291734360.177711,15165905638.461538,810904.428904429,4444477.855477856,64,15165905638.461538,0,0,0,0,0,0,0,0,349996880.9909861,0.06691757177100173,NA,NA,1801722090.5616503,0,0,167925466.82310244,1971567733,349996880.9909861,30038326.019013893,30038326.019013893,0,0,5945682898.853445,0,0,2254559,85095,262783,0,0,0,0,6506173518.9,554154040.5162381,17,24,0,0,0,0,0,1,13874171278.283827,0.08517357228583859,0.9138524943396658,NA,NA,0.9138524943396659,0.0851735722858386,0,NA,NA,NA
2010,4,940,855,0,44,896,0,0,0,0,200,192,0,0,0,940,200,0,659571642.0803784,0,113994212,0,31396421.977889415,31396421.977889415,693159668,0,0,2,0,0,51670020,0,0,641489648,0,0,693159668,34845757.17679832,0.07246384042553192,NA,NA,164892910.5200946,152972948.56416076,11919961.955933832,7849105.494472354,173289917,34845757.17679832,1495815.453201679,1495815.453201679,0,0,544146604.7163122,504810730.2617305,39335874.45458164,0,0,0,0,0,0,0,571856726.1,25902048.131758764,0,0,0,0,0,0,0,0,661763246.0221106,0.04529464628038545,0.9515435945421717,NA,NA,0.9515435945421717,0.04529464628038545,0,0,0,NA
2010,5A,70746,66089,0,0,70746,0,0,0,0,25127,23736,0,0,427,70746,25127,0,54277721739.75859,0,16951468404,0,7546611198.754192,7620115198.754192,62427522820,10548391.515151516,62955608.484848484,340,0,0,0,0,0,62427522820,0,0,62427522820,2701996063.8458214,0.06762768552285642,NA,NA,13569430434.939648,13569430434.939648,0,1905028799.688548,15606880705,2701996063.8458214,381541447.6741786,381541447.6741786,0,0,44779120435.300835,44779120435.300835,0,60640800,6325480,367610,1022708,984625,2000,0,51502706326.5,6286595038.972209,127,40,6,11,1,0,0,285,54807407621.245804,0.12206339214717206,0.8694517944634759,NA,NA,0.8694517944634759,0.12206339214717206,0,0,NA,NA
2010,5B,24742,24117,0,24742,0,0,0,0,0,10999,10609,0,0,149,24742,10999,0,11087186855.286684,0,3804101120,0,1706958071.7832692,1749123509.3590267,12797413124,104659.39393939394,42060778.18181819,17,0,0,12797413124,0,0,0,0,0,12797413124,678337126.5102469,0.0698718389782556,NA,NA,2771796713.821671,0,2771796713.821671,437280877.33975667,3199353281,678337126.5102469,84932049.41975315,84932049.41975315,0,0,9146929155.611513,0,9146929155.611513,34786486,82344,4000,0,0,0,0,10557865827.3,1443026895.221197,17,1,0,0,0,0,0,133,11048289614.640974,0.13667789672889102,0.8663615644707138,NA,NA,0.8663615644707138,0.13667789672889102,0,NA,0,NA
2010,6,1457,1425,0,1457,0,0,0,1457,502,502,470,1457,502,41,1457,502,3437883195,2888753212.380328,1002969180,1002969180,543748590.4061776,543748590.4061776,4950426686.266892,3437883195,0,74493709.0909091,0,0,0,3437883195,3437883195,1002969180,0,0,0,3437883195,77010938.55172656,0.08131550446122168,NA,NA,288950955.7820877,0,288950955.7820877,495061577.262703,343863954,77010938.55172656,12217694.07827344,12217694.07827344,0,0,953538154.0808893,0,953538154.0808893,24582924,0,0,0,0,0,0,1134751048.2,1633703204.96692,0,0,0,0,0,0,0,41,-1512543491.2668924,1.4399636071018092,0.8402709017518928,0.2917403306368005,0.15816377682551766,0.8403060350492209,1.4397018690208598,1,NA,1,0.34454358270418667
2010,7A,15,15,0,0,15,15,7,0,0,7,7,15,7,0,15,7,227174820,222550925.4389471,50467170,50467170,4623892.40326674,4623892.40326674,338450280.5616874,227174820,0,0,0,0,0,0,0,0,227174820,227174820,50467170,227174820,3835558.690506152,0.081936,NA,NA,22255092.543894712,22255092.543894712,0,33845028.05616874,22717482,3835558.690506152,112708.12949384844,112708.12949384844,0,0,73441805.39485255,73441805.39485255,0,0,0,0,0,0,0,0,74967690.6,111688592.58535683,0,0,0,0,0,0,0,0,-111275460.56168741,1.4898230383177475,0.9796460956321968,0.22215124898085095,0.020353894869452258,0.979646095632197,1.4898230383177475,1,1,NA,0.4666666666666667
2010,7B,41,41,0,0,41,41,13,0,0,13,13,41,13,0,41,13,268692675,261008468.71972287,83217460,83217460,7684213.059109676,7684213.059109676,203700669.87515533,268692675,0,0,0,0,0,0,0,0,268692675,268692675,83217460,268692675,6415717.352805992,0.07149487804878049,NA,NA,38502762.78640668,38502762.78640668,0,27845324.430460755,39598732,6415717.352805992,210979.1271940088,210979.1271940088,0,0,127059117.19514203,127059117.19514203,0,0,0,0,0,0,0,0,130675815.6,91889570.62052049,0,0,0,0,0,0,0,0,64992005.12484467,0.7581176891969806,0.9714015044128869,0.30971242517124814,0.028598520816057512,0.9723231235385689,0.7031872745435575,1,1,NA,0.3170731707317073
2010,8A,288,269,0,0,288,288,121,0,0,121,100,288,121,19,288,121,228478090,185410321.74232277,79003480,79003480,42498717.499586456,42498717.499586456,334587730.41610086,228478090,0,13973530.303030303,0,0,0,0,0,0,228478090,228478090,79003480,228478090,7604709.797092414,0.12656475694444444,NA,NA,18541032.174232278,18541032.174232278,0,33458773.04161009,22847809,7604709.797092414,1649376.1429075857,1649376.1429075857,0,0,61185406.174966514,61185406.174966514,0,4611265,0,0,0,0,0,0,75397769.7,110413951.0373133,0,0,0,0,0,0,0,19,-106109640.41610086,1.4644193253545705,0.8115015393481395,0.34578142700685216,0.18600784652736924,0.8115015393481396,1.4644193253545708,1,1,NA,0.4201388888888889
2010,8B,266,266,0,266,0,0,0,266,102,102,83,266,102,13,266,102,158936140,101587882.32419622,82374370,82374370,57317010.15803284,57317010.15803284,215035248.7958423,158936140,0,5336415.151515151,0,0,0,158936140,158936140,82374370,0,0,0,158936140,4100917.5155232167,0.1289553007518797,NA,NA,10158788.232419623,0,10158788.232419623,21503524.87958423,15893614,4100917.5155232167,2038438.3744767832,2038438.3744767832,0,0,33524001.16698475,0,33524001.16698475,1761017,0,0,0,0,0,0,52448926.199999996,70961632.10262796,0,0,0,0,0,0,0,13,-56099108.79584229,1.3529663473382598,0.6391742137703622,0.5182859606380273,0.3606291819974541,0.6391742137703623,1.3529663473382598,1,NA,1,0.38345864661654133
2010,9,1687,1687,0,0,0,0,0,0,0,509,484,0,0,0,0,0,0,1446581212.5624177,0,486575290,0,296606282.6001781,296606282.6001781,1751488250,0,0,0,0,0,0,0,0,0,0,0,0,29659775.46247418,0.06775910491997629,NA,NA,144658121.2562418,0,0,29660628.260017812,175148825,29659775.46247418,5295877.137525823,5295877.137525823,0,0,477371800.1455979,0,0,0,0,0,0,0,0,0,577991122.5,97880073.25805877,0,0,0,0,0,0,0,0,1454881967.3998218,0.16934528827137615,0.8259154536505842,NA,NA,0.8259154536505843,0.16934528827137615,0,NA,NA,NA
2011,0,94451,93839,0,0,0,0,0,0,0,32078,28012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94451,0,0,0,0,0,0,0,0,0,0,0.08158045367439201,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2011,1,65194,65161,0,0,0,0,0,0,0,19353,16632,0,0,6,0,0,0,3624730019.639889,0,1606437690,0,823021961.8771127,823084383.610096,4451878400,7698.781390964788,54722.95159227092,3853,0,0,0,0,0,0,0,0,0,82760644.69508748,0.08849639000521521,NA,NA,362473001.9639889,0,0,82308438.36100961,445187840,82760644.69508748,15195745.414912518,15195745.414912518,0,0,1076762299.6342254,0,0,18543,0,0,0,0,0,2287,1322474997.5040002,244505446.99521515,0,0,0,0,0,0,2,4,3628794016.389904,0.18488474069958782,0.8142023869384862,NA,NA,0.8142023869384862,0.18488474069958788,0,NA,NA,NA
2011,2,1581961,1145092,1581961,0,0,0,0,0,0,129574,118007,0,0,1091266,0,0,0,321928377458.69055,0,23434221010,0,13931581866.407732,55819445851.999084,377836781010,41868130886.01633,3357715.613007473,8294,377836781010,377836781010,0,0,0,0,0,0,0,6995695060.2252245,0.07946158663203455,3813.1499280612193,4925.111883253029,32192837745.86906,0,0,5581944585.199909,37783678101,6995695060.2252245,250005688.1147753,250005688.1147753,0,0,95632043807.87862,0,0,12438344404,7423326200,964160038,3170573286,847212520,23141626,8933291,112240194166.83063,16581724584.794865,1059173,241646,102060,32005,11832,54,1645,21,322017335158.0009,0.14773428278418912,0.8520302777250536,NA,NA,0.8520302777250537,0.14773428278418915,0,NA,NA,NA
2011,3,18655,15713,18655,0,0,0,0,0,0,3442,2835,0,0,32,0,0,0,14439782203.615667,0,2625498090,0,1260005441.367471,1266760921.7418063,15718327640,1685669.561704706,5069810.812630444,101,15718327640,0,0,0,0,0,0,0,0,288830987.55924404,0.07593413562047709,NA,NA,1443978220.3615668,0,0,126676092.17418063,1571832764,288830987.55924404,22942681.220755935,22942681.220755935,0,0,4289481701.4060707,0,0,2006783,94550,306200,0,99995,0,0,4669286408.7384,376303999.41262096,18,15,0,1,0,0,0,2,14451566718.258194,0.08059132948203428,0.9186589396997495,NA,NA,0.9186589396997497,0.08059132948203428,0,NA,NA,NA
2011,4,909,824,0,43,866,0,0,0,0,195,166,0,0,0,909,195,0,615986252.4337623,0,109387816,0,24375167.850450817,24375167.850450817,642097840,0,0,2,0,0,51007680,0,0,591090160,0,0,642097840,33114037.260999635,0.0852568206820682,NA,NA,153996563.10844058,142049027.0723176,11947536.036122957,6093791.962612704,160524460,33114037.260999635,1183046.1990003637,1183046.1990003637,0,0,457462190.3699336,421970839.82102674,35491350.54890686,0,0,0,0,0,0,0,476853960.87600005,18102218.4041373,0,0,0,0,0,0,0,0,617722672.1495491,0.0379617658431164,0.9593339426803902,NA,NA,0.9593339426803902,0.0379617658431164,0,0,0,NA
2011,5A,70948,66272,0,0,70948,0,0,0,0,25620,21698,0,0,481,70948,25620,0,54572106129.0459,0,16870880208,0,6631789338.081439,6723686945.298837,61650420592,11816380.529186022,80081226.68821113,260,0,0,0,0,0,61650420592,0,0,61650420592,2766414749.468317,0.07858361095450189,NA,NA,13643026532.261475,13643026532.261475,0,1680921736.3247092,15412605148,2766414749.468317,343056437.9416829,343056437.9416829,0,0,40527974616.73594,40527974616.73594,0,68247758,3357837,414799,5000799,0,2000,0,45784684852.6488,4993346109.926181,141,39,15,0,1,0,0,337,54926733646.701164,0.10906149351025399,0.8851862745625354,NA,NA,0.8851862745625354,0.10906149351025399,0,0,NA,NA
2011,5B,24910,24298,0,24910,0,0,0,0,0,11570,9807,0,0,170,24910,11570,0,10807858480.520395,0,3863925992,0,1470110841.7469525,1510572616.4725974,12278495620,129186.02302565138,40332588.702619,20,0,0,12278495620,0,0,0,0,0,12278495620,686762086.7518396,0.08117542111601767,NA,NA,2701964620.130099,0,2701964620.130099,377643154.11814934,3069623905,686762086.7518396,73307217.56816041,73307217.56816041,0,0,8026456100.558472,0,8026456100.558472,30048937,83940,12000,0,0,0,0,9118624772.193,1121826753.6233745,17,3,0,0,0,0,0,152,10767923003.527403,0.12302587085767086,0.8802266022651719,NA,NA,0.8802266022651719,0.12302587085767086,0,NA,0,NA
