year,class_group,cty_mc_PC,cty_mc_parcels,cty_mc_PC_residential,cty_mc_PC_industrial,cty_mc_PC_commercial,cty_mc_PC_com_incent,cty_mc_PC_com_incent_inTIF,cty_mc_PC_ind_incent,cty_mc_PC_ind_incent_inTIF,cty_mc_PC_inTIF,cty_mc_PC_withTIFincrement,cty_mc_PC_withincents,cty_mc_PC_incents_inTIFs,cty_mc_PC_claimed_exe,cty_mc_PC_comandind,cty_mc_PC_comandind_inTIF,cty_mc_fmv_incentive,cty_mc_fmv_taxed,cty_mc_fmv_incents_inTIFs,cty_mc_fmv_inTIF,cty_mc_fmv_incents_tif_increment,cty_mc_fmv_tif_increment,cty_mc_fmv_untaxable_value,cty_mc_fmv,cty_mc_fmv_exemptions,cty_mc_fmv_abatements,cty_mc_zero_bill,cty_mc_fmv_residential,cty_mc_fmv_c2,cty_mc_fmv_industrial,cty_mc_fmv_indwithincent,cty_mc_fmv_ind_incent_inTIF,cty_mc_fmv_commercial,cty_mc_fmv_comwithincent,cty_mc_fmv_com_incent_inTIF,cty_mc_fmv_comandind,cty_mc_levy,cty_mc_current_rate_avg,cty_mc_avg_C2_bill_noexe,cty_mc_avg_C2_bill_withexe,cty_mc_av_taxed,cty_mc_av_taxed_commerc,cty_mc_av_taxed_indust,cty_mc_untaxable_value_av,cty_mc_av,cty_mc_final_tax_to_dist,cty_mc_final_tax_to_tif,cty_mc_tif_revenue_gross_bill_allocated,cty_mc_tif_revenue_to_cps_bill_allocated,cty_mc_tif_revenue_to_other_districts_bill_allocated,cty_mc_taxed_eav,cty_mc_taxed_eav_commerc,cty_mc_taxed_eav_indust,exempt_allexemptions_eav,exempt_GHE_eav,exempt_SR_eav,exempt_FR_eav,exempt_LTHO_eav,exempt_DIS_eav,exempt_VET_eav,total_value_eav,untaxable_value_eav,has_HO_exemp,has_SR_exemp,has_FR_exemp,has_LTHO_exemp,has_DI_exemp,has_VR_exemp,has_DV_exemp,has_AB_exemp,cty_mc_taxable_value_fmv,cty_mc_pct_fmv_untaxable,cty_mc_pct_fmv_taxed,cty_mc_pct_fmv_incentinTIF,cty_mc_pct_fmv_incents_tif_increment,cty_mc_pct_av_taxed,cty_mc_pct_av_untaxable,cty_mc_pct_incent_oftotalPC,cty_mc_pct_incent_ofcomPC,cty_mc_pct_incent_ofindPC,cty_mc_pct_PC_incent_inTIF
2006,8A,121,106,0,0,121,121,31,0,0,31,24,121,31,7,121,31,74738012.5,59125122.03419672,23136550,23136550,15612883.98580451,15612883.98580451,49933025.06503795,74738012.5,0,1062259.934997784,0,0,0,0,0,0,74738012.5,74738012.5,23136550,74738012.5,3030527.9202132113,0.1196597520661157,NA,NA,9576001.181406345,9576001.181406345,0,7989284.010406072,12092509,3030527.9202132113,795986.0697867885,795986.0697867885,0,0,25927980.79877582,25927980.79877582,0,460188,0,0,0,0,0,0,32741677.368399996,21631785.38657548,0,0,0,0,0,0,0,7,24804987.43496205,0.6681074783068114,0.7910983990134434,0.30956870842665235,0.20890151428370549,0.7918953115028772,0.6606804270648938,1,1,NA,0.256198347107438
2006,8B,151,151,0,151,0,0,0,151,63,63,61,151,63,6,151,63,56559106.25,28739509.558534518,36461156.25,36461156.25,27781139.702108067,27781139.702108067,46595619.42414494,56559106.25,0,2648505.5953612057,0,0,0,56559106.25,56559106.25,36461156.25,0,0,0,56559106.25,1588047.259567348,0.12492364238410596,NA,NA,4598321.529365523,0,4598321.529365523,7455299.10786319,9049457,1588047.259567348,1357617.310432652,1357617.310432652,0,0,12450415.372910088,0,12450415.372910088,1147375,0,0,0,0,0,0,24502309.773199998,20185967.864450373,0,0,0,0,0,0,0,6,9963486.825855061,0.8238393870331877,0.5081323143880924,0.6446558064202084,0.4911877422410307,0.5081323143880924,0.8238393870331877,1,NA,1,0.41721854304635764
2006,9,1338,1338,0,0,0,0,0,0,0,316,311,0,0,0,0,0,0,852515818.5558529,0,226265893.75,0,134513369.64626816,134513369.64626816,993165862.5,0,0,0,0,0,0,0,0,0,0,0,0,23621628.04030923,0.06847366218236173,NA,NA,136402530.96893647,0,0,21522139.143402908,158906538,23621628.04030923,3355004.3496907684,3355004.3496907684,0,0,369323492.85149235,0,0,0,0,0,0,0,0,0,430255342.28879994,58273343.9446777,0,0,0,0,0,0,0,0,858652492.8537319,0.135438978246464,0.8583821199914157,NA,NA,0.8583821199914158,0.13543897824646403,0,NA,NA,NA
2007,0,91914,91365,0,0,0,0,0,0,0,27971,27338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91914,0,0,0,0,0,0,0,0,0,0,0.06782856779163131,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2007,1,69792,69762,0,0,0,0,0,0,0,17187,16875,0,0,6,0,0,0,2914860232.552174,0,1135642363.6363637,0,705044821.7443284,705060458.0823916,3620074259.090909,14918.693599378574,717.6444639083971,3116,0,0,0,0,0,0,0,0,0,121754171.83254944,0.07417853536221916,NA,NA,641298189.9617864,0,0,155130060.8611108,796462036,121754171.83254944,25301926.637450557,25301926.637450557,0,0,1823787922.4323244,0,0,57447,0,0,0,47664,0,9334,2265058384.1804004,441174380.082913,0,0,0,1,0,0,4,1,2915013801.0085173,0.19476408703821724,0.8051934916064866,NA,NA,0.8051836258040884,0.1947739551281146,0,NA,NA,NA
2007,2,1526710,1141060,1526710,0,0,0,0,0,0,98617,97942,0,0,1058956,0,0,0,204473204253.948,0,13766990100,0,8582166059.552516,65861160230.42041,270388085793.75,57258960500.98474,2032244.4530398396,7182,270388085793.75,270388085793.75,0,0,0,0,0,0,0,5836354756.308704,0.06722489987620438,3867.802624178521,4005.9595238234638,32716649172.407265,0,0,10538059030.340254,43263303612,5836354756.308704,214960265.87129563,214960265.87129563,0,0,93042878581.40903,0,0,26055153039,17466646290,909688761,4566490102,3102710724,3951837,4740605,123036509142.16681,29969186076.384678,984520,260010,110600,74286,2012,25,598,19,204526925563.3296,0.24358011203444374,0.7562212057298953,NA,NA,0.7562217038675846,0.2435796194587715,0,NA,NA,NA
2007,3,17636,15833,17636,0,0,0,0,0,0,2975,2923,0,0,39,0,0,0,10481601537.850119,0,1434314181.8181818,0,766912263.7696847,772022367.0529481,11257913513.636364,1239517.4360433335,3870585.8472200464,25,11257913513.636364,0,0,0,0,0,0,0,0,382164258.5280257,0.06393004422771603,NA,NA,2305952338.3270264,0,0,169844920.75164858,2476740973,382164258.5280257,26633985.0419743,26633985.0419743,0,0,6557897854.96823,0,0,3197177,408191,347900,0,19423,0,0,7043603653.1147,483021970.1256134,18,27,0,1,0,0,0,1,10485891146.583416,0.06857597245864619,0.9310429970130857,NA,NA,0.9310429970130859,0.06857597245864619,0,NA,NA,NA
2007,4,972,888,0,47,925,0,0,0,0,216,211,0,0,0,972,216,0,558421503.9585295,0,142777700,0,56038883.02758518,56038883.02758518,615956713.3333334,0,0,2,0,0,54868610,0,0,561088103.3333334,0,0,615956713.3333334,28853273.85991806,0.06786656378600824,NA,NA,167526451.18755883,151903221.38228136,15623229.805277467,16811664.908275552,184787014,28853273.85991806,2748546.9500819375,2748546.9500819375,0,0,476428474.53229856,431997571.28907,44430903.243228585,0,0,0,0,0,0,0,525515789.1146,47810693.83264484,0,0,0,0,0,0,0,0,559917830.3057482,0.0909786058249502,0.9065921222557275,NA,NA,0.9065921222557275,0.0909786058249502,0,0,0,NA
2007,5A,68784,65032,0,0,68784,0,0,0,0,23728,23370,0,0,431,68784,23728,0,41524284707.857346,0,15448762492.105263,0,7927223256.1727,7981756076.188209,49875565736.8421,12898049.564996917,41634770.450511806,188,0,0,0,0,0,49875565736.8421,0,0,49875565736.8421,2646562249.113816,0.06679767649453361,NA,NA,15779228188.985792,15779228188.985792,0,3033067308.9515195,18952714980,2646562249.113816,504647491.2861843,504647491.2861843,0,0,44874547046.65669,44874547046.65669,0,58932637,10768638,1340499,801075,1028478,0,0,53899626131.622,8625740119.927227,149,43,8,10,0,0,0,270,41893809660.65389,0.1600333942737063,0.8325576681566175,NA,NA,0.8325576681566175,0.1600333942737063,0,0,NA,NA
2007,5B,25301,24800,0,25301,0,0,0,0,0,10635,10414,0,0,144,25301,10635,0,10305210422.629728,0,3221919186.111111,0,1529942317.0020761,1566426776.918232,11839041108.333334,94510.27735777551,36389949.63879805,24,0,0,11839041108.333334,0,0,0,0,0,11839041108.333334,725107620.4071926,0.06683438875933757,NA,NA,3709875752.146702,0,3709875752.146702,563913639.6905634,4262054799,725107620.4071926,93709023.35280739,93709023.35280739,0,0,10550515651.530006,0,10550515651.530006,37352936,79260,17500,0,0,0,0,12120857642.8761,1603713999.9159935,18,5,0,0,0,0,0,125,10272614331.415102,0.132310274335955,0.8704429968889994,NA,NA,0.8704429968889994,0.13231027433595496,0,NA,0,NA
2007,6,1210,1192,0,1210,0,0,0,1210,431,431,423,1210,431,39,1210,431,2691667984.7222223,2218580973.233934,805899645.4166666,805899645.4166666,465576456.4218964,465576456.4218964,1749330222.142869,2691667984.7222223,10988.431379443722,37971368.54319772,0,0,0,2691667984.7222223,2691667984.7222223,805899645.4166666,0,0,0,2691667984.7222223,73717485.30622593,0.07798074380165289,NA,NA,355475548.0571076,0,355475548.0571076,280008097.4010615,431403043,73717485.30622593,13568111.183774069,13568111.183774069,0,0,1010936911.1196085,0,1010936911.1196085,17282884,5000,0,0,0,0,0,1226867113.9877,796315028.1988788,1,0,0,0,0,0,0,38,942337762.5793533,0.6499056466369489,0.8242402056369852,0.2994052944088625,0.1729694966334949,0.8239987033589553,0.6490637976354318,1,NA,1,0.35619834710743803
2007,7A,39,39,0,0,39,39,32,0,0,32,32,39,32,0,39,32,10530501.630434783,4955684.292932319,7319253.804347826,7319253.804347826,5574828.702007081,5574828.702007081,6459208.589377318,10530501.630434783,0,0,0,0,0,0,0,0,10530501.630434783,10530501.630434783,7319253.804347826,10530501.630434783,1256338.7816057405,0.06426051282051282,NA,NA,8458441.453533625,8458441.453533625,0,1358421.6810933352,9650999,1256338.7816057405,200076.24839425934,200076.24839425934,0,0,24054961.649704278,24054961.649704278,0,0,0,0,0,0,0,0,27446476.056100003,3863215.4188613356,0,0,0,0,0,0,0,0,4071293.0410574656,0.6133809020749024,0.47060287029533554,0.6950527202991021,0.5293982089034545,0.8764316993021785,0.1407545147495441,1,1,NA,0.8205128205128205
2007,7B,58,58,0,0,58,58,50,0,0,50,50,58,50,0,58,50,145408650,83033487.96128172,145103381.25,145103381.25,62375164.97310965,62375164.97310965,109081501.9513306,145408650,0,0,0,0,0,0,0,0,145408650,145408650,145103381.25,145408650,1912239.8742065844,0.07564,NA,NA,13285358.073805075,13285358.073805075,0,17453040.312212896,23265384,1912239.8742065844,1439876.3857934156,1439876.3857934156,0,0,37782229.826094255,37782229.826094255,0,0,0,0,0,0,0,0,66164425.5576,49634701.34390226,0,0,0,0,0,0,0,0,36327148.0486694,0.7501720286333076,0.5710354092502868,0.9979006149221522,0.42896461093002136,0.5710354092502868,0.7501720286333076,1,1,NA,0.8620689655172413
2007,8A,181,166,0,0,181,181,56,0,0,56,54,181,56,8,181,56,97665581.25,79535520.09598625,27748581.25,27748581.25,18130059.16220396,18130059.16220396,63991299.23764563,97665581.25,0,1122510.021449418,0,0,0,0,0,0,97665581.25,97665581.25,27748581.25,97665581.25,4296216.170672236,0.12345624309392265,NA,NA,12888439.575298438,12888439.575298438,0,10238607.878023302,16147964,4296216.170672236,1095262.1493277636,1095262.1493277636,0,0,36653433.308191225,36653433.308191225,0,510769,0,0,0,0,0,0,45923194.8196,29117576.944310468,0,0,0,0,0,0,0,8,33674282.01235437,0.6552082977302266,0.8143659114913243,0.28411832392591224,0.18563406811449207,0.7981464149473233,0.634049461469155,1,1,NA,0.30939226519337015
2007,8B,174,174,0,174,0,0,0,174,72,72,70,174,72,8,174,72,87121775,49345875.53684186,52929825,52929825,37734381.907169424,37734381.907169424,69003203.30896407,87121775,0,3511766.412321108,0,0,0,87121775,87121775,52929825,0,0,0,87121775,2788140.7982670246,0.1256532183908046,NA,NA,7895340.085894698,0,7895340.085894698,11040512.529434253,13939484,2788140.7982670246,1928959.9917329752,1928959.9917329752,0,0,22453557.670275934,0,22453557.670275934,1597938,0,0,0,0,0,0,39642498.5476,31398113.58245807,0,0,0,0,0,0,0,8,18118571.691035926,0.7920316512027455,0.5664011728048683,0.6075384139039867,0.43312228093572963,0.5664011728048685,0.7920316512027455,1,NA,1,0.41379310344827586
2007,9,1448,1448,0,0,0,0,0,0,0,377,376,0,0,0,0,0,0,915858857.382582,0,277127731.25,0,169525909.15003952,169525909.15003952,1091514993.75,0,0,0,0,0,0,0,0,0,0,0,0,25844832.17948721,0.06599138812154696,NA,NA,146537417.1812131,0,0,27124145.464006323,174642399,25844832.17948721,4145642.6305127917,4145642.6305127917,0,0,416737760.721652,0,0,0,0,0,0,0,0,0,496665518.5161,77138357.28508759,0,0,0,0,0,0,0,0,921989084.5999604,0.15531248779974857,0.8390712565807866,NA,NA,0.8390712565807866,0.15531248779974857,0,NA,NA,NA
2008,0,92548,91981,0,0,0,0,0,0,0,29264,28788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92548,0,0,0,0,0,0,0,0,0,0,0.06514357490167265,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
2008,1,68934,68896,0,0,0,0,0,0,0,17996,17816,0,0,8,0,0,0,2975492054.942318,0,1156243872.7272727,0,712677211.449258,712734683.5380367,3688523327.272727,20599.976804233836,36872.11197450907,3344,0,0,0,0,0,0,0,0,0,125529855.4672037,0.07037571880349319,NA,NA,654608252.08731,0,0,156801630.37836808,811475132,125529855.4672037,26497497.762796298,26497497.762796298,0,0,1949816139.6672616,0,0,37661,0,4000,0,0,0,9499,2417059828.1752,467049336.24500716,0,1,0,0,0,0,4,3,2975788643.73469,0.193230358140375,0.8066892333150513,NA,NA,0.8066892333150512,0.193230358140375,0,NA,NA,NA
2008,2,1554886,1144023,1554886,0,0,0,0,0,0,111410,111224,0,0,1083379,0,0,0,214260120318.99207,0,15313679618.75,0,9588412982.998972,66495130645.34586,280815500637.5,56886069470.55664,2451185.120526422,7978,280815500637.5,280815500637.5,0,0,0,0,0,0,0,6168972152.583434,0.0644213860244417,3901.230485888863,4221.270622118391,34282244459.8578,0,0,10639300618.126951,44931185026,6168972152.583434,243721275.44656634,243721275.44656634,0,0,102113093348.13245,0,0,27111713963,17184739907,1084831587,5198286531,3625911010,10750356,6026396,133832027718.4436,31690220821.152912,995523,271549,113619,87700,5498,49,916,19,214320369992.15414,0.23679294944328344,0.7629924980372677,NA,NA,0.7629944422792309,0.23679100856054397,0,NA,NA,NA
2008,3,17466,15610,17466,0,0,0,0,0,0,3049,3008,0,0,33,0,0,0,10498131644.017126,0,1477289705,0,820635527.4131082,827186717.5695575,11328958600,1399785.1339555494,5151405.022493789,27,11328958600,0,0,0,0,0,0,0,0,354748818.01175344,0.06144236001374098,NA,NA,2099626328.8034253,0,0,165437343.51391152,2265791720,354748818.01175344,26723317.858246546,26723317.858246546,0,0,6253946982.973883,0,0,3902675,371056,404533,0,58291,0,0,6748887217.192,492771671.3905369,17,21,0,1,0,0,0,1,10501771882.430443,0.07301524763004762,0.9266634308308909,NA,NA,0.9266634308308909,0.07301524763004762,0,NA,NA,NA
2008,4,960,866,0,48,912,0,0,0,0,208,205,0,0,0,960,208,0,633621187.104449,0,114676723.33333334,0,42921061.8113946,42921061.8113946,678040373.3333334,0,0,2,0,0,51472463.333333336,0,0,626567910,0,0,678040373.3333334,33508863.812454347,0.06521228125,NA,NA,190145991.2077772,175622326.33941662,14523664.868360562,12876318.543418381,203471747,33508863.812454347,2339054.197545653,2339054.197545653,0,0,566368849.4114852,523108661.2345864,43260188.17689878,0,0,0,0,0,0,0,606060945.6142,38353402.41342599,0,0,0,0,0,0,0,0,635119311.5219388,0.06330163143588215,0.9344888770995834,NA,NA,0.9345080779582494,0.06328307852695825,0,0,0,NA
2008,5A,69300,65268,0,0,69300,0,0,0,0,23650,23394,0,0,411,69300,23650,0,43816764199.6276,0,13161662555.263157,0,6650958650.752578,6711348826.992209,51121900284.210526,13347786.137606151,47042390.10202603,204,0,0,0,0,0,51121900284.210526,0,0,51121900284.210526,2818845391.5069585,0.06379873347763348,NA,NA,16650370395.85849,16650370395.85849,0,2550312554.2570395,19426322108,2818845391.5069585,447067065.52304167,447067065.52304167,0,0,49594793261.1041,49594793261.1041,0,68353708,10925704,1811599,1058485,1312144,0,0,57863243030.8888,7596360974.110019,127,41,11,12,0,0,0,272,44410551457.218315,0.13128128629179836,0.857103588795208,NA,NA,0.857103588795208,0.13128128629179833,0,0,NA,NA
2008,5B,25121,24582,0,25121,0,0,0,0,0,10759,10552,0,0,149,25121,10759,0,10105415430.11451,0,3249008241.666667,0,1621736262.166271,1661608232.219316,11731806825,120020.03178226907,39751950.02126279,20,0,0,11731806825,0,0,0,0,0,11731806825,723469033.2723467,0.06435626885872378,NA,NA,3637949554.8412232,0,3637949554.8412232,598178963.5989537,4223450457,723469033.2723467,101970854.12765323,101970854.12765323,0,0,10835996544.050068,0,10835996544.050068,42754554,87451,24000,0,17246,0,0,12579969531.220201,1781735860.975844,18,7,0,1,0,0,0,128,10070198592.780684,0.14163276441600597,0.8613690611219649,NA,NA,0.8613690611219648,0.14163276441600597,0,NA,0,NA
2008,6,1314,1282,0,1314,0,0,0,1314,477,477,467,1314,477,40,1314,477,2882725243.75,2385359300.751054,803642131.25,803642131.25,490662153.44120115,490662153.44120115,1891189832.5302405,2882725243.75,11540.65668434835,58751531.75988719,0,0,0,2882725243.75,2882725243.75,803642131.25,0,0,0,2882725243.75,80252659.56618427,0.07359135464231355,NA,NA,382026401.10309446,0,382026401.10309446,302590373.20483845,461846962,80252659.56618427,15109127.593815736,15109127.593815736,0,0,1137903838.3256772,0,1137903838.3256772,28005070,5500,0,0,0,0,0,1375657361.0132,901295685.627932,1,0,0,0,0,0,0,39,991535411.2197595,0.6560423462591536,0.8274667542190228,0.27877860819110883,0.17020774161706861,0.8271709733647538,0.6551745450364973,1,NA,1,0.363013698630137
