year,clean_name,muni_PC_total,muni_PC_residential,muni_PC_industrial,muni_PC_commercial,muni_PC_inTIF,muni_PC_withincents,muni_PC_incents_inTIFs,muni_PC_claimed_exe,muni_fmv_incentive,muni_fmv_taxed,muni_fmv_inTIF,muni_fmv_exempt,muni_fmv_abated,muni_fmv_tif_increment,muni_fmv_abates_inTIF,muni_fmv_incents_inTIF,muni_fmv_untaxable_value,muni_fmv,muni_fmv_residential,muni_fmv_industrial,muni_fmv_commercial,muni_zero_bill,muni_levy,muni_current_rate_avg,muni_eav_taxed,muni_min_TC_rate,muni_max_TC_rate,muni_avg_C2_bill_noexe,muni_avg_C2_bill_withexe,muni_eav,muni_range_TC_rate,muni_effective_rate,muni_pct_eav_taxed,pct_fmv_taxed,pct_fmv_w_incentclass,pct_fmv_inTIF,pct_fmv_in_tif_increment,pct_fmv_untaxable_value,pct_fmv_incents_inTIFs
2011,Bensenville,84,0,67,1,0,0,0,0,0,42532218,0,0,0,0,0,0,0,42532252,0,41438980,467392,12,2981809.23,9.534,31307664.749433566,9.51,9.723,NA,NA,31307690,0.213,7.011,0.095,1,0,0,0,0,0
2011,Berkeley,2453,1789,29,56,99,2,0,1484,6593130,282675387,29356402,43486414,0,800033,0,0,44286447,326961934,270623270,40685354,13569240,539,11863707.35,11.2,105018726.05889009,9.438,11.576,4591.423,4105.263,118364782,2.138,3.628,0.113,0.865,0.02,0.09,0.002,0.135,0
2011,Berwyn,15659,14352,59,860,979,12,12,11049,2589650,2249205546,189382998,325030428,0,38023975,0,2589650,363054402,2612260254,2384108670,10415070,201681964,300,83352242.63,11.105,751205547.4111234,10.936,11.376,4985.859,4513.524,869352422,0.44,3.191,0.111,0.861,0.001,0.072,0.015,0.139,0.001
2011,Blue Island,8000,6253,224,383,841,52,44,4294,41208293,670884906,103021771,116938181,18031583,46851569,2781517,25893963,184165202,852706313.3333334,691565610,60209937,79942876,709,29383426.04,12.524,232836387.88236457,10.45,15.319,3502.357,3129.447,297565696,4.869,3.446,0.126,0.787,0.048,0.121,0.055,0.216,0.03
2011,Bridgeview,5260,4326,281,318,347,20,0,3518,50234670,1041635412,77180336,111996701,0,51098342,0,0,163095043,1204730568,806304750,209700578,178869360,192,47329240.589999996,10.399,454278586.475439,9.782,12.668,5343.03,4597.66,508636086,2.886,3.929,0.104,0.865,0.042,0.064,0.042,0.135,0
2011,Broadview,3306,2663,291,161,353,13,1,2071,28670580,503653667,117419894,60121252,0,58727073,0,2377480,118848325,622396068,356571020,170212172,90817916,139,24474276.78,10.864,228350851.55092847,9.292,11.992,4231.782,3387.225,288426065,2.7,3.932,0.107,0.809,0.046,0.189,0.094,0.191,0.004
2011,Brookfield,8824,8034,80,353,324,1,0,6074,609060,1306802986,38097880,192022793,0,210385,0,0,192233178,1499035998,1433281720,15005588,48936620,252,41962257.16,10.048,416349929.08348364,8.857,10.914,3628.433,4946.499,473524373,2.057,2.799,0.101,0.872,0,0.025,0,0.128,0
2011,Buffalo Grove,6262,6121,0,66,0,0,0,4782,0,1137484841,0,145527213,0,0,0,0,145527213,1283012098,1209226260,0,72584448,66,34328717.36,9.276,370244148.5670372,8.791,9.445,3613.1,5186.797,413474542,0.654,2.676,0.093,0.887,0,0,0,0.113,0
2011,Burbank,9967,9315,3,380,0,0,0,8078,0,1527818459,0,261956123,0,0,0,0,261956123,1789774934,1616236360,1377700,166708004,110,48634911.04,9.211,528750086.7283139,9.14,11.369,4187.098,3893.973,606567825,2.229,2.717,0.092,0.854,0,0,0,0.146,0
2011,Burnham,2148,1404,81,123,0,0,0,969,0,128295925,0,24570686,0,0,0,0,24570686,152866746,117190880,10856652,16186504,178,7543418.47,14.967,50161743.864735544,14.376,15.81,3017.629,2733.728,57460721,1.434,4.935,0.15,0.839,0,0,0,0.161,0
2011,Burr Ridge,2142,1904,23,43,0,2,0,1216,4977110,1084855674,0,34460180,0,0,0,0,34464643,1119320470,957573560,22955794,122199536,47,25191979.82,6.513,384729233.9227654,6.482,6.66,5706.027,11440.234,394965967,0.178,2.251,0.065,0.969,0.004,0,0,0.031,0
2011,Calumet City,15577,11686,216,951,760,148,70,8461,69091963,1169378367,46455485,220982347,70259887,13482315,12948270,16959673,317138444,1473982535.3333333,1119611220,46960679,263652416,1877,74717362.31,17.213,427761069.005323,16.62,19.056,4378.208,3504.21,546163638,2.436,5.069,0.175,0.793,0.047,0.032,0.009,0.215,0.012
2011,Calumet Park,3246,2512,89,233,476,9,9,1796,13203270,230439961,53907406,50763533,8991376,24518737,4832950,13203270,87984974,314713622,255700230,12499060,38593242,180,10683275.91,13.666,78174124.90853213,13.666,14.229,3530.815,2915.162,110371822,0.563,3.395,0.137,0.732,0.042,0.171,0.078,0.28,0.042
2011,Chicago,879882,741973,12299,39098,180074,398,342,431106,1389254980,197657581794,40098682219,20826502744,0,19525078947,0,944868143,40351581691,238008301464,190485816650,4409892385,39312242279,55856,4122928759.4500003,5.482,75171926265.71257,5.455,8.467,3276.015,3704.058,89575767012,3.012,1.732,0.055,0.83,0.006,0.168,0.082,0.17,0.004
2011,Chicago Heights,14185,9264,386,762,550,109,33,6117,67690340,932602922,62483834,169038299,45122565,11017121,678980,6592000,254194274,1158088558,803742360,138406502,155829326,1980,56995276.09,15.383,366923642.10913044,13.717,21.961,3070.628,3102.271,445107981,8.244,4.921,0.155,0.805,0.058,0.054,0.01,0.219,0.006
2011,Chicago Ridge,4692,4169,110,191,83,20,2,3208,10457405,788535430,10755186,95174416,0,2483617,0,1649070,97658033,886193769,619114110,54294811,205099938,113,35578839.61,10.472,345263125.22306776,9.713,11.665,3990.195,3453.237,374366860,1.952,4.015,0.103,0.89,0.012,0.012,0.003,0.11,0.002
2011,Cicero,17308,14736,551,927,2108,44,34,11623,54949550,1822795610,378415070,298731948,0,172390509,0,42717640,471122458,2293918310,1853326190,162480532,251744198,844,86451116.98,13.109,659546641.2411853,13.08,13.232,4377.456,3855.839,841520793,0.152,3.769,0.131,0.795,0.024,0.165,0.075,0.205,0.019
2011,Country Club Hills,6381,5996,9,73,39,6,2,4747,3221603,690834183,14462644,118276045,0,9279694,0,1401800,127679408,818513805.3333334,718814070,2231021,76334974,171,41906278.51,17.848,235143582.00198922,16.533,18.416,5937.239,5161.033,276824266,1.883,5.12,0.178,0.844,0.004,0.018,0.011,0.156,0.002
2011,Countryside,2708,2230,51,285,38,9,0,1636,17488590,710297254,22202582,58641709,0,0,0,0,58641709,768939078,521227780,55328098,185710220,77,23170344.5,7.458,310612419.41208947,6.842,8.087,3167.173,4658.963,328032537,1.245,3.013,0.075,0.924,0.023,0.029,0,0.076,0
2011,Crestwood,6161,5441,181,212,20,17,0,3925,16519240,826393660,28681550,125588386,0,16009693,0,0,141611510,968005054,692204290,74339632,187913332,131,31395341.09,8.976,347894967.5552952,7.231,9.42,1858.26,3115.919,397048127,2.189,3.243,0.09,0.854,0.017,0.03,0.017,0.146,0
2011,Deer Park,16,11,0,0,0,0,0,8,0,2523298,0,239948,0,0,0,0,239948,2763240,2663740,0,0,4,62499.21,8.338,749570.7603741905,8.338,8.338,3034.673,6366.341,820849,0,2.262,0.083,0.913,0,0,0,0.087,0
2011,Deerfield,77,0,4,58,0,0,0,0,0,214123249,0,0,0,0,0,0,0,214123284,0,5759972,205946872,11,11241177.77,7.134,157941890.28331533,6.755,7.455,NA,NA,157941914,0.7,5.25,0.071,1,0,0,0,0,0
2011,Des Plaines,24161,21909,294,932,1808,27,6,17131,158446870,5670510196,342834702,628814862,0,177803504,0,36661160,806618367,6476975856,5109856760,620003250,689930996,681,175062676.75,8.024,2181773877.820495,7.168,8.923,3879.933,5057.534,2437141907,1.755,2.703,0.08,0.875,0.024,0.053,0.027,0.125,0.006
2011,Dixmoor,2120,1108,46,115,697,8,8,617,3976210,66633905,29060666,13554306,670407,14094370,0,3976210,28319083,94952812,63865080,12996122,13594420,328,3281640.35,12.067,26727827.995634593,11.918,15.585,1400.11,1037.354,38283462,3.667,3.456,0.123,0.702,0.042,0.306,0.148,0.298,0.042
2011,Dolton,9394,8244,102,316,159,19,7,6345,13498360,673720310,37463138,152865371,4898908,11724013,932987,10638820,169849664,843173378,729098120,29988096,71148912,449,41995660.18,18.049,234086857.4061331,16.419,19.331,4384.967,3495.213,290220495,2.912,4.981,0.179,0.799,0.016,0.044,0.014,0.201,0.013
2011,East Dundee,2,0,0,0,0,0,0,0,0,4335580,0,0,0,0,0,0,0,4335650,0,0,0,0,103008.43,7.998,1287927.3568392096,7.998,7.998,NA,NA,1287948,0,2.376,0.08,1,0,0,0,0,0
2011,East Hazelcrest,667,485,37,31,11,7,0,338,3971050,65036751,7377410,8922396,0,31250,0,0,8953646,73990452,52850350,10000482,9572760,92,4128104.6,15.721,26258536.988741174,15.721,15.721,5324.1,3753.923,28931777,0,5.579,0.157,0.879,0.054,0.1,0,0.121,0
2011,Elgin,7838,7017,95,172,163,1,0,5657,2299980,1309790821,19196156,145142722,0,2857204,0,0,148062684,1457787374,1258458530,63934652,98049052,237,43381106.1,9.408,459950423.20746106,9.188,10.128,4204.041,4378.177,504185191,0.94,2.976,0.094,0.898,0.002,0.013,0.002,0.102,0
2011,Elk Grove Village,14179,12267,1264,264,22,144,0,9743,338955770,4502060652,33868848,323016104,0,29897817,0,0,352913922,4854975110,2951538410,1476725758,397759392,289,153845104.19,7.837,2008274092.216665,6.794,8.717,4062.178,5225.993,2126435508,1.923,3.169,0.077,0.927,0.07,0.007,0.006,0.073,0
2011,Elmwood Park,8409,7938,29,317,1,0,0,6195,0,1632365109,0,238484938,0,0,0,0,238484938,1870640592,1774927710,5179784,89104428,105,44117157.58,8.373,526897857.15991884,8.373,10.231,4842.904,4745.619,597704603,1.858,2.358,0.084,0.873,0,0,0,0.127,0
2011,Evanston,25234,23004,135,715,677,3,3,15284,1920350,8130448691,349837126,568011506,0,204166573,0,1920350,772178079,8902498254,8087163530,56810342,711399612,1116,208566326.85999998,7.642,2726518630.5668254,7.592,10.919,5150.268,8000.046,2986027233,3.327,2.343,0.076,0.913,0,0.039,0.023,0.087,0
2011,Evergreen Park,8995,8125,50,453,288,0,0,6879,0,1181639789,56113162,192609385,0,16193579,0,0,208802965,1390442958,1218675240,6881672,155817716,207,46564827.48,11.073,417271981.97509307,11.07,13.018,3914.363,4131.125,485542164,1.948,3.349,0.112,0.85,0,0.04,0.012,0.15,0
2011,Flossmoor,4204,3851,1,79,47,3,0,3119,6019910,771797699,10491278,78194230,0,7993953,0,0,86188183,857898958,811171200,303900,39314378,145,35313614.09,14.59,242263476.22113973,13.717,14.615,7166.581,8454.628,269818587,0.898,4.116,0.146,0.9,0.007,0.012,0.009,0.1,0
2011,Ford Heights,1952,862,11,25,0,11,0,330,6598810,34921848,0,7222954,0,0,0,0,7654709,42576490,26377270,3494428,6026802,478,2984297.35,27.015,11781649.486614143,19.551,27.186,1990.345,1129.422,13928413,7.635,7.009,0.253,0.82,0.155,0,0,0.18,0
2011,Forest Park,5962,5298,80,288,113,1,0,3447,2940000,991747802,45880984,115947347,0,25887433,0,0,141834781,1133553186,976954850,45963596,108155440,264,36550480.49,10.42,352629635.5936243,8.351,10.423,4669.424,4650.348,404097148,2.072,3.224,0.104,0.875,0.003,0.04,0.023,0.125,0
2011,Forestview,449,268,64,46,0,0,0,239,0,93924519,0,8554050,0,0,0,0,8554050,102478602,43625520,45158684,12873388,50,5960629.12,11.525,53759720.55478583,8.993,13.159,5646.646,4484.092,56300808,4.166,5.816,0.111,0.917,0,0,0,0.083,0
2011,Frankfort,1,1,0,0,0,0,0,0,0,105004,0,0,0,0,0,0,207134,312140,312140,0,0,0,2532.53,8.119,31192.63456090652,8.119,8.119,2532.53,NA,31214,0,0.811,0.081,0.336,0,0,0,0.664,0
2011,Franklin Park,7885,6100,913,327,312,68,3,4973,191319550,1665333748,133218818,170953831,0,54568860,0,19151070,225522691,1890856472,1098719770,645829066,119502076,401,80086833.86,10.813,739784636.936597,9.658,11.934,4858.554,4849.335,817471646,2.276,4.235,0.108,0.881,0.101,0.07,0.029,0.119,0.01
2011,Glencoe,3762,3474,0,62,0,0,0,2588,0,3076279305,0,89837780,0,0,0,0,89837780,3166117064,3110623870,0,50966164,206,68121367.49,7.278,936549542.0208734,6.753,7.404,16388.004,19574.679,963236789,0.651,2.152,0.073,0.972,0,0,0,0.028,0
2011,Glenview,17690,16357,102,519,1418,7,0,13074,44985430,7126408576,1121769852,468868673,0,1028076018,0,0,1496944691,8623234372,7547021960,175603994,843097668,381,164297438.9,6.703,2447813478.7305903,5.726,8.653,7640.332,8726.813,2995496045,2.927,1.905,0.067,0.826,0.005,0.13,0.119,0.174,0
2011,Glenwood,3880,3406,33,89,309,8,4,2664,4190893,349166517,66228423,72354501,0,26882100,0,1579163,99536662,448647539.3333333,384058120,15199605,45790924,261,17043985.29,14.284,118768970.15769893,13.41,15.738,3850.676,3870.561,158513341,2.328,3.799,0.144,0.778,0.009,0.148,0.06,0.222,0.004
2011,Golf,205,188,0,2,0,0,0,145,0,118734731,0,4148839,0,0,0,0,4148839,122883576,115683930,0,7043696,13,2992518.39,7.791,38409939.54562957,7.791,7.791,10429.479,14709.615,39642394,0,2.435,0.078,0.966,0,0,0,0.034,0
2011,Hanover Park,5508,5130,0,124,251,0,0,3995,0,895094952,73509614,107538440,0,29605493,0,0,137154917,1032180866,905439440,0,99128356,80,29137931.25,9.639,304659424.4673205,8.924,13.749,4337.057,4378.041,350786924,4.825,2.823,0.096,0.867,0,0.071,0.029,0.133,0
2011,Harvey,14839,9616,258,855,706,108,43,4772,48422533,611504496,67823109,122587245,0,30917303,0,25591873,153504548,764989639.3333334,552355610,64359883,105315546,1578,42519452.52,18.185,231367454.8134327,15.538,20.861,2642.987,2124.118,282511546,5.323,5.558,0.184,0.799,0.063,0.089,0.04,0.201,0.033
2011,Harwood Heights,2908,2695,55,103,0,0,0,2018,0,718321213,0,94198741,0,0,0,0,94198741,812520072,714814090,43180248,53939444,50,19220865.16,7.452,256660055.23227483,6.966,7.885,5505.678,4653.284,284642765,0.919,2.366,0.075,0.884,0,0,0,0.116,0
2011,Hazelcrest,6151,5425,28,145,368,22,3,3814,7878810,489081392,39749468,94540180,0,15457087,0,2289770,110079214,599160586,523331440,7338198,60918828,276,25361729.97,15.591,167352303.2153596,13.956,17.576,3015.335,3682.313,204866248,3.62,4.233,0.152,0.816,0.013,0.066,0.026,0.184,0.004
2011,Hickory Hills,5133,4704,30,145,19,0,0,3833,0,887357941,11120934,122286764,0,1208904,0,0,123495667,1010853630,892332000,22298924,83922396,125,31092169.34,10.011,310410273.8796961,9.177,10.053,3558.159,4986.405,347615374,0.876,3.076,0.1,0.878,0,0.011,0.001,0.122,0
2011,Hillside,3449,2848,158,192,58,6,0,2114,17440640,527917287,90185060,59131579,0,43227563,0,0,102359143,630276568,400471250,87403992,136881796,175,23954992.94,10.726,230211377.74589297,9.668,12.032,3177.345,3766.6,279398055,2.364,3.801,0.104,0.838,0.028,0.143,0.069,0.162,0
2011,Hinsdale,980,788,0,7,0,0,0,547,0,596425891,0,18700431,0,0,0,0,18700431,615126396,603330800,0,6565436,109,10889077.65,6.065,180099765.80455354,6.039,6.773,11200.406,14238.864,185654946,0.734,1.77,0.06,0.97,0,0,0,0.03,0
2011,Hodgkins,610,193,122,90,72,31,2,142,51845980,341474031,24545212,5218131,1940515,6358332,0,921180,15417069,354991022,51686680,205087084,91465208,130,19488448.11,9.562,207625731.46459788,8.176,9.871,4544.866,5214.104,214492328,1.695,5.49,0.094,0.962,0.146,0.069,0.018,0.043,0.003
2011,Hoffman Estates,17628,16505,30,276,130,6,0,13683,9858250,4297213953,451619910,392202972,0,412942051,0,0,805707298,5102838356,4018833080,83243214,934066352,433,132427572.82,8.796,1551977755.1796868,6.422,9.273,4359.312,5782.785,1964592398,2.851,2.595,0.085,0.842,0.002,0.089,0.081,0.158,0
2011,Homer Glen,3,0,0,0,0,0,0,0,0,525708,0,0,0,0,0,0,0,525710,0,0,0,0,11546.98,7.394,156166.89207465513,7.394,7.394,NA,NA,156167,0,2.196,0.074,1,0,0,0,0,0
2011,Hometown,1683,1645,0,17,0,0,0,1415,0,166030987,0,44296129,0,0,0,0,44296129,210327216,198645910,0,11623336,20,5110503.1,9.377,54500406.31331982,9.377,9.377,3343.307,2495.052,67659038,0,2.43,0.094,0.789,0,0,0,0.211,0
2011,Homewood,8545,7791,34,303,251,20,3,6126,25725327,1103189604,53339936,161270292,0,12207640,0,844690,173477932,1276668016.6666667,1070930430,23070671,176487716,329,54598255.98,13.465,403608064.1187189,13.142,15.643,4285.963,4710.971,457478836,2.501,4.277,0.135,0.864,0.02,0.042,0.01,0.136,0.001
2011,Indian Head Park,2258,2127,8,15,0,1,0,1501,923580,465646481,0,51051471,0,0,0,0,51051471,516697880,497156370,2468372,15502688,35,10913907.55,7.448,145921130.09590852,6.954,7.783,3099.969,5281.194,161086498,0.829,2.112,0.075,0.901,0.002,0,0,0.099,0
2011,Inverness,3212,2990,1,39,0,0,0,2428,0,1684751474,0,73830388,0,0,0,0,73920333,1758671848,1715748410,129496,25242112,57,37729576.09,7.485,511777605.1503387,5.9,8.834,9438.418,12535.063,533709696,2.934,2.145,0.074,0.958,0,0,0,0.042,0
2011,Justice,3370,3023,20,70,337,0,0,2448,0,549355255,47159656,73303612,0,30819019,0,0,104122631,653417402,583123250,9643384,27734068,161,16816663.63,9.343,179711638.48460868,9.031,10.83,5006.798,4254.576,210759284,1.799,2.574,0.094,0.841,0,0.072,0.047,0.159,0
2011,Kenilworth,1009,921,0,33,0,0,0,704,0,1041464519,0,24043931,0,0,0,0,24043931,1065508532,1050984610,0,12549352,49,23059643.98,7.32,314969313.6044316,7.315,7.492,19840.347,25574.793,322111828,0.177,2.164,0.073,0.977,0,0,0,0.023,0
2011,La Grange,6680,5981,68,286,0,0,0,4426,0,1967474468,0,165331738,0,0,0,0,165331738,2132609908,2000657000,25797992,103657976,270,52725014.92,8.201,642142241.9617786,7.707,8.441,4515.031,8413.627,691197353,0.734,2.472,0.082,0.923,0,0,0,0.078,0
2011,La Grange Park,4731,4388,7,98,0,0,0,3609,0,1159119997,0,128900963,0,0,0,0,128900963,1287795160,1236061230,9041756,33272044,188,30303509.54,8.407,363182792.42939126,7.787,9.696,5302.937,6264.824,401407053,1.909,2.353,0.083,0.9,0,0,0,0.1,0
2011,Lansing,12408,10711,181,617,1298,33,22,8502,24675677,1206439263,153943636,223195220,0,55730596,0,9543730,278987487,1485369610.6666667,1210459390,56235973,187644288,467,58546891.69,13.052,449096881.09675664,12.075,14.202,3691.781,3418.065,539063405,2.127,3.942,0.13,0.812,0.017,0.104,0.038,0.188,0.006
2011,Lemont,7042,5679,56,235,510,0,0,4594,0,1787917227,72976974,141296960,0,46901611,0,0,188290277,1976207668,1762694670,25181928,138824060,391,42562994.37,7.1,598680659.7012085,6.76,11.405,4637.711,6321.377,660104447,4.645,2.154,0.071,0.905,0,0.037,0.024,0.095,0
2011,Lincolnwood,5697,5036,113,325,109,1,1,4016,871880,1872538196,96681482,133804457,0,32208878,0,871880,166013335,2038435472,1689157450,81906440,258128492,157,56431676.44,8.134,693775220.5556921,8.134,8.134,7273.417,7516.751,756665285,0,2.768,0.081,0.919,0,0.047,0.016,0.081,0
2011,Lynwood,3447,2684,40,69,11,9,2,1958,7504417,444084947,7402290,49585989,0,6059327,0,786070,56609240,500694336.6666667,435943180,14858959,25424198,84,16881990.25,11.564,146565851.05271944,10.731,18.366,4053.579,4897.25,163118665,7.635,3.372,0.115,0.887,0.015,0.015,0.012,0.113,0.002
2011,Lyons,4103,3557,113,209,224,2,0,2485,520550,527234771,30473936,73746967,0,18079612,0,0,91826579,619061368,522728780,34727734,52621364,154,20211000.86,10.571,191490792.7973363,10.273,12.308,3310.559,4021.45,222588340,2.035,3.265,0.106,0.852,0.001,0.049,0.029,0.148,0
2011,Markham,9127,5388,130,238,598,27,13,3516,33281950,392746687,55005932,95194860,0,36907468,0,19522430,132115022,524831884,391655870,52102550,57267744,2111,24171773.65,16.952,142169296.30515048,15.511,19.838,3087.565,2636.073,189854334,4.327,4.606,0.17,0.748,0.063,0.105,0.07,0.252,0.037
2011,Matteson,7285,6216,15,188,339,10,2,4856,75502420,1258182975,128871230,119114815,0,33070178,0,6923710,153556817,1411695954,1043667800,56715524,245193280,216,62989713.71,13.372,468665020.1496586,12.894,14.228,5286.895,5947.605,519835295,1.334,4.462,0.134,0.891,0.053,0.091,0.023,0.109,0.005
2011,Maywood,7945,6684,118,294,2202,13,13,4658,10306833,629025391,260396435,150472834,0,100058924,0,10306833,250531758,879500847.3333334,777712950,37428447,56208050,620,32351998.93,15.219,212590025.12943467,15.204,16.003,4369.05,4051.091,299636135,0.799,3.678,0.152,0.715,0.012,0.296,0.114,0.285,0.012
2011,Mc Cook,358,81,120,38,50,31,9,52,120368840,193491248,100078964,2855588,2283320,63378800,0,72555950,68517708,262009018,17601310,212395864,10979044,50,10409105.67,11.026,97786198.98174313,9.629,11.797,6732.84,6182.663,123730868,2.168,3.973,0.106,0.738,0.459,0.382,0.242,0.262,0.277
2011,Melrose Park,6713,5335,456,425,1294,55,12,3587,95966120,1372913961,294884968,114905423,0,113518297,0,40456180,228423720,1601337980,933661780,397311924,251491476,275,60234886.69,9.069,627692065.6493278,8.45,10.619,3699.834,3975.006,722032128,2.169,3.762,0.096,0.857,0.06,0.184,0.071,0.143,0.025
2011,Merrionette Park,664,626,7,18,0,0,0,486,0,102553402,0,13685858,0,0,0,0,13685858,116239262,81943380,3298800,30799772,12,4175925.92,9.146,45658494.64246665,9.146,9.146,2313.52,2582.117,49724017,0,3.593,0.091,0.882,0,0,0,0.118,0
2011,Midlothian,5931,5109,16,270,26,6,3,4061,5474800,666951965,17038916,111767677,0,0,0,1357090,111767677,778719792,706060890,2936892,63382060,372,24844053.36,11.038,225235751.5822233,10.482,11.052,3776.552,3785.041,258438037,0.57,3.19,0.11,0.856,0.007,0.022,0,0.144,0.002
2011,Morton Grove,10583,9802,98,358,650,0,0,8081,0,2479406880,147499426,306893351,0,86082372,0,0,392975723,2872281028,2519874160,130209240,202981988,223,76465314.3,8.885,877578199.5577352,7.466,10.847,5607.75,5936.733,1001706460,3.381,2.662,0.087,0.863,0,0.051,0.03,0.137,0
2011,Mt Prospect,18596,17620,112,418,828,19,0,14595,79291450,4890107752,124280368,553239389,0,86610779,0,0,639850168,5529847734,4846597500,214631482,418849012,328,142198762.59,8.384,1693993606.7346332,7.793,9.856,5074.827,6042.589,1889637460,2.063,2.571,0.084,0.884,0.014,0.022,0.016,0.116,0
2011,Niles,11768,10711,165,517,762,11,0,8632,88640970,3323804153,156901674,413064252,0,100456340,0,0,513520593,3837214998,2862410270,351400582,609739336,289,97928349.87,7.162,1370673116.465165,6.724,8.592,4982.812,4833.671,1528659855,1.868,2.552,0.071,0.866,0.023,0.041,0.026,0.134,0
2011,Norridge,5747,5445,22,156,0,0,0,4443,0,1433939329,0,231358052,0,0,0,0,231358052,1664995378,1459393280,16950000,182564548,98,36648776.660000004,7.076,514864095.53368866,6.526,7.749,4962.084,4614.027,583505216,1.223,2.201,0.071,0.861,0,0,0,0.139,0
2011,North Lake,4129,3575,103,209,275,10,0,2864,132934957,803464042,53108372,94860978,0,37151032,0,0,132012009,935402642.6666666,564658210,272179545,93410988,200,38712144.53,11.46,338128586.64599454,9.867,15.58,3851.094,4548.187,390881977,5.713,4.139,0.114,0.859,0.142,0.057,0.04,0.141,0
2011,North Riverside,2672,2454,2,121,0,0,0,1957,0,619853732,0,75510079,0,0,0,0,75510079,695363966,496683990,7499988,189927728,79,22816356.72,8.138,272105558.6649681,6.771,8.735,4658.609,3889.503,294536601,1.964,3.281,0.084,0.891,0,0,0,0.109,0
2011,Northbrook,14655,13385,234,472,7,8,0,10443,46029690,6985159634,6406768,349002518,0,0,0,0,349015731,7334078610,6069818000,346486874,859345216,297,171539709.49,6.654,2591807855.161443,5.704,8.663,6828.22,8864.178,2695453739,2.959,2.339,0.066,0.952,0.006,0.001,0,0.048,0
2011,Northfield,2987,2526,23,131,0,0,0,1840,0,1593453721,0,62271595,0,0,0,0,62271595,1655725426,1436623340,12291896,183168280,245,35174083.16,6.263,560446460.1302006,5.702,6.742,9078.363,10544.366,578944884,1.04,2.124,0.063,0.962,0,0,0,0.038,0
2011,Oak Brook,15,9,0,0,0,0,0,4,0,2030275,0,94257,0,0,0,0,94257,2124530,1989900,0,0,0,34677.99,5.759,603113.5293019073,5.653,5.845,2361.704,5140.24,631115,0.192,1.632,0.057,0.956,0,0,0,0.044,0
2011,Oak Forest,10734,9873,67,364,330,27,1,8188,13204000,1589806230,62950784,233880320,0,19656198,0,850370,253553842,1843360700,1691835810,24904706,110817974,216,57714355.51,11.028,522460917.42052263,10.056,12.017,3857.546,4980.306,602378093,1.961,3.131,0.11,0.862,0.007,0.034,0.011,0.138,0
2011,Oak Lawn,26091,24175,75,1011,521,4,0,19157,3595490,3642557139,78653362,630750677,0,38068733,0,0,668819410,4311110618,3859702020,25150304,411622034,614,126221436.53,9.945,1269005286.2625268,9.249,10.999,3099.112,4097.326,1473677753,1.75,2.928,0.099,0.845,0.001,0.018,0.009,0.155,0
2011,Oak Park,18983,17569,38,704,940,1,1,13315,885900,5060426410,300791116,453524426,0,205057556,0,885900,658581982,5719008622,5396378380,10231332,297981720,605,168664449.53,10.559,1596366382.037874,10.551,11.521,6091.888,9146.398,1835830600,0.97,2.949,0.106,0.885,0,0.053,0.036,0.115,0
2011,Olympia Fields,2247,1860,0,79,15,0,0,1491,0,462093563,5511972,39429795,0,0,0,0,39547946,501536832,436500970,0,56226372,92,21471668.41,13.212,162323420.58367783,12.028,14.243,9676.855,8033.594,174005367,2.215,4.281,0.132,0.921,0,0.011,0,0.079,0
2011,Orland Hills,2248,2126,2,27,0,0,0,1865,0,447878696,0,45769138,0,0,0,0,45771100,493650006,433696630,1280752,48766004,51,13125878.6,8.625,155343577.19683295,6.808,8.894,4306.22,4736.603,168943376,2.086,2.659,0.084,0.907,0,0,0,0.093,0
2011,Orland Park,24520,22309,59,767,17,19,0,18763,32404320,6366897573,8958056,595179822,0,0,0,0,597126928,6963810586,5858141660,53157530,994697846,509,196609379.34,8.444,2343815822.5885983,7.475,10.343,4441.731,6112.645,2520565997,2.868,2.823,0.084,0.914,0.005,0.001,0,0.086,0
2011,Palatine,26995,25149,131,544,1216,3,0,19007,3916990,5966980145,426518726,577087814,0,262820608,0,0,839909741,6806890264,6148953840,96597534,500535440,568,172393151.31,8.773,1986267457.3246322,8.112,12.831,4156.428,6048.232,2286434917,4.719,2.533,0.087,0.877,0.001,0.063,0.039,0.123,0
2011,Palos Heights,5604,5090,2,235,23,0,0,4405,0,1328689946,9662256,143786797,0,0,0,0,143786797,1472476770,1310168590,558020,155217360,127,39101864.47,8.421,464112581.38063747,7.252,11.339,5468.477,5798.858,506825958,4.087,2.656,0.084,0.902,0,0.007,0,0.098,0
2011,Palos Hills,7877,7432,13,192,0,0,0,5632,0,1177751069,0,183433808,0,0,0,0,183433808,1361117574,1266120550,7806116,75236628,112,34532129.36,8.805,386862146.96106577,6.795,9.91,2591.915,4200.748,441336560,3.115,2.537,0.089,0.865,0,0,0,0.135,0
2011,Palos Park,2377,2095,5,47,0,0,0,1674,0,753813760,0,56649822,0,0,0,0,56690494,810504322,761822750,1278592,37100460,96,17582560.8,7.296,241029234.13618824,6.581,7.621,5811.123,7666.932,257857654,1.04,2.169,0.073,0.93,0,0,0,0.07,0
