year,clean_name,muni_PC_total,muni_PC_residential,muni_PC_industrial,muni_PC_commercial,muni_PC_inTIF,muni_PC_withincents,muni_PC_incents_inTIFs,muni_PC_claimed_exe,muni_fmv_incentive,muni_fmv_taxed,muni_fmv_inTIF,muni_fmv_exempt,muni_fmv_abated,muni_fmv_tif_increment,muni_fmv_abates_inTIF,muni_fmv_incents_inTIF,muni_fmv_untaxable_value,muni_fmv,muni_fmv_residential,muni_fmv_industrial,muni_fmv_commercial,muni_zero_bill,muni_levy,muni_current_rate_avg,muni_eav_taxed,muni_min_TC_rate,muni_max_TC_rate,muni_avg_C2_bill_noexe,muni_avg_C2_bill_withexe,muni_eav,muni_range_TC_rate,muni_effective_rate,muni_pct_eav_taxed,pct_fmv_taxed,pct_fmv_w_incentclass,pct_fmv_inTIF,pct_fmv_in_tif_increment,pct_fmv_untaxable_value,pct_fmv_incents_inTIFs
2014,Evergreen Park,8984,8115,52,434,285,0,0,6543,0,1060051931,50045060,195471467,0,10847162,0,0,206318629,1266370270,1071937730,6661016,174698564,211,51351373.2,14.209,358862323.3501275,14.205,16.785,4281.529,4067.446,419262759,2.58,4.055,0.143,0.837,0,0.04,0.009,0.163,0
2014,Flossmoor,4202,3841,1,80,47,3,0,3054,8325000,684818742,9243962,96989062,0,6949462,0,0,103938524,788577370,744923200,224104,37629656,190,37658746.15,19.133,197012921.52779692,18.16,19.158,8182.881,8896.513,226982211,0.998,4.776,0.191,0.868,0.011,0.012,0.009,0.132,0
2014,Ford Heights,1956,865,13,31,0,13,0,334,6140170,33657753,0,7828524,0,0,0,0,8240572,41898538,25367540,3592690,5725268,599,3624061.62,38.118,10471109.431959296,24.192,38.451,2439.131,1122.509,12605335,14.259,8.65,0.346,0.803,0.147,0,0,0.197,0
2014,Forest Park,5961,5302,84,280,113,2,0,3309,3537690,900456343,48085080,112802466,0,25843344,0,0,138645810,1039077100,885051260,44242290,107399940,320,37575877.77,12.696,297485093.30605906,10.494,12.699,4765.05,4523.083,343724113,2.205,3.616,0.126,0.867,0.003,0.046,0.025,0.133,0
2014,Forestview,456,267,68,44,0,0,0,235,0,83652207,0,8500694,0,0,0,0,8500694,92152946,35149050,41640568,14758088,55,6376621.4,14.733,45853220.245454475,11.536,16.856,5213.157,3970.426,48169931,5.32,6.92,0.139,0.908,0,0,0,0.092,0
2014,Frankfort,1,1,0,0,0,0,0,0,0,115501,0,0,0,0,0,0,199360,314860,314860,0,0,0,2837.7,9.015,31477.53743760399,9.015,9.015,2837.7,NA,31486,0,0.901,0.09,0.367,0,0,0,0.633,0
2014,Franklin Park,7886,6093,925,320,306,85,3,4784,Inf,Inf,117171432,158492148,0,36238839,0,25191180,194730986,Inf,916195860,Inf,108245204,411,84481452.41,13.902,607827595.004597,12.691,15.274,5117.141,4541.048,667094220,2.583,0,0.139,NA,NA,0,0,0,0
2014,Glencoe,3759,3459,0,63,0,0,0,2526,0,2850209431,0,80116732,0,0,0,0,80116732,2930326106,2877335780,0,47012236,205,74497472.01,9.365,795985943.1821064,8.671,9.381,17579.91,21723.56,817820155,0.71,2.542,0.094,0.973,0,0,0,0.027,0
2014,Glenview,17821,16489,101,519,1546,7,1,12892,107084250,6460957960,1129161886,471301497,0,1015520893,0,5425500,1486822390,7947678856,6861737560,149798048,895933398,384,176512335.52,8.616,2047954005.42369,7.644,11.522,8038.769,9218.24,2549695283,3.878,2.221,0.086,0.813,0.013,0.142,0.128,0.187,0.001
2014,Glenwood,3887,3402,35,85,316,8,4,2584,4827430,300202020,59498934,87058078,0,20055769,0,1636030,107414210,407560864,348693440,13217164,43543850,344,18541915.98,19.333,95615938.30574988,18.072,21.359,4271.625,3959.751,132220908,3.287,4.549,0.194,0.737,0.012,0.146,0.049,0.264,0.004
2014,Golf,205,188,0,2,0,0,0,147,0,108963052,0,4756148,0,0,0,0,4756148,113719214,108000850,0,5599984,13,3193376.9899999998,9.984,31984945.81330128,9.984,9.984,11616.88,15870.296,33281141,0,2.808,0.1,0.958,0,0,0,0.042,0
2014,Hanover Park,5508,5169,0,122,264,0,0,3893,0,734944760,85641852,120419117,0,30758140,0,0,151187740,886064620,770453170,0,89423400,91,31032781.79,13.369,233116283.52636027,12.148,18.582,4704.539,4422.76,278032210,6.434,3.502,0.133,0.829,0,0.097,0.035,0.171,0
2014,Harvey,14365,9663,278,863,1204,128,62,4712,53119670,539588759,102534546,145204957,0,29573679,0,27004390,174778636,714367046,500024860,71506158,100077608,1832,46084530.51,23.886,190934221.47168767,21.525,28.576,2836.956,1812.486,243114058,7.051,6.451,0.241,0.755,0.074,0.144,0.041,0.245,0.038
2014,Harwood Heights,2903,2695,44,110,0,1,0,2029,2099990,624808576,0,81042682,0,0,0,0,81042682,705851300,607474370,35571090,62641120,50,20575455.18,9.775,209569274.52004442,9.229,10.258,5896.319,4623.207,231655856,1.029,2.915,0.098,0.885,0.003,0,0,0.115,0
2014,Hazelcrest,6150,5432,29,169,361,23,2,3759,8748510,399957615,24603412,123445995,0,2205189,0,769610,125728893,525686264,458338160,6739176,54176778,364,27329071.07,21.466,130093462.16334617,19.536,23.758,3409.215,3473.98,164569946,4.222,5.199,0.21,0.761,0.017,0.047,0.004,0.239,0.001
2014,Hickory Hills,5116,4691,30,144,19,0,0,3684,0,787288576,10509082,135142087,0,890094,0,0,136032181,923320964,814072990,18088536,81707408,137,32637323.330000002,12.795,254991967.01071,11.706,12.992,4341.917,5047.569,292428718,1.286,3.535,0.128,0.853,0,0.011,0.001,0.147,0
2014,Hillside,3447,2845,156,190,202,10,0,2041,28172670,469995259,109073326,65573005,0,34181847,0,0,99754852,569749992,349205540,85533498,130286944,188,25835846.92,13.97,191042525.78469568,12.579,15.651,3489.099,3584.856,231983473,3.072,4.535,0.135,0.825,0.049,0.191,0.06,0.175,0
2014,Hinsdale,980,790,0,7,0,0,0,524,0,586703115,0,16484009,0,0,0,0,16484009,603187216,591489400,0,6893016,109,12651811.4,7.735,162712030.875198,7.653,8.231,13651.212,16318.798,167204443,0.578,2.097,0.078,0.973,0,0,0,0.027,0
2014,Hodgkins,614,185,122,95,72,46,2,134,82548580,357324243,22925916,4896048,1762268,6359637,0,665000,14719153,370342244,46906680,221371844,91122700,137,21141604.46,11.472,189119828.56802973,9.439,11.83,4463.708,5272.233,195292381,2.391,5.709,0.112,0.965,0.223,0.062,0.017,0.04,0.002
2014,Hoffman Estates,17583,16508,30,285,141,6,0,13255,10858930,3778682563,439089524,433828111,0,393252208,0,0,827614381,4606211594,3587497720,80049890,886972604,466,140471960.99,11.43,1266616879.7323782,8.306,12.588,4757.208,5929.478,1646060543,4.282,3.05,0.111,0.82,0.002,0.095,0.085,0.18,0
2014,Homer Glen,3,0,0,0,0,0,0,0,0,525711,0,0,0,0,0,0,0,525710,0,0,0,0,12834.31,8.958,143272.04733199376,8.958,8.958,NA,NA,143272,0,2.441,0.09,1,0,0,0,0,0
2014,Hometown,1683,1646,0,17,0,0,0,1372,0,136940793,0,49387678,0,0,0,0,49387678,186328552,175972170,0,10316432,27,5253698.34,12.648,41537779.4117647,12.648,12.648,3657.975,2449.729,54997415,0,2.82,0.126,0.735,0,0,0,0.265,0
2014,Homewood,8544,7790,34,298,123,21,3,6024,26374570,960791929,25683386,198673166,0,737309,0,955110,199410475,1160202338,975220420,22729152,155650946,406,56809998.089999996,17.472,323715605.0724424,16.915,20.257,4670.928,4692.298,378329057,3.342,4.897,0.175,0.828,0.023,0.022,0.001,0.172,0.001
2014,Indian Head Park,2258,2127,8,15,0,1,0,1487,883180,429819271,0,58589539,0,0,0,0,58589539,488408716,470142860,2447596,14318280,38,11388871.52,9.159,123631412.39270109,8.402,9.625,3160.885,5551.332,139598841,1.223,2.332,0.092,0.88,0.002,0,0,0.12,0
2014,Inverness,3238,3023,1,36,0,0,0,2365,0,1553772583,0,80677133,0,0,0,0,80749197,1634521768,1599583600,129496,22468012,59,41002368.79,9.624,432687388.6095598,7.593,11.431,10805.157,13479.734,454674353,3.838,2.509,0.095,0.951,0,0,0,0.049,0
2014,Justice,3376,3014,22,67,337,0,0,2381,0,474164899,42068760,82817426,0,24776421,0,0,107593847,581707518,518091080,9387744,24325144,171,17422987.59,12.16,143005821.20201552,11.761,14.387,5424.4,4228.467,172314411,2.626,2.995,0.122,0.815,0,0.072,0.043,0.185,0
2014,Kenilworth,1011,920,0,32,0,0,0,663,0,976171874,0,21386607,0,0,0,0,21386607,997558582,983654010,0,10541012,49,25867684.28,9.566,270345233.262337,9.56,9.786,23940.335,28524.209,276173740,0.226,2.593,0.096,0.979,0,0,0,0.021,0
2014,La Grange,6681,5989,67,276,0,0,0,4404,0,1959523828,0,154964958,0,0,0,0,154964958,2114281630,1988548720,21926584,101147696,277,57517162.7,9.835,584341175.7285756,9.358,10.101,4826.98,9312.513,626517353,0.743,2.72,0.098,0.927,0,0,0,0.073,0
2014,La Grange Park,4736,4392,7,106,0,0,0,3539,0,1109483207,0,138046879,0,0,0,0,138046879,1247421474,1198313590,7563828,32438176,191,32067289.36,10.149,318720078.35402673,9.354,11.901,6064.937,6553.666,356312397,2.547,2.571,0.101,0.889,0,0,0,0.111,0
2014,Lansing,12426,10722,185,611,1604,33,23,8291,24051560,1030870555,184810152,259558230,0,39176934,0,9637990,298794016,1329614882,1070428200,52763008,176748984,585,64707466.42,18.044,359855123.6548606,15.104,19.259,4179.448,3384.768,446335140,4.155,4.867,0.18,0.775,0.018,0.139,0.029,0.225,0.007
2014,Lemont,7145,5853,53,236,514,0,0,4646,0,1677968351,70717414,159506403,0,42171079,0,0,201911604,1879880134,1683962300,23988520,135071744,405,46072689.29,8.877,519011945.2487814,8.469,9.294,5263.665,6555.783,577282940,0.825,2.451,0.089,0.893,0,0.038,0.022,0.107,0
2014,Lincolnwood,5689,5029,104,324,224,2,2,3942,2158410,1674377425,135145216,132422262,0,21130104,0,2158410,153552366,1827929634,1501551780,77340594,240583700,158,56787325.1,9.853,576345530.2953415,9.853,9.853,7178.562,7360.152,627249119,0,3.107,0.099,0.916,0.001,0.074,0.012,0.084,0.001
2014,Lynwood,3442,2705,39,79,11,12,3,1968,9360100,394650109,7703678,63368565,0,5998993,0,1676680,70301274,464951438,403825340,13643454,28482714,92,17798582.79,14.833,120900291.9054639,13.847,28.106,4103.627,5021.245,139853364,14.259,3.828,0.147,0.849,0.02,0.017,0.013,0.151,0.004
2014,Lyons,4097,3554,112,196,219,2,0,2410,683600,441004674,27306816,81117767,0,14256064,0,0,95373831,536378574,439479820,38044240,48879844,172,20516775,13.483,152446239.6635051,12.967,15.651,3365.066,3596.273,181433938,2.684,3.825,0.135,0.822,0.001,0.051,0.027,0.178,0
2014,Markham,9623,5456,139,248,598,32,17,3437,32904730,338314319,56614476,108159825,0,39011902,0,21481300,147182456,485465334,356575410,55796092,53893822,2800,26947204.59,23.218,115148760.38241383,21.352,26.882,3522.46,2557.636,163690432,5.53,5.551,0.234,0.697,0.068,0.117,0.08,0.303,0.044
2014,Matteson,7284,6215,15,190,323,13,2,4820,88999300,1109773165,101247698,150450006,0,27355549,0,6933410,179021459,1288752680,928352590,60927204,235368356,230,68643186.21,17.813,383280222.52485836,17.326,18.798,5603.426,6005.454,435634148,1.472,5.326,0.179,0.861,0.069,0.079,0.021,0.139,0.005
2014,Maywood,7911,6660,128,280,1041,13,3,4534,11088980,608972860,128351500,168321212,0,13259996,0,443910,181581208,790494582,691586870,38182250,53587102,652,38261591.17,19.448,196802736.81008792,19.425,20.649,4726.164,3672.707,248415212,1.224,4.84,0.194,0.77,0.014,0.162,0.017,0.23,0.001
2014,Mc Cook,358,78,120,36,56,35,13,48,151383950,194583593,133281508,2572165,10707436,80069754,0,101266620,93349355,287932992,16145640,243663414,10151688,56,12254353.91,14.503,87576495.80531263,12.611,15.603,7933.761,7066.058,120463264,2.992,4.256,0.14,0.676,0.526,0.463,0.278,0.324,0.352
2014,Melrose Park,6713,5331,441,420,1294,62,15,3533,141314380,1255619465,289294340,122482670,0,109461038,0,52047990,231943708,1487563194,819286060,393476808,252983136,288,64029922.91,11.54,524112850.7087596,10.719,13.725,3841.152,3776.256,611906556,3.006,4.304,0.122,0.844,0.095,0.194,0.074,0.156,0.035
2014,Merrionette Park,664,626,7,18,0,0,0,472,0,89864909,0,15288709,0,0,0,0,15288709,105153658,72291540,4162456,28502352,20,4725591.84,12.487,37844092.57627933,12.487,12.487,2635.311,2546.614,42010737,0,4.494,0.125,0.855,0,0,0,0.145,0
2014,Midlothian,5931,5112,16,272,8,9,1,3953,7623210,574366103,8844144,129883620,0,1066160,0,1227350,130949780,705316200,633025230,2674464,64017526,382,26912731.33,14.929,180333371.80454674,14.235,14.938,4360.537,3862.186,216366769,0.703,3.816,0.149,0.814,0.011,0.013,0.002,0.186,0.002
2014,Morton Grove,10607,9827,95,352,719,0,0,7954,0,2135742227,174645424,282531142,0,66756916,0,0,349288058,2484917080,2165986040,111531888,192629472,227,79643333.43,11.53,702079759.4374493,9.525,13.408,5932.181,5957.644,801554109,3.883,3.205,0.113,0.859,0,0.07,0.027,0.141,0
2014,Mt Prospect,18594,17615,116,416,828,24,0,14251,113740193,4290653108,104753666,529649624,0,64911055,0,0,594560679,4885045479.333333,4182060380,235634389,427765000,361,151635602.91,10.884,1389541068.3180623,10.264,13.01,5248.27,6081.307,1556121455,2.746,3.104,0.109,0.878,0.023,0.021,0.013,0.122,0
2014,Niles,11765,10704,165,521,763,19,0,8449,93026600,2848192794,127550622,360379984,0,69879922,0,0,430259905,3278349560,2357148210,334455460,579056880,317,102417357.57,9.387,1105563852.1311858,8.524,11.48,4957.496,4728.374,1228858949,2.956,3.124,0.093,0.869,0.028,0.039,0.021,0.131,0
2014,Norridge,5748,5446,22,156,0,0,0,4348,0,1223032042,0,191411845,0,0,0,0,191411845,1414131488,1221028260,14406596,176639032,98,38577593.88,9.326,411411419.4032707,8.676,10.109,4992.363,4665.061,463491827,1.433,2.728,0.094,0.865,0,0,0,0.135,0
2014,North Lake,4092,3559,101,209,80,13,0,2780,179793490,756993593,19970316,98140095,0,9903575,0,0,108043670,864969604,482596950,287391658,91020676,211,41775428.44,14.8,283921101.3676939,12.688,24.817,4239.814,4283.657,316924544,12.129,4.83,0.147,0.875,0.208,0.023,0.011,0.125,0
2014,North Riverside,2675,2452,0,122,0,0,0,1877,0,581880430,0,74655895,0,0,0,0,74655895,656536294,465704170,0,188213264,80,24438879.12,10.055,235520510.3359149,8.53,10.869,5004.036,4017.197,255866499,2.339,3.722,0.104,0.886,0,0,0,0.114,0
2014,Northbrook,14692,13422,236,487,7,8,0,10300,49610100,6374394050,5302830,361114072,0,0,0,0,361126683,6735416442,5552790430,315534616,825640176,301,185872887.43,8.563,2183439793.4062104,7.981,11.317,7393.484,9458.69,2281825826,3.336,2.76,0.085,0.946,0.007,0.001,0,0.054,0
2014,Northfield,2983,2530,23,125,0,0,0,1816,0,1453027110,0,60801211,0,0,0,0,60801211,1513828278,1312070200,10793660,178895248,245,38288835.34,8.088,473537353.81164676,7.448,8.688,9554.129,11427.554,490107514,1.24,2.529,0.081,0.96,0,0,0,0.04,0
2014,Oak Brook,15,10,0,0,0,0,0,4,0,2385067,0,121088,0,0,0,0,121088,2506240,2446890,0,0,0,48584.13,7.425,650002.3855389263,7.184,7.477,4118.903,5666.928,683026,0.293,1.939,0.075,0.952,0,0,0,0.048,0
2014,Oak Forest,10734,9884,72,362,539,35,24,7960,17655080,1345576983,98886756,267085385,0,15585561,0,10886090,282695123,1628271470,1491565640,27419314,95871586,242,60747728.14,14.927,406424034.32746923,13.254,16.058,4468.751,5098.256,486929826,2.804,3.731,0.149,0.826,0.011,0.061,0.01,0.174,0.007
2014,Oak Lawn,26079,24179,76,984,554,2,0,18332,1841560,3115680190,56706888,633108913,0,27604139,0,0,660713051,3776143382,3351003870,24413380,389048372,780,132673139.42,13.101,1013394908.852521,11.949,13.939,3454.159,4113.11,1197380845,1.99,3.513,0.131,0.825,0,0.015,0.007,0.175,0
2014,Oak Park,18995,17582,36,691,962,1,1,12927,972220,4775879829,284946778,455866371,0,176549653,0,972220,632416024,5408296080,5109716520,9330764,271001456,627,170373913.91,12.311,1382321566.369952,12.296,14.188,6217.941,9207.843,1588123876,1.892,3.15,0.123,0.883,0,0.053,0.033,0.117,0
2014,Olympia Fields,2246,1857,0,76,36,0,0,1486,0,389221949,11630724,59893836,0,0,0,0,60006590,449078266,393882810,0,45914156,97,22167186.32,17.756,124844134.88564797,15.374,19.028,8826.134,8621.55,141126073,3.654,4.936,0.178,0.867,0,0.026,0,0.134,0
2014,Orland Hills,2249,2126,2,28,0,0,0,1817,0,404216526,0,55329622,0,0,0,0,55331497,459547826,397683190,1325836,50368500,51,13841084.14,10.914,131289313.28521927,8.25,11.395,4189.611,4804.217,146372497,3.145,3.012,0.105,0.88,0,0,0,0.12,0
2014,Orland Park,24632,22404,57,755,20,17,0,18343,29039880,5860909984,44198474,658597553,0,10388168,0,0,671141378,6531876854,5475747830,45023992,944425092,541,203895921.82,10.337,1989986657.5579448,9.704,13.17,4790.655,6163.931,2172432452,3.466,3.122,0.102,0.897,0.004,0.007,0.002,0.103,0
2014,Palatine,27038,25220,129,540,1267,3,0,18317,2899760,5203114507,414563598,590384233,0,202004501,0,0,792389988,5995503650,5409540530,86135112,463553028,604,179840337.53,11.369,1605807045.8240182,10.441,18.106,4468.415,6141.165,1857478836,7.665,3,0.112,0.868,0,0.069,0.034,0.132,0
2014,Palos Heights,5605,5095,2,235,23,0,0,4290,0,1224599913,13379118,163129204,0,3185422,0,0,166314626,1390914530,1235618410,696484,148208716,127,42931748.65,10.912,393474621.93865496,9.244,15.027,6308.712,6275.615,439937654,5.783,3.087,0.109,0.88,0,0.01,0.002,0.12,0
2014,Palos Hills,7874,7429,12,194,0,0,0,5479,0,1032344026,0,201384226,0,0,0,0,201384226,1233655986,1139195510,7183476,75552940,148,36063580.54,11.245,315166947.42913646,8.659,12.659,2817.333,4252.952,370030485,4,2.923,0.114,0.837,0,0,0,0.163,0
2014,Palos Park,2370,2096,5,46,0,0,0,1627,0,690786371,0,60073056,0,0,0,0,60100033,750886506,706372770,1166772,34727304,98,19410811.39,9.565,202933326.362564,8.358,9.965,6534.193,8471.387,219305077,1.607,2.585,0.096,0.92,0,0,0,0.08,0
2014,Park Forest,5869,5351,30,111,167,15,0,3664,3460430,339794157,17274126,126622812,0,7277432,0,0,133900244,473694540,445392130,5332304,19691906,386,33178542.75,33.139,100323407.13022034,26.563,35.032,5636.985,4485.259,137911111,8.469,7.004,0.331,0.717,0.007,0.036,0.015,0.283,0
2014,Park Ridge,16221,15177,4,488,362,1,1,11788,3277960,4476715683,143990354,425100994,0,73743792,0,3277960,498844786,4975277984,4697170040,1097576,269000568,402,146615022.91,11.073,1324566578.833005,10.191,11.572,6385.008,9042.857,1464987429,1.381,2.947,0.111,0.9,0.001,0.029,0.015,0.1,0.001
2014,Phoenix,1704,1031,6,36,1669,10,10,505,2740610,18396442,46678786,14356852,0,14791271,0,2740610,29148123,47544608,39967890,2508162,2240796,480,1359829.21,25.037,5498740.27081536,22.572,25.043,1931.069,1414.132,13778334,2.471,2.86,0.247,0.387,0.058,0.982,0.311,0.613,0.058
2014,Posen,3022,2134,115,161,660,4,4,1551,2549080,163970272,37690810,43819458,0,14427203,0,2549080,58246661,222216858,184904290,16220160,15231328,264,7370171.14,14.091,52656502.507923245,11.961,17.639,2309.188,2582.197,72375906,5.678,3.317,0.14,0.738,0.011,0.17,0.065,0.262,0.011
2014,Prospect Heights,6130,5667,9,248,178,0,0,4201,0,1098378558,41610102,143668855,0,8913258,0,0,152582113,1250961080,1130999970,10003876,95755164,178,40406103.43,12.407,341893088.86681974,7.978,14.364,4618.908,5823.247,384158185,6.386,3.23,0.118,0.878,0,0.033,0.007,0.122,0
2014,Richton Park,4475,4014,2,83,568,6,6,2941,4990020,460240402,74356258,87663681,0,4750209,0,4990020,92988151,553114084,483652210,2274362,33243722,155,25256221.36,18.444,137050050.17266378,16.689,18.951,4806.491,4530.183,163063391,2.262,4.566,0.184,0.832,0.009,0.134,0.009,0.168,0.009
2014,River Forest,4523,4235,1,127,0,0,0,3194,0,1678273034,0,111065604,0,0,0,0,111065604,1789272746,1714915020,299212,73223504,162,51775395.21,10.622,487435466.1080776,10.622,10.622,8107.14,11859.396,517686212,0,2.894,0.106,0.938,0,0,0,0.062,0
2014,River Grove,3608,3192,70,130,121,1,0,2445,367280,544701225,47238782,85385972,0,9384107,0,0,94770079,639471330,539495420,39615340,58494600,187,22279833.87,12.029,184567956.52852526,10.426,12.708,5706.458,4256.271,214231869,2.282,3.484,0.121,0.852,0.001,0.074,0.015,0.148,0
2014,Riverdale,4895,4066,83,171,1142,17,8,2620,8493780,250018122,89326868,77399090,5600857,16358014,599990,1925330,99440682,349376086,273384220,38268810,19667826,405,23551079.14,28.517,82700124.8266489,24.644,28.745,4644.77,2759.7,115427452,4.101,6.741,0.285,0.716,0.024,0.256,0.047,0.285,0.006
2014,Riverside,3639,3385,0,89,0,0,0,2617,0,945424549,0,95302018,0,0,0,0,95302018,1040726520,1018636140,0,21516560,146,33066513.02,12.411,266452412.53981507,12.405,12.588,7185.476,9671.966,292425093,0.183,3.177,0.124,0.908,0,0,0,0.092,0
2014,Robbins,5660,2401,10,101,2,7,0,975,1963760,95934731,2619308,28629311,5829211,1881175,0,0,37086605,132275452,103045610,2762930,16084482,1912,5211737.86,16.418,31972906.973282967,14.801,17.817,1502.388,867.749,42950707,3.016,3.94,0.163,0.725,0.015,0.02,0.014,0.28,0
2014,Rolling Meadows,9260,8585,144,252,127,11,0,6415,11901390,1947768844,17258112,217643716,0,10209707,0,0,227853424,2175622966,1661338030,126199430,374228096,201,83376023.51,11.403,730171777.9125342,10.511,13.909,3673.639,5470.915,792629419,3.398,3.832,0.114,0.895,0.005,0.008,0.005,0.105,0
2014,Roselle,1422,1306,0,18,0,0,0,1071,0,276926465,0,33353080,0,0,0,0,33353080,310279698,287446410,0,19197968,46,9230989.21,11.075,83318800.58383577,10.385,11.142,4799.53,5751.483,92408512,0.757,2.975,0.111,0.893,0,0,0,0.107,0
2014,Rosemont,1511,865,17,148,516,0,0,564,0,480717085,762974192,18261300,0,569447784,0,0,587709084,1068426308,191424720,4197224,866574524,438,27002980.69,10.33,258416233.63468188,8.963,14.62,7134.99,5080.301,647145329,5.657,2.527,0.104,0.45,0,0.714,0.533,0.55,0
2014,Sauk Village,3496,3202,41,32,162,20,16,1956,72753000,216866501,91654620,62167306,0,86574648,0,66386640,149109476,365975986,254513260,89418806,10845510,206,11948080.28,17.661,67973557.29605553,15.693,31.402,3119.926,2314.029,110885780,15.709,3.265,0.176,0.593,0.199,0.25,0.237,0.407,0.181
2014,Schaumburg,28118,26104,415,707,748,56,3,20026,121662210,7315240419,354811192,671482351,0,0,0,14637360,671598353,7986424188,5295305930,470884730,2170756508,384,328512005.59,10.906,3023777290.365286,9.415,12.27,4096.665,5051.276,3206663064,2.855,4.113,0.109,0.916,0.015,0.044,0,0.084,0.002
2014,Schiller Park,4661,3653,201,150,296,15,0,2608,21510850,718000252,41030832,92441023,0,7866527,0,0,100307550,818307778,556367210,145260250,106834268,559,37573481.54,13.391,287569193.94869274,9.834,22.336,5481.945,4164.509,317274895,12.502,4.592,0.131,0.877,0.026,0.05,0.01,0.123,0
2014,Skokie,27644,24981,535,1039,204,11,1,17884,16468500,5855629603,107094766,584774803,0,27005894,0,853280,611780696,6467408918,5111995350,295373480,1034044528,809,228359807.8,11.013,2121522063.8004844,8.939,13.719,4487.082,5593.062,2299290166,4.78,3.531,0.108,0.905,0.003,0.017,0.004,0.095,0
2014,South Barrington,2336,1712,0,60,0,0,0,1300,0,1367276649,0,41226782,0,0,0,0,41529428,1408805954,1282854660,0,96058284,82,34537584.6,8.235,411892040.4645325,7.341,12.978,12476.383,16988.899,423127615,5.637,2.452,0.084,0.971,0,0,0,0.029,0
2014,South Chicago Heights,2210,1566,100,184,407,45,11,1031,16225710,166400626,35446022,33996540,0,3101129,0,1978520,37097669,203498264,134752140,29168900,31200834,174,9225720.82,14.961,62548098.27782351,14.143,15.792,2697.558,2485.797,73505244,1.649,4.534,0.147,0.818,0.08,0.174,0.015,0.182,0.01
2014,South Holland,9368,7994,294,363,532,96,43,6367,96684040,971490664,127047870,217012927,0,58954266,0,38653340,276029782,1247416402,952119070,164191510,115923842,448,59526057.98,18.208,326414052.3866449,16.407,22.23,5076.982,4297.082,414927125,5.823,4.772,0.182,0.779,0.078,0.102,0.047,0.221,0.031
2014,Steger,3238,2339,163,118,43,61,0,1630,2768240,162687675,4606650,42898973,0,2162568,0,0,45111905,207681444,186345520,6225080,9446024,281,6550508.14,13.116,49592309.2401429,12.788,15.022,2032.82,2241.811,61860263,2.234,3.154,0.132,0.783,0.013,0.022,0.01,0.217,0
2014,Stickney,2447,2192,28,90,0,0,0,1687,0,253868052,0,55388816,0,0,0,0,55388816,309256902,254511350,26248472,27080640,107,13407180.799999999,15.068,90983129.71098505,12.064,15.152,3893.458,3562.807,106082442,3.088,4.335,0.147,0.821,0,0,0,0.179,0
2014,Stone Park,1254,961,35,171,38,0,0,611,0,111614323,5364504,18927014,0,773460,0,0,19700473,131314866,103940020,4255644,22156092,48,7317387.55,17.88,40911040.17326387,17.497,18.035,4588.053,4248.259,46584205,0.538,5.572,0.179,0.85,0,0.041,0.006,0.15,0
2014,Streamwood,14482,13743,138,162,9,25,5,10341,52007340,2178123023,13570460,316620944,0,13516518,0,12283040,330169235,2508292368,2225348190,85950972,179810336,232,87153821.42999999,12.792,680985417.0868852,11.928,13.116,4801.434,4850.317,770957909,1.188,3.475,0.128,0.868,0.021,0.005,0.005,0.132,0.005
2014,Summit,3313,2529,147,334,319,5,0,1756,10490330,367886418,33143300,64984934,826180,9836661,0,0,75647775,443534218,340859270,57183174,41714024,204,21672115.71,16.406,133166535.4556788,10.679,17.83,5120.991,4639.12,157016667,7.151,4.886,0.163,0.829,0.024,0.075,0.022,0.171,0
2014,Thornton,1356,1002,95,57,230,7,3,761,3841770,105008320,19773412,25941173,0,4641678,0,3592850,30582852,135591120,87079050,36531710,5007940,134,8167513.78,18.857,43039697.57653527,18.725,20.515,3564.6,2912.974,52363375,1.79,6.024,0.19,0.774,0.028,0.146,0.034,0.226,0.026
2014,Tinley Park,20378,18910,54,403,696,16,2,15740,22871070,3272569027,116420784,540205585,0,68248417,0,500880,608927973,3881219008,3505575150,45220916,309424502,410,135051398.82,13.625,1016034846.4844528,11.759,18.384,4958.572,5673.722,1193246941,6.625,3.48,0.133,0.843,0.006,0.03,0.018,0.157,0
2014,University Park,4,4,0,0,0,0,0,1,0,5897203,0,25685,0,0,0,0,25685,5922920,5922920,0,0,0,340338,20.872,1607164.6754907747,20.708,21.213,9394.03,6515.44,1614173,0.505,5.746,0.212,0.996,0,0,0,0.004,0
2014,Westchester,8491,7333,21,276,0,1,0,5979,560450,1370224912,0,224438788,0,0,0,0,224438788,1594580408,1404969950,6670102,177949916,771,45008650.31,10.169,448670024.80207884,9.237,10.32,4738.253,4409.735,509813678,1.083,2.823,0.1,0.859,0,0,0,0.141,0
2014,Western Springs,5446,4858,3,93,0,0,0,3939,0,2121075208,0,137007970,0,0,0,0,137007970,2258082962,2204576520,174604,40709568,183,51043063.9,8.615,594769868.9793252,8.505,9.193,8526.227,10286.869,632108637,0.688,2.26,0.086,0.939,0,0,0,0.061,0
2014,Wheeling,13427,11941,624,292,2197,75,2,8602,98123647,2254025352,427622844,270728712,0,170474203,0,13396290,441521575,2695549426.6666665,1933243720,481685555,258292252,390,107513242.6,12.559,851319145.6256436,11.246,13.808,3937.066,4413.105,996963490,2.562,3.989,0.126,0.836,0.036,0.159,0.063,0.164,0.005
