year,clean_name,major_class_code,cur_comp_muni_rate,new_comp_muni_rate,current_taxable_eav,new_taxable_eav,av,eav,equalized_av,pins_in_muni,all_exemptions,exe_homeowner,exe_senior,exe_freeze,exe_longtime_homeowner,exe_disabled,exe_vet_returning,exe_vet_dis_lt50,exe_vet_dis_50_69,exe_vet_dis_ge70,exe_abate,exe_vet_dis,final_tax_to_dist,final_tax_to_tif,tax_amt_exe,tax_amt_pre_exe,tax_amt_post_exe,rpm_tif_to_cps,rpm_tif_to_rpm,rpm_tif_to_dist,tif_share,zero_bills,has_HO_exemp,has_SF_exemp,has_FR_exemp,has_LTHO_exemp,has_DI_exemp,has_VR_exemp,has_DV_exemp,has_AB_exemp,total_bill_current
2006,Arlington Heights,1,7.789429078,7.789429078,20352444.89,20352444.89,7613666,20614763,20614763,282,0,0,0,0,0,0,0,0,0,0,0,0,1585339.26,19699.04,0,1605038.3,1605038.3,0,0,0,0.018808466,0,0,0,0,0,0,0,0,0,1605038.3
2006,Arlington Heights,2,7.91540583,6.764239515,1780872630,2083948915,798391248,2161724342,2161724342,27100,384801525,303076285,22154126,59502638,0,0,0,0,0,68476,0,68476,140963296,328004.7,30603186.94,171888916,141291300.7,0,0,0,0.002318547,4,22132,5598,1827,0,0,0,2,0,141291300.7
2006,Arlington Heights,3,7.911314607,7.911314607,125997886,125997886,53725440,145467004,145467004,89,0,0,0,0,0,0,0,0,0,0,0,0,9968089.16,1163327.94,0,11131417.1,11131417.1,0,0,0,0.152192422,0,0,0,0,0,0,0,0,0,11131417.1
2006,Arlington Heights,4,7.709357143,7.709357143,8330368.384,8330368.384,3154857,8542091,8542091,14,0,0,0,0,0,0,0,0,0,0,0,0,642217.85,11594.04,0,653811.89,653811.89,0,0,0,0.066001556,0,0,0,0,0,0,0,0,0,653811.89
2006,Arlington Heights,5A,7.85534375,7.851257311,757770542.6,758164948.6,294888472,798440031,798440031,864,962802,394406,231000,337396,0,0,0,0,0,0,0,0,59525480.96,2229862.39,77649.97996,61832993.34,61755343.35,0,0,0,0.031976992,0,1,1,1,0,0,0,0,0,61755343.35
2006,Arlington Heights,5B,7.814763006,7.814763006,132003255.4,132003255.4,49910791,135138463,135138463,173,0,0,0,0,0,0,0,0,0,0,0,0,10315741.57,0,0,10315741.57,10315741.57,0,0,0,0,0,0,0,0,0,0,0,0,0,10315741.57
2006,Arlington Heights,6B,8.0043,8.0043,43341576.78,43341576.78,16000945,43324157,43324157,30,0,0,0,0,0,0,0,0,0,0,0,0,3469189.83,0,0,3469189.83,3469189.83,0,0,0,0,0,0,0,0,0,0,0,0,0,3469189.83
2006,Arlington Heights,9,8.065,8.065,875521.3887,875521.3887,323357,875521,875521,7,0,0,0,0,0,0,0,0,0,0,0,0,70610.8,0,0,70610.8,70610.8,0,0,0,0,0,0,0,0,0,0,0,0,0,70610.8
2006,Barrington,0,5.711761194,5.711761194,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068480201,268,0,0,0,0,0,0,0,0,0
2006,Barrington,1,5.718820513,5.718820513,3632257.902,3632257.902,1354516,3667494,3667494,78,0,0,0,0,0,0,0,0,0,0,0,0,207722.31,2419.9,0,210142.21,210142.21,0,0,0,0.015602372,0,0,0,0,0,0,0,0,0,210142.21
2006,Barrington,2,5.726338676,5.18360931,178766898.9,197483981.9,74693965,202234956,202241375,1934,22752576,18717083,1134000,2901493,0,0,0,0,0,0,0,0,10236798.07,55375.49,1303002.425,11595172.65,10292173.56,0,0,0,0.004632788,0,1472,328,85,0,0,0,0,0,10292173.56
2006,Barrington,3,5.712571429,5.712571429,8325818.696,8325818.696,3105883,8409488,8409488,28,0,0,0,0,0,0,0,0,0,0,0,0,475618.34,4537.61,0,480155.95,480155.95,0,0,0,0.027872561,0,0,0,0,0,0,0,0,0,480155.95
2006,Barrington,4,5.709,5.709,5922265.37,5922265.37,2187275,5922266,5922266,1,0,0,0,0,0,0,0,0,0,0,0,0,338102.13,0,0,338102.13,338102.13,0,0,0,0,0,0,0,0,0,0,0,0,0,338102.13
2006,Barrington,5A,5.819100529,5.819100529,91957416.33,91957416.33,38475702,104176807,104176807,189,0,0,0,0,0,0,0,0,0,0,0,0,5351094.5,659444.93,0,6010539.43,6010539.43,0,0,0,0.15897349,0,0,0,0,0,0,0,0,0,6010539.43
2006,Barrington,5B,5.669428571,5.669428571,8943174.848,8943174.848,3319109,8986821,8986821,14,0,0,0,0,0,0,0,0,0,0,0,0,507026.91,0,0,507026.91,507026.91,0,0,0,0,0,0,0,0,0,0,0,0,0,507026.91
2006,Barrington Hills,0,6.601993506,6.601993506,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0
2006,Barrington Hills,1,6.500993007,6.500993007,13587915.86,13587915.86,5030966,13621849,13621849,143,0,0,0,0,0,0,0,0,0,0,0,0,883349.46,0,0,883349.46,883349.46,0,0,0,0,0,0,0,0,0,0,0,0,0,883349.46
2006,Barrington Hills,2,6.530459144,6.285386287,217291018.6,225763390.6,84203090,227266279,227988301,1028,9462844,8472372,444500,545972,0,0,0,0,0,0,0,0,14190101.19,0,618388.6259,14808487.53,14190101.19,0,0,0,0,0,657,128,8,0,0,0,0,0,14190101.19
2006,Barrington Hills,5A,6.704,6.704,74889.7673,74889.7673,27659,74890,74890,1,0,0,0,0,0,0,0,0,0,0,0,0,5020.61,0,0,5020.61,5020.61,0,0,0,0,0,0,0,0,0,0,0,0,0,5020.61
2006,Bartlett,0,8.315786408,8.315786408,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059276656,206,0,0,0,0,0,0,0,0,0
2006,Bartlett,1,8.94955814,8.94955814,16811725.08,16811725.08,5520576,14947533,14947533,215,0,0,0,0,0,0,0,0,0,0,0,0,1504575.11,119362.89,0,1623938,1623938,0,0,0,0.057054614,0,0,0,0,0,0,0,0,0,1623938
2006,Bartlett,2,8.309310094,7.420129094,326949665.2,366129230.2,138784795,375675268,375773639,5221,43515520,39179565,1400525,2935430,0,0,0,0,0,0,0,0,27167261.53,398317.36,3623242.711,31188820.77,27565578.89,0,0,0,0.013449836,0,3871,404,128,0,0,0,0,0,27565578.89
2006,Bartlett,3,8.308,8.308,6091027.925,6091027.925,2291643,6204853,6204853,7,0,0,0,0,0,0,0,0,0,0,0,0,506042.6,9456.49,0,515499.09,515499.09,0,0,0,0.208800063,0,0,0,0,0,0,0,0,0,515499.09
2006,Bartlett,5A,8.303242424,8.303242424,24248388.73,24248388.73,13600687,36825220,36825220,66,0,0,0,0,0,0,0,0,0,0,0,0,2013402.5,1044438.98,0,3057841.48,3057841.48,0,0,0,0.365400111,0,0,0,0,0,0,0,0,0,3057841.48
2006,Bartlett,5B,13.30866667,13.30866667,15055170.97,15055170.97,5206199,14096305,14096305,9,0,0,0,0,0,0,0,0,0,0,0,0,2003642.52,0,0,2003642.52,2003642.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2003642.52
2006,Bedford Park,0,8.992884615,8.992884615,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009016393,416,0,0,0,0,0,0,0,0,0
2006,Bedford Park,1,9.20904902,9.20904902,12787685.54,12787685.54,4515982,12227471,12227471,102,0,0,0,0,0,0,0,0,0,0,0,0,1177624.23,50246.19,0,1227870.42,1227870.42,0,0,0,0.036772738,0,0,0,0,0,0,0,0,0,1227870.42
2006,Bedford Park,2,11.586,9.827681046,7823393.665,9223115.665,3707745,10039087,10039087,238,2215691,1399722,192325,623644,0,0,0,0,0,0,0,0,906418.39,0,256709.9404,1163128.4,906418.39,0,0,0,0,0,191,62,34,0,0,0,0,0,906418.39
2006,Bedford Park,5A,8.616164179,8.616164179,50957025.52,50957025.52,47504735,128623820,128623820,67,0,0,0,0,0,0,0,0,0,0,0,0,4390540.98,6193622.78,0,10584163.76,10584163.76,0,0,0,0.258261904,0,0,0,0,0,0,0,0,0,10584163.76
2006,Bedford Park,5B,8.338158904,8.338158904,302423266.3,302423266.3,106302756,287825356,287825356,365,0,0,0,0,0,0,0,0,0,0,1582611,0,25216532.51,6830.77,183361.297,25406724.58,25223363.28,0,0,0,0.005138109,0,0,0,0,0,0,0,0,2,25223363.28
2006,Bedford Park,6B,9.0518,9.0518,86892825.74,86892825.74,30973403,83863583,83863583,65,0,0,0,0,0,0,0,0,0,0,1034549,0,7865364.8,0,119862.8383,7985227.64,7865364.8,0,0,0,0,0,0,0,0,0,0,0,0,3,7865364.8
2006,Bellwood,0,11.17694382,11.17694382,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049190019,534,0,0,0,0,0,0,0,0,0
2006,Bellwood,1,11.12968085,11.12968085,2418323.702,2418323.702,914289,2475528,2475528,94,0,0,0,0,0,0,0,0,0,0,0,0,269151.71,6398.34,0,275550.05,275550.05,0,0,0,0.017503922,0,0,0,0,0,0,0,0,0,275550.05
2006,Bellwood,2,11.20316587,8.872981315,180516613.5,227923117.5,89176666,241454773,241454773,5836,59894993,47406504,2506567,9981922,0,0,0,0,0,0,0,0,20223575.63,117284.74,6712140.64,27053001.61,20340860.37,0,0,0,0.001984262,1,4363,735,478,0,0,0,0,0,20340860.37
2006,Bellwood,3,11.13515625,11.13515625,4006801.88,4006801.88,1885722,5105784,5105784,64,0,0,0,0,0,0,0,0,0,0,0,0,446163.65,123161.66,0,569325.31,569325.31,0,0,0,0.029481414,0,0,0,0,0,0,0,0,0,569325.31
2006,Bellwood,4,11.118,11.118,1802055.675,1802055.675,744151,2014864,2014864,11,0,0,0,0,0,0,0,0,0,0,0,0,200352.55,23660.07,0,224012.62,224012.62,0,0,0,0.150219268,0,0,0,0,0,0,0,0,0,224012.62
2006,Bellwood,5A,11.18335714,11.18335714,35678091.91,35678091.91,13575401,36756756,36756756,252,0,0,0,0,0,0,0,0,0,0,0,0,3990008.44,118153.81,0,4108162.25,4108162.25,0,0,0,0.035694255,0,0,0,0,0,0,0,0,0,4108162.25
2006,Bellwood,5B,11.17631868,11.17631868,73235933.44,73235933.44,29438985,79708988,79708988,182,0,0,0,0,0,0,0,0,0,0,0,0,8185081.31,711031.76,0,8896113.07,8896113.07,0,0,0,0.048807632,0,0,0,0,0,0,0,0,0,8896113.07
2006,Bellwood,6B,11.118,11.118,203612.2504,203612.2504,80103,216887,216887,1,0,0,0,0,0,0,0,0,0,0,0,0,22637.61,1475.9,0,24113.51,24113.51,0,0,0,0.061207014,0,0,0,0,0,0,0,0,0,24113.51
2006,Bensenville,0,7.775,7.775,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
2006,Bensenville,1,7.8458,7.8458,742243.111,742243.111,469361,1270840,1270840,10,0,0,0,0,0,0,0,0,0,0,0,0,58234.91,41641.29,0,99876.2,99876.2,0,0,0,0.293356784,0,0,0,0,0,0,0,0,0,99876.2
2006,Bensenville,2,7.775,7.775,216604.8875,216604.8875,79999,216605,216605,1,0,0,0,0,0,0,0,0,0,0,0,0,16841.03,0,0,16841.03,16841.03,0,0,0,0,0,0,0,0,0,0,0,0,0,16841.03
2006,Bensenville,5A,7.775,7.775,635765.7878,635765.7878,234808,635766,635766,2,0,0,0,0,0,0,0,0,0,0,0,0,49430.79,0,0,49430.79,49430.79,0,0,0,0,0,0,0,0,0,0,0,0,0,49430.79
2006,Bensenville,5B,7.790578125,7.790578125,34730621.1,34730621.1,12837683,34759314,34759314,64,0,0,0,0,0,0,0,0,0,0,0,0,2705716.17,0,0,2705716.17,2705716.17,0,0,0,0,0,0,0,0,0,0,0,0,0,2705716.17
2006,Bensenville,6B,7.893,7.893,2836473.584,2836473.584,2534802,6863229,6863229,4,0,0,0,0,0,0,0,0,0,0,0,0,223882.86,317830.69,0,541713.55,541713.55,0,0,0,0.586713568,0,0,0,0,0,0,0,0,0,541713.55
2006,Berkeley,0,9.139369403,9.139369403,0,0,0,0,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004821311,1072,0,0,0,0,0,0,0,0,0
2006,Berkeley,1,9.272918367,9.272918367,1199361.038,1199361.038,446460,1208835,1208835,49,0,0,0,0,0,0,0,0,0,0,0,0,111215.77,2264.31,0,113480.08,113480.08,0,0,0,0.009670942,0,0,0,0,0,0,0,0,0,113480.08
2006,Berkeley,2,9.377676687,7.38024975,66862291.36,84958229.36,33802530,91523737,91523737,1763,24226695,18095938,1137500,4993257,0,0,0,0,0,0,0,0,6270129.51,36945.59,2273071.106,8580146.36,6307075.1,0,0,0,0.003763055,0,1391,329,196,0,0,0,0,0,6307075.1
2006,Berkeley,3,9.300933333,9.300933333,2359399.343,2359399.343,1091500,2955348,2955348,15,0,0,0,0,0,0,0,0,0,0,0,0,219446.16,54129.14,0,273575.3,273575.3,0,0,0,0.205346339,0,0,0,0,0,0,0,0,0,273575.3
2006,Berkeley,4,9.408,9.408,617326.9558,617326.9558,227998,617327,617327,1,0,0,0,0,0,0,0,0,0,0,0,0,58078.12,0,0,58078.12,58078.12,0,0,0,0,0,0,0,0,0,0,0,0,0,58078.12
2006,Berkeley,5A,9.493423729,9.493423729,9734900.984,9734900.984,4506801,12202612,12202612,59,0,0,0,0,0,0,0,0,0,0,0,0,924175.4,230177.97,0,1154353.37,1154353.37,0,0,0,0.169583813,0,0,0,0,0,0,0,0,0,1154353.37
2006,Berkeley,5B,9.479111111,9.479111111,34132301.99,34132301.99,13177313,35678892,35678892,27,0,0,0,0,0,0,0,0,0,0,0,0,3235438.83,149420.33,0,3384859.16,3384859.16,0,0,0,0.007957101,0,0,0,0,0,0,0,0,0,3384859.16
2006,Berwyn,0,8.750106383,8.750106383,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072743722,564,0,0,0,0,0,0,0,0,0
2006,Berwyn,1,8.743061538,8.743061538,1146033.109,1146033.109,443642,1201200,1201200,65,0,0,0,0,0,0,0,0,0,0,0,0,100198.38,4979.86,0,105178.24,105178.24,0,0,0,0.035813471,0,0,0,0,0,0,0,0,0,105178.24
2006,Berwyn,2,8.820347134,7.00500493,622235660.6,783487603.6,312412657,845888583,845888583,14009,217222286,161251943,8230471,47716554,0,0,0,0,0,23318,0,23318,54883345.26,627292.48,19139227.29,74647841.07,55510637.74,0,0,0,0.01025031,5,10190,2389,1465,0,0,0,1,0,55510637.74
2006,Berwyn,3,8.794977654,8.794977654,31592489.48,31592489.48,13212942,35775361,35775361,179,0,0,0,0,0,0,0,0,0,0,0,0,2778552.39,394830.23,0,3173382.62,3173382.62,0,0,0,0.09521734,0,0,0,0,0,0,0,0,0,3173382.62
2006,Berwyn,4,9.049285714,9.049285714,401999.1317,401999.1317,184421,499339,499339,21,0,0,0,0,0,0,0,0,0,0,0,0,36378.05,8630.22,0,45008.27,45008.27,0,0,0,0.016170265,0,0,0,0,0,0,0,0,0,45008.27
2006,Berwyn,5A,8.762192444,8.761552198,136846573,136856573,64131340,173641993,173641993,847,47108,10000,3500,33608,0,0,0,0,0,0,0,0,11990760.08,3138205.89,4300.980203,15133266.92,15128965.97,0,0,0,0.24527439,0,3,1,1,0,0,0,0,0,15128965.97
2006,Berwyn,5B,8.85075,8.85075,4809739.627,4809739.627,2415228,6539473,6539473,48,0,0,0,0,0,0,0,0,0,0,0,0,425698.03,151635.97,0,577334,577334,0,0,0,0.266351415,0,0,0,0,0,0,0,0,0,577334
2006,Berwyn,6B,9.195,9.195,754615.1169,754615.1169,422005,1142622,1142622,12,0,0,0,0,0,0,0,0,0,0,0,0,69386.86,35677.2,0,105064.06,105064.06,0,0,0,0.339575567,0,0,0,0,0,0,0,0,0,105064.06
2006,Berwyn,9,8.92725,8.92725,2325549.525,2325549.525,975151,2640316,2640316,16,0,0,0,0,0,0,0,0,0,0,0,0,207607.62,31138.05,0,238745.67,238745.67,0,0,0,0.075187984,0,0,0,0,0,0,0,0,0,238745.67
2006,Blue Island,0,10.37093922,10.37093922,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046675336,1382,0,0,0,0,0,0,0,0,0
2006,Blue Island,1,9.93547081,9.93547081,6330580.121,6330580.121,2589941,7012533,7012533,531,0,0,0,0,0,0,0,0,0,0,0,0,628972.94,85663.95,0,714636.89,714636.89,0,0,0,0.180734158,0,0,0,0,0,0,0,0,0,714636.89
2006,Blue Island,2,10.30320499,8.339557662,150188887.2,185552634.2,75808128,205258068,205258068,6010,48105292,35363747,2785165,9956380,0,0,0,0,0,0,193571,0,15474268.92,742096.87,4971228.307,21187593.74,16216365.79,0,0,0,0.060344532,31,3892,864,579,0,0,0,0,6,16216365.79
2006,Blue Island,3,10.58173874,10.58173874,15836625.07,15836625.07,5954092,16121302,16121302,111,0,0,0,0,0,0,0,0,0,0,0,0,1675790.29,20861.39,0,1696651.68,1696651.68,0,0,0,0.01936419,0,0,0,0,0,0,0,0,0,1696651.68
2006,Blue Island,4,10.197,10.197,135512.5037,135512.5037,50049,135512,135512,5,0,0,0,0,0,0,0,0,0,0,0,0,13818.21,0,0,13818.21,13818.21,0,0,0,0,0,0,0,0,0,0,0,0,0,13818.21
2006,Blue Island,5A,10.29932242,10.29811417,42615749.97,42620749.97,18510235,50118314,50118314,397,5000,5000,0,0,0,0,0,0,0,0,5818771,0,4389133.49,170258.56,604774.0417,5164166.2,4559392.05,0,0,0,0.03621046,0,1,0,0,0,0,0,0,39,4559392.05
2006,Blue Island,5B,10.36835758,10.36596256,21640731.85,21645731.85,11968056,32404710,32404710,165,5000,5000,0,0,0,0,0,0,0,0,4610790,0,2243788.46,619958.68,498153.8998,3361901.06,2863747.14,0,0,0,0.200961543,0,1,0,0,0,0,0,0,27,2863747.14
2006,Blue Island,6B,10.1902,10.1902,3704513.062,3704513.062,2281992,6178723,6178723,15,0,0,0,0,0,0,0,0,0,0,822051,0,377497.29,204535.79,79478.84323,661511.9,582033.08,0,0,0,0.393625887,0,0,0,0,0,0,0,0,8,582033.08
2006,Blue Island,8,11.92255556,11.92255556,370714.3975,370714.3975,257474,697138,697138,9,0,0,0,0,0,0,0,0,0,0,32331,0,44198.63,36656.83,3960.870335,84816.31,80855.46,0,0,0,0.520570666,0,0,0,0,0,0,0,0,1,80855.46
2006,Blue Island,9,10.40735714,10.40735714,2169560.695,2169560.695,937651,2538783,2538783,28,0,0,0,0,0,0,0,0,0,0,0,0,225793.93,38160.56,0,263954.49,263954.49,0,0,0,0.123325169,0,0,0,0,0,0,0,0,0,263954.49
2006,Bridgeview,0,8.340338798,8.340338798,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996197,366,0,0,0,0,0,0,0,0,0
2006,Bridgeview,1,8.263562044,8.263562044,7396457.082,7396457.082,3197284,8656962,8656962,137,0,0,0,0,0,0,0,0,0,0,0,0,611210.82,107884.24,0,719095.06,719095.06,0,0,0,0.047950251,0,0,0,0,0,0,0,0,0,719095.06
2006,Bridgeview,2,8.193774527,6.483364749,169451237.8,214155039.8,85658663,231929385,231929385,4067,58315428,44703802,2996000,10615626,0,0,0,0,0,0,0,0,13884452.36,303360.25,4769812.211,18957620.75,14187812.61,0,0,0,0.014577059,0,3210,730,430,0,0,0,0,0,14187812.61
2006,Bridgeview,3,8.043709091,8.043709091,14471953.26,14471953.26,5343781,14468823,14468823,55,0,0,0,0,0,0,0,0,0,0,0,0,1164081.82,2695.64,0,1166777.46,1166777.46,0,0,0,0.004367924,0,0,0,0,0,0,0,0,0,1166777.46
2006,Bridgeview,5A,8.097681063,8.097681063,129078686.1,129078686.1,53265827,144222563,144222563,301,0,0,0,0,0,0,0,0,0,0,0,0,10452380.32,1183167.4,0,11635547.72,11635547.72,0,0,0,0.046360719,0,0,0,0,0,0,0,0,0,11635547.72
2006,Bridgeview,5B,8.215629893,8.215629893,174152489.3,174152489.3,62739645,169873858,169873858,281,0,0,0,0,0,0,0,0,0,0,0,0,14307723.97,0,0,14307723.97,14307723.97,0,0,0,0,0,0,0,0,0,0,0,0,0,14307723.97
2006,Bridgeview,6B,8.217076923,8.217076923,16322428.19,16322428.19,6012727,16280060,16280060,13,0,0,0,0,0,0,0,0,0,0,0,0,1341226.48,0,0,1341226.48,1341226.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1341226.48
2006,Broadview,0,8.561549618,8.561549618,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040496872,262,0,0,0,0,0,0,0,0,0
2006,Broadview,1,8.52856,8.52856,800272.6134,800272.6134,307546,832707,832707,50,0,0,0,0,0,0,0,0,0,0,0,0,68251.73,984.24,0,69235.97,69235.97,0,0,0,0.017182799,0,0,0,0,0,0,0,0,0,69235.97
2006,Broadview,2,8.893928052,7.201415263,88881437.92,109770799.9,43315978,117282345,117282345,2613,27995398,20889362,1433950,5652535,0,0,0,0,0,19551,0,19551,7905051.14,55217.62,2508385.298,10467110.6,7960268.76,0,0,0,0.00313461,1,1928,418,254,0,0,0,1,0,7960268.76
2006,Broadview,3,8.132571429,8.132571429,4606084.106,4606084.106,1809181,4898540,4898540,49,0,0,0,0,0,0,0,0,0,0,0,0,374593.08,26767.97,0,401361.05,401361.05,0,0,0,0.052129166,0,0,0,0,0,0,0,0,0,401361.05
2006,Broadview,4,8.31,8.31,935161.7329,935161.7329,345384,935162,935162,5,0,0,0,0,0,0,0,0,0,0,0,0,77711.94,0,0,77711.94,77711.94,0,0,0,0,0,0,0,0,0,0,0,0,0,77711.94
2006,Broadview,5A,8.549712575,8.549712575,25939469.32,25939469.32,25837172,69956724,69956724,167,0,0,0,0,0,0,0,0,0,0,0,0,2217750.07,3763330.02,0,5981080.09,5981080.09,0,0,0,0.239075655,0,0,0,0,0,0,0,0,0,5981080.09
2006,Broadview,5B,8.528410256,8.528410256,138329107.4,138329107.4,52105282,141080266,141080266,273,0,0,0,0,0,0,0,0,0,0,0,0,11797273.78,317473.08,0,12114746.86,12114746.86,0,0,0,0.011718772,0,0,0,0,0,0,0,0,0,12114746.86
2006,Broadview,6B,9.113555556,9.113555556,7635685.718,7635685.718,3046932,8249872,8249872,9,0,0,0,0,0,0,0,0,0,0,0,0,695882.46,16519.7,0,712402.16,712402.16,0,0,0,0.032385298,0,0,0,0,0,0,0,0,0,712402.16
2006,Broadview,9,9.636,9.636,1009619.759,1009619.759,372884,1009620,1009620,6,0,0,0,0,0,0,0,0,0,0,0,0,97286.96,0,0,97286.96,97286.96,0,0,0,0,0,0,0,0,0,0,0,0,0,97286.96
2006,Brookfield,0,8.701277108,8.701277108,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0
2006,Brookfield,1,8.582490909,8.582490909,1449581.029,1449581.029,539693,1461271,1461271,110,0,0,0,0,0,0,0,0,0,0,0,0,124410.16,0,0,124410.16,124410.16,0,0,0,0,0,0,0,0,0,0,0,0,0,124410.16
2006,Brookfield,2,8.566380353,6.8766057,319781945.6,398361327.6,156175080,422859604,422859604,7940,104406591,78579382,4229743,21597466,0,0,0,0,0,0,0,0,27393737.76,0,8982704.293,36376434.53,27393737.76,0,0,0,0,1,5798,1349,750,0,0,0,0,0,27393737.76
2006,Brookfield,3,8.706230769,8.706230769,3491691.158,3491691.158,1305764,3535488,3535488,26,0,0,0,0,0,0,0,0,0,0,0,0,303994.69,0,0,303994.69,303994.69,0,0,0,0,0,0,0,0,0,0,0,0,0,303994.69
2006,Brookfield,4,8.283,8.283,342723.8923,342723.8923,129607,350924,350924,5,0,0,0,0,0,0,0,0,0,0,0,0,28387.82,0,0,28387.82,28387.82,0,0,0,0,0,0,0,0,0,0,0,0,0,28387.82
2006,Brookfield,5A,8.384175532,8.384175532,41492205.49,41492205.49,15176217,41091129,41091129,376,0,0,0,0,0,0,0,0,0,0,0,0,3478779.34,0,0,3478779.34,3478779.34,0,0,0,0,0,0,0,0,0,0,0,0,0,3478779.34
2006,Brookfield,5B,8.47068,8.47068,13095622.08,13095622.08,4840743,13106801,13106801,75,0,0,0,0,0,0,0,0,0,0,0,0,1109288.24,0,0,1109288.24,1109288.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1109288.24
