year,clean_name,cur_comp_muni_rate,new_comp_muni_rate,current_taxable_eav,new_taxable_eav,av,eav,equalized_av,pins_in_muni,all_exemptions,exe_homeowner,exe_senior,exe_freeze,exe_longtime_homeowner,exe_disabled,exe_vet_returning,exe_vet_dis_lt50,exe_vet_dis_50_69,exe_vet_dis_ge70,exe_vet_dis,exe_abate,final_tax_to_dist,final_tax_to_tif,tax_amt_exe,tax_amt_pre_exe,tax_amt_post_exe,rpm_tif_to_cps,rpm_tif_to_rpm,rpm_tif_to_dist,tif_share,zero_bills,has_HO_exemp,has_SF_exemp,has_FR_exemp,has_LTHO_exemp,has_DI_exemp,has_VR_exemp,has_DV_exemp,has_AB_exemp,total_bill_current
2010,Skokie,7.813699545246237,7.391076618318364,2797961641.1410193,2957949529.1410193,969158551,3198224592,3198224592,28367,270550830,159987888,18927476,71310282,19954684,318000,0,7500,45000,0,52500,0,218624316.03,5381353.88,20951610.51225636,244957277.4,224005669.91,0,0,0,0.011079636641147458,1691,17467,5278,2062,910,181,0,12,0,224005669.91
2010,South Barrington,5.703708495040966,5.569339898512985,583569835.9924849,597649324.9924849,179391443,591884886,591991783,2319,19815465,14079489,852000,2225521,2650455,8000,0,0,0,0,0,0,33285122.31,0,1116242.8288395915,34401365.43,33285122.31,0,0,0,0,132,1227,213,24,66,4,0,0,0,33285122.31
2010,South Chicago Heights,9.530777541471714,8.76495124711949,85635245.85990593,93117514.85990593,31267699,103183524,103183524,2351,12163424,7482269,1052703,3541007,66445,16000,0,5000,0,0,5000,0,8161704.78,385721.09,1150839.742896661,9698264.92,8547425.87,0,0,0,0.04408026016876478,285,1049,284,208,3,8,0,2,0,8547425.870000001
2010,South Holland,11.223754135184807,10.204826270498302,497920649.961563,547636853.961563,186983508,616920928,617046074,9794,76589782,49716204,6673948,19046077,769077,206000,15000,12500,115000,35976,163476,0,55885389.54,4975738.21,8526505.359055946,69383339.75,60861127.75,0,0,0,0.029619112501233915,853,6358,1685,875,35,104,3,30,0,60861127.75
2010,Steger,8.42403200914547,7.211687919492076,76879317.68266104,89803363.68266104,28910276,95385734,95404032,3499,18034947,12924046,1092043,3690344,241158,44000,0,2500,5000,35856,43356,0,6476338.33,78384.11,1522865.9120212717,8074481.89,6554722.44,0,0,0,0.0058346485414629895,515,1593,370,211,13,27,0,4,0,6554722.44
2010,Stickney,9.207485109717869,8.172977777102313,150674899.54838604,169746808.54838604,57557031,189938333,189938333,2552,36176492,19071909,1765200,10734665,4550218,32000,0,7500,15000,0,22500,0,13873368.94,0,3360072.4100160943,17233441.03,13873368.94,0,0,0,0,194,1533,473,278,214,18,0,6,0,13873368.94
2010,Stone Park,10.475009230769231,9.341547741844161,65650441.4315919,73616171.4315919,24196405,79848213,79848213,1300,12723902,7965730,344000,2104721,2295451,14000,0,0,0,0,0,0,6876889.8,155446.02,1331979.9270658065,8364315.69,7032335.82,0,0,0,0.010696009848669231,70,527,94,55,95,7,0,0,0,7032335.819999999
2010,Streamwood,8.391940735183796,7.650361369681222,961934006.6542069,1055178021.6542069,328631836,1084451016,1084485597,14663,116779003,93244015,5912000,15221215,2130273,194000,0,7500,70000,0,77500,0,80724931.75,499318.29000000004,9796444.765902376,91020694.44,81224250.04,0,0,0,6.122774687147241e-4,430,11224,1479,618,111,97,0,17,0,81224250.04
2010,Summit,10.42476462356563,9.436552509033449,194416830.03743267,214776497.03743267,75397066,248810499,248810499,3573,42086213,20359667,1558739,12217210,7902597,48000,0,0,0,0,0,618753,20267496.92,1051747.98,4460533.215952234,25779777.95,21319244.9,0,0,0,0.04387475374407612,438,1518,408,277,308,25,0,0,1,21319244.900000002
2010,Thornton,11.293881436314363,10.56616413419318,70010171.65432827,74831941.65432827,25330723,83470816,83591451,1476,8141929,4821770,888000,2366169,17490,36000,0,2500,10000,0,12500,0,7906865.78,630335.07,909735.2025457479,9446935.89,8537200.85,0,0,0,0.08664809225657927,242,758,227,152,1,20,0,3,0,8537200.85
2010,Tinley Park,9.081721627099016,8.004343635465265,1417514009.963349,1608310215.963349,540922690,1784857375,1785045711,20724,292356478,190796206,14701759,52722953,33489267,388000,5000,12500,140000,100793,253293,0,128734676.41,5302412.75,26079395.31121923,160107030.73,134037089.16,0,0,0,0.025194089360372755,785,14569,3691,1731,1495,196,1,36,0,134037089.16
2010,University Park,13.44675,13.41679685783711,2687557.142060349,2693557.142060349,804810,2655874,2655874,4,6000,6000,0,0,0,0,0,0,0,0,0,0,361389.08999999997,0,804.2971594611711,362193.39,361389.08999999997,0,0,0,0,0,1,0,0,0,0,0,0,0,361389.08999999997
2010,Westchester,6.256086754537597,5.664008804412911,665476521.0825019,735041027.0825019,244500521,806852111,806852111,9256,138811861,69564506,7883400,45629825,15542629,92000,0,10000,60000,29501,99501,0,41632788.49,0,8765658.596565094,50396577.61,41632788.49,0,0,0,0,1537,5392,2031,987,676,46,0,17,0,41632788.49
2010,Western Springs,5.8360492094510565,5.455869252194825,779362313.7437228,833670420.7437228,264590770,873149798,873149798,5629,92111327,54308107,3989200,18858415,14928105,20000,0,2500,5000,0,7500,0,45483968.15,0,5365466.085359068,50849434.61,45483968.15,0,0,0,0,366,3629,1031,266,435,10,0,2,0,45483968.15
2010,Wheeling,8.282612012275317,7.840203944253678,1225573659.3668392,1294730492.3668392,431764303,1424782092,1424822880,13686,101053562,69156833,6615417,19846531,5270281,152000,0,7500,5000,0,12500,0,101509511.13,8764763.4,8324969.12064093,118599240.1,110274274.53,0,0,0,0.07929037294317089,710,8582,1658,760,252,76,0,4,0,110274274.53
2010,Willow Springs,7.4671556361438505,6.738250179552649,207930175.91391864,230422875.91391864,87269663,287990007,287990007,3309,40494722,22492700,1844000,9737107,6345415,58000,0,2500,15000,0,17500,0,15526469.85,1432673.8800000001,2887590.216741469,19846734.25,16959143.73,0,0,0,0.0948843232167407,372,1864,496,202,235,33,0,4,0,16959143.73
2010,Wilmette,6.042712414223331,5.796301933998029,2081457424.218095,2169943657.218095,671388421,2215582262,2215582262,11221,136335319,88486233,7920000,25329663,14492750,66000,0,5000,10000,25673,40673,0,125776486.17,0,8233730.073724141,134008656.39,125776486.17,0,0,0,0,589,7441,1927,389,390,34,0,5,0,125776486.17
2010,Winnetka,6.116289417267589,5.9577508893483495,1601856423.0037582,1644482569.0037582,503786146,1662494501,1662494501,5131,57262745,42626146,2769200,6075527,5775372,14000,0,2500,0,0,2500,0,97974174.88,0,3503029.27651316,101477204.05,97974174.88,0,0,0,0,428,3263,699,68,101,7,0,1,0,97974174.88
2010,Worth,9.477064530788457,8.240227839820225,215985721.14288482,248404614.14288482,83151755,274401009,274401009,4401,57645780,32418893,2735337,14341255,8033795,84000,0,2500,30000,0,32500,0,20469106.17,72048.2,5474518.718027508,26015673.04,20541154.37,0,0,0,0.0031736863017336964,366,2550,695,411,364,44,0,7,0,20541154.37
2010,NA,6.835748307521098,6.317745093324575,3076467682.822901,3328712767.822901,1129532596,3725417718,3727459768,43132,430795035,252245085,24502841,99482871,53686075,524000,10000,25000,205000,114163,344163,0,210299587.56,0,28456010.279161066,238748502.01,210299587.56,0,0,0,0,6112,22483,5948,2450,1963,265,2,54,0,210299587.56
2011,Alsip,10.415885635140482,9.916824459487481,584380460.6940565,613789229.6940565,218085838,647842152,647845882,7581,40918482,29408769,3916628,7412759,29826,118000,0,2500,30000,0,32500,12921997,60868400.46,954247.43,5596295.431578374,67418943.11,61822647.89,0,0,0,0.031275080336671285,720,4873,993,428,2,59,0,7,63,61822647.89
2011,Arlington Heights,8.358689414539855,7.963725834494332,3106035971.361573,3260080838.361573,1128675605,3352843571,3352843571,30523,245766054,154044867,26045222,62345585,2892926,336000,0,10000,60000,31454,101454,0,259623899.95,1124424.15,20555671.712182343,281301372.86,260748324.1,0,0,0,6.685410223809587e-4,1191,22276,5661,1622,95,169,0,18,0,260748324.1
2011,Barrington,6.236369332841873,6.022284787966852,329138669.5445489,340839129.5445489,119837767,355985492,355990119,2713,17760937,11700460,1240000,4061990,743487,10000,5000,0,0,0,0,0,20526303.05,609723.43,1106645.7968551458,22242671.94,21136026.48,0,0,0,0.028974832501952083,284,1475,311,84,21,5,1,0,0,21136026.48
2011,Barrington Hills,7.0289185733512785,6.907635938081282,255878039.73413813,260370685.73413813,88679145,263087989,263430273,1486,5770840,4492646,576000,585214,114980,2000,0,0,0,0,0,0,17985459.06,0,405176.17207669414,18390635.25,17985459.06,0,0,0,0,310,642,145,8,1,1,0,0,0,17985459.06
2011,Bartlett,9.521340886033142,8.954878476702973,442371454.8628901,470354726.8628901,156302076,464244765,464310884,5914,33455203,27983272,2140000,3124052,95355,62000,0,5000,20000,25524,50524,0,42119694.2,0,3178587.1278225337,45295868.25,42119694.2,0,0,0,0,276,4420,538,118,4,31,0,7,0,42119694.2
2011,Bedford Park,11.310633201581027,11.275231469899689,355593213.5114944,356709697.5114944,145600909,432522057,432522057,1265,1777282,1116484,227600,418198,0,10000,0,0,5000,0,5000,6120125,40219844.07,5822789.59,1072309.870255296,47114943.43,46042633.66,0,0,0,0.0228680724724585,404,201,60,29,0,5,0,1,5,46042633.66
2011,Bellwood,14.761130484007925,13.342174846059432,261433299.1081449,289237031.1081449,100730038,299228653,299228653,7066,36943162,27803732,3660267,5156841,322,222000,0,10000,90000,0,100000,0,38590510.41,127342.86,5457373.083723149,44175226.36,38717853.27,0,0,0,0.00189035709084107,622,4695,938,391,1,113,0,23,0,38717853.269999996
2011,Bensenville,9.54140625,9.54140625,31251255.337754853,31251255.337754853,10539181,31307690,31307690,96,0,0,0,0,0,0,0,0,0,0,0,0,2981809.23,0,0,2981809.23,2981809.23,0,0,0,0,24,0,0,0,0,0,0,0,0,2981809.23
2011,Berkeley,11.161185494652408,10.29791207654918,106294330.07527907,115204978.07527907,39845413,118364782,118364782,2992,12918074,8910648,1196000,2774926,0,34000,0,2500,0,0,2500,0,11863707.35,48459.46,1454097.7455521477,13366264.6,11912166.81,0,0,0,0.0012669769091610962,1078,1484,303,162,0,17,0,1,0,11912166.81
2011,Berwyn,11.104123354644603,10.197407183036516,750642261.1482935,817386627.1482935,292652133,869352422,869352422,15954,96572761,66744366,8367486,21104460,105949,218000,0,7500,25000,0,32500,0,83352242.63,2380039.06,10710239.384208923,96442521,85732281.69,0,0,0,0.014433478402682338,595,11044,2123,1008,5,109,0,8,0,85732281.69
2011,Blue Island,12.530515731243517,11.318046714862616,234494945.54111236,259615698.54111236,100170225,297565696,297565696,8677,34744856,25120753,3056084,6424636,57383,76000,0,0,10000,0,10000,12079068,29383426.04,2151240.1,5858474.495479163,37393141.25,31534666.14,0,0,0,0.0679010260178791,1386,4291,825,453,3,40,0,2,101,31534666.14
2011,Bridgeview,10.407245781364637,9.933187927463191,454772007.7366522,476475839.7366522,171223347,508636086,508636086,5452,33269740,21703832,3224000,8024353,128555,144000,5000,5000,35000,0,40000,0,47329240.589999996,2201365.51,3461032.137991266,52991637.64,49530606.1,0,0,0,0.043668105598947356,384,3513,816,379,5,75,1,9,0,49530606.099999994
2011,Broadview,10.849539802440441,10.284402307883301,225578939.06702733,237974712.06702733,97093533,288426065,288426065,3442,17859619,12395773,1887146,3435221,0,80000,0,10000,20000,31479,61479,0,24474276.78,4416324.35,1974979.976195212,30862236.44,28890601.13,0,0,0,0.01682976715791633,275,2069,477,215,0,40,0,10,0,28890601.130000003
2011,Brookfield,10.048869311294766,9.249343775656829,417581877.72265184,453678208.72265184,159403572,473524373,473524373,9075,57042291,36096331,4605053,15849071,317336,112000,0,7500,55000,0,62500,0,41962257.16,13173.93,5782996.136242003,47758425.87,41975431.09,0,0,0,1.844207346103581e-4,503,6053,1286,587,21,67,0,15,0,41975431.089999996
2011,Buffalo Grove,9.2755103590068,8.596605647425568,370100577.0174768,399328744.0174768,139188877,413474542,413474542,6323,43230314,29228167,4970177,8877274,40696,84000,0,0,30000,0,30000,0,34328717.36,0,4009712.924704841,38338430.89,34328717.36,0,0,0,0,127,4780,1245,454,2,42,0,6,0,34328717.36
2011,Burbank,9.210395891226678,8.437147506748593,528043654.3050985,576437842.3050985,204190349,606567825,606567825,10076,77817646,48394188,7639600,20963825,478533,294000,0,7500,40000,0,47500,0,48634911.04,0,7164944.010677999,55799854.98,48634911.04,0,0,0,0,219,8061,1999,986,17,154,0,11,0,48634911.04
2011,Burnham,14.959924137931035,13.438330837925012,50424175.95470011,56133596.95470011,19343148,57460721,57460721,2320,7298968,5709421,679110,821639,33548,44000,1250,5000,5000,0,10000,0,7543418.47,0,1095620.9211803142,8639039.29,7543418.47,0,0,0,0,350,967,179,94,2,22,1,4,0,7543418.47
2011,Burr Ridge,6.512888533576976,6.385860345490781,386801949.55162525,394496253.55162525,132958780,394965967,394967293,2189,10236741,7694304,1504000,962761,53676,22000,0,0,0,0,0,0,25191979.82,0,665260.7709509592,25857240.58,25191979.82,0,0,0,0,94,1214,333,40,2,11,0,0,0,25191979.82
2011,Calumet City,17.18757891406879,15.429313526882558,434717202.94962865,484255907.94962865,183856320,546163638,546163638,17386,65645016,49538705,6952846,8505082,193615,364768,10000,20000,60000,0,80000,46594569,74717362.31,1053405.02,19676768.933886785,95441197.2,75770767.33,0,0,0,0.017909109259176582,3686,8457,1731,881,4,187,2,20,220,75770767.33
2011,Calumet Park,13.666328951212387,11.972585404949998,78172243.24204673,89231152.24204673,37154717,110371822,110371822,3423,15079815,11058909,1635558,2250348,0,100000,0,10000,25000,0,35000,5023715,10683275.91,1652785.2,2747347.92511147,15083408.63,12336061.11,0,0,0,0.06950692858921939,357,1796,414,203,0,52,0,9,8,12336061.11
2011,Chicago,5.483028624830705,5.25504497939992,75194368688.47826,78456583637.47826,30154098793,89575767012,89575767012,932547,6187166408,3262214949,336878799,1786671679,791522403,7578994,85000,237500,1713046,264038,2214584,0,4122928759.4500003,454001316.8,338277563.286258,4915193128.85,4576930076.25,0,0,0,0.12839594936463333,108521,400930,84886,44298,30151,3826,17,455,0,4576930076.25
2011,Chicago Heights,15.349416096103573,13.991333059009403,371318854.95284843,407361298.95284843,149868488,445107981,445199309,16066,50218117,36042444,5758870,8161010,33550,169743,5000,2500,45000,0,47500,20225567,56995276.09,1161623.82,11159185.724744875,69316085.29,58156899.91,0,0,0,0.0017480018666450267,3861,6116,1510,777,1,86,1,10,103,58156899.910000004
2011,Chicago Ridge,10.473034138218152,9.901389136342175,339718548.99399066,359331797.99399066,126024002,374366860,374366860,4804,28272512,19613249,2880617,5601910,53736,98000,0,5000,20000,0,25000,0,35578839.61,87887.05,2964028.9616192193,38630755.64,35666726.660000004,0,0,0,0.005783913390370317,225,3206,741,361,2,50,0,7,0,35666726.66
2011,Cicero,13.109009807162534,11.85396843477377,659478620.0614834,729301056.0614834,283283108,841520793,841520793,18150,88765651,69822436,7067884,11457868,68463,304000,0,0,45000,0,45000,0,86451116.98,12236538.36,11635539.81271424,110323194.93,98687655.34,0,0,0,0.060285670860970794,1686,11619,1791,853,3,154,0,9,0,98687655.34
2011,Country Club Hills,17.84365083244234,15.911441655273407,234852603.33500987,263371977.33500987,93200372,276824266,276861003,6547,35135082,28519374,3400297,2866911,0,176000,0,17500,155000,0,172500,0,41906278.51,1177405.31,6273576.912336685,49357260.35,43083683.82,0,0,0,0.006463433745367343,337,4747,856,271,0,88,0,38,0,43083683.82
2011,Countryside,7.45620884255931,7.206706326671831,310752354.03474677,321510874.03474677,110426367,328032537,328032537,2782,17420106,10758520,1831321,4534450,232815,38000,0,0,25000,0,25000,0,23170344.5,0,1293546.1230211316,24463890.7,23170344.5,0,0,0,0,151,1629,467,167,7,19,0,5,0,23170344.5
2011,Crestwood,8.96514587973274,8.385780377960074,350193309.85984945,374387828.85984945,133660564,397048127,397052117,6286,37307286,24194519,4676701,8311445,0,90000,0,5000,29621,0,34621,0,31395341.09,1115050.91,3379671.451400248,35890062.44,32510392,0,0,0,0.0017759717096627427,256,3925,1171,657,0,45,0,8,0,32510392
2011,Deer Park,8.338,7.651249107469867,749570.7603741905,816849.7603741905,276324,820849,820849,20,71279,67279,4000,0,0,0,0,0,0,0,0,0,62499.21,0,5943.24291769886,68442.43000000001,62499.21,0,0,0,0,8,8,1,0,0,0,0,0,0,62499.21
2011,Deerfield,7.131795454545454,7.131795454545455,157620585.75075126,157620585.75075126,53168355,157941914,157941914,88,0,0,0,0,0,0,0,0,0,0,0,0,11241177.77,0,0,11241177.77,11241177.77,0,0,0,0,22,0,0,0,0,0,0,0,0,11241177.77
2011,Des Plaines,8.023882075851517,7.636805546684101,2181770308.87411,2292354776.87411,820420692,2437141907,2437141907,24838,186795743,110584468,19629400,53777188,2275369,424000,0,10000,50000,45318,105318,0,175062676.75,5517592.45,14958219.545562997,195534818.84,180580269.2,0,0,0,0.04788641092081632,1358,17040,4520,1783,89,214,0,16,0,180580269.2
2011,Dixmoor,12.076112769485903,10.9129957580056,27174641.481421873,30070939.481421873,12887431,38283462,38283462,2412,4026442,2896298,516930,578214,0,20000,0,0,15000,0,15000,497878,3281640.35,885685.67,549616.7234001186,4716942.85,4167326.02,0,0,0,0.16831491890562272,620,617,169,100,0,15,0,4,5,4167326.02
2011,Dolton,18.048935109845402,15.551908931181055,232676664.43707278,270035404.43707275,97697590,290220495,290220495,9832,45416187,37358740,3940127,3751492,13851,264000,5000,12500,60000,10477,82977,3446025,41995660.18,1253157.6400000001,8788903.201758819,52035940.9,43248817.82,0,0,0,0.005195476848557974,887,6341,1030,431,1,134,1,20,43,43248817.82
2011,East Dundee,7.998,7.997999999999999,1287927.3568392098,1287927.3568392098,433565,1287948,1287948,2,0,0,0,0,0,0,0,0,0,0,0,0,103008.43,0,0,103008.43,103008.43,0,0,0,0,0,0,0,0,0,0,0,0,0,103008.43
2011,East Hazelcrest,15.721,14.579900941978039,26258536.988741178,28313666.988741178,9739374,28931777,28931777,759,2650487,2055130,328000,247357,0,20000,0,0,0,0,0,0,4128104.6,3575.23,416682.9610034805,4548362.88,4131679.83,0,0,0,3.855723407905138e-5,184,338,83,29,0,11,0,0,0,4131679.83
2011,Elgin,9.408482288828337,8.75333599411723,461085058.86768657,495595120.86768657,169731296,504185191,504203834,8074,43119697,34510062,3218000,5202364,20105,112000,0,7500,30000,19666,57166,0,43381106.1,109630.87,4055576.5346396784,47544463.92,43490736.97,0,0,0,5.956710525897944e-4,473,5655,816,296,1,56,0,10,0,43490736.97
2011,Elk Grove Village,7.836093605254062,7.600941111444875,1963288239.523423,2024027050.523423,715826918,2126435508,2126435508,14465,95957564,60738811,9346942,25441190,203621,172000,0,5000,50000,0,55000,0,153845104.19,1735527.12,7514536.508147354,163095164.59,155580631.31,0,0,0,0.0012766209635350155,575,9733,2337,869,9,86,0,12,0,155580631.31
2011,Elmwood Park,8.373873941674505,7.789005184481866,526842867.31904143,566402981.3190415,201206691,597704603,597704603,8504,70868956,39560114,6260992,24256045,497620,169432,5000,2500,55000,62253,119753,0,44117157.58,0,5933857.363598549,50045801.67,44117157.58,0,0,0,0,200,6168,1588,736,25,86,1,14,0,44117157.58
2011,Evanston,7.641743960802187,7.325460997091822,2729302734.164177,2847142684.164177,1005193266,2986027233,2986027233,26328,168746698,117839950,12621495,32134463,5936060,134000,0,2500,40000,38230,80730,0,208566326.85999998,7064126.56,12877795.455898935,228505345.37,215630453.42,0,0,0,0.013303625078682846,2210,15090,3009,707,193,68,0,10,0,215630453.42
2011,Evergreen Park,11.072964670072833,10.136892708294702,420527192.73865175,459359971.73865175,163449204,485542164,485542164,9199,57220144,38832779,5100060,12856167,234638,124000,0,12500,60000,0,72500,0,46564827.48,1223236.32,6334269.652674633,54122331.33,47788063.8,0,0,0,0.009749662183313947,411,6863,1454,638,16,69,0,19,0,47788063.8
2011,Flossmoor,14.589176632934683,13.553492908840543,242053509.79355782,260549913.79355782,90829651,269818587,269818587,4348,23228378,18496404,3044000,1566657,0,48000,0,2500,45000,25817,73317,0,35313614.09,635789.86,3390062.381515534,39335714.01,35949403.95,0,0,0,0.008235519373152254,289,3118,776,130,0,24,0,13,0,35949403.95
2011,Ford Heights,27.036621899059025,23.225626483187412,11037981.598225718,12849157.598225718,4731921,13928413,14056671,2338,2146757,1811176,174030,153551,0,8000,0,0,0,0,0,0,2984297.35,0,580563.1188066372,3564860.82,2984297.35,0,0,0,0,864,330,87,57,0,4,0,0,0,2984297.35
2011,Forest Park,10.41873599484868,9.744145522970161,350814921.38846403,375101956.38846403,136032174,404097148,404097148,6212,34443319,24287035,2502712,7261513,294870,68441,0,0,20000,8748,28748,0,36550480.49,1775343.81,3590026.8277712055,41914938.77,38325824.3,0,0,0,0.007940313662793786,514,3433,631,281,13,35,0,5,0,38325824.300000004
2011,Forestview,11.520200400801603,11.21018580798018,51740672.14651271,53171546.14651271,18952671,56300808,56300808,499,2541066,1430874,292000,812192,0,6000,0,0,0,0,0,0,5960629.12,0,301776.8996174726,6262405.99,5960629.12,0,0,0,0,100,239,73,42,0,3,0,0,0,5960629.12
2011,Frankfort,8.119,8.119,31192.634560906517,31192.634560906517,31214,31214,92724,1,0,0,0,0,0,0,0,0,0,0,0,0,2532.53,0,0,2532.53,2532.53,0,0,0,0,0,0,0,0,0,0,0,0,0,2532.53
2011,Franklin Park,10.813721095824283,10.40128272735654,740603841.6408346,769970742.6408346,275187386,817471646,817471646,8286,50787145,29366901,4280120,16585115,381509,136000,5000,7500,25000,0,32500,0,80086833.86,2913994.88,5470678.301617059,88471505.81,83000828.74,0,0,0,0.017483669143452812,802,4952,1175,623,21,77,2,8,0,83000828.74
2011,Glencoe,7.277019909274193,7.126884573516968,936116272.0357926,955836548.0357926,324256631,963236789,963236789,3968,26687211,19720276,2018680,2991507,1944748,12000,0,0,0,0,0,0,68121367.49,0,1942457.805023931,70063824.88,68121367.49,0,0,0,0,412,2564,516,39,24,6,0,0,0,68121367.49
2011,Glenview,6.703453871271238,6.462732344317029,2450937114.7331066,2542228737.7331066,1008380872,2995496045,2995496045,18069,139288200,91291623,14859315,31137443,1745018,154000,0,10000,55000,35801,100801,0,164297438.9,27464855.05,9349644.485057281,201109544.35999998,191762293.95,0,0,0,0.07740552698462622,760,13011,3446,739,62,78,0,16,0,191762293.95000002
2011,Glenwood,14.254588463402811,12.570098301345983,119568413.59369074,135591503.59369075,53390712,158513341,158602477,4126,21497228,16023090,2672966,2604809,15857,84000,0,5000,75000,16506,96506,0,17043985.29,2507597.46,3098241.6664177896,22647227.01,19551582.75,0,0,0,0.021402396675058166,507,2661,674,249,2,42,0,18,0,19551582.75
2011,Golf,7.791,7.593174077946663,38409939.54562957,39410638.54562957,13344912,39642394,39642394,218,1232454,1000699,112000,119755,0,0,0,0,0,0,0,0,2992518.39,0,96020.48806570735,3088538.83,2992518.39,0,0,0,0,26,145,28,2,0,0,0,0,0,2992518.39
2011,Hanover Park,9.638384284947199,8.92084433785456,302311366.600171,326627504.600171,118087340,350786924,350790187,5587,31945369,24316138,2352000,4838396,271728,114000,0,2500,30000,20607,53107,0,29137931.25,1368413.97,3057516.734575112,33561869.78,30506345.22,0,0,0,0.024895547112617863,159,3983,593,221,11,57,0,8,0,30506345.22
2011,Harvey,18.191820244112932,16.298830096238966,233728411.72262436,260874260.72262436,95102603,282511546,282511546,16222,36415767,27145849,3793101,5155279,101554,193547,5000,10000,5392,6045,21437,0,42519452.52,2717490.66,6652637.6202710895,51888439.04,45236943.18,0,0,0,0.02522453143985341,2961,4767,1141,639,4,104,1,8,0,45236943.18000001
2011,Harwood Heights,7.456176132521974,7.104984757467143,257784483.87456134,270526479.8745613,95819961,284642765,284642765,2958,27982678,12741996,2644000,12336475,164707,78000,0,2500,15000,0,17500,0,19220865.16,0,2093645.5744778966,21314511.08,19220865.16,0,0,0,0,100,2010,670,373,6,39,0,4,0,19220865.16
2011,Hazelcrest,15.618445709828393,13.74711914860192,162383187.42588028,184487598.42588028,68972791,204866248,204890591,6410,28087706,22104411,3502379,2273451,0,135965,2000,22500,47000,0,69500,0,25361729.97,1471556.1,4274758.912790936,31108044.11,26833286.07,0,0,0,0.01987969116313775,535,3814,711,267,0,70,1,19,0,26833286.07
2011,Hickory Hills,10.007622480030431,9.299468359311716,310684874.47485584,334343514.47485584,117018561,347615374,347615374,5258,36326506,23658640,4004000,8340346,157520,136000,0,5000,25000,0,30000,0,31092169.34,88040.01000000001,3638882.455187176,34819091.48,31180209.35,0,0,0,4.883631644229745e-4,250,3829,1008,375,4,68,0,7,0,31180209.35
2011,Hillside,10.700352097130242,10.149837511763963,223871071.92878783,236013560.92878783,94054429,279398055,279398055,3624,17565627,12142489,1831200,3482938,0,84000,0,5000,20000,0,25000,0,23954992.94,3107741.37,1908866.6133563821,28971600.41,27062734.31,0,0,0,0.008560363372980407,350,2114,497,210,0,52,0,6,0,27062734.310000002
2011,Hinsdale,6.0726437098255275,5.936192211211537,179313626.32689106,183435395.32689106,62497455,185654946,185654946,1089,5555150,4121769,356000,961625,107756,8000,0,0,0,0,0,0,10889077.65,0,335475.45819046185,11224553.11,10889077.65,0,0,0,0,218,544,90,17,3,4,0,0,0,10889077.65
2011,Hodgkins,9.548235135135135,9.497016216875503,204105238.65596217,205206010.65596217,72205049,214492328,214492328,740,1550098,1100772,116000,329326,0,4000,0,0,0,0,0,594462,19488448.11,452841.29,205663.2849401426,20146952.73,19941289.4,0,0,0,0.0010979461463932433,260,142,29,11,0,2,0,0,2,19941289.4
2011,Hoffman Estates,8.794471471305119,8.300407046154554,1505804791.7045257,1595434682.7045257,661401533,1964592398,1964759427,18052,116507815,89629891,9717887,16092959,766870,210473,5000,5000,55000,24735,84735,0,132427572.82,24151431.68,10225575.502571782,166802361.11,156579004.5,0,0,0,0.005967847705157434,857,13647,2078,585,35,106,1,14,0,156579004.5
2011,Homer Glen,7.394,7.394,156166.8920746551,156166.8920746551,52571,156167,156167,3,0,0,0,0,0,0,0,0,0,0,0,0,11546.98,0,0,11546.98,11546.98,0,0,0,0,0,0,0,0,0,0,0,0,0,11546.98
2011,Hometown,9.377,8.121412339142546,54500406.31331982,62926285.31331982,22776222,67659038,67659038,1702,13158608,8425879,1746902,2945327,0,38000,0,2500,0,0,2500,0,5110503.1,0,1233882.1581205057,6344385.65,5110503.1,0,0,0,0,39,1415,385,247,0,19,0,1,0,5110503.1
2011,Homewood,13.464763697857949,12.351185609819455,405489893.5113566,442048704.5113566,154002203,457478836,457478836,8870,47910553,36558811,5831544,5375698,0,102000,10000,7500,25000,0,32500,0,54598255.98,811866.12,6449992.135727558,61860113.46,55410122.1,0,0,0,0.009261043491430553,654,6126,1326,490,0,51,3,9,0,55410122.099999994
2011,Indian Head Park,7.445030554343082,7.010001490322717,146593186.8289424,155690516.8289424,54226910,161086498,161086498,2291,15165350,9097330,2433767,3601253,0,28000,0,0,5000,0,5000,0,10913907.55,0,1132340.4223719803,12046247.9,10913907.55,0,0,0,0,68,1501,611,181,0,14,0,1,0,10913907.55
2011,Inverness,7.488248394004283,7.260478114585819,503850488.1890597,519656908.1890597,179672926,533709696,533736415,3269,21932055,15806420,2600000,3167991,313144,22000,0,2500,20000,0,22500,0,37729576.09,0,1662555.6437867954,39392131.83,37729576.09,0,0,0,0,114,2419,652,65,9,11,0,5,0,37729576.09
2011,Justice,9.340374327004819,8.61401383146109,180042716.07594773,195224479.07594773,70948358,210759284,210759284,3529,21775571,15181763,1808000,4517975,113436,114000,5000,2500,15000,17897,35397,0,16816663.63,914067.45,2028879.004631212,19757993.7,17730731.08,0,0,0,0.07575028480252338,320,2442,461,212,5,57,1,5,0,17730731.08
2011,Kenilworth,7.319517013232515,7.19994746700047,315043245.8632428,320275169.8632428,108433256,322111828,322111828,1058,7142490,5231924,503000,882543,519023,6000,0,0,0,0,0,0,23059643.98,0,522722.8444585516,23582366.79,23059643.98,0,0,0,0,98,701,126,6,3,3,0,0,0,23059643.98
