muni_mc_year,muni_mc_clean_name,muni_mc_major_class_code,muni_mc_mean_fmv_all,muni_mc_median_fmv_all,muni_mc_min_fmv_all,muni_mc_quant25_all_fmv,muni_mc_quant50_all_fmv,muni_mc_quant75_all_fmv,muni_mc_max_fmv_all,muni_mc_PC_major_class,muni_mc_parcels,muni_mc_PC_residential,muni_mc_PC_industrial,muni_mc_PC_commercial,muni_mc_PC_inTIF,muni_mc_PC_withincents,muni_mc_PC_incents_inTIFs,muni_mc_PC_claimed_exe,muni_mc_fmv_incentive,muni_mc_fmv_taxed,muni_mc_fmv_inTIF,muni_mc_fmv_exempt,muni_mc_fmv_abated,muni_mc_fmv_tif_increment,muni_mc_fmv_abates_inTIF,muni_mc_fmv_incents_inTIF,muni_mc_fmv_untaxable_value,muni_mc_fmv_residential,muni_mc_fmv_c2_res,muni_mc_fmv_industrial,muni_mc_fmv_indust_incent,muni_mc_fmv_commercial,muni_mc_fmv_commerc_incent,muni_mc_fmv,muni_mc_zero_bill,muni_mc_levy,muni_mc_current_rate_avg,muni_mc_eav_taxed,muni_mc_eav_c2_taxed,muni_mc_eav_res_taxed,muni_mc_eav_taxed_commerc,muni_mc_eav_taxed_indust,muni_mc_min_TC_rate,muni_mc_max_TC_rate,muni_mc_avg_C2_bill_noexe,muni_mc_avg_C2_bill_withexe,muni_mc_final_tax_to_dist,muni_mc_final_tax_to_tif,muni_mc_zero_bills,muni_mc_exempt_allexemptions_eav,muni_mc_exempt_GHE_eav,muni_mc_exempt_SR_eav,muni_mc_exempt_FR_eav,muni_mc_exempt_LTHO_eav,muni_mc_exempt_DIS_eav,muni_mc_exempt_VET_eav,muni_mc_has_HO_exemp,muni_mc_has_SR_exemp,muni_mc_has_FR_exemp,muni_mc_has_LTHO_exemp,muni_mc_has_DI_exemp,muni_mc_has_VR_exemp,muni_mc_has_DV_exemp,muni_mc_has_AB_exemp,muni_mc_total_billed,muni_mc_range_TC_rate,muni_mc_effective_rate,muni_mc_pct_eav_taxed,muni_mc_pct_fmv_taxed,muni_mc_pct_fmv_w_incentclass,muni_mc_pct_fmv_inTIF,muni_mc_pct_fmv_in_tif_increment,muni_mc_pct_fmv_untaxable_value,muni_mc_pct_fmv_incents_inTIFs
2007,Norridge,0,0,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0.051,0,0,0,0,0,0.051,0.056,NA,NA,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA
2007,Norridge,1,163498.7012987013,137220.45454545453,2736.3636363636365,55980,137220,201778,233024,42,42,0,0,0,0,0,0,0,0,6866941,0,0,0,0,0,0,0,0,0,0,0,0,0,6866945.454545455,0,224092.5,0.052,4296356.802338568,0,0,0,0,0.051,0.056,NA,NA,224092.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224092.5,0.006,3.263,0.052,1,0,0,0,0,0
2007,Norridge,2,235273.43082140866,239193.75,0,211644,239194,259225,128767,5381,4789,5381,0,0,0,0,0,4610,0,829023869,0,437095300,0,0,0,0,69935248,1266006331,1266006331,0,0,0,0,1266006331.25,4,19540144.12,0.052,377225756.8085847,377225756.8085847,377225756.8085847,0,0,0.051,0.056,4965.742,3408.147,19540144.12,0,4,198888852,83916212,7159855,67591198,40100095,22000,99492,3693,2070,1033,915,12,0,4,0,19540144.12,0.006,1.543,0.052,0.655,0,0,0,0.055,0
2007,Norridge,3,580182.4451410659,509368.1818181818,48695.454545454544,387568,509368,799995,304891,29,29,29,0,0,0,0,0,0,0,16688004,0,0,0,0,0,0,0,16825291,0,0,0,0,0,16825290.90909091,0,565025.16,0.054,10440982.90794337,0,10440982.90794337,0,0,0.051,0.056,NA,NA,565025.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565025.16,0.006,3.358,0.054,0.992,0,0,0,0,0
2007,Norridge,5A,1007698.6521181001,320056.5789473684,2221.0526315789475,133868,320057,789299,10584658,164,164,0,0,164,0,0,0,0,0,165262576,0,0,0,0,0,0,0,0,0,0,0,165262579,0,165262578.9473684,0,9403184.52,0.053,178596291.19718447,0,0,178596291.19718447,0,0.051,0.056,NA,NA,9403184.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9403184.52,0.006,5.69,0.053,1,0,0,0,0,0
2007,Norridge,5B,768795.2020202021,596919.4444444445,76755.55555555556,383325,596919,1021762,873854,22,22,0,22,0,0,0,0,1,0,16908611,0,4884,0,0,0,0,1758,0,0,16913494,0,0,0,16913494.444444444,0,917313.45,0.054,17311103.826098923,0,0,0,17311103.826098923,0.051,0.056,NA,NA,917313.45,0,0,5000,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,917313.45,0.006,5.424,0.053,1,0,0,0,0,0
2007,North Lake,0,0,0,0,0,0,0,0,165,165,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0.084,0,0,0,0,0,0.076,0.086,NA,NA,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA
2007,North Lake,1,83250.87040618956,34059.09090909091,854.5454545454545,20743,34059,77639,116486,47,47,0,0,0,5,0,0,0,0,3824129,117082,0,0,88663,0,0,19506,0,0,0,0,0,0,3912790.909090909,0,202812.48385491798,0.085,2392596.9247556753,0,0,0,0,0.077,0.086,NA,NA,202812.48385491798,4683.586145082013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207496.07,0.009,5.183,0.085,0.977,0,0.03,0.023,0.005,0
2007,North Lake,2,141892.28558797523,148956.25,6.25,128806,148956,159588,1288618,3393,2988,3393,0,0,43,0,0,2739,0,308795193,3357038,170725307,0,1892181,0,0,27618798,481440525,481440525,0,0,0,0,481440525,17,11948935.106431365,0.085,140509223.9544921,140509223.9544921,140509223.9544921,0,0,0.081,0.086,4944.28,3208.495,11948935.106431365,72693.19356863512,17,77684112,58780309,2637606,13795394,2449303,14000,7500,2663,632,346,76,7,0,2,0,12021628.3,0.005,2.482,0.085,0.641,0,0.007,0.004,0.057,0
2007,North Lake,3,287004.05138339923,244459.0909090909,16686.363636363636,44511,244459,478383,274545,46,35,46,0,0,0,0,0,0,0,13171779,0,0,0,0,0,0,0,13202186,0,0,0,0,0,13202186.363636363,0,699740.27,0.085,8241028.960473518,0,8241028.960473518,0,0,0.084,0.085,NA,NA,699740.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699740.27,0.001,5.3,0.085,0.998,0,0,0,0,0
2007,North Lake,4,187199.44444444447,136768.33333333334,28466.666666666668,34609,136768,323042,130651,6,6,0,0,6,4,0,0,0,0,311638,1063233,0,0,811558,0,0,243467,0,0,0,0,1123197,0,1123196.6666666667,0,22416.969677774097,0.084,265880.2059718702,0,0,265880.2059718702,0,0.084,0.085,NA,NA,22416.969677774097,58292.8803222259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80709.85,0.001,1.996,0.084,0.277,0,0.947,0.723,0.217,0
2007,North Lake,5A,374208.1683168317,129863.15789473684,2731.578947368421,64657,129863,217450,3003689,202,202,0,0,202,55,0,0,1,0,46150483,38089205,183997,0,29255567,0,0,11187034,0,0,0,0,75590050,0,75590050,0,4223530.730813035,0.085,49873996.381964825,0,0,49873996.381964825,0,0.081,0.086,NA,NA,4223530.730813035,2670458.1291869655,0,198842,69342,129500,0,0,0,0,1,1,0,0,0,0,0,0,6893988.86,0.005,5.587,0.085,0.611,0,0.504,0.387,0.148,0
2007,North Lake,5B,1440717.115600449,231233.33333333334,13619.444444444445,84703,231233,1450328,7566157,99,99,0,99,0,16,0,0,0,0,140636811,2475650,0,0,1994182,0,0,717906,0,0,142630994,0,0,0,142630994.44444445,0,12201480.914306525,0.084,143984529.86164236,0,0,0,143984529.86164236,0.076,0.086,NA,NA,12201480.914306525,172376.66569347546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12373857.58,0.01,8.555,0.085,0.986,0,0.017,0.014,0.005,0
2007,North Lake,6B,7990550.694444444,8075250,928012.5,3969881,8075250,11779138,2546314,9,9,0,9,0,0,9,0,0,71914956,71914954,0,0,0,0,0,0,6472346,0,0,71914956,71914956,0,0,71914956.25,0,2767811.58,0.085,32723029.940078434,0,0,0,32723029.940078434,0.083,0.086,NA,NA,2767811.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2767811.58,0.003,3.849,0.085,1,1,0,0,0.09,0
2007,North Riverside,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0.069,0,0,0,0,0,0.056,0.073,NA,NA,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,NA,NA,NA,NA,NA,NA,NA,NA
2007,North Riverside,1,59158.080808080806,35400,322.72727272727275,3859,35400,40500,71920,9,9,0,0,0,0,0,0,0,0,532420,0,0,0,0,0,0,0,0,0,0,0,0,0,532422.7272727273,0,23289.95,0.067,333112.9921532858,0,0,0,0,0.056,0.073,NA,NA,23289.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23289.95,0.016,4.374,0.07,1,0,0,0,0,0
2007,North Riverside,2,150012.70377631037,147725,1275,136759,147725,160416,97848,2423,2371,2423,0,0,0,0,0,2003,0,267864006,0,95584756,0,0,0,0,15293561,363480781,363480781,0,0,0,0,363480781.25,0,8177725.46,0.067,121884551.31355031,121884551.31355031,121884551.31355031,0,0,0.062,0.073,4486.064,3142.076,8177725.46,0,0,43493358,25857271,2699900,13005669,1918518,12000,0,1924,787,361,79,6,0,0,0,8177725.46,0.01,2.25,0.067,0.737,0,0,0,0.042,0
2007,North Riverside,3,301525.4208754209,228095.45454545456,31650,70875,228095,346518,428003,27,27,27,0,0,0,0,0,0,0,8141184,0,0,0,0,0,0,0,8141186,0,0,0,0,0,8141186.363636364,0,352063.69,0.068,5093597.087724253,0,5093597.087724253,0,0,0.062,0.073,NA,NA,352063.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352063.69,0.01,4.324,0.069,1,0,0,0,0,0
2007,North Riverside,4,476030.8333333333,225150,383.33333333333337,4970,225150,806428,414060,8,8,0,0,8,0,0,0,0,0,3808246,0,0,0,0,0,0,0,0,0,0,0,3808247,0,3808246.6666666665,0,236078.22,0.073,3249080.924855491,0,0,3249080.924855491,0,0.073,0.073,NA,NA,236078.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236078.22,0,6.199,0.073,1,0,0,0,0,0
2007,North Riverside,5A,1558910,103663.15789473684,3631.578947368421,46916,103663,307536,23996628,120,120,0,0,120,0,0,0,0,0,187069196,0,0,0,0,0,0,0,0,0,0,0,187069200,0,187069200,0,14570475.83,0.068,202162312.84122133,0,0,202162312.84122133,0,0.056,0.073,NA,NA,14570475.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14570475.83,0.016,7.789,0.072,1,0,0,0,0,0
2007,North Riverside,5B,3458330.5555555555,3458330.5555555555,1057922.2222222222,2258126,3458331,4658535,2109146,2,2,0,2,0,0,0,0,0,0,6916661,0,0,0,0,0,0,0,0,0,6916661,0,0,0,6916661.111111111,0,514527.62,0.073,7081304.98210845,0,0,0,7081304.98210845,0.073,0.073,NA,NA,514527.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514527.62,0,7.439,0.073,1,0,0,0,0,0
2007,North Riverside,9,107059.82142857143,78331.25,30868.75,60169,78331,161012,31657,7,7,0,0,0,0,0,0,0,0,749420,0,0,0,0,0,0,0,0,0,0,0,0,0,749418.75,0,24777.350000000002,0.073,341003.9911918525,0,0,0,0,0.073,0.073,NA,NA,24777.350000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24777.35,0,3.306,0.073,1,0,0,0,0,0
2007,Northbrook,0,0,0,0,0,0,0,0,295,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0.052,0,0,0,0,0,0.047,0.068,NA,NA,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,NA,NA,NA,NA,NA,NA,NA,NA
2007,Northbrook,1,176130.9312638581,43452.27272727273,4.545454545454546,202,43452,221267,1125282,246,246,0,0,0,3,0,0,0,0,42812957,3671464,0,0,513923,0,0,113063,0,0,0,0,0,0,43328209.09090909,64,1406978.6067498506,0.052,26786268.762953162,0,0,0,0,0.047,0.068,NA,NA,1406978.6067498506,16449.98325014936,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1423428.59,0.021,3.247,0.053,0.988,0,0.085,0.012,0.003,0
2007,Northbrook,2,361111.18092105264,359371.875,0,254656,359372,432845,360357,13300,10940,13300,0,0,0,0,0,10543,0,4001677355,0,801039730,0,0,0,0,128168424,4802778706,4802778706,0,0,0,0,4802778706.25,103,95333233.91,0.053,1820859236.8896923,1820859236.8896923,1820859236.8896923,0,0,0.043,0.068,6767.478,7272.626,95333233.91,0,103,364492302,261033311,11557350,40031416,51779705,38000,52520,9556,3315,595,985,20,0,3,0,95333233.91,0.024,1.985,0.052,0.833,0,0,0,0.027,0
2007,Northbrook,3,319036.36363636365,332663.63636363635,33604.545454545456,264659,332664,463755,110110,5,5,5,0,0,0,0,0,0,0,1595183,0,0,0,0,0,0,0,1595182,0,0,0,0,0,1595181.8181818181,0,51983.45,0.052,998039.1184002587,0,998039.1184002587,0,0,0.051,0.054,NA,NA,51983.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51983.45,0.003,3.259,0.052,1,0,0,0,0,0
2007,Northbrook,4,5025028.333333333,2237421.6666666665,380,140894,2237422,5040978,7113609,8,8,0,2,6,0,0,0,0,0,40200228,0,0,0,0,0,0,0,0,0,27895563,0,12304663,0,40200226.666666664,0,1754666.6600000001,0.051,34297628.225175925,0,0,10497970.0938233,23799658.131352622,0.051,0.051,NA,NA,1754666.6600000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1754666.66,0,4.365,0.051,1,0,0,0,0,0
2007,Northbrook,5A,1627774.3760506918,369142.10526315786,657.8947368421052,179095,369142,987514,35896968,407,326,0,0,407,4,0,0,0,0,662332545,1226155,0,0,171634,0,0,65221,0,0,0,0,662504171,0,662504171.0526316,0,37069809.34900119,0.052,715770859.3220387,0,0,715770859.3220387,0,0.048,0.054,NA,NA,37069809.34900119,9489.260998805683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37079298.61,0.006,5.595,0.052,1,0,0.002,0,0,0
2007,Northbrook,5B,1182027.5389643037,923147.2222222222,2169.4444444444443,480325,923147,1459939,4134335,221,195,0,221,0,0,0,0,0,0,261228086,0,0,0,0,0,0,0,0,0,261228086,0,0,0,261228086.11111113,0,14296915.13,0.053,267446359.36627302,0,0,0,267446359.36627302,0.048,0.054,NA,NA,14296915.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14296915.13,0.006,5.473,0.053,1,0,0,0,0,0
2007,Northbrook,6B,3423008.522727273,2706550,1042768.75,2312588,2706550,3383528,1564168,11,11,0,11,0,0,11,0,0,37653094,37653091,0,0,0,0,0,0,3388778,0,0,37653094,37653094,0,0,37653093.75,0,916999.1,0.053,17133060.091958657,0,0,0,17133060.091958657,0.053,0.054,NA,NA,916999.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916999.1,0.001,2.435,0.054,1,1,0,0,0.09,0
2007,Northfield,0,0,0,0,0,0,0,0,243,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0.047,0,0,0,0,0,0.044,0.053,NA,NA,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,NA,NA,NA,NA,NA,NA,NA,NA
2007,Northfield,1,239486.0606060606,157136.36363636365,4.545454545454546,2991,157136,360086,506590,45,45,0,0,0,0,0,0,0,0,10776788,0,0,0,0,0,0,0,0,0,0,0,0,0,10776872.727272727,8,326988.83,0.048,6742583.693678937,0,0,0,0,0.044,0.051,NA,NA,326988.83,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326988.83,0.007,3.034,0.048,1,0,0,0,0,0
2007,Northfield,2,457671.15803006326,367287.5,6.25,221312,367288,624470,536364,2528,2056,2528,0,0,0,0,0,1930,0,1011270327,0,145720507,0,0,0,0,23315281,1156992688,1156992688,0,0,0,0,1156992687.5,10,22226100.69,0.048,460152269.3196342,460152269.3196342,460152269.3196342,0,0,0.043,0.053,8215.942,8970.449,22226100.69,0,10,66306328,48565070,2178750,5996386,9558122,8000,0,1776,647,76,154,4,0,0,0,22226100.69,0.01,1.921,0.048,0.874,0,0,0,0.02,0
2007,Northfield,3,752172.7272727273,752172.7272727273,516431.8181818182,634302,752173,870043,217341,2,2,2,0,0,0,0,0,0,0,1504346,0,0,0,0,0,0,0,1504345,0,0,0,0,0,1504345.4545454546,0,43991.969999999994,0.047,941206.033376123,0,941206.033376123,0,0,0.047,0.047,NA,NA,43991.969999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43991.97,0,2.924,0.047,1,0,0,0,0,0
2007,Northfield,4,1172977.5555555555,22426.666666666668,8403.333333333334,11227,22427,171130,3783594,15,15,0,0,15,0,0,0,0,0,17594664,0,0,0,0,0,0,0,0,0,0,0,17594663,0,17594663.333333336,0,728045.0999999999,0.048,15011239.175257733,0,0,15011239.175257733,0,0.048,0.048,NA,NA,728045.0999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728045.1,0,4.138,0.048,1,0,0,0,0,0
2007,Northfield,5A,1314877.2224679345,403360.5263157895,4447.368421052632,150182,403361,1119984,12444740,119,119,0,0,119,0,0,0,0,0,156437912,0,0,0,0,0,0,0,0,0,0,0,156470389,0,156470389.47368422,0,8134919.32,0.047,169059635.69402885,0,0,169059635.69402885,0,0.044,0.048,NA,NA,8134919.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8134919.32,0.004,5.199,0.048,1,0,0,0,0,0
2007,Northfield,5B,505894.44444444444,382554.1666666667,11141.666666666668,237281,382554,829761,562997,24,24,0,24,0,0,0,0,0,0,12141468,0,0,0,0,0,0,0,0,0,12141467,0,0,0,12141466.666666668,0,590080.67,0.047,12430483.003145278,0,0,0,12430483.003145278,0.047,0.048,NA,NA,590080.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590080.67,0.002,4.86,0.047,1,0,0,0,0,0
2007,Oak Brook,1,29998.701298701297,21672.727272727272,27.272727272727273,7634,21673,42595,19323,7,7,0,0,0,0,0,0,0,0,209964,0,0,0,0,0,0,0,0,0,0,0,0,0,209990.9090909091,1,6427.91,0.048,131365.9068573078,0,0,0,0,0.045,0.049,NA,NA,6427.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6427.91,0.004,3.061,0.049,1,0,0,0,0,0
2007,Oak Brook,2,160867.1875,190784.375,29350,37408,190784,262162,43560,8,8,8,0,0,0,0,0,3,0,1078198,0,208741,0,0,0,0,33399,1286938,1286938,0,0,0,0,1286937.5,0,24195.21,0.049,490605.77193610196,490605.77193610196,490605.77193610196,0,0,0.047,0.049,2169.75,4448.82,24195.21,0,0,94982,45000,3500,46482,0,0,0,3,1,1,0,0,0,0,0,24195.21,0.003,1.88,0.049,0.838,0,0,0,0.026,0
2007,Oak Forest,0,0,0,0,0,0,0,0,200,200,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0.098,0,0,0,0,0,0.086,0.102,NA,NA,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,NA,NA,NA,NA,NA,NA,NA,NA
2007,Oak Forest,1,35039.32246998285,24300,4.545454545454546,7511,24300,36461,75035,212,212,0,0,0,21,0,0,0,0,6952259,980118,0,0,475841,0,0,104685,0,0,0,0,0,0,7428336.363636363,13,421422.0518065375,0.098,4349736.457447827,0,0,0,0,0.086,0.102,NA,NA,421422.0518065375,30051.21819346251,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451473.27,0.017,5.673,0.097,0.936,0,0.132,0.064,0.014,0
2007,Oak Forest,2,117524.94280366057,120031.25,6.25,100897,120031,137994,78369,9616,7932,9616,0,0,126,0,0,7999,0,874703257,12459394,251543888,0,3845431,0,0,40864595,1130119850,1130119850,0,0,0,0,1130119850,26,38125561.39426441,0.096,398010974.96281505,398010974.96281505,398010974.96281505,0,0,0.086,0.102,3540.241,4072.711,38125561.39426441,176621.09573559527,26,114458506,92073965,5683630,15746727,925184,24000,5000,7960,1636,717,39,12,0,1,0,38302182.49,0.017,3.374,0.096,0.774,0,0.011,0.003,0.036,0
2007,Oak Forest,3,115220.69238900635,18313.636363636364,9954.545454545454,10000,18314,53527,594272,172,51,172,0,0,25,0,0,0,0,17723629,8680341,0,0,2094337,0,0,460754,19817959,0,0,0,0,0,19817959.09090909,0,1096259.0723587242,0.098,11088930.438039389,0,11088930.438039389,0,0,0.093,0.101,NA,NA,1096259.0723587242,132265.61764127575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228524.69,0.008,5.532,0.099,0.894,0,0.438,0.106,0.023,0
2007,Oak Forest,4,426628.3333333334,426628.3333333334,79043.33333333334,252836,426628,600421,232264,2,2,0,0,2,0,0,0,0,0,853257,0,0,0,0,0,0,0,0,0,0,0,853257,0,853256.6666666667,0,67978.12000000001,0.093,727973.0134932535,0,0,727973.0134932535,0,0.093,0.093,NA,NA,67978.12000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67978.12,0,7.967,0.093,1,0,0,0,0,0
2007,Oak Forest,5A,248647.68717568569,107276.31578947368,1305.2631578947369,58484,107276,261403,1941057,355,295,0,0,355,96,0,0,0,0,77581935,21441879,0,0,10687989,0,0,4061436,0,0,0,0,88269929,0,88269928.94736841,0,8158355.996397514,0.098,83841400.87935367,0,0,83841400.87935367,0,0.086,0.102,NA,NA,8158355.996397514,1165889.073602486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9324245.07,0.017,9.243,0.097,0.879,0,0.243,0.121,0.046,0
2007,Oak Forest,5B,319358.7962962963,262605.55555555556,10355.555555555557,124915,262606,426453,620993,48,48,0,48,0,5,0,0,0,0,15152260,733456,0,0,176964,0,0,63707,0,0,15329222,0,0,0,15329222.222222222,0,1509027.9215532267,0.098,15512944.770715192,0,0,0,15512944.770715192,0.086,0.101,NA,NA,1509027.9215532267,18287.908446773377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527315.83,0.015,9.844,0.097,0.988,0,0.048,0.012,0.004,0
2007,Oak Forest,6B,394434.375,335003.125,7093.75,328900,335003,345342,165914,10,10,0,10,0,0,10,0,0,3944344,3944346,0,0,0,0,0,0,354991,0,0,3944344,3944344,0,0,3944343.75,0,175819.22999999998,0.098,1794772.0804782237,0,0,0,1794772.0804782237,0.093,0.098,NA,NA,175819.22999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175819.23,0.005,4.458,0.098,1,1,0,0,0.09,0
2007,Oak Forest,8,404751.3888888889,284031.25,58881.25,80544,284031,572375,213370,9,7,0,2,7,1,9,1,0,3642762,3202561,702000,0,0,440200,0,702000,358663,0,0,1553988,1553988,2088775,2088775,3642762.5,0,145672.59681426513,0.099,1457242.317691109,0,0,750140.29846437,707102.019226739,0.093,0.102,NA,NA,145672.59681426513,20218.443185734886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165891.04,0.009,3.999,0.1,0.879,1,0.193,0.121,0.098,0.193
2007,Oak Forest,9,753559.375,429484.375,385962.5,396291,429484,978491,276753,6,6,0,0,0,0,0,0,0,0,4521357,0,0,0,0,0,0,0,0,0,0,0,0,0,4521356.25,0,192113.11,0.093,2057326.086956522,0,0,0,0,0.093,0.093,NA,NA,192113.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192113.11,0,4.249,0.093,1,0,0,0,0,0
2007,Oak Lawn,0,0,0,0,0,0,0,0,585,582,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0.084,0,0,0,0,0,0.08,0.091,NA,NA,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA
2007,Oak Lawn,1,34050.12014417301,24572.727272727272,4.545454545454546,12457,24573,37000,85649,227,227,0,0,0,6,0,0,0,0,7435460,1285264,0,0,293820,0,0,64641,0,0,0,0,0,0,7729377.2727272725,20,386572.7792403556,0.083,4652054.787194229,0,0,0,0,0.08,0.091,NA,NA,386572.7792403556,15740.34075964439,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402313.12,0.011,5.001,0.083,0.962,0,0.166,0.038,0.008,0
2007,Oak Lawn,2,110402.1432929395,117415.625,0,65062,117416,146536,145272,23766,18019,23766,0,0,313,0,0,19075,0,1945045900,22193262,662996220,0,15943552,0,0,108630364,2623817338,2623817338,0,0,0,0,2623817337.5,36,75464686.64127193,0.085,885042565.6121129,885042565.6121129,885042565.6121129,0,0,0.08,0.091,2937.139,3266.574,75464686.64127193,623323.7287280717,36,301679192,206917546,21556675,69463423,3544643,65000,131905,18860,6566,3102,212,34,0,17,0,76088010.37,0.011,2.876,0.085,0.741,0,0.008,0.006,0.041,0
2007,Oak Lawn,3,392979.07452907454,362109.0909090909,24431.81818181818,210239,362109,435482,656136,111,111,111,0,0,0,0,0,0,0,43620674,0,0,0,0,0,0,0,43620677,0,0,0,0,0,43620677.27272727,0,2340737.67,0.086,27291623.918302033,0,27291623.918302033,0,0,0.079,0.091,NA,NA,2340737.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340737.67,0.012,5.366,0.086,1,0,0,0,0,0
2007,Oak Lawn,4,44947.681159420295,5190,483.33333333333337,4487,5190,9013,134593,23,23,0,0,23,2,0,0,0,0,1021955,41173,0,0,11839,0,0,3552,0,0,0,0,1033797,0,1033796.6666666667,0,70744.01509960362,0.085,871901.7357566042,0,0,871901.7357566042,0,0.08,0.086,NA,NA,70744.01509960362,867.8749003963741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71611.89,0.006,6.843,0.081,0.989,0,0.04,0.011,0.003,0
2007,Oak Lawn,5A,321769.9936139641,96765.78947368421,2.6315789473684212,53561,96766,248779,4460557,989,954,0,0,989,36,0,0,0,0,310439743,24950429,0,0,7790755,0,0,2960487,0,0,0,0,318230524,0,318230523.68421054,1,28411636.46091002,0.084,335486641.98394537,0,0,335486641.98394537,0,0.08,0.091,NA,NA,28411636.46091002,720666.3490899809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29132302.81,0.011,8.928,0.085,0.976,0,0.078,0.024,0.009,0
2007,Oak Lawn,5B,313175.4129129129,142804.1666666667,9750,33164,142804,417622,934720,74,74,0,74,0,15,0,0,0,0,22250783,4993181,0,0,924193,0,0,332709,0,0,23174981,0,0,0,23174980.555555556,0,1876525.7903090161,0.083,22780440.777820434,0,0,0,22780440.777820434,0.08,0.086,NA,NA,1876525.7903090161,80270.09969098387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956795.89,0.006,8.097,0.082,0.96,0,0.215,0.04,0.014,0
