muni_mc_year,muni_mc_clean_name,muni_mc_major_class_code,muni_mc_cur_comp_muni_rate,muni_mc_current_taxable_eav,muni_mc_av,muni_mc_eav,muni_mc_equalized_av,muni_mc_pins_in_muni,muni_mc_all_exemptions,muni_mc_exe_homeowner,muni_mc_exe_senior,muni_mc_exe_freeze,muni_mc_exe_longtime_homeowner,muni_mc_exe_disabled,muni_mc_exe_vet_returning,muni_mc_exe_vet_dis_lt50,muni_mc_exe_vet_dis_50_69,muni_mc_exe_vet_dis_ge70,muni_mc_exe_abate,muni_mc_exe_vet_dis,muni_mc_final_tax_to_dist,muni_mc_final_tax_to_tif,muni_mc_tax_amt_exe,muni_mc_tax_amt_pre_exe,muni_mc_tax_amt_post_exe,muni_mc_rpm_tif_to_cps,muni_mc_rpm_tif_to_rpm,muni_mc_rpm_tif_to_dist,muni_mc_tif_share,muni_mc_zero_bills,muni_mc_has_HO_exemp,muni_mc_has_SF_exemp,muni_mc_has_FR_exemp,muni_mc_has_LTHO_exemp,muni_mc_has_DI_exemp,muni_mc_has_VR_exemp,muni_mc_has_DV_exemp,muni_mc_has_AB_exemp,muni_mc_total_bill_current
2016,Merrionette Park,3,12.672,3060480.2714646463,1091781,3060480,3060480,15,0,0,0,0,0,0,0,0,0,0,0,0,387824.06,0,0,387824.06,387824.06,0,0,0,0,0,0,0,0,0,0,0,0,0,387824.06
2016,Merrionette Park,5A,12.672,17640566.36679293,6293011,17640568,17640568,18,0,0,0,0,0,0,0,0,0,0,0,0,2235412.57,0,0,2235412.57,2235412.57,0,0,0,0,0,0,0,0,0,0,0,0,0,2235412.57
2016,Merrionette Park,5B,12.672,2917048.768939394,1040614,2917049,2917049,7,0,0,0,0,0,0,0,0,0,0,0,0,369648.42,0,0,369648.42,369648.42,0,0,0,0,0,0,0,0,0,0,0,0,0,369648.42
2016,Midlothian,0,15.304818666666666,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0
2016,Midlothian,1,15.294148148148148,1338858.2222200695,477844,1339501,1339501,162,0,0,0,0,0,0,0,0,0,0,0,0,204766.96,0,0,204766.96,204766.96,0,0,0,0,0,0,0,0,0,0,0,0,0,204766.96
2016,Midlothian,2,15.298560387428346,137673632.59426588,61336767,171939221,171939221,5059,34235132,27193180,4200393,2600059,0,189000,0,7500,45000,0,0,52500,21062083.82,0,5237498.231327757,26299581.7,21062083.82,0,0,0,0,10,3914,855,453,0,95,0,12,0,21062083.82
2016,Midlothian,3,15.305,2705708.1345965373,965221,2705708,2705708,50,0,0,0,0,0,0,0,0,0,0,0,0,414108.63,0,0,414108.63,414108.63,0,0,0,0,0,0,0,0,0,0,0,0,0,414108.63
2016,Midlothian,4,15.2512,2292576.846412086,816572,2289015,2289015,5,0,0,0,0,0,0,0,0,0,0,0,0,349645.48000000004,0,0,349645.48000000004,349645.48000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,349645.48000000004
2016,Midlothian,5A,15.301532,31967660.493080035,11409689,31983647,31983647,250,8050,8050,0,0,0,0,0,0,0,0,0,0,4891541.8,0,1231.8739031618009,4892773.67,4891541.8,0,0,0,0,0,2,0,0,0,0,0,0,0,4891541.8
2016,Midlothian,5B,15.305,1269977.7850375695,453046,1269978,1269978,11,0,0,0,0,0,0,0,0,0,0,0,0,194370.1,0,0,194370.1,194370.1,0,0,0,0,0,0,0,0,0,0,0,0,0,194370.1
2016,Midlothian,8,15.300142857142857,2133993.4080914278,761725,2135268,2135268,14,0,0,0,0,0,0,0,0,0,0,0,0,326504.04,0,0,326504.04,326504.04,0,0,0,0,0,0,0,0,0,0,0,0,0,326504.04
2016,Midlothian,9,15.305,184264.35805292393,65733,184264,184264,4,0,0,0,0,0,0,0,0,0,0,0,0,28201.660000000003,0,0,28201.660000000003,28201.660000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,28201.660000000003
2016,Morton Grove,0,10.582641025641026,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09333199894345726,234,0,0,0,0,0,0,0,0,0
2016,Morton Grove,1,10.263277227722773,1208302.1558165178,446329,1251151,1251151,101,0,0,0,0,0,0,0,0,0,0,0,0,124011.4,3035.89,0,127047.29000000001,127047.29000000001,0,0,0,0.03806340167529703,0,0,0,0,0,0,0,0,0,127047.29
2016,Morton Grove,2,10.514537811704834,583313984.3933423,249017296,698045226,698045226,9825,89832797,50695806,12821100,25847503,126984,292320,0,10000,5000,34084,0,49084,61332769.45,2095244.7,9380748.903800229,72804448.66,63428014.15,0,0,0,0.0354789678196684,2,7877,2788,1280,17,157,0,8,0,63428014.150000006
2016,Morton Grove,3,10.69,1407960.1496725914,1172449,3286608,3286608,24,0,0,0,0,0,0,0,0,0,0,0,0,150510.94,200827.47,0,351338.41000000003,351338.41000000003,0,0,0,0.12733547522733335,0,0,0,0,0,0,0,0,0,351338.41000000003
2016,Morton Grove,4,10.69,55613.00280636109,19839,55613,55613,3,0,0,0,0,0,0,0,0,0,0,0,0,5945.03,0,0,5945.03,5945.03,0,0,0,0,0,0,0,0,0,0,0,0,0,5945.03
2016,Morton Grove,5A,10.31187323943662,138957485.48575893,53847624,150945664,150945664,355,19000,14000,5000,0,0,0,0,0,0,0,0,0,14329119.76,798124.17,1972.2999266154452,15129216.23,15127243.93,0,0,0,0.08146092143498591,0,2,1,0,0,0,0,0,0,15127243.93
2016,Morton Grove,5B,10.337510869565218,78694493.02298194,28756073,80609027,80609027,92,0,0,0,0,0,0,0,0,0,0,0,0,8135051.7700000005,168753.3,0,8303805.07,8303805.07,0,0,0,0.07527728087586956,0,0,0,0,0,0,0,0,0,8303805.07
2016,Morton Grove,9,9.85,583819.187817259,208269,583819,583819,3,0,0,0,0,0,0,0,0,0,0,0,0,57506.19,0,0,57506.19,57506.19,0,0,0,0,0,0,0,0,0,0,0,0,0,57506.19
2016,Mt Prospect,0,9.791993690851735,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0
2016,Mt Prospect,1,9.8721875,5134575.999493525,1820892,5104329,5104329,128,0,0,0,0,0,0,0,0,0,0,0,0,506894.97,0,0,506894.97,506894.97,0,0,0,0,0,0,0,0,0,0,0,0,0,506894.97
2016,Mt Prospect,2,9.893202119175116,1129666061.5412397,460021936,1289533507,1289533507,17554,158969113,97899865,22614138,37708560,206738,417633,5000,20000,45000,52179,0,117179,111760146.74,0,15752878.807016272,127507294.2,111760146.74,0,0,0,0,40,14028,4547,1846,11,209,1,19,0,111760146.74
2016,Mt Prospect,3,9.940117647058823,49618926.60756767,18235037,51116452,51116452,68,0,0,0,0,0,0,0,0,0,0,0,0,4932179.68,0,0,4932179.68,4932179.68,0,0,0,0,0,0,0,0,0,0,0,0,0,4932179.68
2016,Mt Prospect,4,9.477,86190.0390418909,30747,86190,86190,1,0,0,0,0,0,0,0,0,0,0,0,0,8168.2300000000005,0,0,8168.2300000000005,8168.2300000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,8168.2300000000005
2016,Mt Prospect,5A,9.78974154589372,314831823.34806246,108773410,304913622,304913622,414,0,0,0,0,0,0,0,0,0,0,0,0,30821221.81,0,0,30821221.81,30821221.81,0,0,0,0,0,0,0,0,0,0,0,0,0,30821221.81
2016,Mt Prospect,5B,9.855945054945055,85682101.54299687,30213664,84694946,84694946,91,0,0,0,0,0,0,0,0,0,0,0,0,8444780.85,0,0,8444780.85,8444780.85,0,0,0,0,0,0,0,0,0,0,0,0,0,8444780.85
2016,Mt Prospect,6B,10.11968,35209142.18631419,12997008,36433214,36433214,25,0,0,0,0,0,0,0,0,0,0,0,0,3563052.52,0,0,3563052.52,3563052.52,0,0,0,0,0,0,0,0,0,0,0,0,0,3563052.52
2016,Mt Prospect,9,10.128,7207203.890205371,2570676,7206119,7206119,4,0,0,0,0,0,0,0,0,0,0,0,0,729945.61,0,0,729945.61,729945.61,0,0,0,0,0,0,0,0,0,0,0,0,0,729945.61
2016,Niles,0,8.323709677419354,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13076366895057706,279,0,0,0,0,0,0,0,0,0
2016,Niles,1,8.353813186813186,2767924.118353532,1057698,2964944,2964944,91,0,0,0,0,0,0,0,0,0,0,0,0,231227.21,22190.72,0,253417.93,253417.93,0,0,0,0.09581083352425275,0,0,0,0,0,0,0,0,0,253417.93
2016,Niles,2,8.710580874777559,623682866.7455238,269219228,754675330,754675330,10677,111460593,57169441,16210956,37464499,140796,413781,0,15000,15000,31120,0,61120,54326400.51,1795330.39,9703727.910662334,65822549.6,56121730.9,0,0,0,0.04674256149738344,26,8337,3305,1747,6,208,0,11,0,56121730.9
2016,Niles,3,8.904,5890410.040431267,2094064,5870080,5870080,28,0,0,0,0,0,0,0,0,0,0,0,0,524482.11,0,0,524482.11,524482.11,0,0,0,0,0,0,0,0,0,0,0,0,0,524482.11
2016,Niles,4,8.036,336381.15978098556,119999,336381,336381,1,0,0,0,0,0,0,0,0,0,0,0,0,27031.59,0,0,27031.59,27031.59,0,0,0,0,0,0,0,0,0,0,0,0,0,27031.59
2016,Niles,5A,8.649794230769231,403342108.25379795,151721575,425305927,425305927,520,3294904,1911000,1349500,34404,0,0,0,0,0,0,0,0,34888262.410000004,1454363.89,294579.2358073706,36637205.55,36342626.3,0,0,0,0.056332139385476925,0,4,4,2,0,0,0,0,0,36342626.300000004
2016,Niles,5B,8.116368055555556,169589810.56284583,61875184,173448518,173448518,144,0,0,0,0,0,0,0,0,0,0,0,0,13764533.21,328314.52,0,14092847.73,14092847.73,0,0,0,0.04274260411939584,0,0,0,0,0,0,0,0,0,14092847.73
2016,Niles,6B,8.070210526315789,34298431.50899345,12429456,34842251,34842251,19,0,0,0,0,0,0,0,0,0,0,0,0,2767955.63,50153.83,0,2818109.46,2818109.46,0,0,0,0.015741689532789475,0,0,0,0,0,0,0,0,0,2818109.46
2016,Norridge,0,8.431442105263159,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0
2016,Norridge,1,8.476303030303031,856833.2177407244,307763,862722,862722,33,0,0,0,0,0,0,0,0,0,0,0,0,72627.78,0,0,72627.78,72627.78,0,0,0,0,0,0,0,0,0,0,0,0,0,72627.78
2016,Norridge,2,8.472804765422978,311559979.61534727,131466547,368526999,368526999,5414,56447886,29419248,8095000,18503711,110762,161600,0,7500,5000,145065,0,157565,26397868.8,0,4782015.8154326705,31167741.59,26397868.8,0,0,0,0,5,4249,1635,980,6,83,0,7,0,26397868.8
2016,Norridge,3,8.7703,5840788.570516402,2082626,5838017,5838017,30,0,0,0,0,0,0,0,0,0,0,0,0,512254.68,0,0,512254.68,512254.68,0,0,0,0,0,0,0,0,0,0,0,0,0,512254.68
2016,Norridge,5A,8.610101910828027,138847243.54964468,49331211,138285251,138285251,157,0,0,0,0,0,0,0,0,0,0,0,0,11954889.17,0,0,11954889.17,11954889.17,0,0,0,0,0,0,0,0,0,0,0,0,0,11954889.17
2016,Norridge,5B,8.7658,8424827.967783887,3035879,8510175,8510175,20,0,0,0,0,0,0,0,0,0,0,0,0,738503.57,0,0,738503.57,738503.57,0,0,0,0,0,0,0,0,0,0,0,0,0,738503.57
2016,North Lake,0,13.811412698412699,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017248594827333333,189,0,0,0,0,0,0,0,0,0
2016,North Lake,1,13.8094,1009844.0917056499,367698,1030729,1030729,40,0,0,0,0,0,0,0,0,0,0,0,0,139453.41,2479.14,0,141932.55,141932.55,0,0,0,0.0416508819539,0,0,0,0,0,0,0,0,0,141932.55000000002
2016,North Lake,2,13.978956621004567,113985120.50647555,51353545,143954268,143954268,3504,29389884,20420684,3932867,4805809,0,184000,0,2500,25000,19024,0,46524,15933930.55,46631.56,4108797.615299358,20086741.69,15980562.11,0,0,0,0.006357465816067637,35,2768,652,407,0,93,0,7,0,15980562.110000001
2016,North Lake,3,13.886584905660378,4679295.625342226,1678263,4704506,4704506,53,0,0,0,0,0,0,0,0,0,0,0,0,649794.36,3370.74,0,653165.1,653165.1,0,0,0,6.800578674150944e-4,0,0,0,0,0,0,0,0,0,653165.1
2016,North Lake,4,13.7765,895926.6867491743,320009,897049,897049,6,0,0,0,0,0,0,0,0,0,0,0,0,123427.34,0,0,123427.34,123427.34,0,0,0,0,0,0,0,0,0,0,0,0,0,123427.34
2016,North Lake,5A,13.793930348258707,63125600.89952318,24940613,69913530,69913530,201,227000,164500,62500,0,0,0,0,0,0,0,0,0,8707501.42,890215.64,31051.327630709224,9628768.39,9597717.06,0,0,0,0.07298472587386567,0,1,1,0,0,0,0,0,0,9597717.06
2016,North Lake,5B,13.757314606741573,88508698.0131509,31306982,87759733,87759733,89,0,0,0,0,0,0,0,0,0,0,0,0,12176420.04,6322.91,0,12182742.95,12182742.95,0,0,0,0.012209679484516853,0,0,0,0,0,0,0,0,0,12182742.95
2016,North Lake,6B,13.916846153846155,48878796.35085314,17437493,48880781,48880781,13,0,0,0,0,0,0,0,0,0,0,0,0,6802386.89,0,0,6802386.89,6802386.89,0,0,0,0,0,0,0,0,0,0,0,0,0,6802386.89
2016,North Riverside,0,10.1974,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
2016,North Riverside,1,10.07475,261233.67825504355,89444,250730,250730,12,0,0,0,0,0,0,0,0,0,0,0,0,26318.64,0,0,26318.64,26318.64,0,0,0,0,0,0,0,0,0,0,0,0,0,26318.64
2016,North Riverside,2,9.979590346534653,105140993.72469233,44746494,125433401,125433401,2424,19668512,12776400,2920000,3884112,0,88000,0,0,0,0,0,0,10492640.46,0,1957117.8110361642,12449757.83,10492640.46,0,0,0,0,0,1857,596,322,0,47,0,0,0,10492640.46
2016,North Riverside,3,10.185307692307692,3647145.78314163,1278280,3583275,3583275,26,0,0,0,0,0,0,0,0,0,0,0,0,371473.02,0,0,371473.02,371473.02,0,0,0,0,0,0,0,0,0,0,0,0,0,371473.02
2016,North Riverside,4,10.849,3173039.17411743,1131935,3173040,3173040,8,0,0,0,0,0,0,0,0,0,0,0,0,344243.02,0,0,344243.02,344243.02,0,0,0,0,0,0,0,0,0,0,0,0,0,344243.02
2016,North Riverside,5A,10.034432432432432,135893194.97460097,45622231,127888234,127888234,111,0,0,0,0,0,0,0,0,0,0,0,0,13636110.83,0,0,13636110.83,13636110.83,0,0,0,0,0,0,0,0,0,0,0,0,0,13636110.83
2016,North Riverside,9,10.849,275697.3914646511,98351,275697,275697,7,0,0,0,0,0,0,0,0,0,0,0,0,29910.41,0,0,29910.41,29910.41,0,0,0,0,0,0,0,0,0,0,0,0,0,29910.41
2016,Northbrook,0,7.716459283387622,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0
2016,Northbrook,1,7.730149253731343,11492603.193543404,4119631,11548172,11548172,268,0,0,0,0,0,0,0,0,0,0,0,0,888395.38,0,0,888395.38,888395.38,0,0,0,0,0,0,0,0,0,0,0,0,0,888395.38
2016,Northbrook,2,7.771433137152648,1699061341.8360856,647746555,1815759558,1815763150,13423,110732488,70725269,17248500,22440572,63000,198000,0,2500,15000,39647,0,57147,132041416.14,0,8626987.262148818,140665360.06,132041416.14,0,0,0,0,7,10183,3465,807,9,100,0,5,0,132041416.14
2016,Northbrook,3,7.659142857142857,15560551.124706235,5693020,15958674,15958674,7,395000,0,395000,0,0,0,0,0,0,0,0,0,1191804.84,0,30304.399105887398,1222109.24,1191804.84,0,0,0,0,0,0,1,0,0,0,0,0,0,1191804.84
2016,Northbrook,4,7.654,25990984.583224457,9271898,25990985,25990985,7,0,0,0,0,0,0,0,0,0,0,0,0,1989349.96,0,0,1989349.96,1989349.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1989349.96
2016,Northbrook,5A,7.687847107438016,530580086.7259102,192143508,538616681,538616681,484,0,0,0,0,0,0,0,0,0,0,0,0,40790185.85,644677.87,0,41434863.72,41434863.72,0,0,0,0.00904968533455785,0,0,0,0,0,0,0,0,0,41434863.72
2016,Northbrook,5B,7.781726872246696,182551816.6239445,65143128,182609206,182609206,227,0,0,0,0,0,0,0,0,0,0,0,0,14205683.77,0,0,14205683.77,14205683.77,0,0,0,0,0,0,0,0,0,0,0,0,0,14205683.77
2016,Northbrook,6B,7.740142857142857,13044911.684907995,4674395,13103264,13103264,7,0,0,0,0,0,0,0,0,0,0,0,0,1009694.8,0,0,1009694.8,1009694.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1009694.8
2016,Northfield,0,7.268975903614458,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0
2016,Northfield,1,7.2531803278688525,3369612.0729403044,1207143,3383864,3383864,61,0,0,0,0,0,0,0,0,0,0,0,0,244404.04,0,0,244404.04,244404.04,0,0,0,0,0,0,0,0,0,0,0,0,0,244404.04
2016,Northfield,2,7.282377996070727,410329539.281303,152802669,428336419,428336419,2545,17828320,11706100,2780000,3288464,41756,12000,0,0,0,0,0,0,29881748.08,0,1298615.983390507,31180361.8,29881748.08,0,0,0,0,0,1742,570,121,3,6,0,0,0,29881748.08
2016,Northfield,3,7.276,499361.7372182518,178140,499362,499362,2,0,0,0,0,0,0,0,0,0,0,0,0,36333.56,0,0,36333.56,36333.56,0,0,0,0,0,0,0,0,0,0,0,0,0,36333.56
2016,Northfield,4,7.274,13657903.766840804,4872255,13657905,13657905,15,0,0,0,0,0,0,0,0,0,0,0,0,993475.92,0,0,993475.92,993475.92,0,0,0,0,0,0,0,0,0,0,0,0,0,993475.92
2016,Northfield,5A,7.269212962962963,104337537.62124637,37231469,104367251,104367251,108,0,0,0,0,0,0,0,0,0,0,0,0,7584517.81,0,0,7584517.81,7584517.81,0,0,0,0,0,0,0,0,0,0,0,0,0,7584517.81
2016,Northfield,5B,7.275454545454545,7633138.610521054,2723039,7633222,7633222,22,0,0,0,0,0,0,0,0,0,0,0,0,555345.53,0,0,555345.53,555345.53,0,0,0,0,0,0,0,0,0,0,0,0,0,555345.53
2016,Oak Brook,1,7.2552,16618.14974087551,5935,16638,16638,5,0,0,0,0,0,0,0,0,0,0,0,0,1205.68,0,0,1205.68,1205.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1205.68
2016,Oak Brook,2,6.8552,640000.8752479869,244689,685911,685911,10,33000,28000,5000,0,0,0,0,0,0,0,0,0,43873.34,0,2208.2822502631616,46081.61,43873.34,0,0,0,0,0,4,1,0,0,0,0,0,0,43873.34
2016,Oak Forest,0,15.666626168224298,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06904254775155608,214,0,0,0,0,0,0,0,0,0
2016,Oak Forest,1,15.76107,2199401.436577593,867062,2430531,2430531,200,0,0,0,0,0,0,0,0,0,0,0,0,346649.2,33025.65,0,379674.85,379674.85,0,0,0,0.04125081360038,0,0,0,0,0,0,0,0,0,379674.85000000003
2016,Oak Forest,2,15.27775072224515,326449225.2605017,142498464,399444759,399451646,9692,71218802,55041195,10175429,5381246,195540,332892,0,22500,70000,0,0,92500,49874098.87,201278.16,10860767.415141346,60936143.63,50075377.03,0,0,0,0.004475691601959658,27,7893,2050,887,8,168,0,23,0,50075377.029999994
2016,Oak Forest,3,15.70143455497382,8971189.257059248,3310153,9279021,9279021,191,0,0,0,0,0,0,0,0,0,0,0,0,1408605.41,44153.43,0,1452758.84,1452758.84,0,0,0,0.050576195529282726,0,0,0,0,0,0,0,0,0,1452758.8399999999
2016,Oak Forest,4,14.658,620468.8907081458,221343,620469,620469,2,0,0,0,0,0,0,0,0,0,0,0,0,90948.33,0,0,90948.33,90948.33,0,0,0,0,0,0,0,0,0,0,0,0,0,90948.33
2016,Oak Forest,5A,15.644239067055393,55556071.48897852,22758805,63797484,63797484,343,7000,7000,0,0,0,0,0,0,0,0,0,0,8691324.64,1284074.78,946.6799628408243,9976346.1,9975399.42,0,0,0,0.07624955818525948,0,1,0,0,0,0,0,0,0,9975399.42
2016,Oak Forest,5B,16.39894,8727764.721378332,3154804,8843549,8843549,50,0,0,0,0,0,0,0,0,0,0,0,0,1431260.9,22686.82,0,1453947.72,1453947.72,0,0,0,0.014089967763760002,0,0,0,0,0,0,0,0,0,1453947.72
2016,Oak Forest,6B,16.58490909090909,1745127.141870485,633275,1775197,1775197,11,0,0,0,0,0,0,0,0,0,0,0,0,289427.75,6374.55,0,295802.3,295802.3,0,0,0,0.02289066620354546,0,0,0,0,0,0,0,0,0,295802.3
2016,Oak Forest,8,15.620148148148148,3215803.814636367,1149811,3223152,3223152,27,0,0,0,0,0,0,0,0,0,0,0,0,502313.32,4099.74,0,506413.06,506413.06,0,0,0,0.009325826971814817,0,0,0,0,0,0,0,0,0,506413.06
2016,Oak Forest,9,14.658,1236156.0922363217,440980,1236156,1236156,6,0,0,0,0,0,0,0,0,0,0,0,0,181195.76,0,0,181195.76,181195.76,0,0,0,0,0,0,0,0,0,0,0,0,0,181195.76
2016,Oak Lawn,0,12.820748366013072,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011971733823004902,612,0,0,0,0,0,0,0,0,0
2016,Oak Lawn,1,12.674171945701358,1713015.3427785581,606436,1699961,1699961,221,0,0,0,0,0,0,0,0,0,0,0,0,217110.51,0,0,217110.51,217110.51,0,0,0,0,0,0,0,0,0,0,0,0,0,217110.51
2016,Oak Lawn,2,13.057413292271839,733027256.0695428,322116570,902957082,902957082,24029,165824621,117118740,26580368,21138263,129585,676025,5000,26550,82500,67590,0,176640,95714398.37,628404.72,21709760.170026004,118043684.78,96342803.09,0,0,0,0.013296463055830618,80,18040,5707,3071,14,360,1,31,0,96342803.09
2016,Oak Lawn,3,13.404786206896553,17044518.239496548,6113597,17137632,17137632,145,0,0,0,0,0,0,0,0,0,0,0,0,2284781.23,0,0,2284781.23,2284781.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2284781.23
2016,Oak Lawn,4,12.979565217391304,604075.7813285098,222641,624105,624105,23,0,0,0,0,0,0,0,0,0,0,0,0,78406.41,0,0,78406.41,78406.41,0,0,0,0,0,0,0,0,0,0,0,0,0,78406.41
2016,Oak Lawn,5A,12.882574112734865,263786419.48899916,98492944,276095402,276095402,958,0,0,0,0,0,0,0,0,0,0,0,0,33982480.99,1999956.09,0,35982437.08,35982437.08,0,0,0,0.02548771138900626,0,0,0,0,0,0,0,0,0,35982437.080000006
2016,Oak Lawn,5B,13.081285714285714,15037113.269774705,5339952,14968951,14968951,70,0,0,0,0,0,0,0,0,0,0,0,0,1967047.75,2273.2200000000003,0,1969320.97,1969320.97,0,0,0,0.0110509640148,0,0,0,0,0,0,0,0,0,1969320.97
2016,Oak Lawn,6B,13.068,516226.048362412,184156,516226,516226,2,0,0,0,0,0,0,0,0,0,0,0,0,67460.42,0,0,67460.42,67460.42,0,0,0,0,0,0,0,0,0,0,0,0,0,67460.42
2016,Oak Lawn,9,12.75675,766598.0755286417,282642,792302,792302,4,0,0,0,0,0,0,0,0,0,0,0,0,97793,0,0,97793,97793,0,0,0,0,0,0,0,0,0,0,0,0,0,97793
2016,Oak Park,0,14.413104477611942,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09179380331481095,603,0,0,0,0,0,0,0,0,0
2016,Oak Park,1,14.358,513717.1611645075,225223,631349,631349,76,0,0,0,0,0,0,0,0,0,0,0,0,73759.51,16889.46,0,90648.97,90648.97,0,0,0,0.11511203648075,0,0,0,0,0,0,0,0,0,90648.97
2016,Oak Park,2,14.359209237714882,1170854626.3008242,468260730,1312628435,1312628435,17277,123685073,91888185,16549926,14711658,247304,238000,0,15000,35000,0,0,50000,168125465.66,2617613.27,17777144.68434965,188520222.61,170743078.93,0,0,0,0.020902400328169184,17,12880,2951,837,10,120,0,13,0,170743078.93
2016,Oak Park,3,14.398961538461538,77307574.16266663,30757213,86218616,86218616,312,0,0,0,0,0,0,0,0,0,0,0,0,11131487.87,1367792.53,0,12499280.4,12499280.4,0,0,0,0.07226290735583334,0,0,0,0,0,0,0,0,0,12499280.399999999
2016,Oak Park,5A,14.452253275109172,129809021.0770838,66357685,186013863,186013863,687,7000,7000,0,0,0,0,0,0,0,0,0,0,18760328.5,8273952.85,1005.0599792201531,27035286.41,27034281.35,0,0,0,0.2275940170691936,0,1,0,0,0,0,0,0,0,27034281.35
2016,Oak Park,5B,14.358,6236165.621952917,2316682,6494123,6494123,27,0,0,0,0,0,0,0,0,0,0,0,0,895388.66,37037.49,0,932426.15,932426.15,0,0,0,0.07232217134462962,0,0,0,0,0,0,0,0,0,932426.15
2016,Oak Park,7A,14.784,125497.56493506492,187867,526629,526629,2,0,0,0,0,0,0,0,0,0,0,0,0,18553.559999999998,59224.74,0,77778.3,77778.3,0,0,0,0.7613069602810001,0,0,0,0,0,0,0,0,0,77778.29999999999
2016,Oak Park,9,14.408117647058823,4011478.766055083,1551472,4349087,4349087,17,0,0,0,0,0,0,0,0,0,0,0,0,577978.58,50283.63,0,628262.21,628262.21,0,0,0,0.04336935788947059,0,0,0,0,0,0,0,0,0,628262.21
2016,Olympia Fields,0,17.846432989690722,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0
2016,Olympia Fields,1,17.854290322580646,2121749.3563487944,753864,2113235,2113235,217,0,0,0,0,0,0,0,0,0,0,0,0,378823.29,0,0,378823.29,378823.29,0,0,0,0,0,0,0,0,0,0,0,0,0,378823.29
2016,Olympia Fields,2,17.66321251348436,90869368.1726744,38348730,107467146,107499156,1854,16353621,11653481,4005000,551700,0,70000,5000,7500,20000,40940,0,68440,16050449.61,0,2908676.9549887567,18951792.14,16050449.61,0,0,0,0,1,1464,598,151,0,35,1,8,0,16050449.61
2016,Olympia Fields,4,17.914,373999.99999999994,133419,374000,374000,1,0,0,0,0,0,0,0,0,0,0,0,0,66998.36,0,0,66998.36,66998.36,0,0,0,0,0,0,0,0,0,0,0,0,0,66998.36
2016,Olympia Fields,5A,17.900792207792207,33513467.171517476,14533084,40739135,40739135,77,0,0,0,0,0,0,0,0,0,0,0,0,5999176.12,1304640.14,0,7303816.26,7303816.26,0,0,0,0.16491235455145453,0,0,0,0,0,0,0,0,0,7303816.26
2016,Olympia Fields,8,17.914,170647.92899408282,60876,170648,170648,1,0,0,0,0,0,0,0,0,0,0,0,0,30569.87,0,0,30569.87,30569.87,0,0,0,0,0,0,0,0,0,0,0,0,0,30569.87
2016,Orland Hills,0,10.921173076923077,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
2016,Orland Hills,1,10.79451282051282,985724.52290575,399744,1120562,1120562,39,0,0,0,0,0,0,0,0,0,0,0,0,106404.16,0,0,106404.16,106404.16,0,0,0,0,0,0,0,0,0,0,0,0,0,106404.16
2016,Orland Hills,2,10.89827207293666,92107799.86790243,38042299,106639647,106640181,2084,14828104,12496400,1348500,897204,0,76000,0,0,10000,0,0,10000,10038158.63,0,1617226.9681286411,11655385.42,10038158.63,0,0,0,0,0,1793,270,124,0,38,0,2,0,10038158.63
