keypin,pin,pins_per_keypin,needs_keypin
17083100080000,17083100080000,1,1
17083100151001,17083100151001,1,1
17083100151002,17083100151002,1,1
17083100151003,17083100151003,1,1
17083100151004,17083100151004,1,1
17083100151005,17083100151005,1,1
17083100151006,17083100151006,1,1
17083100151007,17083100151007,1,1
17083100151008,17083100151008,1,1
17083100151009,17083100151009,1,1
17083100151010,17083100151010,1,1
17083100151011,17083100151011,1,1
17083100151012,17083100151012,1,1
17083100151013,17083100151013,1,1
17083100151014,17083100151014,1,1
17083100151015,17083100151015,1,1
17083100151016,17083100151016,1,1
17083100151017,17083100151017,1,1
17083100151018,17083100151018,1,1
17083100151019,17083100151019,1,1
17083100151020,17083100151020,1,1
17083100151021,17083100151021,1,1
17083100151022,17083100151022,1,1
17083100151023,17083100151023,1,1
17083100151024,17083100151024,1,1
17083100151025,17083100151025,1,1
17083100151026,17083100151026,1,1
17083100151027,17083100151027,1,1
17083100160000,17083100160000,1,1
17083110010000,17083110010000,1,1
17083110020000,17083110020000,1,1
17083110030000,17083110030000,1,1
17083110040000,17083110040000,1,1
17083120010000,17083120010000,1,1
17083120020000,17083120020000,1,1
17083120030000,17083120030000,1,0
17083130150000,17083130150000,1,0
17083130170000,17083130170000,1,0
17083130180000,17083130180000,1,0
17083130190000,17083130190000,1,1
17083130200000,17083130200000,1,0
17083140040000,17083140040000,1,1
17083140050000,17083140050000,1,1
17083140060000,17083140060000,1,1
17083140070000,17083140070000,1,1
17083140080000,17083140080000,3,0
17083140090000,17083140090000,1,1
17083140100000,17083140100000,2,0
17083140110000,17083140110000,1,1
17083140120000,17083140120000,1,1
17083140130000,17083140130000,1,1
17083140100000,17083140140000,2,0
17083140150000,17083140150000,1,1
17083140160000,17083140160000,1,1
17083140170000,17083140170000,1,1
17083140220000,17083140220000,5,0
17083140220000,17083140230000,5,0
17083140080000,17083140240000,3,0
17083140220000,17083140250000,5,0
17083140220000,17083140260000,5,0
17083140220000,17083140270000,5,0
17083140280000,17083140280000,1,0
17083140290000,17083140290000,1,1
17083140300000,17083140300000,1,0
17083140080000,17083140310000,3,0
17083140320000,17083140320000,1,1
17083150010000,17083150010000,2,0
17083150010000,17083150020000,2,0
17083150030000,17083150030000,1,1
17083150040000,17083150040000,1,1
17083150050000,17083150050000,1,1
17083150060000,17083150060000,1,0
17083150070000,17083150070000,1,0
17083150080000,17083150080000,1,0
17083150090000,17083150090000,2,0
17083150090000,17083150100000,2,0
17083150110000,17083150110000,2,0
17083150120000,17083150120000,1,1
17083150110000,17083150130000,2,0
17083150140000,17083150140000,1,0
17083150150000,17083150150000,1,1
17083150160000,17083150160000,1,1
17083150170000,17083150170000,1,1
17083150180000,17083150180000,1,1
17083150190000,17083150190000,1,1
17083150200000,17083150200000,1,1
17083150210000,17083150210000,1,0
17083150220000,17083150220000,1,1
17083150230000,17083150230000,2,0
17083150240000,17083150240000,1,1
17083150250000,17083150250000,1,1
17083150230000,17083150260000,2,0
17083150290000,17083150290000,1,0
17083160010000,17083160010000,1,1
17083160020000,17083160020000,2,0
17083160020000,17083160030000,2,0
17083160040000,17083160040000,1,0
17083160070000,17083160070000,1,1
17083160080000,17083160080000,3,0
17083160080000,17083160090000,3,0
17083160100000,17083160100000,2,0
17083160080000,17083160110000,3,0
17083160120000,17083160120000,2,0
17083160120000,17083160130000,2,0
17083160100000,17083160140000,2,0
17083170010000,17083170010000,2,0
17083170020000,17083170020000,1,1
17083170010000,17083170030000,2,0
17083170060000,17083170060000,1,0
17083170070000,17083170070000,1,0
17083170080000,17083170080000,1,0
17083170090000,17083170090000,1,0
17083170100000,17083170100000,1,1
17083170110000,17083170110000,1,1
17083170120000,17083170120000,1,1
17083170130000,17083170130000,1,1
17083170140000,17083170140000,1,1
17083170150000,17083170150000,1,1
17083170160000,17083170160000,2,0
17083170170000,17083170170000,1,1
17083170180000,17083170180000,1,0
17083170190000,17083170190000,1,1
17083170160000,17083170200000,2,0
17083180100000,17083180100000,9,0
17083180100000,17083180110000,9,0
17083180100000,17083180120000,9,0
17083180100000,17083180130000,9,0
17083180100000,17083180140000,9,0
17083180170000,17083180170000,1,0
17083180190000,17083180190000,1,1
17083180200000,17083180200000,2,0
17083180210000,17083180210000,1,1
17083180200000,17083180230000,2,0
17083180280000,17083180280000,1,0
17083180100000,17083180290000,9,0
17083180100000,17083180320000,9,0
17083180330000,17083180330000,1,1
17083180100000,17083180340000,9,0
17083180100000,17083180350000,9,0
17083180360000,17083180360000,1,1
17083180370000,17083180370000,1,1
17083180381001,17083180381001,1,1
17083180381002,17083180381002,1,1
17083180381003,17083180381003,1,1
17083190010000,17083190010000,1,1
17083190020000,17083190020000,1,1
17083190030000,17083190030000,1,1
17083190040000,17083190040000,1,1
17083190050000,17083190050000,1,1
17083190060000,17083190060000,1,1
17083190070000,17083190070000,1,1
17083190080000,17083190080000,1,1
17083190090000,17083190090000,1,1
17083190100000,17083190100000,1,1
17083190110000,17083190110000,1,1
17083190120000,17083190120000,1,1
17083190130000,17083190130000,1,1
17083190140000,17083190140000,1,1
17083190150000,17083190150000,1,1
17083190180000,17083190180000,1,0
17083190190000,17083190190000,1,0
17083190200000,17083190200000,1,1
17083190210000,17083190210000,1,1
17083190220000,17083190220000,1,1
17083190240000,17083190240000,2,0
17083190240000,17083190250000,2,0
17083190260000,17083190260000,1,0
17083200010000,17083200010000,1,1
17083200020000,17083200020000,1,0
17083200030000,17083200030000,1,1
17083200040000,17083200040000,1,1
17083200050000,17083200050000,1,1
17083200060000,17083200060000,1,1
17083200100000,17083200100000,7,0
17083200100000,17083200110000,7,0
17083200100000,17083200120000,7,0
17083200100000,17083200130000,7,0
17083200100000,17083200140000,7,0
17083200100000,17083200150000,7,0
17083200100000,17083200160000,7,0
17083200180000,17083200180000,1,0
17083200190000,17083200190000,1,0
17083200200000,17083200200000,1,0
17083200210000,17083200210000,1,0
17083200220000,17083200220000,1,0
17083200230000,17083200230000,1,1
17083200260000,17083200260000,1,0
17083200270000,17083200270000,1,0
17083220030000,17083220030000,1,0
17083220040000,17083220040000,1,0
17083220050000,17083220050000,1,0
17083220060000,17083220060000,1,1
17083220070000,17083220070000,1,1
17083220100000,17083220100000,2,0
17083220110000,17083220110000,1,1
17083220120000,17083220120000,1,1
17083220100000,17083220130000,2,0
17083220140000,17083220140000,1,0
17083220180000,17083220180000,1,1
17083220190000,17083220190000,1,1
17083230020000,17083230020000,1,1
17083230030000,17083230030000,1,0
17083230040000,17083230040000,1,0
17083230060000,17083230060000,1,1
17083240020000,17083240020000,1,0
17083240030000,17083240030000,2,0
17083240030000,17083240040000,2,0
17083240050000,17083240050000,5,0
17083240050000,17083240060000,5,0
17083240050000,17083240070000,5,0
17083240050000,17083240080000,5,0
17083240090000,17083240090000,3,0
17083240090000,17083240100000,3,0
17083240090000,17083240110000,3,0
17083240050000,17083240120000,5,0
17083240130000,17083240130000,1,0
17083240160000,17083240160000,2,0
17083240160000,17083240170000,2,0
17083240180000,17083240180000,1,1
17083250010000,17083250010000,1,0
17083250040000,17083250040000,1,0
17083250050000,17083250050000,1,0
17083250060000,17083250060000,1,0
17083250070000,17083250070000,1,0
17083250080000,17083250080000,1,0
17083250090000,17083250090000,1,0
17083250100000,17083250100000,1,0
17083250130000,17083250130000,1,0
17083250160000,17083250160000,1,0
17083250180000,17083250180000,2,0
17083250180000,17083250190000,2,0
17083250220000,17083250220000,1,0
17083250230000,17083250230000,1,0
17083250260000,17083250260000,1,0
17083250270000,17083250270000,1,0
17083250280000,17083250280000,1,0
17083250290000,17083250290000,1,0
17083260040000,17083260040000,1,0
17083260050000,17083260050000,1,0
17083260060000,17083260060000,1,1
17083260080000,17083260080000,1,0
17083260090000,17083260090000,1,1
17083260100000,17083260100000,1,1
17083260120000,17083260120000,3,0
17083260120000,17083260130000,3,0
17083260120000,17083260140000,3,0
17083260220000,17083260220000,1,0
17083260240000,17083260230000,2,0
17083260240000,17083260240000,2,0
17083260250000,17083260250000,1,0
17083260260000,17083260260000,2,0
17083260260000,17083260270000,2,0
17083260280000,17083260280000,1,0
17083260290000,17083260290000,2,0
17083260290000,17083260300000,2,0
17083260310000,17083260310000,1,0
17083260320000,17083260320000,1,1
17083270030000,17083270030000,1,1
17083270040000,17083270040000,1,1
17083270050000,17083270050000,1,1
17083270060000,17083270060000,1,1
17083270070000,17083270070000,2,0
17083270340000,17083270340000,4,0
17083270340000,17083270350000,4,0
17083270340000,17083270360000,4,0
17083270340000,17083270390000,4,0
17083270420000,17083270420000,2,0
17083270420000,17083270430000,2,0
17083270070000,17083270450000,2,0
17083280270000,17083280270000,1,0
17083280280000,17083280280000,2,0
17083280280000,17083280290000,2,0
17083280300000,17083280300000,1,0
17083280360000,17083280360000,1,1
17083280390000,17083280390000,1,1
17083280400000,17083280400000,1,1
17083280410000,17083280410000,1,1
17083290010000,17083290010000,1,0
17083290020000,17083290020000,1,1
17083290030000,17083290030000,1,1
17083290040000,17083290040000,1,0
17083290050000,17083290050000,1,0
17083290060000,17083290060000,2,0
17083290060000,17083290070000,2,0
17083290080000,17083290080000,1,1
17083290090000,17083290090000,1,1
17083290100000,17083290100000,1,1
17083290130000,17083290130000,1,0
17083290140000,17083290140000,1,0
17083290150000,17083290150000,1,0
17083290160000,17083290160000,1,1
17083290180000,17083290180000,1,1
17083290260000,17083290260000,1,0
17083290270000,17083290270000,1,0
17083300010000,17083300010000,1,1
17083300020000,17083300020000,1,1
17083300030000,17083300030000,1,1
17083300040000,17083300040000,1,1
17083300050000,17083300050000,1,0
17083300060000,17083300060000,1,0
17083300070000,17083300070000,1,0
17083300120000,17083300120000,1,1
17083300130000,17083300130000,1,1
17083300140000,17083300140000,1,1
17083300170000,17083300170000,1,0
17083300180000,17083300180000,4,0
17083300180000,17083300190000,4,0
17083300180000,17083300200000,4,0
17083300180000,17083300210000,4,0
17083300220000,17083300220000,1,0
17083310258002,17083310258002,1,0
17083320010000,17083320010000,4,0
17083320010000,17083320020000,4,0
17083320010000,17083320030000,4,0
17083320010000,17083320040000,4,0
17083320050000,17083320050000,1,1
17083320060000,17083320060000,1,1
17083320070000,17083320070000,1,1
17083320080000,17083320080000,2,0
17083320080000,17083320110000,2,0
17083320120000,17083320120000,1,1
17083330300000,17083330300000,1,0
17083330400000,17083330400000,1,0
17083340040000,17083340040000,4,0
17083340040000,17083340050000,4,0
17083340150000,17083340150000,1,0
17083340160000,17083340160000,2,0
17083340160000,17083340170000,2,0
17083340040000,17083340280000,4,0
17083340040000,17083340550000,4,0
17083340571009,17083340571009,1,1
17083340571010,17083340571010,1,1
17083350160000,17083350160000,2,0
17083350261001,17083350261001,1,1
17083350261005,17083350261005,1,1
17083350160000,17083350300000,2,0
17083350511001,17083350511001,1,1
17083350521005,17083350521005,1,1
17083350530000,17083350530000,1,0
17083360431048,17083360431048,1,1
17083360431049,17083360431049,1,1
17083360441001,17083360441001,1,1
17083360451001,17083360451001,1,1
17083370390000,17083370390000,1,0
17083380010000,17083380010000,2,0
17083380010000,17083380020000,2,0
17083380030000,17083380030000,1,1
17083380040000,17083380040000,1,0
17083380050000,17083380050000,1,1
17083380060000,17083380060000,1,0
17083380070000,17083380070000,1,0
17084000020000,17084000020000,1,0
17084000040000,17084000040000,1,1
17084010020000,17084010020000,1,1
17084010060000,17084010060000,1,1
17084010081001,17084010081001,1,1
17084010081002,17084010081002,1,1
17084010081003,17084010081003,1,1
17084010081004,17084010081004,1,1
17084010081005,17084010081005,1,1
17084010081023,17084010081023,1,1
17084010081024,17084010081024,1,1
17084010081025,17084010081025,1,1
17084010081026,17084010081026,1,1
17084010081027,17084010081027,1,1
17084010081028,17084010081028,1,1
17084010081029,17084010081029,1,1
17084010081030,17084010081030,1,1
17084010081031,17084010081031,1,1
17084010081032,17084010081032,1,1
17084010081033,17084010081033,1,1
17084010081038,17084010081038,1,1
17084010081039,17084010081039,1,1
17084010081042,17084010081042,1,1
17084010081048,17084010081048,1,1
17084010081049,17084010081049,1,1
17084010081050,17084010081050,1,1
17084010081051,17084010081051,1,1
17084010081052,17084010081052,1,1
17084010081053,17084010081053,1,1
17084010081054,17084010081054,1,1
17084010081055,17084010081055,1,1
17084010081056,17084010081056,1,1
17084010081057,17084010081057,1,1
17084010081058,17084010081058,1,1
17084010081059,17084010081059,1,1
17084010081060,17084010081060,1,1
17084010081061,17084010081061,1,1
17084010081062,17084010081062,1,1
17084010081063,17084010081063,1,1
17084010081064,17084010081064,1,1
17084010081065,17084010081065,1,1
17084010081066,17084010081066,1,1
17084010081067,17084010081067,1,1
17084010081068,17084010081068,1,1
17084010081069,17084010081069,1,1
17084010081071,17084010081071,1,1
17084010081075,17084010081075,1,1
17084020040000,17084020040000,1,0
17084020070000,17084020070000,1,0
17084030020000,17084030020000,1,0
17084030060000,17084030060000,1,0
17084040070000,17084040070000,1,1
17084040080000,17084040080000,1,1
17084050050000,17084050050000,1,1
17084050090000,17084050090000,1,1
17084050100000,17084050100000,1,0
17084060090000,17084060090000,1,1
17084060130000,17084060130000,1,1
17084070150000,17084070150000,1,1
17084070160000,17084070160000,1,1
17084070170000,17084070170000,1,1
17084080010000,17084080010000,2,0
17084080010000,17084080020000,2,0
17084080030000,17084080030000,2,0
17084080030000,17084080040000,2,0
17084080080000,17084080080000,1,1
17084080090000,17084080090000,1,0
17084080100000,17084080100000,1,0
17084080121054,17084080121054,1,1
17084080121055,17084080121055,1,1
17084080121056,17084080121056,1,1
17084080121057,17084080121057,1,1
17084080131001,17084080131001,1,1
17084080131002,17084080131002,1,1
17084080140000,17084080140000,1,0
17084080150000,17084080150000,1,0
17084090040000,17084090040000,1,0
17084090050000,17084090050000,3,0
17084090050000,17084090060000,3,0
17084090070000,17084090070000,1,0
17084090050000,17084090070000,3,0
17084090080000,17084090080000,1,0
17084090090000,17084090090000,1,0
17084090101018,17084090101018,1,1
17084090101019,17084090101019,1,1
17084100010000,17084100010000,1,0
17084100020000,17084100020000,1,0
17084100030000,17084100030000,1,0
17084100050000,17084100050000,1,0
17084100090000,17084100090000,1,1
17084100100000,17084100100000,1,1
17084100131001,17084100131001,1,1
17084100131005,17084100131005,1,1
17084100131009,17084100131009,1,1
17084100150000,17084100150000,1,1
17084100160000,17084100160000,1,0
17084100170000,17084100170000,1,0
17084100181001,17084100181001,1,1
17084100181002,17084100181002,1,1
17084100181003,17084100181003,1,1
