pin10,year,longitude,latitude,group,pin,keypin,sale_buyer_name,sale_document_num,num_parcels_sale,year_sold,proj_appeallant,timesappealed,incent_prop,appellant,appealid,year_appealed,geometry
1929100067,2022,-87.76172497920751,41.75911900449852,62,19291000670000,NA,NA,2316047037,2,2023,3611582 - 7300 S CENTRAL PARTNER,5,Incentive,7300 S CENTRAL PARTNER,3611582,2020,"list(list(c(-87.76125, -87.76226, -87.76221, -87.76213, -87.76212, -87.76122, -87.76125, 41.75979, 41.75977, 41.75867, 41.75867, 41.75843, 41.75845, 41.75979)))"
1929100069,2022,-87.77368260124739,41.76121954707589,61,19291000690000,NA,"MDH F2 CHICAGO BEDFORD, LLC",2129519004,1,2021,3610988 - MDH F2 CHICAGO BEDFORD,14,Incentive,MDH F2 CHICAGO BEDFORD,3610988,2023,"list(list(c(-87.77302, -87.77443, -87.77434, -87.77293, -87.77302, 41.76275, 41.76272, 41.75969, 41.75972, 41.76275)))"
1929100070,2022,-87.77509313703213,41.761188482777676,61,19291000700000,NA,"MDH F2 CHICAGO BEDFORD, LLC",2129519010,1,2021,3610990 - MDH F2 CHICAGO BEDFORD,12,Incentive,MDH F2 CHICAGO BEDFORD,3610990,2023,"list(list(c(-87.77443, -87.77575, -87.77584, -87.77575, -87.77567, -87.77434, -87.77443, 41.76272, 41.76269, 41.76268, 41.75966, 41.75966, 41.75969, 41.76272)))"
1929100074,2022,-87.77720092799927,41.76114171131561,61,19291000740000,NA,"MDH F2 CHICAGO BEDFORD, LLC",2129519009,1,2021,3610991 - MDH F2 CHICAGO BEDFORD,14,Incentive,MDH F2 CHICAGO BEDFORD,3610991,2023,"list(list(c(-87.77584, -87.77865, -87.7786, -87.77856, -87.77575, -87.77584, 41.76268, 41.76262, 41.76102, 41.7596, 41.75966, 41.76268)))"
1929100076,2022,-87.77962131794925,41.76145998441523,61,19291000760000,NA,NA,NA,NA,NA,3611208 - HEIM LP,14,Non-Incentive,HEIM LP,3611208,2023,"list(list(c(-87.77931, -87.7786, -87.77865, -87.78048, -87.78039, -87.77928, -87.77931, 41.76101, 41.76102, 41.76262, 41.76258, 41.76003, 41.76005, 41.76101)))"
1929100077,2022,-87.76210693690469,41.760882289631134,65,19291000770000,NA,NA,NA,NA,NA,3610423 - CINTAS CORPORATION,14,Non-Incentive,CINTAS CORPORATION,3610423,2023,"list(list(c(-87.76131, -87.7627, -87.76266, -87.76354, -87.76353, -87.76126, -87.76131, 41.762, 41.76197, 41.76036, 41.76034, 41.75993, 41.75998, 41.762)))"
1929100078,2022,-87.76302895017955,41.761858003461136,65,19291000780000,NA,NA,NA,NA,NA,3610423 - CINTAS CORPORATION,14,Non-Incentive,CINTAS CORPORATION,3610423,2023,"list(list(c(-87.7627, -87.76131, -87.76134, -87.76255, -87.76265, -87.76412, -87.76404, -87.76353, -87.76354, -87.76266, -87.7627, 41.76197, 41.762, 41.76308, 41.76305, 41.76305, 41.76302, 41.75992, 41.75993, 41.76034, 41.76036, 41.76197)))"
1929200007,2022,-87.7660505913567,41.75626244854981,62,19292000070000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.76505, -87.76462, -87.76244, -87.76139, -87.76116, -87.76098, -87.76099, -87.76117, -87.76584, -87.76603, -87.76603, -87.76603, -87.77071, -87.7707, -87.76604, -87.76597, -87.76583, -87.7658, -87.76564, -87.76547, -87.76505, 41.7561, 41.75611, 41.75615, 41.75618, 41.75618, 41.75618, 41.75651, 41.75651, 41.75642, 41.75641, 41.75645, 41.75647, 41.75638, 41.75599, 41.75608, 41.75608, 41.75609, 41.75609, 41.75609, 41.75609, 41.7561)))"
1929200010,2022,-87.76360206277036,41.75648129330041,62,19292000100000,NA,NA,NA,NA,NA,3601626 - NICOR GAS REAL ESTATE,1,Non-Incentive,NICOR GAS REAL ESTATE,3601626,2014,"list(list(c(-87.76603, -87.76603, -87.76584, -87.76117, -87.76117, -87.76258, -87.76276, -87.76406, -87.76417, -87.76584, -87.76603, 41.75645, 41.75641, 41.75642, 41.75651, 41.75655, 41.75652, 41.75652, 41.75649, 41.75649, 41.75646, 41.75645)))"
1929200022,2022,-87.76811034764307,41.76051492587543,61,19292000220000,NA,5858 W 73RD ST LLC,608147015,1,2006,3610985 - 5858 W 73RD STREET LLC,10,Incentive,5858 W 73RD STREET LLC,3610985,2023,"list(list(c(-87.76711, -87.76751, -87.76906, -87.76901, -87.76708, -87.76711, 41.76062, 41.76126, 41.76122, 41.75981, 41.75985, 41.76062)))"
1929200027,2022,-87.76167931068817,41.756968590817095,62,19292000270000,NA,PFE PROPERTIES LLC.,421035116,1,2004,3610345 - PFB PROPERTIES LLC,14,Incentive,PFB PROPERTIES LLC,3610345,2023,"list(list(c(-87.7612, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76202, -87.76202, -87.76202, -87.76202, -87.76202, -87.76202, -87.76203, -87.76203, -87.76203, -87.76203, -87.76204, -87.76204, -87.76204, -87.76204, -87.76205, -87.76205, -87.76205, -87.76206, -87.76206, -87.76206, -87.76207, -87.76207, -87.76208, -87.76208, -87.76209, -87.76209, -87.7621, 
-87.7621, -87.76211, -87.76211, -87.76212, -87.76212, -87.76213, -87.76213, -87.76214, -87.76214, -87.76215, -87.76215, -87.76216, -87.76216, -87.76217, -87.76218, -87.76219, -87.76219, -87.7622, -87.7622, -87.76221, -87.76222, -87.76222, -87.76223, -87.76223, -87.76224, -87.76224, -87.76225, -87.76225, -87.76226, -87.76226, -87.76227, -87.76228, -87.76229, -87.7623, -87.76231, -87.76231, -87.76232, -87.76232, -87.76233, -87.76233, -87.76234, -87.76234, -87.76235, -87.76235, -87.76236, -87.76236, 
-87.76237, -87.76238, -87.76239, -87.76239, -87.7624, -87.7624, -87.76241, -87.76242, -87.76242, -87.76243, -87.76243, -87.76244, -87.76245, -87.76245, -87.76246, -87.76246, -87.76247, -87.76248, -87.76248, -87.76249, -87.7625, -87.76251, -87.76252, -87.76253, -87.76254, -87.76255, -87.76255, -87.76256, -87.76257, -87.76258, -87.76117, -87.7612, 41.75749, 41.75748, 41.75734, 41.75733, 41.75732, 41.75731, 41.7573, 41.75729, 41.75728, 41.75727, 41.75726, 41.75725, 41.75724, 41.75723, 41.75722, 41.75721, 
41.7572, 41.75719, 41.75719, 41.75718, 41.75717, 41.75716, 41.75715, 41.75714, 41.75714, 41.75713, 41.75712, 41.75711, 41.75711, 41.7571, 41.75709, 41.75708, 41.75707, 41.75706, 41.75705, 41.75705, 41.75704, 41.75703, 41.75702, 41.75701, 41.757, 41.75699, 41.75698, 41.75697, 41.75696, 41.75695, 41.75695, 41.75694, 41.75693, 41.75692, 41.75692, 41.75691, 41.7569, 41.75689, 41.75689, 41.75688, 41.75688, 41.75687, 41.75686, 41.75685, 41.75684, 41.75683, 41.75683, 41.75682, 41.75681, 41.7568, 41.75679, 
41.75679, 41.75678, 41.75678, 41.75677, 41.75677, 41.75676, 41.75676, 41.75675, 41.75674, 41.75673, 41.75672, 41.75671, 41.75671, 41.7567, 41.7567, 41.75669, 41.75669, 41.75668, 41.75668, 41.75667, 41.75667, 41.75666, 41.75666, 41.75665, 41.75665, 41.75664, 41.75664, 41.75663, 41.75663, 41.75662, 41.75662, 41.75662, 41.75661, 41.75661, 41.7566, 41.7566, 41.7566, 41.75659, 41.75659, 41.75658, 41.75658, 41.75658, 41.75657, 41.75657, 41.75656, 41.75656, 41.75655, 41.75655, 41.75654, 41.75654, 41.75653, 
41.75653, 41.75653, 41.75652, 41.75655, 41.75749)))"
1929200029,2022,-87.77038783033882,41.75773958147632,64,19292000290000,NA,NA,NA,NA,NA,3611044 - MASON PROPERTIES LLC,14,Non-Incentive,MASON PROPERTIES LLC,3611044,2023,"list(list(c(-87.77003, -87.77005, -87.77074, -87.77073, -87.77003, 41.75747, 41.75803, 41.75801, 41.75745, 41.75747)))"
1929200031,2022,-87.77036470362903,41.75694148310557,64,19292000310000,NA,NA,1607616006,2,2016,3610511 - NEILL CARTAGE,12,Incentive,NEILL CARTAGE,3610511,2023,"list(list(c(-87.76999, -87.77003, -87.77073, -87.77071, -87.76999, 41.75643, 41.75747, 41.75745, 41.75642, 41.75643)))"
1929200037,2022,-87.7686346522542,41.76187578372398,61,19292000370000,NA,PLYMOUTH SOUTH CHICAGO LL,1926016060,1,2019,3610519 - PACTIV CORPORATION,12,Non-Incentive,PACTIV CORPORATION,3610519,2023,"list(list(c(-87.76751, -87.76792, -87.76906, -87.76937, -87.76931, -87.76906, -87.76751, 41.76126, 41.76205, 41.76283, 41.76283, 41.76122, 41.76122, 41.76126)))"
1929200039,2022,-87.77002374560503,41.76044499644285,61,19292000390000,NA,PLYMOUTH MWG 6000 WEST 73,1734006017,3,2017,3611637 - PLYMOUTH,14,Non-Incentive,PLYMOUTH,3611637,2023,"list(list(c(-87.7693, -87.77049, -87.77048, -87.77081, -87.77079, -87.76925, -87.7693, 41.76115, 41.76113, 41.76097, 41.76096, 41.75977, 41.75981, 41.76115)))"
1929200040,2022,-87.76522718664995,41.7573426892111,62,19292000400000,NA,BCORE JUPITER NEMW 2 LLC,1927606105,2,2019,3610368 - ICON US INDUSTRIAL OWN,12,Incentive,ICON US INDUSTRIAL OWN,3610368,2023,"list(list(c(-87.76603, -87.76603, -87.76584, -87.76417, -87.7642, -87.76436, -87.7646, -87.76461, -87.76464, -87.76588, -87.7661, -87.76603, -87.76603, 41.75647, 41.75645, 41.75646, 41.75649, 41.75735, 41.75734, 41.75734, 41.75752, 41.75834, 41.75831, 41.75831, 41.75651, 41.75647)))"
1929200042,2022,-87.77040285647693,41.758260562787406,64,19292000420000,NA,NA,NA,NA,NA,3611044 - MASON PROPERTIES LLC,14,Non-Incentive,MASON PROPERTIES LLC,3611044,2023,"list(list(c(-87.77005, -87.77006, -87.77076, -87.77074, -87.77005, 41.75803, 41.75851, 41.75849, 41.75801, 41.75803)))"
1929200043,2022,-87.7704254135337,41.759040012477904,64,19292000430000,NA,NA,NA,NA,NA,3610824 - CINTAS CORPORATION NO.,8,Non-Incentive,CINTAS CORPORATION NO.,3610824,2022,"list(list(c(-87.77006, -87.7701, -87.77078, -87.77076, -87.77006, 41.75851, 41.75959, 41.75957, 41.75849, 41.75851)))"
1929200047,2022,-87.76788828007548,41.75732708668944,66,19292000470000,NA,NA,NA,NA,NA,3611639 - THE HALLSTAR COMPANY,9,Non-Incentive,THE HALLSTAR COMPANY,3611639,2023,"list(list(c(-87.76793, -87.76792, -87.76791, -87.7679, -87.76789, -87.76788, -87.76787, -87.76786, -87.76785, -87.76784, -87.76783, -87.76782, -87.76781, -87.7678, -87.76779, -87.76778, -87.76777, -87.76777, -87.76776, -87.76775, -87.76774, -87.76774, -87.76773, -87.76772, -87.76771, -87.7677, -87.76769, -87.76768, -87.76767, -87.76767, -87.76766, -87.76765, -87.76765, -87.76764, -87.76763, -87.76763, -87.76762, -87.76761, -87.76761, -87.7676, -87.76759, -87.76759, -87.76758, -87.76757, -87.76757, 
-87.76756, -87.76755, -87.76754, -87.76753, -87.76752, -87.76752, -87.76751, -87.7675, -87.76749, -87.76749, -87.76748, -87.76747, -87.76746, -87.76745, -87.76744, -87.76743, -87.76743, -87.76742, -87.76742, -87.76741, -87.7674, -87.76739, -87.76739, -87.76738, -87.76738, -87.76737, -87.76737, -87.76736, -87.76735, -87.76735, -87.76734, -87.76734, -87.76733, -87.76732, -87.76731, -87.76731, -87.7673, -87.76729, -87.76728, -87.76728, -87.76727, -87.76727, -87.76726, -87.76726, -87.76725, -87.76725, 
-87.76724, -87.76724, -87.76723, -87.76722, -87.76722, -87.76721, -87.76721, -87.7672, -87.7672, -87.76719, -87.76719, -87.76718, -87.76718, -87.76718, -87.76717, -87.76717, -87.76716, -87.76716, -87.76715, -87.76715, -87.76715, -87.76714, -87.76714, -87.76713, -87.76713, -87.76713, -87.76712, -87.76712, -87.76712, -87.76711, -87.76711, -87.76711, -87.7671, -87.7671, -87.7671, -87.7671, -87.76709, -87.76709, -87.76709, -87.76709, -87.76708, -87.76708, -87.76708, -87.76708, -87.76708, -87.76707, -87.76707, 
-87.76707, -87.76707, -87.76707, -87.76707, -87.76706, -87.76706, -87.76706, -87.76708, -87.76842, -87.76842, -87.76841, -87.7684, -87.7684, -87.7684, -87.7684, -87.7684, -87.7684, -87.7684, -87.7684, -87.76841, -87.76841, -87.76841, -87.76841, -87.76841, -87.76841, -87.76841, -87.76841, -87.76842, -87.76842, -87.76842, -87.76842, -87.76842, -87.76843, -87.76843, -87.76843, -87.76843, -87.76844, -87.76844, -87.76844, -87.76844, -87.76845, -87.76845, -87.76845, -87.76846, -87.76846, -87.76846, -87.76847, 
-87.76847, -87.76847, -87.76848, -87.76848, -87.76848, -87.76849, -87.76849, -87.76849, -87.7685, -87.7685, -87.7685, -87.76851, -87.76851, -87.76851, -87.76852, -87.76852, -87.76853, -87.76853, -87.76854, -87.76854, -87.76855, -87.76856, -87.76856, -87.76857, -87.76858, -87.76858, -87.76859, -87.76859, -87.7686, -87.7686, -87.76861, -87.76862, -87.76862, -87.76863, -87.76864, -87.76864, -87.76865, -87.76865, -87.76866, -87.76866, -87.76867, -87.76867, -87.76868, -87.76868, -87.76869, -87.7687, -87.76871, 
-87.76872, -87.76873, -87.76874, -87.76874, -87.76875, -87.76875, -87.76876, -87.76877, -87.76878, -87.76879, -87.76879, -87.7688, -87.7688, -87.76881, -87.76882, -87.76883, -87.76883, -87.76884, -87.76885, -87.76886, -87.76886, -87.76887, -87.76888, -87.76889, -87.76889, -87.7689, -87.76891, -87.76891, -87.76892, -87.76893, -87.76894, -87.76895, -87.76896, -87.76897, -87.76898, -87.76898, -87.76899, -87.769, -87.769, -87.76901, -87.76902, -87.76903, -87.76904, -87.76905, -87.76906, -87.76907, -87.76907, 
-87.76908, -87.76909, -87.7691, -87.76911, -87.76912, -87.76912, -87.76913, -87.76914, -87.76915, -87.76915, -87.76916, -87.76917, -87.76918, -87.76919, -87.7692, -87.76921, -87.76922, -87.76923, -87.76924, -87.76924, -87.76925, -87.76926, -87.76927, -87.76928, -87.76929, -87.7693, -87.76931, -87.76931, -87.76932, -87.76933, -87.76934, -87.76935, -87.76936, -87.76937, -87.76938, -87.76939, -87.7694, -87.76941, -87.76942, -87.76943, -87.76944, -87.76945, -87.76946, -87.76947, -87.7683, -87.76827, 
-87.76825, -87.76823, -87.76821, -87.76819, -87.76817, -87.76815, -87.76813, -87.7681, -87.76808, -87.76806, -87.76804, -87.76802, -87.768, -87.76798, -87.76796, -87.76794, -87.76793, 41.75656, 41.75657, 41.75657, 41.75657, 41.75657, 41.75658, 41.75658, 41.75658, 41.75659, 41.75659, 41.75659, 41.7566, 41.7566, 41.7566, 41.75661, 41.75661, 41.75661, 41.75662, 41.75662, 41.75662, 41.75662, 41.75663, 41.75663, 41.75663, 41.75664, 41.75664, 41.75665, 41.75665, 41.75665, 41.75666, 41.75666, 41.75666, 
41.75667, 41.75667, 41.75667, 41.75668, 41.75668, 41.75668, 41.75669, 41.75669, 41.75669, 41.7567, 41.7567, 41.7567, 41.75671, 41.75671, 41.75672, 41.75672, 41.75673, 41.75673, 41.75674, 41.75674, 41.75675, 41.75675, 41.75676, 41.75676, 41.75677, 41.75677, 41.75678, 41.75679, 41.75679, 41.7568, 41.7568, 41.75681, 41.75681, 41.75682, 41.75682, 41.75683, 41.75683, 41.75684, 41.75684, 41.75685, 41.75685, 41.75686, 41.75687, 41.75687, 41.75688, 41.75688, 41.75689, 41.7569, 41.75691, 41.75691, 41.75692, 
41.75693, 41.75694, 41.75694, 41.75695, 41.75695, 41.75696, 41.75696, 41.75697, 41.75697, 41.75698, 41.75699, 41.757, 41.75701, 41.75701, 41.75702, 41.75703, 41.75704, 41.75704, 41.75705, 41.75705, 41.75706, 41.75707, 41.75707, 41.75708, 41.75709, 41.7571, 41.7571, 41.75711, 41.75712, 41.75713, 41.75714, 41.75714, 41.75715, 41.75716, 41.75716, 41.75717, 41.75718, 41.75719, 41.7572, 41.75721, 41.75721, 41.75722, 41.75723, 41.75724, 41.75724, 41.75725, 41.75726, 41.75727, 41.75727, 41.75728, 41.75729, 
41.7573, 41.75731, 41.75731, 41.75732, 41.75733, 41.75734, 41.75735, 41.75736, 41.75736, 41.75737, 41.75738, 41.75817, 41.75814, 41.7581, 41.75765, 41.75742, 41.75741, 41.7574, 41.75739, 41.75738, 41.75737, 41.75736, 41.75735, 41.75734, 41.75733, 41.75732, 41.75731, 41.7573, 41.75729, 41.75728, 41.75727, 41.75727, 41.75726, 41.75725, 41.75724, 41.75723, 41.75723, 41.75722, 41.75721, 41.7572, 41.75719, 41.75718, 41.75717, 41.75716, 41.75716, 41.75715, 41.75714, 41.75713, 41.75712, 41.75711, 41.75711, 
41.7571, 41.75709, 41.75709, 41.75708, 41.75707, 41.75707, 41.75706, 41.75705, 41.75705, 41.75704, 41.75703, 41.75703, 41.75702, 41.75701, 41.75701, 41.757, 41.75699, 41.75698, 41.75698, 41.75697, 41.75696, 41.75695, 41.75694, 41.75693, 41.75692, 41.75691, 41.75691, 41.7569, 41.7569, 41.75689, 41.75688, 41.75688, 41.75687, 41.75686, 41.75685, 41.75684, 41.75684, 41.75683, 41.75683, 41.75682, 41.75682, 41.75681, 41.75681, 41.7568, 41.7568, 41.75679, 41.75678, 41.75677, 41.75676, 41.75676, 41.75675, 
41.75675, 41.75674, 41.75674, 41.75673, 41.75672, 41.75672, 41.75671, 41.75671, 41.7567, 41.7567, 41.75669, 41.75669, 41.75668, 41.75668, 41.75667, 41.75667, 41.75666, 41.75666, 41.75665, 41.75665, 41.75664, 41.75664, 41.75664, 41.75663, 41.75663, 41.75662, 41.75662, 41.75661, 41.75661, 41.7566, 41.7566, 41.75659, 41.75659, 41.75659, 41.75658, 41.75658, 41.75658, 41.75657, 41.75657, 41.75656, 41.75656, 41.75656, 41.75655, 41.75655, 41.75655, 41.75654, 41.75654, 41.75654, 41.75653, 41.75653, 41.75653, 
41.75653, 41.75652, 41.75652, 41.75652, 41.75651, 41.75651, 41.75651, 41.7565, 41.7565, 41.7565, 41.7565, 41.75649, 41.75649, 41.75649, 41.75649, 41.75648, 41.75648, 41.75648, 41.75648, 41.75647, 41.75647, 41.75647, 41.75647, 41.75647, 41.75646, 41.75646, 41.75646, 41.75646, 41.75646, 41.75645, 41.75645, 41.75645, 41.75645, 41.75645, 41.75645, 41.75644, 41.75647, 41.75647, 41.75648, 41.75648, 41.75649, 41.7565, 41.7565, 41.75651, 41.75651, 41.75652, 41.75652, 41.75653, 41.75653, 41.75654, 41.75655, 
41.75655, 41.75656, 41.75656, 41.75656)))"
1929200050,2022,-87.7616700492676,41.75776010108716,62,19292000500000,NA,NA,NA,NA,NA,"3610911 - THE WELDING CENTER, IN",13,Non-Incentive,"THE WELDING CENTER, IN",3610911,2023,"list(list(c(-87.76201, -87.7612, -87.76121, -87.76211, -87.76207, -87.76207, -87.76207, -87.76207, -87.76207, -87.76207, -87.76207, -87.76207, -87.76207, -87.76207, -87.76207, -87.76208, -87.76208, -87.76208, -87.76208, -87.76208, -87.76208, -87.76209, -87.76209, -87.76209, -87.76209, -87.76209, -87.7621, -87.7621, -87.7621, -87.7621, -87.76211, -87.76211, -87.76211, -87.76212, -87.76212, -87.76213, -87.76213, -87.76213, -87.76214, -87.76214, -87.76214, -87.76215, -87.76215, -87.76216, -87.76216, 
-87.76215, -87.76215, -87.76214, -87.76214, -87.76213, -87.76213, -87.76212, -87.76212, -87.76211, -87.76211, -87.7621, -87.7621, -87.76209, -87.76209, -87.76208, -87.76208, -87.76207, -87.76207, -87.76206, -87.76206, -87.76206, -87.76205, -87.76205, -87.76205, -87.76204, -87.76204, -87.76204, -87.76204, -87.76203, -87.76203, -87.76203, -87.76203, -87.76202, -87.76202, -87.76202, -87.76202, -87.76202, -87.76202, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, 
-87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, -87.76201, 41.75748, 41.75749, 41.7581, 41.75808, 41.75722, 41.75721, 41.7572, 41.75719, 41.75718, 41.75717, 41.75716, 41.75715, 41.75714, 41.75713, 41.75712, 41.75712, 41.75711, 41.7571, 41.75709, 41.75708, 41.75707, 41.75707, 41.75706, 41.75705, 41.75704, 41.75703, 41.75703, 41.75702, 41.75701, 41.757, 41.757, 41.75699, 41.75698, 41.75697, 41.75696, 41.75695, 41.75694, 41.75693, 41.75693, 41.75692, 41.75691, 
41.75691, 41.7569, 41.75689, 41.75688, 41.75688, 41.75689, 41.75689, 41.7569, 41.75691, 41.75692, 41.75692, 41.75693, 41.75694, 41.75695, 41.75695, 41.75696, 41.75697, 41.75698, 41.75699, 41.757, 41.75701, 41.75702, 41.75703, 41.75704, 41.75705, 41.75705, 41.75706, 41.75707, 41.75708, 41.75709, 41.7571, 41.75711, 41.75711, 41.75712, 41.75713, 41.75714, 41.75714, 41.75715, 41.75716, 41.75717, 41.75718, 41.75719, 41.75719, 41.7572, 41.75721, 41.75722, 41.75723, 41.75724, 41.75725, 41.75726, 41.75727, 
41.75728, 41.75729, 41.7573, 41.75731, 41.75732, 41.75733, 41.75734, 41.75748)), list(c(-87.76216, -87.76217, -87.76217, -87.76216, -87.76216, 41.75688, 41.75687, 41.75686, 41.75687, 41.75688)), list(c(-87.76217, -87.76218, -87.76218, -87.76217, 41.75686, 41.75686, 41.75685, 41.75686)))"
1929200051,2022,-87.76914677971769,41.75930373278958,66,19292000510000,NA,"PROJECT ROMOR,LLC",527308054,1,2005,3610516 - PROJECT ROMAR LLC,12,Non-Incentive,PROJECT ROMAR LLC,3610516,2023,"list(list(c(-87.76845, -87.76986, -87.76984, -87.76844, -87.76845, 41.75963, 41.7596, 41.75898, 41.75901, 41.75963)))"
1929200053,2022,-87.76913145630473,41.758717565532606,66,19292000530000,NA,POWER PLANT REPAIR SERVIC,1830934046,1,2018,3610512 - POWER PLANT REPAIR SER,12,Incentive,POWER PLANT REPAIR SER,3610512,2023,"list(list(c(-87.76844, -87.76984, -87.76982, -87.76843, -87.76844, 41.75901, 41.75898, 41.75843, 41.75846, 41.75901)))"
1929200054,2022,-87.7691191903002,41.758261972030525,66,19292000540000,NA,NA,NA,NA,NA,3611045 - MASON PROPERTIES LLC,13,Incentive,MASON PROPERTIES LLC,3611045,2023,"list(list(c(-87.76842, -87.76842, -87.76843, -87.76982, -87.76981, -87.76842, 41.7581, 41.75814, 41.75846, 41.75843, 41.75807, 41.7581)))"
1929200056,2022,-87.76910738160011,41.75786039951328,66,19292000560000,NA,NA,NA,NA,NA,3611045 - MASON PROPERTIES LLC,13,Incentive,MASON PROPERTIES LLC,3611045,2023,"list(list(c(-87.76841, -87.76842, -87.76981, -87.76979, -87.76841, 41.75765, 41.7581, 41.75807, 41.75762, 41.75765)))"
1929200057,2022,-87.76416374729006,41.7570936329756,62,19292000570000,NA,BCORE JUPITER NEMW 2 LLC,1927606105,2,2019,3610368 - ICON US INDUSTRIAL OWN,12,Incentive,ICON US INDUSTRIAL OWN,3610368,2023,"list(list(c(-87.76436, -87.76436, -87.7642, -87.76417, -87.76406, -87.7641, -87.76436, 41.75752, 41.75734, 41.75735, 41.75649, 41.75649, 41.75753, 41.75752)))"
1929200058,2022,-87.76316747658072,41.75705060769732,62,19292000580000,NA,"MDH F2 CHICAGO BEDFORD, LLC",2129519008,1,2021,3610992 - MDH F2 CHICAGO BEDFORD,7,Non-Incentive,MDH F2 CHICAGO BEDFORD,3610992,2023,"list(list(c(-87.76267, -87.76266, -87.76265, -87.76264, -87.76264, -87.76263, -87.76262, -87.76262, -87.76261, -87.7626, -87.7626, -87.76259, -87.76258, -87.76258, -87.76257, -87.76256, -87.76256, -87.76255, -87.76254, -87.76254, -87.76253, -87.76252, -87.76251, -87.76251, -87.7625, -87.76249, -87.76249, -87.76248, -87.76248, -87.76247, -87.76246, -87.76245, -87.76245, -87.76244, -87.76243, -87.76242, -87.76241, -87.76241, -87.7624, -87.7624, -87.76239, -87.76239, -87.76238, -87.76238, -87.76237, 
-87.76236, -87.76235, -87.76234, -87.76233, -87.76232, -87.76232, -87.76231, -87.76231, -87.7623, -87.7623, -87.76229, -87.76229, -87.76228, -87.76228, -87.76227, -87.76227, -87.76226, -87.76226, -87.76225, -87.76225, -87.76224, -87.76224, -87.76223, -87.76223, -87.76222, -87.76222, -87.76221, -87.76221, -87.7622, -87.7622, -87.7622, -87.76219, -87.76219, -87.76219, -87.76218, -87.76218, -87.76218, -87.76218, -87.76217, -87.76217, -87.76217, -87.76217, -87.76216, -87.76216, -87.76216, -87.76216, 
-87.76216, -87.76216, -87.76215, -87.76215, -87.76215, -87.76215, -87.76215, -87.76215, -87.76215, -87.76215, -87.76215, -87.76215, -87.76216, -87.76221, -87.7641, -87.76406, -87.76276, -87.76275, -87.76274, -87.76273, -87.76272, -87.76271, -87.7627, -87.76269, -87.76269, -87.76268, -87.76267, 41.75655, 41.75656, 41.75656, 41.75656, 41.75657, 41.75657, 41.75657, 41.75658, 41.75658, 41.75658, 41.75659, 41.75659, 41.75659, 41.7566, 41.7566, 41.7566, 41.75661, 41.75661, 41.75661, 41.75662, 41.75662, 
41.75663, 41.75663, 41.75664, 41.75664, 41.75664, 41.75665, 41.75665, 41.75666, 41.75666, 41.75667, 41.75667, 41.75668, 41.75668, 41.75669, 41.7567, 41.7567, 41.75671, 41.75671, 41.75672, 41.75672, 41.75673, 41.75673, 41.75674, 41.75674, 41.75675, 41.75676, 41.75677, 41.75678, 41.75679, 41.7568, 41.7568, 41.75681, 41.75681, 41.75682, 41.75682, 41.75683, 41.75684, 41.75685, 41.75685, 41.75686, 41.75686, 41.75687, 41.75688, 41.75689, 41.75689, 41.7569, 41.75691, 41.75692, 41.75693, 41.75694, 41.75695, 
41.75696, 41.75696, 41.75697, 41.75698, 41.75699, 41.757, 41.75701, 41.75701, 41.75702, 41.75703, 41.75704, 41.75704, 41.75705, 41.75706, 41.75707, 41.75708, 41.75709, 41.7571, 41.75711, 41.75712, 41.75713, 41.75713, 41.75714, 41.75715, 41.75716, 41.75717, 41.75718, 41.75719, 41.7572, 41.75721, 41.75722, 41.75737, 41.75756, 41.75753, 41.75649, 41.75652, 41.75652, 41.75653, 41.75653, 41.75653, 41.75654, 41.75654, 41.75654, 41.75655, 41.75655, 41.75655)))"
1929200061,2022,-87.77009658466014,41.7619532081043,61,19292000610000,NA,PLYMOUTH MWG 7200 SOUTH M,1734006009,2,2017,3610520 - PACTIV LLC,14,Non-Incentive,PACTIV LLC,3610520,2023,"list(list(c(-87.77081, -87.77054, -87.77054, -87.77048, -87.77049, -87.7693, -87.76931, -87.76937, -87.77086, -87.77081, 41.76096, 41.76097, 41.76106, 41.76106, 41.76113, 41.76115, 41.76122, 41.76283, 41.76279, 41.76096)))"
1929200062,2022,-87.77050998200633,41.761013173613364,61,19292000620000,NA,PLYMOUTH MWG 6000 WEST 73,1734006017,3,2017,3611637 - PLYMOUTH,14,Non-Incentive,PLYMOUTH,3611637,2023,"list(list(c(-87.77054, -87.77048, -87.77048, -87.77054, -87.77054, 41.76097, 41.76097, 41.76106, 41.76106, 41.76097)))"
1930116003,2022,-87.79227374945057,41.7626477845991,61,19301160030000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.79044, -87.79046, -87.79046, -87.79469, -87.79492, -87.79469, -87.79313, -87.79195, -87.79044, 41.76239, 41.76285, 41.76294, 41.76285, 41.76285, 41.76278, 41.76233, 41.76236, 41.76239)))"
