pin10,year,longitude,latitude,group,pin,keypin,sale_buyer_name,sale_document_num,num_parcels_sale,year_sold,proj_appeallant,timesappealed,incent_prop,appellant,appealid,year_appealed,geometry
1919216042,2022,-87.79035781042515,41.77098066773712,16,19192160420000,NA,NA,NA,NA,NA,3610659 - BEDFORD PARK BUS CTR 2,9,Incentive,BEDFORD PARK BUS CTR 2,3610659,2023,"list(list(c(-87.79044, -87.79044, -87.79043, -87.79043, -87.79042, -87.79042, -87.79041, -87.79041, -87.7904, -87.7904, -87.79039, -87.79039, -87.79038, -87.79038, -87.79037, -87.79037, -87.79036, -87.79036, -87.79035, -87.79035, -87.79034, -87.79034, -87.79033, -87.79033, -87.79032, -87.79032, -87.79031, -87.79031, -87.7903, -87.7903, -87.79029, -87.79029, -87.79028, -87.79028, -87.79027, -87.79027, -87.79027, -87.79026, -87.79026, -87.79026, -87.79025, -87.79025, -87.79025, -87.79024, -87.79024, 
-87.79024, -87.79023, -87.79023, -87.79023, -87.79023, -87.79022, -87.79022, -87.79022, -87.79022, -87.79021, -87.79021, -87.79021, -87.79021, -87.79021, -87.79021, -87.7902, -87.7902, -87.79047, -87.79047, -87.79045, -87.79044, 41.7707, 41.77071, 41.77071, 41.77072, 41.77072, 41.77073, 41.77073, 41.77074, 41.77074, 41.77075, 41.77075, 41.77076, 41.77076, 41.77077, 41.77077, 41.77078, 41.77078, 41.77079, 41.77079, 41.7708, 41.7708, 41.77081, 41.77082, 41.77083, 41.77083, 41.77084, 41.77085, 41.77086, 
41.77086, 41.77087, 41.77088, 41.77089, 41.7709, 41.77091, 41.77091, 41.77092, 41.77093, 41.77093, 41.77094, 41.77095, 41.77095, 41.77096, 41.77097, 41.77098, 41.77099, 41.771, 41.771, 41.77101, 41.77102, 41.77103, 41.77104, 41.77105, 41.77106, 41.77107, 41.77108, 41.77109, 41.7711, 41.77111, 41.77112, 41.77113, 41.77114, 41.77115, 41.77115, 41.77111, 41.7707, 41.7707)))"
1919216043,2022,-87.79061755687304,41.77086178743988,16,19192160430000,NA,"66TH PLACE, LLC",1233933036,5,2012,3610650 - 66TH ST LLC,11,Non-Incentive,66TH ST LLC,3610650,2023,"list(list(c(-87.79074, -87.79073, -87.79072, -87.79071, -87.7907, -87.79069, -87.79068, -87.79067, -87.79066, -87.79066, -87.79065, -87.79064, -87.79063, -87.79062, -87.79061, -87.79061, -87.7906, -87.79059, -87.79059, -87.79058, -87.79057, -87.79056, -87.79055, -87.79054, -87.79054, -87.79053, -87.79053, -87.79052, -87.79051, -87.79051, -87.7905, -87.7905, -87.79049, -87.79048, -87.79047, -87.79046, -87.79046, -87.79045, -87.79045, -87.79047, -87.79047, -87.79069, -87.79069, -87.79078, -87.79076, 
-87.79075, -87.79075, -87.79074, 41.77052, 41.77052, 41.77053, 41.77053, 41.77054, 41.77054, 41.77055, 41.77055, 41.77055, 41.77056, 41.77056, 41.77057, 41.77057, 41.77058, 41.77058, 41.77059, 41.77059, 41.77059, 41.7706, 41.7706, 41.77061, 41.77061, 41.77062, 41.77062, 41.77063, 41.77063, 41.77064, 41.77064, 41.77064, 41.77065, 41.77065, 41.77066, 41.77066, 41.77067, 41.77068, 41.77068, 41.77069, 41.77069, 41.7707, 41.77111, 41.77115, 41.77115, 41.7711, 41.7711, 41.77059, 41.77051, 41.77052, 41.77052
)))"
1919216044,2022,-87.79021642027259,41.77168667356583,16,19192160440000,NA,NA,NA,NA,NA,3610659 - BEDFORD PARK BUS CTR 2,9,Incentive,BEDFORD PARK BUS CTR 2,3610659,2023,"list(list(c(-87.7904, -87.79038, -87.79037, -87.79037, -87.79036, -87.79036, -87.79035, -87.79035, -87.79034, -87.79034, -87.79033, -87.79033, -87.79032, -87.79032, -87.79031, -87.79031, -87.7903, -87.7903, -87.79029, -87.79028, -87.79028, -87.79027, -87.79027, -87.79026, -87.79026, -87.79025, -87.79025, -87.79024, -87.79024, -87.79024, -87.79023, -87.79023, -87.79022, -87.79022, -87.79021, -87.79021, -87.7902, -87.7902, -87.79019, -87.79019, -87.79019, -87.79018, -87.79018, -87.79018, -87.79018, 
-87.79017, -87.79017, -87.79017, -87.79016, -87.79016, -87.79016, -87.79016, -87.79015, -87.79015, -87.79015, -87.79015, -87.79015, -87.79015, -87.79014, -87.79014, -87.79014, -87.79014, -87.79014, -87.79014, -87.79014, -87.79014, -87.79014, -87.79014, -87.79014, -87.79016, -87.7902, -87.79026, -87.79026, -87.79024, -87.7902, -87.7902, -87.7902, -87.7902, -87.7902, -87.7902, -87.79021, -87.79021, -87.79021, -87.79021, -87.79021, -87.79021, -87.79022, -87.79022, -87.79022, -87.79022, -87.79023, -87.79023, 
-87.79023, -87.79023, -87.79024, -87.79024, -87.79024, -87.79025, -87.79025, -87.79025, -87.79026, -87.79026, -87.79026, -87.79027, -87.79027, -87.79027, -87.79028, -87.79028, -87.79029, -87.79029, -87.7903, -87.7903, -87.79031, -87.79031, -87.79032, -87.79032, -87.79033, -87.79033, -87.79034, -87.79034, -87.79035, -87.79035, -87.79036, -87.79036, -87.79037, -87.79037, -87.79038, -87.79038, -87.79039, -87.79039, -87.7904, -87.7904, -87.79041, -87.79041, -87.79042, -87.79042, -87.79043, -87.79043, 
-87.79044, -87.79044, -87.79045, -87.7904, 41.77066, 41.77069, 41.77069, 41.7707, 41.7707, 41.77071, 41.77071, 41.77072, 41.77072, 41.77073, 41.77073, 41.77074, 41.77074, 41.77075, 41.77075, 41.77076, 41.77076, 41.77077, 41.77078, 41.77079, 41.7708, 41.7708, 41.77081, 41.77081, 41.77082, 41.77083, 41.77084, 41.77084, 41.77085, 41.77086, 41.77086, 41.77087, 41.77088, 41.77089, 41.7709, 41.77091, 41.77092, 41.77093, 41.77094, 41.77095, 41.77096, 41.77096, 41.77097, 41.77098, 41.77099, 41.77099, 41.771, 
41.77101, 41.77102, 41.77103, 41.77104, 41.77105, 41.77106, 41.77107, 41.77108, 41.77109, 41.7711, 41.77111, 41.77111, 41.77112, 41.77113, 41.77114, 41.77115, 41.77116, 41.77117, 41.77118, 41.77119, 41.7712, 41.77131, 41.77175, 41.77277, 41.77277, 41.77275, 41.77222, 41.77119, 41.77118, 41.77117, 41.77116, 41.77115, 41.77114, 41.77113, 41.77112, 41.77111, 41.7711, 41.77109, 41.77108, 41.77107, 41.77106, 41.77105, 41.77104, 41.77103, 41.77102, 41.77101, 41.771, 41.771, 41.77099, 41.77098, 41.77097, 
41.77096, 41.77095, 41.77095, 41.77094, 41.77093, 41.77093, 41.77092, 41.77091, 41.77091, 41.7709, 41.77089, 41.77088, 41.77087, 41.77086, 41.77086, 41.77085, 41.77084, 41.77083, 41.77083, 41.77082, 41.77081, 41.7708, 41.7708, 41.77079, 41.77079, 41.77078, 41.77078, 41.77077, 41.77077, 41.77076, 41.77076, 41.77075, 41.77075, 41.77074, 41.77074, 41.77073, 41.77073, 41.77072, 41.77072, 41.77071, 41.77071, 41.7707, 41.7707, 41.77066)))"
1919216048,2022,-87.79073314850804,41.77114447078173,16,19192160480000,NA,"66TH PLACE, LLC",1233933036,5,2012,3610650 - 66TH ST LLC,11,Non-Incentive,66TH ST LLC,3610650,2023,"list(list(c(-87.79069, -87.79078, -87.79078, -87.79069, -87.79069, 41.77119, 41.77118, 41.7711, 41.7711, 41.77119)))"
1919217003,2022,-87.78560011327353,41.77301835144598,20,19192170030000,NA,NA,NA,NA,NA,"3610898 - TRAYLEK WAREHOUSE, INC",8,Incentive,"TRAYLEK WAREHOUSE, INC",3610898,2023,"list(list(c(-87.78529, -87.78531, -87.78536, -87.78591, -87.78584, -87.78535, -87.78529, 41.77221, 41.77255, 41.77383, 41.77382, 41.7722, 41.77221, 41.77221)))"
1919217005,2022,-87.78541532859924,41.7712624081858,20,19192170050000,NA,NA,NA,NA,NA,"3610898 - TRAYLEK WAREHOUSE, INC",8,Incentive,"TRAYLEK WAREHOUSE, INC",3610898,2023,"list(list(c(-87.78587, -87.78578, -87.78558, -87.78542, -87.78542, -87.78541, -87.78541, -87.78541, -87.7854, -87.7854, -87.78539, -87.78539, -87.78538, -87.78538, -87.78538, -87.78537, -87.78537, -87.78536, -87.78536, -87.78535, -87.78535, -87.78534, -87.78534, -87.78533, -87.78533, -87.78533, -87.78532, -87.78532, -87.78531, -87.78531, -87.78531, -87.7853, -87.7853, -87.7853, -87.78529, -87.78529, -87.78529, -87.78528, -87.78528, -87.78528, -87.78527, -87.78527, -87.78527, -87.78527, -87.78526, 
-87.78526, -87.78526, -87.78526, -87.78526, -87.78526, -87.78525, -87.78525, -87.78525, -87.78525, -87.78529, -87.78535, -87.78531, -87.78531, -87.78531, -87.78531, -87.78531, -87.78531, -87.78532, -87.78532, -87.78532, -87.78532, -87.78532, -87.78532, -87.78532, -87.78532, -87.78533, -87.78533, -87.78533, -87.78533, -87.78533, -87.78534, -87.78534, -87.78534, -87.78534, -87.78535, -87.78535, -87.78535, -87.78535, -87.78536, -87.78536, -87.78536, -87.78537, -87.78537, -87.78537, -87.78538, -87.78538, 
-87.78538, -87.78539, -87.78539, -87.78539, -87.7854, -87.7854, -87.7854, -87.78541, -87.78541, -87.78542, -87.78542, -87.78543, -87.78543, -87.78544, -87.78544, -87.78545, -87.78545, -87.78546, -87.78546, -87.78547, -87.78547, -87.78548, -87.78548, -87.78549, -87.7855, -87.78551, -87.78552, -87.78553, -87.78554, -87.78555, -87.78556, -87.78557, -87.78558, -87.78559, -87.78559, -87.7856, -87.7856, -87.78561, -87.78562, -87.78562, -87.78563, -87.78563, -87.78564, -87.78565, -87.78566, -87.78566, -87.78567, 
-87.78568, -87.78569, -87.78569, -87.7857, -87.78571, -87.78571, -87.78572, -87.78573, -87.78574, -87.78575, -87.78576, -87.78576, -87.78577, -87.78578, -87.78579, -87.7858, -87.78581, -87.78582, -87.78583, -87.78584, -87.78585, -87.78585, -87.78586, -87.78587, -87.78587, 41.77052, 41.77052, 41.77069, 41.77082, 41.77083, 41.77083, 41.77084, 41.77085, 41.77085, 41.77086, 41.77086, 41.77087, 41.77087, 41.77088, 41.77089, 41.77089, 41.7709, 41.7709, 41.77091, 41.77092, 41.77093, 41.77094, 41.77095, 
41.77095, 41.77096, 41.77097, 41.77097, 41.77098, 41.77099, 41.771, 41.77101, 41.77101, 41.77102, 41.77103, 41.77103, 41.77104, 41.77105, 41.77106, 41.77107, 41.77108, 41.77109, 41.7711, 41.77111, 41.77112, 41.77112, 41.77113, 41.77114, 41.77115, 41.77116, 41.77117, 41.77117, 41.77118, 41.77119, 41.7712, 41.77221, 41.77221, 41.77127, 41.77126, 41.77125, 41.77124, 41.77123, 41.77122, 41.77122, 41.77121, 41.7712, 41.77119, 41.77118, 41.77117, 41.77116, 41.77115, 41.77115, 41.77114, 41.77113, 41.77112, 
41.77111, 41.77111, 41.7711, 41.77109, 41.77108, 41.77108, 41.77107, 41.77106, 41.77105, 41.77105, 41.77104, 41.77103, 41.77103, 41.77102, 41.77101, 41.77101, 41.771, 41.77099, 41.77099, 41.77098, 41.77097, 41.77097, 41.77096, 41.77095, 41.77095, 41.77094, 41.77093, 41.77092, 41.77092, 41.77091, 41.7709, 41.77089, 41.77089, 41.77088, 41.77088, 41.77087, 41.77087, 41.77086, 41.77086, 41.77085, 41.77084, 41.77083, 41.77082, 41.77081, 41.7708, 41.77079, 41.77078, 41.77077, 41.77076, 41.77075, 41.77075, 
41.77074, 41.77074, 41.77073, 41.77073, 41.77073, 41.77072, 41.77072, 41.77071, 41.77071, 41.7707, 41.7707, 41.77069, 41.77069, 41.77068, 41.77068, 41.77067, 41.77067, 41.77067, 41.77066, 41.77066, 41.77065, 41.77065, 41.77064, 41.77064, 41.77063, 41.77063, 41.77063, 41.77062, 41.77062, 41.77061, 41.77061, 41.7706, 41.7706, 41.7706, 41.77059, 41.77059, 41.77059, 41.77052)))"
1919217006,2022,-87.78469139124076,41.773428840194796,20,19192170060000,NA,NA,NA,NA,NA,"3610898 - TRAYLEK WAREHOUSE, INC",8,Incentive,"TRAYLEK WAREHOUSE, INC",3610898,2023,"list(list(c(-87.78401, -87.78404, -87.78536, -87.78531, -87.78526, -87.78527, -87.78401, 41.77304, 41.77385, 41.77383, 41.77255, 41.77293, 41.77302, 41.77304)))"
1919217007,2022,-87.78471132648399,41.77223619097633,20,19192170070000,NA,NA,NA,NA,NA,"3610898 - TRAYLEK WAREHOUSE, INC",8,Incentive,"TRAYLEK WAREHOUSE, INC",3610898,2023,"list(list(c(-87.78525, -87.78525, -87.78525, -87.78525, -87.78526, -87.78526, -87.78526, -87.78526, -87.78526, -87.78526, -87.78527, -87.78527, -87.78527, -87.78527, -87.78528, -87.78528, -87.78528, -87.78529, -87.78529, -87.78529, -87.7853, -87.7853, -87.7853, -87.78531, -87.78531, -87.78531, -87.78532, -87.78532, -87.78533, -87.78533, -87.78533, -87.78534, -87.78534, -87.78535, -87.78535, -87.78536, -87.78536, -87.78537, -87.78537, -87.78538, -87.78538, -87.78538, -87.78539, -87.78539, -87.7854, 
-87.7854, -87.78541, -87.78541, -87.78541, -87.78542, -87.78542, -87.78397, -87.78398, -87.78401, -87.78527, -87.78526, -87.78531, -87.78529, -87.78525, 41.7712, 41.77119, 41.77118, 41.77117, 41.77117, 41.77116, 41.77115, 41.77114, 41.77113, 41.77112, 41.77112, 41.77111, 41.7711, 41.77109, 41.77108, 41.77107, 41.77106, 41.77105, 41.77104, 41.77103, 41.77103, 41.77102, 41.77101, 41.77101, 41.771, 41.77099, 41.77098, 41.77097, 41.77097, 41.77096, 41.77095, 41.77095, 41.77094, 41.77093, 41.77092, 41.77091, 
41.7709, 41.7709, 41.77089, 41.77089, 41.77088, 41.77087, 41.77087, 41.77086, 41.77086, 41.77085, 41.77085, 41.77084, 41.77083, 41.77083, 41.77082, 41.77208, 41.77246, 41.77304, 41.77302, 41.77293, 41.77255, 41.77221, 41.7712)))"
1919217023,2022,-87.78178925202205,41.771554976781175,20,19192170230000,NA,"WHM ENTERPRISES, LLC",2002413005,3,2019,"3610899 - WHM ENTERPRISES, LLC",14,Incentive,"WHM ENTERPRISES, LLC",3610899,2023,"list(list(c(-87.78169, -87.78171, -87.78185, -87.78189, -87.78187, -87.78184, -87.78169, 41.77135, 41.77176, 41.77176, 41.77176, 41.77135, 41.77135, 41.77135)))"
1919217024,2022,-87.78140448456249,41.771560893724974,20,19192170240000,NA,"WHM ENTERPRISES, LLC",2002413005,3,2019,"3610899 - WHM ENTERPRISES, LLC",14,Incentive,"WHM ENTERPRISES, LLC",3610899,2023,"list(list(c(-87.7811, -87.78112, -87.78167, -87.78171, -87.78169, -87.78165, -87.7811, 41.77136, 41.77177, 41.77176, 41.77176, 41.77135, 41.77135, 41.77136)))"
1919217037,2022,-87.78562519076598,41.77105359986894,20,19192170370000,NA,RAVENSWOOD DISPOSAL SERVI,1934445059,3,2019,3611980 - RAVENSWOOD DISPOSAL,9,Incentive,RAVENSWOOD DISPOSAL,3611980,2023,"list(list(c(-87.7855, -87.78549, -87.78549, -87.78548, -87.78548, -87.78547, -87.78547, -87.78547, -87.78546, -87.78546, -87.78545, -87.78545, -87.78544, -87.78544, -87.78543, -87.78543, -87.78543, -87.78542, -87.78542, -87.78542, -87.78541, -87.78541, -87.78541, -87.7854, -87.7854, -87.7854, -87.7854, -87.78539, -87.78539, -87.78539, -87.78539, -87.78539, -87.78539, -87.78539, -87.78538, -87.78538, -87.78538, -87.78538, -87.78538, -87.78538, -87.78538, -87.78538, -87.7858, -87.7858, -87.78581, -87.78579, 
-87.78578, -87.78577, -87.78576, -87.78575, -87.78575, -87.78574, -87.78573, -87.78573, -87.78572, -87.78571, -87.7857, -87.7857, -87.78569, -87.78568, -87.78567, -87.78566, -87.78566, -87.78565, -87.78564, -87.78563, -87.78563, -87.78562, -87.78562, -87.78561, -87.78561, -87.7856, -87.7856, -87.78559, -87.78559, -87.78558, -87.78558, -87.78557, -87.78557, -87.78556, -87.78556, -87.78555, -87.78555, -87.78554, -87.78554, -87.78553, -87.78553, -87.78552, -87.78552, -87.78551, -87.7855, -87.7855, 41.77093, 
41.77093, 41.77094, 41.77095, 41.77096, 41.77096, 41.77097, 41.77098, 41.77098, 41.77099, 41.771, 41.77101, 41.77102, 41.77103, 41.77104, 41.77105, 41.77106, 41.77106, 41.77107, 41.77108, 41.77109, 41.7711, 41.77111, 41.77112, 41.77113, 41.77114, 41.77115, 41.77116, 41.77117, 41.77118, 41.77119, 41.7712, 41.77121, 41.77122, 41.77122, 41.77123, 41.77124, 41.77125, 41.77126, 41.77127, 41.77128, 41.77129, 41.77129, 41.7712, 41.7712, 41.77068, 41.77069, 41.77069, 41.7707, 41.7707, 41.77071, 41.77071, 
41.77071, 41.77072, 41.77072, 41.77073, 41.77073, 41.77074, 41.77074, 41.77075, 41.77076, 41.77076, 41.77077, 41.77077, 41.77078, 41.77078, 41.77079, 41.77079, 41.7708, 41.7708, 41.77081, 41.77081, 41.77082, 41.77082, 41.77083, 41.77083, 41.77084, 41.77084, 41.77085, 41.77085, 41.77086, 41.77086, 41.77087, 41.77087, 41.77088, 41.77088, 41.77089, 41.77089, 41.7709, 41.77091, 41.77092, 41.77093)))"
1919217043,2022,-87.7848224896011,41.77131536709889,20,19192170430000,NA,NA,NA,NA,NA,"3610898 - TRAYLEK WAREHOUSE, INC",8,Incentive,"TRAYLEK WAREHOUSE, INC",3610898,2023,"list(list(c(-87.78551, -87.78424, -87.78397, -87.78542, -87.78558, -87.78551, 41.77069, 41.77179, 41.77208, 41.77082, 41.77069, 41.77069)))"
1919217046,2022,-87.78343688168917,41.77243536420844,20,19192170460000,NA,NA,NA,NA,NA,3611002 - 6499 W 65TH ST LLC 69,14,Incentive,6499 W 65TH ST LLC 69,3611002,2023,"list(list(c(-87.7837, -87.78362, -87.78346, -87.78345, -87.78344, -87.78342, -87.78341, -87.78339, -87.78338, -87.78337, -87.78335, -87.78334, -87.78332, -87.78331, -87.78329, -87.78327, -87.78326, -87.78324, -87.78323, -87.78322, -87.78321, -87.78321, -87.7832, -87.78319, -87.78319, -87.78318, -87.78317, -87.78316, -87.78315, -87.78314, -87.78314, -87.78313, -87.78312, -87.78311, -87.78311, -87.7831, -87.78309, -87.78308, -87.78307, -87.78306, -87.78317, -87.78326, -87.78351, -87.7837, 41.77231, 
41.77226, 41.77239, 41.7724, 41.7724, 41.77241, 41.77242, 41.77243, 41.77243, 41.77244, 41.77245, 41.77246, 41.77246, 41.77247, 41.77247, 41.77248, 41.77249, 41.77249, 41.7725, 41.7725, 41.7725, 41.77251, 41.77251, 41.77251, 41.77252, 41.77252, 41.77252, 41.77253, 41.77253, 41.77253, 41.77254, 41.77254, 41.77254, 41.77254, 41.77255, 41.77255, 41.77255, 41.77255, 41.77255, 41.77256, 41.77256, 41.77256, 41.77248, 41.77231)))"
1919217058,2022,-87.78583894223513,41.770929007291016,20,19192170580000,NA,RAVENSWOOD DISPOSAL SERVI,1934445059,3,2019,3611980 - RAVENSWOOD DISPOSAL,8,Incentive,RAVENSWOOD DISPOSAL,3611980,2023,"list(list(c(-87.78587, -87.78586, -87.78585, -87.78584, -87.78583, -87.78582, -87.78582, -87.78581, -87.7858, -87.78579, -87.78581, -87.78589, -87.78587, -87.78587, 41.77065, 41.77065, 41.77065, 41.77066, 41.77066, 41.77066, 41.77067, 41.77067, 41.77068, 41.77068, 41.7712, 41.77119, 41.77064, 41.77065)))"
1919217059,2022,-87.78557151254223,41.771657332909655,20,19192170590000,NA,NA,NA,NA,NA,"3610898 - TRAYLEK WAREHOUSE, INC",8,Incentive,"TRAYLEK WAREHOUSE, INC",3610898,2023,"list(list(c(-87.78579, -87.7858, -87.78581, -87.78582, -87.78582, -87.78583, -87.78584, -87.78585, -87.78586, -87.78587, -87.78587, -87.78587, -87.78586, -87.78585, -87.78585, -87.78584, -87.78583, -87.78582, -87.78581, -87.7858, -87.78579, -87.78578, -87.78577, -87.78576, -87.78576, -87.78575, -87.78574, -87.78573, -87.78572, -87.78571, -87.78571, -87.7857, -87.78569, -87.78569, -87.78568, -87.78567, -87.78566, -87.78566, -87.78565, -87.78564, -87.78563, -87.78563, -87.78562, -87.78562, -87.78561, 
-87.7856, -87.7856, -87.78559, -87.78559, -87.78558, -87.78557, -87.78556, -87.78555, -87.78554, -87.78553, -87.78552, -87.78551, -87.7855, -87.78549, -87.78548, -87.78548, -87.78547, -87.78547, -87.78546, -87.78546, -87.78545, -87.78545, -87.78544, -87.78544, -87.78543, -87.78543, -87.78542, -87.78542, -87.78541, -87.78541, -87.7854, -87.7854, -87.7854, -87.78539, -87.78539, -87.78539, -87.78538, -87.78538, -87.78538, -87.78537, -87.78537, -87.78537, -87.78536, -87.78536, -87.78536, -87.78535, -87.78535, 
-87.78535, -87.78535, -87.78534, -87.78534, -87.78534, -87.78534, -87.78533, -87.78533, -87.78533, -87.78533, -87.78533, -87.78532, -87.78532, -87.78532, -87.78532, -87.78532, -87.78532, -87.78532, -87.78532, -87.78531, -87.78531, -87.78531, -87.78531, -87.78531, -87.78531, -87.78535, -87.78584, -87.7858, -87.78538, -87.78538, -87.78538, -87.78538, -87.78538, -87.78538, -87.78538, -87.78538, -87.78539, -87.78539, -87.78539, -87.78539, -87.78539, -87.78539, -87.78539, -87.7854, -87.7854, -87.7854, 
-87.7854, -87.78541, -87.78541, -87.78541, -87.78542, -87.78542, -87.78542, -87.78543, -87.78543, -87.78543, -87.78544, -87.78544, -87.78545, -87.78545, -87.78546, -87.78546, -87.78547, -87.78547, -87.78547, -87.78548, -87.78548, -87.78549, -87.78549, -87.7855, -87.7855, -87.78551, -87.78552, -87.78552, -87.78553, -87.78553, -87.78554, -87.78554, -87.78555, -87.78555, -87.78556, -87.78556, -87.78557, -87.78557, -87.78558, -87.78558, -87.78559, -87.78559, -87.7856, -87.7856, -87.78561, -87.78561, 
-87.78562, -87.78562, -87.78563, -87.78563, -87.78564, -87.78565, -87.78566, -87.78566, -87.78567, -87.78568, -87.78569, -87.7857, -87.7857, -87.78571, -87.78572, -87.78573, -87.78573, -87.78574, -87.78575, -87.78575, -87.78576, -87.78577, -87.78578, -87.78579, 41.77068, 41.77068, 41.77067, 41.77067, 41.77066, 41.77066, 41.77066, 41.77065, 41.77065, 41.77065, 41.77064, 41.77059, 41.77059, 41.77059, 41.7706, 41.7706, 41.7706, 41.77061, 41.77061, 41.77062, 41.77062, 41.77063, 41.77063, 41.77063, 41.77064, 
41.77064, 41.77065, 41.77065, 41.77066, 41.77066, 41.77067, 41.77067, 41.77067, 41.77068, 41.77068, 41.77069, 41.77069, 41.7707, 41.7707, 41.77071, 41.77071, 41.77072, 41.77072, 41.77073, 41.77073, 41.77073, 41.77074, 41.77074, 41.77075, 41.77075, 41.77076, 41.77077, 41.77078, 41.77079, 41.7708, 41.77081, 41.77082, 41.77083, 41.77084, 41.77085, 41.77086, 41.77086, 41.77087, 41.77087, 41.77088, 41.77088, 41.77089, 41.77089, 41.7709, 41.77091, 41.77092, 41.77092, 41.77093, 41.77094, 41.77095, 41.77095, 
41.77096, 41.77097, 41.77097, 41.77098, 41.77099, 41.77099, 41.771, 41.77101, 41.77101, 41.77102, 41.77103, 41.77103, 41.77104, 41.77105, 41.77105, 41.77106, 41.77107, 41.77108, 41.77108, 41.77109, 41.7711, 41.77111, 41.77111, 41.77112, 41.77113, 41.77114, 41.77115, 41.77115, 41.77116, 41.77117, 41.77118, 41.77119, 41.7712, 41.77121, 41.77122, 41.77122, 41.77123, 41.77124, 41.77125, 41.77126, 41.77127, 41.77221, 41.7722, 41.77129, 41.77129, 41.77128, 41.77127, 41.77126, 41.77125, 41.77124, 41.77123, 
41.77122, 41.77122, 41.77121, 41.7712, 41.77119, 41.77118, 41.77117, 41.77116, 41.77115, 41.77114, 41.77113, 41.77112, 41.77111, 41.7711, 41.77109, 41.77108, 41.77107, 41.77106, 41.77106, 41.77105, 41.77104, 41.77103, 41.77102, 41.77101, 41.771, 41.77099, 41.77098, 41.77098, 41.77097, 41.77096, 41.77096, 41.77095, 41.77094, 41.77093, 41.77093, 41.77092, 41.77091, 41.7709, 41.77089, 41.77089, 41.77088, 41.77088, 41.77087, 41.77087, 41.77086, 41.77086, 41.77085, 41.77085, 41.77084, 41.77084, 41.77083, 
41.77083, 41.77082, 41.77082, 41.77081, 41.77081, 41.7708, 41.7708, 41.77079, 41.77079, 41.77078, 41.77078, 41.77077, 41.77077, 41.77076, 41.77076, 41.77075, 41.77074, 41.77074, 41.77073, 41.77073, 41.77072, 41.77072, 41.77071, 41.77071, 41.77071, 41.7707, 41.7707, 41.77069, 41.77069, 41.77068)))"
1919217064,2022,-87.7810419723029,41.77098714930254,20,19192170640000,NA,CHICAGO TITLE LAND TRUST,2007941027,4,2019,3610712 - MARK WEITZMAN,13,Non-Incentive,MARK WEITZMAN,3610712,2023,"list(list(c(-87.78098, -87.78101, -87.78101, -87.7811, -87.78107, -87.78098, 41.77072, 41.77126, 41.77128, 41.77128, 41.77067, 41.77072)))"
