group,pin10,keypin,year,longitude,latitude,pin,sale_buyer_name,sale_document_num,num_parcels_sale,year_sold,proj_appeallant,timesappealed,incent_prop,appellant,appealid,year_appealed,geometry
27,0822400023,08224000230000,2022,-87.96846901893828,42.02855532802994,08224000230000,NA,NA,NA,NA,1615806 - W E CARLSON CORP,8,Non-Incentive,W E CARLSON CORP,1615806,2023,"list(list(c(-87.96838, -87.96806, -87.96806, -87.96888, -87.96888, -87.96838, 42.02842, 42.02842, 42.02869, 42.02869, 42.02842, 42.02842)))"
23,0822400024,08224000240000,2022,-87.96595953735839,42.028029939580485,08224000240000,UNKNOWN,1515522023,1,2015,1612934 - SNAP 61 GARLISCH LLC,11,Incentive,SNAP 61 GARLISCH LLC,1612934,2023,"list(list(c(-87.9665, -87.96649, -87.9656, -87.96558, -87.96557, -87.96556, -87.96556, -87.96555, -87.96554, -87.96553, -87.96552, -87.96552, -87.96551, -87.9655, -87.96549, -87.96548, -87.96548, -87.96547, -87.96546, -87.96545, -87.96544, -87.96543, -87.96542, -87.96541, -87.9654, -87.96539, -87.96538, -87.96537, -87.96536, -87.96536, -87.96535, -87.96534, -87.96534, -87.96533, -87.96532, -87.96532, -87.96531, -87.9653, -87.96528, -87.96551, -87.9665, 42.02823, 42.02783, 42.02783, 42.02785, 42.02786, 
42.02786, 42.02787, 42.02787, 42.02788, 42.02788, 42.02788, 42.02789, 42.02789, 42.02789, 42.02789, 42.02789, 42.0279, 42.0279, 42.0279, 42.0279, 42.0279, 42.0279, 42.0279, 42.0279, 42.02789, 42.02789, 42.02789, 42.02789, 42.02789, 42.02788, 42.02788, 42.02788, 42.02787, 42.02787, 42.02787, 42.02786, 42.02786, 42.02785, 42.02783, 42.02823, 42.02823)))"
27,0822400025,08224000250000,2022,-87.9684710802538,42.028828430204946,08224000250000,LIVELY PROPERTY HOLDINGS,2024507602,1,2020,1610782 - LIVELY PROPERTY HOLDIN,6,Non-Incentive,LIVELY PROPERTY HOLDIN,1610782,2023,"list(list(c(-87.96806, -87.96806, -87.96889, -87.96888, -87.96806, 42.02869, 42.02897, 42.02896, 42.02869, 42.02869)))"
28,0822400029,08224000290000,2022,-87.96852701935698,42.02728908854991,08224000290000,"41 N LIVELY BLVD, LLC",1918257039,1,2019,"1610831 - 41 N. LIVELY BLVD., LL",8,Incentive,"41 N. LIVELY BLVD., LL",1610831,2022,"list(list(c(-87.96852, -87.96819, -87.9682, -87.96886, -87.96886, -87.96885, -87.96852, 42.02693, 42.02694, 42.02765, 42.02764, 42.02693, 42.02693, 42.02693)))"
27,0822400030,08224000300000,2022,-87.96818133054241,42.02811474497234,08224000300000,WILLIAM E. CARLSON,10137728,1,2000,1615719 - WILLIAM CARLSON,6,Non-Incentive,WILLIAM CARLSON,1615719,2023,"list(list(c(-87.96798, -87.96806, -87.96838, -87.96838, -87.96798, -87.96798, 42.02842, 42.02842, 42.02842, 42.02781, 42.02781, 42.02842)))"
27,0822400031,08224000310000,2022,-87.96780768442115,42.02811273496526,08224000310000,NA,NA,NA,NA,1616691 - W E CARLSON CORP,9,Non-Incentive,W E CARLSON CORP,1616691,2022,"list(list(c(-87.96764, -87.96798, -87.96798, -87.96772, -87.96763, -87.96764, 42.02842, 42.02842, 42.02781, 42.02781, 42.02781, 42.02842)))"
27,0822400032,08224000320000,2022,-87.96718471184255,42.02811364037199,08224000320000,NA,NA,NA,NA,1614343 - CONRAD GOERINGER,14,Non-Incentive,CONRAD GOERINGER,1614343,2023,"list(list(c(-87.96763, -87.96671, -87.96671, -87.96677, -87.96684, -87.96764, -87.96763, 42.02781, 42.02782, 42.02819, 42.0283, 42.02842, 42.02842, 42.02781)))"
28,0822400033,08224000330000,2022,-87.96606562071662,42.02731523174271,08224000330000,NA,NA,NA,NA,1612219 - THOMAS SCHLEGEL,12,Non-Incentive,THOMAS SCHLEGEL,1612219,2023,"list(list(c(-87.96575, -87.96575, -87.96639, -87.96638, -87.96575, 42.02696, 42.02767, 42.02767, 42.02696, 42.02696)))"
28,0822400034,08224000340000,2022,-87.96535308652638,42.027291252506025,08224000340000,"STEVEN MICHAEL PROPERTIES, LLC",1609646069,1,2016,1613017 - STEVEN MICHAEL PROP,11,Incentive,STEVEN MICHAEL PROP,1613017,2023,"list(list(c(-87.9649, -87.96491, -87.96506, -87.96519, -87.96528, -87.96529, -87.9653, -87.96531, -87.96531, -87.96532, -87.96532, -87.96533, -87.96533, -87.96534, -87.96535, -87.96536, -87.96537, -87.96538, -87.96539, -87.96539, -87.9654, -87.96541, -87.96542, -87.96543, -87.96544, -87.96545, -87.96546, -87.96547, -87.96548, -87.96548, -87.96549, -87.9655, -87.96551, -87.96552, -87.96552, -87.96553, -87.96554, -87.96554, -87.96555, -87.96556, -87.96556, -87.96557, -87.96557, -87.9656, -87.96575, 
-87.96575, -87.9649, 42.02697, 42.02745, 42.02745, 42.02768, 42.02768, 42.02767, 42.02766, 42.02766, 42.02765, 42.02765, 42.02764, 42.02764, 42.02763, 42.02763, 42.02763, 42.02762, 42.02762, 42.02762, 42.02762, 42.02761, 42.02761, 42.02761, 42.02761, 42.02761, 42.02761, 42.02761, 42.02761, 42.02761, 42.02761, 42.02762, 42.02762, 42.02762, 42.02762, 42.02762, 42.02763, 42.02763, 42.02763, 42.02764, 42.02764, 42.02764, 42.02765, 42.02765, 42.02766, 42.02767, 42.02767, 42.02696, 42.02697)))"
28,0822400035,08224000350000,2022,-87.96789276126323,42.027296136360185,08224000350000,NA,NA,NA,NA,1612220 - DONNA ZGONINA,8,Non-Incentive,DONNA ZGONINA,1612220,2023,"list(list(c(-87.96789, -87.96788, -87.96759, -87.96759, -87.9682, -87.96819, -87.96789, 42.02694, 42.02694, 42.02694, 42.02766, 42.02765, 42.02694, 42.02694)))"
28,0822400036,08224000360000,2022,-87.96729144301239,42.02730180873781,08224000360000,NA,NA,NA,NA,"1614622 - ATI, LLC",11,Non-Incentive,"ATI, LLC",1614622,2022,"list(list(c(-87.96726, -87.96699, -87.967, -87.96759, -87.96759, -87.96742, -87.96726, 42.02695, 42.02695, 42.02766, 42.02766, 42.02694, 42.02694, 42.02695)))"
28,0822400037,08224000370000,2022,-87.96668707075959,42.02730854074889,08224000370000,NA,NA,NA,NA,1612221 - THOMAS SCHLEGEL,12,Non-Incentive,THOMAS SCHLEGEL,1612221,2023,"list(list(c(-87.96656, -87.96655, -87.96638, -87.96639, -87.96686, -87.967, -87.96699, -87.96656, 42.02696, 42.02696, 42.02696, 42.02767, 42.02766, 42.02766, 42.02695, 42.02696)))"
23,0822400038,08224000380000,2022,-87.96616370032808,42.0285620622126,08224000380000,GOLDEN STAR HOLDINGS LLC,1921717084,2,2019,1617507 - GOLDEN STAR HOLDINGS L,4,Non-Incentive,GOLDEN STAR HOLDINGS L,1617507,2019,"list(list(c(-87.96551, -87.96555, -87.96596, -87.9668, -87.96678, -87.9665, -87.96551, 42.02823, 42.02831, 42.02902, 42.02875, 42.02871, 42.02823, 42.02823)))"
27,0822400039,08224000390000,2022,-87.96760569676015,42.02885509574775,08224000390000,UNKNOWN,1526510051,1,2015,"1611033 - MR. N. BOND, LLC",13,Incentive,"MR. N. BOND, LLC",1611033,2023,"list(list(c(-87.96798, -87.96764, -87.96684, -87.96717, -87.96753, -87.96802, -87.96806, -87.96806, -87.96806, -87.96806, -87.96798, 42.02842, 42.02842, 42.02842, 42.02898, 42.02926, 42.0296, 42.0296, 42.02897, 42.02869, 42.02842, 42.02842)))"
23,0822400040,08224000400000,2022,-87.96700788822919,42.029460583744516,08224000400000,VIP ARLINGTON HTS LLC,1130712021,1,2011,"1613086 - VIP ARLINGTON HEIGHTS,",14,Non-Incentive,"VIP ARLINGTON HEIGHTS,",1613086,2023,"list(list(c(-87.967, -87.96651, -87.96671, -87.96693, -87.96701, -87.96731, -87.96752, -87.967, 42.02908, 42.02947, 42.02962, 42.02978, 42.02984, 42.02961, 42.02946, 42.02908)))"
27,0822400041,08224000410000,2022,-87.96850746689204,42.029441561705454,08224000410000,"VIP LIVELY III, LLC",1901649045,1,2019,"1613087 - VIP LIVELY III, LLC",11,Non-Incentive,"VIP LIVELY III, LLC",1613087,2023,"list(list(c(-87.96806, -87.96806, -87.96802, -87.96862, -87.96889, -87.96888, -87.96889, -87.96889, -87.96806, 42.02897, 42.0296, 42.0296, 42.03004, 42.03004, 42.02958, 42.02901, 42.02896, 42.02897)))"
28,0822400042,08224000420000,2022,-87.96567819875546,42.02643460947775,08224000420000,"HIGGINS INVESTMENT PROPERTIES, LLC",2135001213,1,2021,1616710 - HIGGINS INVESTMENT PRO,6,Non-Incentive,HIGGINS INVESTMENT PRO,1616710,2022,"list(list(c(-87.96575, -87.96638, -87.96655, -87.96655, -87.96621, -87.96552, -87.9651, -87.96489, -87.96489, -87.9649, -87.96575, 42.02696, 42.02696, 42.02696, 42.02605, 42.02601, 42.02591, 42.02576, 42.02573, 42.02604, 42.02697, 42.02696)))"
23,0822400043,08224000380000,2022,-87.9665191994613,42.029088219755586,08224000430000,GOLDEN STAR HOLDINGS LLC,1921717084,2,2019,1617507 - GOLDEN STAR HOLDINGS L,4,Non-Incentive,GOLDEN STAR HOLDINGS L,1617507,2019,"list(list(c(-87.96596, -87.96599, -87.96599, -87.96603, -87.96651, -87.967, -87.96699, -87.9668, -87.96596, 42.02902, 42.02908, 42.02909, 42.02912, 42.02947, 42.02908, 42.02907, 42.02875, 42.02902)))"
28,0822400044,08224000450000,2022,-87.96867842808545,42.02663722414096,08224000440000,PATEL MANAHAR,1410049021,2,2014,1613170 - 1170 HIGGINS LLC,11,Non-Incentive,1170 HIGGINS LLC,1613170,2023,"list(list(c(-87.96885, -87.96851, -87.96852, -87.96885, -87.96885, 42.02637, 42.02632, 42.02693, 42.02693, 42.02637)))"
28,0822400045,08224000450000,2022,-87.9681829456592,42.026606119630955,08224000450000,PATEL MANAHAR,1410049021,2,2014,1613170 - 1170 HIGGINS LLC,11,Non-Incentive,1170 HIGGINS LLC,1613170,2023,"list(list(c(-87.96807, -87.96802, -87.96786, -87.96786, -87.96787, -87.96787, -87.96788, -87.96789, -87.96819, -87.96852, -87.96851, -87.96807, 42.02626, 42.02626, 42.02624, 42.02644, 42.02644, 42.02668, 42.02694, 42.02694, 42.02694, 42.02693, 42.02632, 42.02626)))"
28,0822400046,08224000460000,2022,-87.96763393253099,42.02657321290218,08224000460000,NA,2421120227,2,2024,1612965 - JOHN FRIDONO,7,Non-Incentive,JOHN FRIDONO,1612965,2023,"list(list(c(-87.96755, -87.96739, -87.96741, -87.96742, -87.96759, -87.96788, -87.96787, -87.96787, -87.96786, -87.96786, -87.96755, 42.02619, 42.02617, 42.02678, 42.02694, 42.02694, 42.02694, 42.02668, 42.02644, 42.02644, 42.02624, 42.02619)))"
28,0822400047,08224000460000,2022,-87.96733014033914,42.026558519917764,08224000470000,NA,2421120227,2,2024,1612965 - JOHN FRIDONO,6,Non-Incentive,JOHN FRIDONO,1612965,2023,"list(list(c(-87.96742, -87.96741, -87.96739, -87.96733, -87.96725, -87.96726, -87.96742, 42.02694, 42.02678, 42.02617, 42.02616, 42.02615, 42.02695, 42.02694)))"
28,0822400049,08224000490000,2022,-87.96689605343381,42.02652660554938,08224000490000,NA,NA,NA,NA,1612222 - RENT RITE EQUIPMENT CO,12,Non-Incentive,RENT RITE EQUIPMENT CO,1612222,2023,"list(list(c(-87.96656, -87.96699, -87.96726, -87.96725, -87.96682, -87.96655, -87.96655, -87.96656, 42.02696, 42.02695, 42.02695, 42.02615, 42.02609, 42.02605, 42.02696, 42.02696)))"
28,0822400054,08224000548002,2022,-87.96780352956426,42.02619794386424,08224000548002,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.96807, -87.96788, -87.96755, -87.96755, -87.96786, -87.96802, -87.96807, -87.96807, 42.02621, 42.02618, 42.02613, 42.02619, 42.02624, 42.02626, 42.02626, 42.02621)))"
18,0822400055,08224000640000,2022,-87.96910112886125,42.02688595791434,08224000550000,NA,NA,NA,NA,1613088 - KDF ENTERPRISES,13,Non-Incentive,KDF ENTERPRISES,1613088,2023,"list(list(c(-87.96914, -87.96914, -87.96914, -87.96913, -87.96906, -87.96907, -87.96907, -87.96914, 42.02737, 42.02731, 42.02689, 42.02641, 42.0264, 42.02719, 42.02738, 42.02737)))"
18,0822400060,08224000600000,2022,-87.96947640748701,42.028142095013905,08224000600000,NA,NA,NA,NA,"1612223 - 62 LIVELY, LLC",13,Non-Incentive,"62 LIVELY, LLC",1612223,2023,"list(list(c(-87.96915, -87.96916, -87.96942, -87.9698, -87.96979, -87.96915, 42.02804, 42.02825, 42.02825, 42.02825, 42.02803, 42.02804)))"
18,0822400061,08224000610000,2022,-87.96946907480176,42.02792107183083,08224000610000,DIPAK KUMAR & JIGNESH PATEL,512239029,2,2005,1611227 - INTRATEK,5,Non-Incentive,INTRATEK,1611227,2022,"list(list(c(-87.96915, -87.96915, -87.96915, -87.96979, -87.96979, -87.96915, 42.02781, 42.02791, 42.02804, 42.02803, 42.02781, 42.02781)))"
18,0822400062,08224000620000,2022,-87.96946689148143,42.02769944030408,08224000620000,UNKNOWN,1529456031,2,2015,1610926 - 46 LIVELY LLC,9,Incentive,46 LIVELY LLC,1610926,2023,"list(list(c(-87.96915, -87.96915, -87.96915, -87.96979, -87.96978, -87.96915, 42.02759, 42.02767, 42.02781, 42.02781, 42.02759, 42.02759)))"
18,0822400063,08224000630000,2022,-87.96946366966995,42.02748147058719,08224000630000,UNKNOWN,1529322005,2,2015,1610925 - 38 LIVELY LLC,7,Non-Incentive,38 LIVELY LLC,1610925,2023,"list(list(c(-87.96914, -87.96915, -87.96978, -87.96978, -87.96914, 42.02737, 42.02759, 42.02759, 42.02737, 42.02737)))"
18,0822400064,08224000640000,2022,-87.96945026669172,42.02691244622165,08224000640000,NA,NA,NA,NA,1613088 - KDF ENTERPRISES,13,Non-Incentive,KDF ENTERPRISES,1613088,2023,"list(list(c(-87.96978, -87.96978, -87.96977, -87.96977, -87.96913, -87.96914, -87.96914, -87.96914, -87.96978, 42.02737, 42.0272, 42.02705, 42.0265, 42.02641, 42.02689, 42.02731, 42.02737, 42.02737)))"
18,0822400065,08224000650000,2022,-87.96944420779813,42.02836341585418,08224000650000,NA,NA,NA,NA,1613089 - MR. JOSEPH HOLIK,10,Non-Incentive,MR. JOSEPH HOLIK,1613089,2023,"list(list(c(-87.96942, -87.96916, -87.96909, -87.96909, -87.96981, -87.9698, -87.96942, 42.02825, 42.02825, 42.02825, 42.02848, 42.02847, 42.02825, 42.02825)))"
28,0822401051,08224010510000,2022,-87.9625559454715,42.02603715320025,08224010510000,VILLAGE OF ELK GROVE VILLAGE,2310713133,1,2023,1616862 - FAS DEPT 1401 843,1,Non-Incentive,FAS DEPT 1401 843,1616862,2022,"list(list(c(-87.96192, -87.96191, -87.96188, -87.96212, -87.96199, -87.96221, -87.9625, -87.96308, -87.9631, -87.96311, -87.96311, -87.96247, -87.96192, 42.02523, 42.02533, 42.02608, 42.02626, 42.02636, 42.02652, 42.02674, 42.02716, 42.02606, 42.02549, 42.02539, 42.02531, 42.02523)))"
28,0822401053,08224010530000,2022,-87.96159628747306,42.02541254612819,08224010530000,NA,2312410100,2,2023,1616862 - FAS DEPT 1401 843,1,Non-Incentive,FAS DEPT 1401 843,1616862,2022,"list(list(c(-87.96188, -87.96191, -87.96192, -87.96129, -87.96129, -87.96131, -87.96188, 42.02608, 42.02533, 42.02523, 42.02471, 42.02485, 42.02566, 42.02608)))"
28,0822401054,08224010540000,2022,-87.96071032045573,42.02479323247831,08224010540000,SNP3 INC.,1722319047,1,2017,1610494 - NEIL PATEL,11,Non-Incentive,NEIL PATEL,1610494,2023,"list(list(c(-87.96015, -87.96131, -87.96131, -87.96129, -87.96015, -87.96015, 42.0248, 42.02567, 42.02566, 42.02485, 42.02389, 42.0248)))"
28,0822401055,08224010550000,2022,-87.96483170908492,42.0236832760729,08224010550000,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.96488, -87.96488, -87.96488, -87.96478, -87.96479, -87.96488, -87.96488, 42.02368, 42.02348, 42.02345, 42.02345, 42.02392, 42.02391, 42.02368)))"
28,0822401056,08224010560000,2022,-87.96450442694807,42.02537603316723,08224010560000,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.96373, -87.96413, -87.96413, -87.96413, -87.96413, -87.96414, -87.96415, -87.96492, -87.96491, -87.96491, -87.96491, -87.96491, -87.9649, -87.96489, -87.96489, -87.96489, -87.96489, -87.96489, -87.96488, -87.96488, -87.96488, -87.96479, -87.96478, -87.96488, -87.96487, -87.96487, -87.96487, -87.9641, -87.96411, -87.96412, -87.96413, -87.96372, -87.96373, 42.02548, 42.02554, 42.02563, 42.02582, 42.02605, 42.0278, 42.02795, 42.02853, 42.02828, 42.02826, 42.02803, 42.02745, 42.02697, 
42.02604, 42.02573, 42.02563, 42.02554, 42.02513, 42.02474, 42.02392, 42.02391, 42.02392, 42.02345, 42.02345, 42.02299, 42.02249, 42.02247, 42.02249, 42.02358, 42.02517, 42.02538, 42.02539, 42.02548)))"
29,0822401069,08224010690000,2022,-87.96363791361507,42.02656892639954,08224010690000,NA,NA,NA,NA,1614029 - COMMONWEALTH EDISON,3,Non-Incentive,COMMONWEALTH EDISON,1614029,2023,"list(list(c(-87.96413, -87.96413, -87.96311, -87.96308, -87.96342, -87.96395, -87.96414, -87.96413, 42.02582, 42.02563, 42.02549, 42.02716, 42.02741, 42.02781, 42.0278, 42.02582)))"
30,0822402007,08224020070000,2022,-87.968531168857,42.025286782394005,08224020070000,NA,NA,NA,NA,1610019 - 91 LIVELY LLC,8,Non-Incentive,91 LIVELY LLC,1610019,2023,"list(list(c(-87.96821, -87.96821, -87.96821, -87.96885, -87.96885, -87.96821, 42.02519, 42.02537, 42.02538, 42.02538, 42.02519, 42.02519)))"
30,0822402008,08224020080000,2022,-87.96852411060709,42.02509439081333,08224020080000,NANCY ABUALI,1909355003,1,2019,1610011 - DESERT ROSE LLC,7,Non-Incentive,DESERT ROSE LLC,1610011,2023,"list(list(c(-87.9682, -87.9682, -87.96821, -87.96885, -87.96885, -87.96885, -87.9682, 42.025, 42.02503, 42.02519, 42.02519, 42.02513, 42.025, 42.025)))"
30,0822402009,08224020090000,2022,-87.96850621269886,42.02395460050369,08224020090000,NA,519234,1,2000,1614634 - JIM HEFFERNAN,11,Non-Incentive,JIM HEFFERNAN,1614634,2023,"list(list(c(-87.96817, -87.96817, -87.96818, -87.96884, -87.96884, -87.96884, -87.96817, 42.02379, 42.02406, 42.02413, 42.02413, 42.02386, 42.02378, 42.02379)))"
30,0822402010,08224020100000,2022,-87.96849863487627,42.023674928578984,08224020100000,NA,NA,NA,NA,1612682 - SMC ELECTRICAL CORD,4,Non-Incentive,SMC ELECTRICAL CORD,1612682,2022,"list(list(c(-87.96816, -87.96817, -87.96817, -87.96884, -87.96884, -87.96816, 42.02357, 42.02377, 42.02379, 42.02378, 42.02357, 42.02357)))"
31,0822402015,08224020150000,2022,-87.96703529768583,42.02541158986891,08224020150000,NA,NA,NA,NA,1615628 - 1301 E HIGGINS LLC,11,Non-Incentive,1301 E HIGGINS LLC,1615628,2023,"list(list(c(-87.96669, -87.96669, -87.96669, -87.96673, -87.96737, -87.96736, -87.96736, -87.96669, 42.02508, 42.02526, 42.02569, 42.0257, 42.02578, 42.02515, 42.02508, 42.02508)))"
31,0822402016,08224020160000,2022,-87.96700996262275,42.02325867167758,08224020160000,MARK J VOTTERO,30104442,1,2003,1613571 - MARK VOTTERO,8,Non-Incentive,MARK VOTTERO,1613571,2023,"list(list(c(-87.96668, -87.96668, -87.96734, -87.96734, -87.96734, -87.96668, -87.96668, -87.96668, 42.02325, 42.02336, 42.02335, 42.02321, 42.02316, 42.02317, 42.02318, 42.02325)))"
31,0822402017,08224020170000,2022,-87.96700814646125,42.023065377204645,08224020170000,NA,321171,1,2000,1613574 - RONALD RIDDSBEE,5,Non-Incentive,RONALD RIDDSBEE,1613574,2023,"list(list(c(-87.96724, -87.96668, -87.96668, -87.96734, -87.96733, -87.96724, 42.02297, 42.02297, 42.02317, 42.02316, 42.02297, 42.02297)))"
31,0822402018,08224020180000,2022,-87.96636044499495,42.02417620962665,08224020180000,"L.D.E. LLC,",1836019019,1,2018,1617121 - LDE LLC,4,Non-Incentive,LDE LLC,1617121,2019,"list(list(c(-87.96603, -87.96603, -87.96669, -87.96669, -87.96669, -87.96669, -87.96603, 42.02407, 42.02429, 42.02429, 42.02417, 42.02414, 42.02406, 42.02407)))"
31,0822402019,08224020190000,2022,-87.96635741164086,42.02395521660241,08224020190000,JORGENSON HOMES L.L.C. - 170 SEEGER SERIES,2136407266,1,2021,1614521 - RICHARD JORGENSON,5,Non-Incentive,RICHARD JORGENSON,1614521,2020,"list(list(c(-87.96603, -87.96603, -87.96669, -87.96669, -87.96603, 42.02385, 42.02407, 42.02406, 42.02384, 42.02385)))"
31,0822402020,08224020200000,2022,-87.9663574747301,42.02374857410351,08224020200000,188 SEEGERS LLC,2423314685,1,2024,1614526 - JOSEPH CANE,10,Non-Incentive,JOSEPH CANE,1614526,2023,"list(list(c(-87.96603, -87.96603, -87.96603, -87.96669, -87.96669, -87.96669, -87.96603, 42.02365, 42.02373, 42.02385, 42.02384, 42.02381, 42.02365, 42.02365)))"
31,0822402021,08224020210000,2022,-87.96635497907602,42.023557038230685,08224020210000,200 SEEGERS LLC,2422814009,1,2024,1614525 - JOSEPH CANE,6,Non-Incentive,JOSEPH CANE,1614525,2023,"list(list(c(-87.96602, -87.96603, -87.96669, -87.96668, -87.96602, 42.02346, 42.02365, 42.02365, 42.02346, 42.02346)))"
28,0822402024,08224020240000,2022,-87.96534435382154,42.02321917749137,08224020240000,Bert K Byrd Elaine M Byrd,1309446159,1,2013,"1610996 - BERT K. BYRD, JR. AND",10,Incentive,"BERT K. BYRD, JR. AND",1610996,2023,"list(list(c(-87.96487, -87.96488, -87.96536, -87.96581, -87.96581, -87.96581, -87.96487, 42.02299, 42.02345, 42.02345, 42.02345, 42.02334, 42.02298, 42.02299)))"
32,0822402038,08224020380000,2022,-87.96941643188684,42.02564233978508,08224020380000,"BCW PARTNERS, LLC",1824904046,1,2018,"1610994 - BCW PARTNERS, LLC",8,Incentive,"BCW PARTNERS, LLC",1610994,2023,"list(list(c(-87.96907, -87.96907, -87.96976, -87.96976, -87.96976, -87.96907, 42.02554, 42.02574, 42.02574, 42.02566, 42.02554, 42.02554)))"
32,0822402039,08224020390000,2022,-87.96941322529923,42.02544394705872,08224020390000,"ATRIUM ASSETS, LLC",2112712105,1,2021,1614561 - ATRIUM ASSETS LLC,2,Non-Incentive,ATRIUM ASSETS LLC,1614561,2022,"list(list(c(-87.96906, -87.96906, -87.96907, -87.96976, -87.96976, -87.96906, 42.02535, 42.02537, 42.02554, 42.02554, 42.02535, 42.02535)))"
26,0822402040,08224020400000,2022,-87.96939836757664,42.02397669306486,08224020400000,BALANSTAR CORPORATION,1800555008,3,2017,1610993 - BALANSTAR CORPORATION,14,Incentive,BALANSTAR CORPORATION,1610993,2023,"list(list(c(-87.96939, -87.96905, -87.96905, -87.96974, -87.96974, -87.96939, 42.0238, 42.0238, 42.02415, 42.02415, 42.0238, 42.0238)))"
26,0822402041,08224020400000,2022,-87.9693979418065,42.02370490182656,08224020410000,BALANSTAR CORPORATION,1800555008,3,2017,1610993 - BALANSTAR CORPORATION,14,Incentive,BALANSTAR CORPORATION,1610993,2023,"list(list(c(-87.96905, -87.96905, -87.96939, -87.96974, -87.96974, -87.96905, 42.02361, 42.0238, 42.0238, 42.0238, 42.0236, 42.02361)))"
26,0822402042,08224020400000,2022,-87.96939596826687,42.023513202470475,08224020420000,BALANSTAR CORPORATION,1800555008,3,2017,1610993 - BALANSTAR CORPORATION,14,Incentive,BALANSTAR CORPORATION,1610993,2023,"list(list(c(-87.96905, -87.96905, -87.96905, -87.96974, -87.96974, -87.96974, -87.96905, 42.02342, 42.02359, 42.02361, 42.0236, 42.02345, 42.02342, 42.02342)))"
26,0822402043,08224020430000,2022,-87.96939477134703,42.02328154038698,08224020430000,W. GLASS PROPERTIES LLC,1731001139,1,2017,1611066 - W. GLASS PROPERTIES LL,14,Incentive,W. GLASS PROPERTIES LL,1611066,2023,"list(list(c(-87.96905, -87.96905, -87.96974, -87.96974, -87.96905, 42.02314, 42.02342, 42.02342, 42.02314, 42.02314)))"
26,0822402044,08224020440000,2022,-87.96939696524437,42.023042827545154,08224020440000,DUSTY HOLLINGER,21365168,1,2002,1612760 - DUSTY HOLLINGER LLC.,13,Non-Incentive,DUSTY HOLLINGER LLC.,1612760,2022,"list(list(c(-87.96908, -87.96905, -87.96905, -87.96974, -87.96974, -87.96908, 42.02295, 42.02295, 42.02314, 42.02314, 42.02294, 42.02295)))"
30,0822402046,08224020460000,2022,-87.96789317145249,42.0251990360332,08224020460000,"WMK PROPERTIES,LLC C/O JOY GOLDMAN",527349041,1,2005,1601805 - JIM WEBB,3,Non-Incentive,JIM WEBB,1601805,2012,"list(list(c(-87.96758, -87.96758, -87.96758, -87.96821, -87.96821, -87.9682, -87.96758, 42.02503, 42.0253, 42.02537, 42.02537, 42.02519, 42.02503, 42.02503)))"
30,0822402047,08224020470000,2022,-87.96786424642056,42.02391639202097,08224020470000,"180 CROSSEN, LLC",2128534002,1,2021,1616219 - BRAINARD NIELSEN MKTG,6,Non-Incentive,BRAINARD NIELSEN MKTG,1616219,2019,"list(list(c(-87.96756, -87.96756, -87.96817, -87.96817, -87.96817, -87.96756, 42.02377, 42.02406, 42.02406, 42.02379, 42.02377, 42.02377)))"
30,0822402048,08224020480000,2022,-87.96784926470983,42.02308362337087,08224020480000,NA,NA,NA,NA,"1611058 - STRAMAGLIA, JEANNINE",11,Non-Incentive,"STRAMAGLIA, JEANNINE",1611058,2023,"list(list(c(-87.96764, -87.96755, -87.96755, -87.96815, -87.96814, -87.96764, 42.02296, 42.02296, 42.02321, 42.02321, 42.02296, 42.02296)))"
31,0822402049,08224020490000,2022,-87.96702278012816,42.024808104838904,08224020490000,"ARSH HOLDINGS LLC, AN ILLINOIS LIMITED LIABILITY COMPANY",2213139001,1,2022,1616986 - PATRICK MCCOURT,3,Non-Incentive,PATRICK MCCOURT,1616986,2019,"list(list(c(-87.96669, -87.96669, -87.96669, -87.96736, -87.96735, -87.96669, 42.02453, 42.02483, 42.02508, 42.02508, 42.02453, 42.02453)))"
31,0822402050,08224020500000,2022,-87.96701282075504,42.023583136927336,08224020500000,INSOLITUM HOLDINGS LLC,2134010122,1,2021,1611152 - INSOLITUM HOLDINGS LLC,9,Non-Incentive,INSOLITUM HOLDINGS LLC,1611152,2023,"list(list(c(-87.96669, -87.96669, -87.96734, -87.96734, -87.96668, -87.96668, -87.96669, 42.02365, 42.02381, 42.02381, 42.02335, 42.02336, 42.02346, 42.02365)))"
31,0822402051,08224020510000,2022,-87.96638042454974,42.025452090882986,08224020510000,NA,NA,NA,NA,1611421 - CARLSON ELECTRONIC SLS,4,Non-Incentive,CARLSON ELECTRONIC SLS,1611421,2015,"list(list(c(-87.96669, -87.96604, -87.96604, -87.96612, -87.96622, -87.96669, -87.96669, 42.02526, 42.02526, 42.02558, 42.02561, 42.02563, 42.02569, 42.02526)))"
31,0822402052,08224020520000,2022,-87.96636175971578,42.02455815011493,08224020520000,NA,NA,NA,NA,1612420 - ALBERT B GUALANO,7,Non-Incentive,ALBERT B GUALANO,1612420,2023,"list(list(c(-87.96603, -87.96603, -87.96603, -87.96669, -87.96669, -87.96669, -87.96603, 42.02429, 42.02432, 42.02483, 42.02483, 42.02453, 42.02429, 42.02429)))"
